ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESDE04,HOUDE04,GOVDE04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1480516.0,Delaware,64.0,State,1.0,Call 1,0.77674126625061,Kerry,Castle,Minner,Female,White,50-59,Independent,Liberal,"$100,000-$149,999",Worse today,Catholic,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1532194.0,Delaware,64.0,State,1.0,Call 3,0.77674126625061,Kerry,Castle,Minner,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",About the same,Catholic,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1532154.0,Delaware,64.0,State,1.0,Call 3,0.77674126625061,Kerry,Castle,Minner,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Better today,Something else,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1528376.0,Delaware,11.0,State,1.0,Call 3,0.777072429656982,Bush,,Lee,Female,Hispanic/Latino,45-49,Republican,Conservative,,Better today,Protestant,Before that,Omit,Somewhat approve,Somewhat approve,Non-white female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Hispanic/Latino,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1482513.0,Delaware,49.0,State,1.0,Call 1,0.777456879615784,Kerry,Castle,Minner,Male,White,25-29,Democrat,Moderate,"$30,000-$49,999",About the same,Other Christian,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1531324.0,Delaware,49.0,State,1.0,Call 3,0.777456879615784,Kerry,Castle,Minner,Male,White,18-24,Independent,Liberal,"$75,000-$99,999",About the same,Protestant,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1507991.0,Delaware,49.0,State,1.0,Call 2,0.777456879615784,Kerry,Castle,Minner,Male,White,25-29,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1528754.0,Delaware,59.0,State,1.0,Call 3,0.777697682380676,Kerry,Castle,Minner,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Jewish,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19702.0
1529725.0,Delaware,59.0,State,1.0,Call 3,0.777697682380676,Kerry,Castle,Minner,Male,White,40-44,Democrat,Liberal,"$50,000-$74,999",Worse today,Jewish,Before that,Against his opponent,Strongly disapprove,Somewhat approve,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,New Castle county,Suburbs,Suburbs,1.0,19702.0
1479288.0,Delaware,25.0,State,1.0,Call 1,0.77892929315567,Kerry,Donnelly,Did not vote,Female,Other,50-59,Democrat,Liberal,"Under $15,000",Worse today,Muslim,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,New Castle county,Suburbs,Suburbs,1.0,19713.0
1481264.0,Delaware,34.0,National,2.0,Call 1,0.782284080982208,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$15,000-$29,999",Worse today,Other Christian,Before that,,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1528628.0,Delaware,34.0,National,1.0,Call 3,0.782284080982208,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Protestant,Before that,,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1482212.0,Delaware,34.0,National,3.0,Call 1,0.782284080982208,Kerry,Donnelly,Minner,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",,Catholic,,Against his opponent,,,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1484378.0,Delaware,34.0,National,1.0,Call 1,0.782284080982208,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,Before that,,Strongly approve,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1506005.0,Delaware,34.0,National,1.0,Call 2,0.782284080982208,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,Before that,,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1483693.0,Delaware,34.0,National,2.0,Call 1,0.782284080982208,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,Before that,,Strongly disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1530697.0,Delaware,4.0,State,1.0,Call 3,0.784743309020996,Kerry,Donnelly,Minner,Male,Hispanic/Latino,60-64,Democrat,Conservative,"$50,000-$74,999",Worse today,Catholic,Before that,For your candidate,Strongly approve,Somewhat disapprove,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Kent/Sussex counties,Suburbs,Suburbs,1.0,19977.0
1482268.0,Delaware,49.0,State,1.0,Call 1,0.785180807113647,Bush,,,Female,White,30-39,Independent,Liberal,"$75,000-$99,999",Worse today,Catholic,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1481155.0,Delaware,64.0,State,1.0,Call 1,0.789888679981232,Kerry,Castle,Minner,Female,White,25-29,Democrat,Liberal,"$150,000-$199,999",Worse today,Jewish,Before that,For your candidate,Strongly disapprove,Somewhat approve,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1503454.0,Delaware,64.0,State,1.0,Call 2,0.789888679981232,Kerry,Castle,Minner,Female,White,18-24,Democrat,Liberal,,Worse today,Protestant,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1479225.0,Delaware,11.0,State,1.0,Call 1,0.790733218193054,Kerry,Donnelly,Minner,Male,Black,75 or over,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1479564.0,Delaware,81.0,State,1.0,Call 2,0.791302263736725,Kerry,Donnelly,Minner,Female,Black,75 or over,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19945.0
1478829.0,Delaware,11.0,State,1.0,Call 1,0.791404187679291,Kerry,Castle,Minner,Male,Black,45-49,Independent,Moderate,"$100,000-$149,999",About the same,Protestant,In the last three days,Against his opponent,Somewhat disapprove,Strongly disapprove,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1479312.0,Delaware,11.0,State,1.0,Call 1,0.791404187679291,Kerry,Castle,Minner,Male,Black,45-49,Democrat,Liberal,"$100,000-$149,999",Better today,Protestant,Just today,For your candidate,Strongly approve,Strongly approve,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Black,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1531390.0,Delaware,49.0,State,1.0,Call 3,0.793064892292023,Kerry,Donnelly,Minner,Female,Black,50-59,Democrat,Liberal,"$75,000-$99,999",About the same,None,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1481358.0,Delaware,49.0,State,1.0,Call 1,0.793064892292023,Kerry,Donnelly,Minner,Female,Black,30-39,Democrat,Conservative,"$75,000-$99,999",About the same,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1481102.0,Delaware,64.0,State,1.0,Call 1,0.795934677124023,Kerry,Donnelly,Minner,Male,White,30-39,Democrat,Moderate,"$75,000-$99,999",Better today,None,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1480786.0,Delaware,64.0,State,1.0,Call 1,0.795934677124023,Kerry,Donnelly,Minner,Male,Asian,30-39,Republican,Moderate,"$200,000 or more",Better today,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Asian,New Castle county,Suburbs,Suburbs,1.0,19810.0
1532015.0,Delaware,64.0,State,1.0,Call 3,0.795934677124023,Kerry,Donnelly,Minner,Male,White,45-49,Democrat,Moderate,"$100,000-$149,999",About the same,None,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1531962.0,Delaware,64.0,State,1.0,Call 3,0.795934677124023,Kerry,Donnelly,Minner,Male,Other,40-44,Democrat,Moderate,"$75,000-$99,999",Better today,Catholic,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,New Castle county,Suburbs,Suburbs,1.0,19810.0
1532318.0,Delaware,64.0,State,1.0,Call 3,0.795934677124023,Kerry,Donnelly,Minner,Male,White,45-49,Democrat,Moderate,"$150,000-$199,999",About the same,Other Christian,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19810.0
1531490.0,Delaware,49.0,State,1.0,Call 3,0.798471033573151,Bush,,,Female,White,25-29,Democrat,Moderate,"$150,000-$199,999",Better today,Protestant,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1530232.0,Delaware,49.0,State,1.0,Call 3,0.798471033573151,Bush,Did not vote,Did not vote,Female,White,18-24,Independent,Moderate,"$50,000-$74,999",Better today,Catholic,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1502467.0,Delaware,80.0,State,1.0,Call 2,0.800758481025696,Kerry,Donnelly,Minner,Male,White,60-64,Independent,Moderate,"$50,000-$74,999",Worse today,Catholic,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1502634.0,Delaware,80.0,State,1.0,Call 2,0.80143791437149,Kerry,Castle,Minner,Male,White,50-59,Independent,Liberal,"$50,000-$74,999",Worse today,Catholic,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19973.0
1505787.0,Delaware,26.0,State,1.0,Call 2,0.803440928459167,Kerry,,,Male,White,,,,,Omit,,Before that,Omit,Omit,Omit,White male,,,,,,,,,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,New Castle county,Suburbs,Suburbs,1.0,19713.0
1505443.0,Delaware,46.0,State,1.0,Call 2,0.804852366447449,Kerry,Donnelly,Minner,Male,White,65-74,Independent,Moderate,"$50,000-$74,999",Worse today,Catholic,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1504915.0,Delaware,46.0,State,1.0,Call 2,0.804852366447449,Kerry,Donnelly,Minner,Male,White,65-74,Democrat,Moderate,"$75,000-$99,999",Omit,Other Christian,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19711.0
1483142.0,Delaware,34.0,National,1.0,Call 1,0.806052207946777,Kerry,Castle,Minner,Female,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,In the last three days,,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1529408.0,Delaware,34.0,National,3.0,Call 3,0.806052207946777,Kerry,Castle,Minner,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",,Catholic,,Against his opponent,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,White,New Castle county,Suburbs,Suburbs,1.0,19707.0
1481723.0,Delaware,49.0,State,1.0,Call 1,0.806488633155823,Kerry,Donnelly,Minner,Female,Black,25-29,Democrat,Liberal,"$30,000-$49,999",About the same,Other Christian,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1529827.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,50-59,Independent,Moderate,"$150,000-$199,999",Better today,None,In the last three days,Against his opponent,Somewhat disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1530188.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,40-44,Something Else,Conservative,"$30,000-$49,999",Better today,Other Christian,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,Non-white female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1529635.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,45-49,Democrat,Moderate,"$75,000-$99,999",About the same,Other Christian,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1477699.0,Delaware,59.0,State,1.0,Call 1,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",About the same,Protestant,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1529323.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,30-39,Independent,Moderate,"$50,000-$74,999",Worse today,Other Christian,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1529913.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,30-39,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1530235.0,Delaware,59.0,State,1.0,Call 3,0.806738436222076,Kerry,Donnelly,Minner,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Jewish,Before that,For your candidate,Strongly disapprove,Strongly disapprove,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Jewish,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,New Castle county,Suburbs,Suburbs,1.0,19702.0
1526755.0,Delaware,83.0,State,1.0,Call 3,0.807203948497772,Kerry,Castle,Minner,Female,Black,40-44,Democrat,Moderate,"$75,000-$99,999",Worse today,None,Before that,Against his opponent,Somewhat disapprove,Strongly disapprove,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Kent/Sussex counties,Rural,Small cities and Rural,1.0,19968.0
1531788.0,Delaware,49.0,State,1.0,Call 3,0.811859905719757,,Donnelly,Minner,Male,Other,50-59,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,Just today,For your candidate,Somewhat approve,Somewhat approve,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Other,New Castle county,"City: 50,000 to 500,000","City over 50,000",1.0,19803.0
1528705.0,Delaware,11.0,State,1.0,Call 3,0.811882853507996,Bush,Donnelly,Minner,Female,White,25-29,Republican,Moderate,"$50,000-$74,999",About the same,Other Christian,Before that,Against his opponent,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Kent/Sussex counties,"City: 10,000 to 49,999",Small cities and Rural,1.0,19901.0
1531795.0,Delaware,25.0,State,1.0,Call 3,0.812961876392365,Kerry,Donnelly,Minner,Female,White,30-39,Democrat,Liberal,"$100,000-$149,999",Worse today,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19713.0
1531204.0,Delaware,25.0,State,1.0,Call 3,0.812961876392365,Kerry,Donnelly,Minner,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",Worse today,None,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19713.0
1479623.0,Delaware,25.0,State,1.0,Call 1,0.812961876392365,Kerry,Donnelly,Minner,Female,White,50-59,Democrat,Liberal,,Worse today,Other Christian,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,New Castle county,Suburbs,Suburbs,1.0,19713.0
