ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESCA04,SENCA04,PROP71CA,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECCA,COUNTACC,ARNLDJOB,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466506.0,California,,National,1.0,,Complete,Phone survey,0.429436147212982,Kerry,Boxer,Yes,Male,White,75 or over,Democrat,Liberal,No,"$50,000-$74,999",About the same,Protestant,A few times a year,College graduate,No one does,No,,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92201.0
1466507.0,California,,National,1.0,,Complete,Phone survey,1.05973768234253,Kerry,Boxer,Yes,Female,White,30-39,Independent,Liberal,No,,About the same,Something else,Never,Some college/associate degree,No one does,No,,,Health care,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Safer from terrorism,,,Very badly,,,,White female,30-44,30-39,18-64,Independent,,,Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,91335.0
1466508.0,California,,National,1.0,,Complete,Phone survey,0.480514705181122,Kerry,Boxer,Yes,Male,White,50-59,Democrat,Liberal,No,"$100,000-$149,999",Worse today,Protestant,A few times a year,College graduate,"Yes, I do",No,,,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,90036.0
1466509.0,California,,National,1.0,,Complete,Phone survey,0.961029410362244,Kerry,Boxer,Yes,Male,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",About the same,Catholic,Once a week,Postgraduate study,"Yes, I do and someone else does",No,,,Iraq,Cares about people like me,Somewhat disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Southern California,Suburbs,Suburbs,,92653.0
1466510.0,California,,National,1.0,,Complete,Phone survey,0.652236104011536,Bush,Jones,No,Male,White,65-74,Republican,Moderate,No,"$100,000-$149,999",Better today,Catholic,A few times a year,Postgraduate study,"Yes, I do",No,,,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,White,English,Southern California,Suburbs,Suburbs,,92562.0
1466511.0,California,,National,1.0,,Complete,Phone survey,1.43178617954254,Kerry,Boxer,Yes,Male,White,40-44,Independent,Moderate,No,"$75,000-$99,999",About the same,None,Never,College graduate,No one does,No,,,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Suburbs,Suburbs,,95713.0
1466512.0,California,,National,1.0,,Complete,Phone survey,0.405496090650558,Other,Jones,Yes,Male,Black,50-59,Independent,Moderate,No,"$15,000-$29,999",About the same,Protestant,A few times a month,Some college/associate degree,No one does,No,,,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,Non-white male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Black,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95206.0
1466513.0,California,,National,1.0,,Complete,Phone survey,1.44623517990112,Bush,Jones,No,Male,White,30-39,Independent,Moderate,No,"$150,000-$199,999",Worse today,None,Never,College graduate,No one does,No,,,Taxes,Omit,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92596.0
1466514.0,California,,National,1.0,,Complete,Phone survey,0.757883071899414,Bush,Boxer,Yes,Male,Hispanic/Latino,25-29,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,A few times a year,Postgraduate study,No one does,Yes,,,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,,Non-white male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95814.0
1466515.0,California,,National,1.0,,Complete,Phone survey,0.768942177295685,Bush,Jones,No,Female,Other,50-59,Something Else,Liberal,No,,About the same,Muslim,Never,Postgraduate study,No one does,No,,,Taxes,Omit,Somewhat approve,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white female,45-59,50-64,18-64,Independent,,,Something else,All others,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Other,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95207.0
1466516.0,California,,National,1.0,,Complete,Phone survey,0.432376801967621,Bush,Jones,Yes,Female,White,75 or over,Republican,Conservative,No,,Worse today,Other Christian,A few times a month,Some college/associate degree,No one does,No,,,Iraq,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,Suburbs,Suburbs,,95476.0
1466517.0,California,,National,1.0,,Complete,Phone survey,0.480514705181122,Kerry,Boxer,Yes,Male,White,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,None,A few times a year,Postgraduate study,"Yes, I do",No,,,Moral values,Is a strong leader,Somewhat disapprove,Strongly disapprove,Omit,,,Very badly,,,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95814.0
1466518.0,California,,National,1.0,,Complete,Phone survey,1.05973768234253,Kerry,Boxer,Yes,Female,White,30-39,Independent,Liberal,No,"Under $15,000",Better today,Something else,A few times a year,College graduate,No one does,No,,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93111.0
1466519.0,California,,National,1.0,,Complete,Phone survey,0.761259853839874,Kerry,Boxer,Yes,Female,White,50-59,Independent,Liberal,No,"Under $15,000",About the same,Catholic,Once a week,Some college/associate degree,No one does,No,,,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,,,Very badly,,,,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92308.0
1466520.0,California,,National,1.0,,Complete,Phone survey,0.42534464597702,Kerry,Boxer,Yes,Female,White,65-74,Democrat,Liberal,No,,About the same,Protestant,Never,College graduate,No one does,No,,,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City over 500,000","City over 50,000",,94112.0
1466521.0,California,,National,1.0,,Complete,Phone survey,0.483665227890015,Kerry,Boxer,Yes,Female,Black,30-39,Democrat,Moderate,No,"$75,000-$99,999",Better today,Other Christian,A few times a month,College graduate,No one does,No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Black,English,Bay Area,Suburbs,Suburbs,,94546.0
1466522.0,California,,National,1.0,,Complete,Phone survey,0.720772087574005,Kerry,Boxer,Yes,Male,Hispanic/Latino,50-59,Something Else,Conservative,No,"$100,000-$149,999",About the same,Catholic,Once a week,College graduate,No one does,Yes,,,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Somewhat badly,,,,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,92507.0
1466523.0,California,,National,1.0,,Complete,Phone survey,1.31777930259705,Other,Boxer,Yes,Male,Hispanic/Latino,45-49,Independent,Moderate,No,,Worse today,Protestant,More than once a week,Postgraduate study,No one does,Yes,,,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Omit,,,Very badly,,,,Non-white male,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,Suburbs,Suburbs,,93436.0
1466524.0,California,,National,1.0,,Complete,Phone survey,0.423513740301132,Kerry,Boxer,Yes,Female,White,45-49,Democrat,Liberal,No,"$75,000-$99,999",About the same,Catholic,Never,College graduate,"Yes, I do and someone else does",No,,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95820.0
1466525.0,California,,National,1.0,,Complete,Phone survey,1.14480042457581,Bush,Jones,No,Female,White,60-64,Republican,Conservative,No,,About the same,None,Never,Some college/associate degree,"Yes, I do",No,,,Omit,Has clear stands on the issues,Strongly approve,Somewhat approve,Omit,,,Omit,,,,White female,60 or over,50-64,18-64,Republican,,,None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Omit,,,,,,Someone in household is union member,Voter is union member,White,English,Inland/Valley,Suburbs,Suburbs,,95722.0
1466526.0,California,,National,1.0,,Complete,Phone survey,0.429436147212982,Kerry,Boxer,Yes,Male,White,65-74,Independent,Moderate,No,,Worse today,None,A few times a year,Postgraduate study,No one does,No,,,Iraq,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Independent,,,None,White None,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92234.0
1466527.0,California,,National,1.0,,Complete,Phone survey,0.42534464597702,Kerry,Boxer,Yes,Female,Hispanic/Latino,65-74,Democrat,Moderate,No,,About the same,Catholic,A few times a month,Some college/associate degree,No one does,Yes,,,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,60 or over,65 or over,65 or over,Democrat,,,Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Southern California,Suburbs,Suburbs,,92840.0
1466528.0,California,,National,1.0,,Complete,Phone survey,0.423513740301132,Kerry,Boxer,Yes,Female,White,45-49,Democrat,Conservative,No,,About the same,Catholic,Never,High school graduate,"Yes, I do",No,,,Health care,Will bring about needed change,Somewhat approve,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,45-59,40-49,18-64,Democrat,,,Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Los Angeles County,Suburbs,Suburbs,,91387.0
1466901.0,California,,National,2.0,,Complete,Phone survey,0.405496090650558,Kerry,Jones,Yes,Female,White,45-49,Democrat,Moderate,No,"$200,000 or more",About the same,Jewish,A few times a year,Some college/associate degree,No one does,No,,,Iraq,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,90045.0
1466902.0,California,,National,2.0,,Complete,Phone survey,0.794803142547607,Kerry,Boxer,Yes,Female,White,40-44,Democrat,Liberal,Yes,,Worse today,Protestant,A few times a month,Some college/associate degree,No one does,No,,,Terrorism,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,,White female,30-44,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95814.0
1466903.0,California,,National,2.0,,Complete,Phone survey,0.42534464597702,Kerry,Boxer,Yes,Female,White,75 or over,Democrat,Liberal,No,,About the same,Catholic,A few times a year,College graduate,,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,92869.0
1466904.0,California,,National,2.0,,Complete,Phone survey,0.429436147212982,Kerry,Boxer,Yes,Male,White,75 or over,Democrat,Liberal,No,"Under $15,000",About the same,None,Never,High school graduate,No one does,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,94602.0
1466905.0,California,,National,2.0,,Complete,Phone survey,0.42534464597702,Kerry,Boxer,Yes,Female,White,75 or over,Democrat,Moderate,No,"$30,000-$49,999",About the same,Other Christian,Once a week,College graduate,No one does,No,,,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92653.0
1466906.0,California,,National,2.0,,Complete,Phone survey,0.423513740301132,Kerry,Boxer,Yes,Female,White,40-44,Independent,Moderate,No,"$100,000-$149,999",About the same,Catholic,A few times a year,College graduate,,No,,,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,,,White,English,Southern California,Suburbs,Suburbs,,92307.0
1466907.0,California,,National,2.0,,Complete,Phone survey,0.593510210514069,Kerry,Boxer,Did not vote,Female,White,40-44,Independent,Moderate,No,"Under $15,000",Better today,Other Christian,A few times a year,College graduate,No one does,No,,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,Rural,Small cities and Rural,,95437.0
1466908.0,California,,National,2.0,,Complete,Phone survey,0.405496090650558,Bush,Jones,Yes,Female,White,30-39,Republican,Conservative,Yes,"$15,000-$29,999",About the same,Catholic,A few times a year,Some college/associate degree,No one does,No,,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,,,Somewhat well,,,,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93105.0
1466909.0,California,,National,2.0,,Complete,Phone survey,0.440989404916763,Bush,Jones,No,Male,White,40-44,Republican,Moderate,No,"$75,000-$99,999",Better today,Other Christian,Never,High school graduate,"Yes, I do",No,,,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,English,Inland/Valley,Suburbs,Suburbs,,93620.0
1466910.0,California,,National,2.0,,Complete,Phone survey,1.81105470657349,Bush,Did not vote,No,Male,White,18-24,Republican,Moderate,No,"$15,000-$29,999",About the same,Protestant,More than once a week,High school graduate,No one does,No,,,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,,,Very badly,,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,Suburbs,Suburbs,,93308.0
1466911.0,California,,National,2.0,,Complete,Phone survey,0.566731929779053,Kerry,Boxer,Yes,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Protestant,Never,Some college/associate degree,No one does,No,,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93101.0
1466912.0,California,,National,2.0,,Complete,Phone survey,0.723117589950562,Bush,Jones,No,Male,White,40-44,Republican,Conservative,No,"Under $15,000",About the same,None,A few times a year,Some college/associate degree,No one does,No,,,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat badly,,,,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Bay Area,"City: 50,000 to 500,000","City over 50,000",,94087.0
1466913.0,California,,National,2.0,,Complete,Phone survey,0.645719766616821,Kerry,Boxer,Yes,Male,White,75 or over,Democrat,Moderate,No,,Worse today,Catholic,Once a week,College graduate,No one does,No,,,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,White,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,95823.0
1466914.0,California,,National,2.0,,Complete,Phone survey,1.69325137138367,Kerry,Boxer,Did not vote,Male,Hispanic/Latino,18-24,Independent,Conservative,No,"$30,000-$49,999",About the same,Catholic,More than once a week,Some college/associate degree,No one does,Yes,,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Asian,English,Coastal,"City: 50,000 to 500,000","City over 50,000",,93906.0
1466915.0,California,,National,2.0,,Complete,Phone survey,1.15134799480438,Bush,Did not vote,No,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",About the same,Something else,Never,College graduate,No one does,No,,,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,Suburbs,Suburbs,,92024.0
1466916.0,California,,National,2.0,,Complete,Phone survey,0.423513740301132,Bush,Boxer,Yes,Female,Hispanic/Latino,40-44,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Catholic,A few times a month,Some college/associate degree,No one does,Yes,,,Health care,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,Non-white female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Inland/Valley,"City: 50,000 to 500,000","City over 50,000",,93277.0
1466917.0,California,,National,2.0,,Complete,Phone survey,0.405496090650558,Bush,Jones,Yes,Male,White,75 or over,,Conservative,No,"$75,000-$99,999",Better today,Protestant,Once a week,Some college/associate degree,No one does,No,,,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Southern California,"City: 50,000 to 500,000","City over 50,000",,93030.0
1466918.0,California,,National,2.0,,Complete,Phone survey,0.423513740301132,Kerry,Boxer,Yes,Female,Hispanic/Latino,50-59,Democrat,Liberal,No,"$30,000-$49,999",About the same,Catholic,Never,Some college/associate degree,No one does,Yes,,,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Los Angeles County,Suburbs,Suburbs,,91706.0
1466919.0,California,,National,2.0,,Complete,Phone survey,0.484308630228043,Bush,Jones,Did not vote,Female,White,75 or over,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,College graduate,No one does,No,,,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,White,English,Los Angeles County,"City over 500,000","City over 50,000",,90710.0
