ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESVA04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,TERRWORR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1499464.0,Virginia,11.0,National,2.0,Call 2,Complete,0.340989589691162,Kerry,Female,White,40-44,Independent,,"$75,000-$99,999",About the same,Protestant,Once a week,No,During the last month,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,,,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1497130.0,Virginia,4.0,State,1.0,Call 2,Complete,0.840079188346863,Kerry,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Worse today,Catholic,A few times a year,No,During the last month,Against his opponent,Iraq,Is intelligent,Somewhat disapprove,Somewhat disapprove,Neither of them,Somewhat worried,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Bush/Neither,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22209.0
1498682.0,Virginia,11.0,National,1.0,Call 2,Complete,0.568901538848877,Bush,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,Once a week,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1520458.0,Virginia,90.0,State,1.0,Call 3,Complete,1.29475235939026,Kerry,Male,Black,50-59,Democrat,Conservative,"$30,000-$49,999",About the same,None,A few times a year,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Both of them,Somewhat worried,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Occasionally,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Bush/Both,Only Kerry/Both,Black,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23661.0
1478463.0,Virginia,51.0,National,4.0,Call 1,Complete,0.761705756187439,Kerry,Male,Black,40-44,Democrat,,"$30,000-$49,999",,,,,During the last month,,,,,,Only John Kerry,Not too worried,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,3.0,23231.0
1497122.0,Virginia,25.0,State,1.0,Call 2,Complete,0.576921880245209,Kerry,Male,White,30-39,Independent,Liberal,"$50,000-$74,999",Better today,None,Never,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,White,North,Suburbs,Suburbs,10.0,20170.0
1499241.0,Virginia,73.0,National,2.0,Call 2,Not complete,1.09318339824677,Bush,Female,White,45-49,,,,,,,,Sometime last week,,Health care,Is a strong leader,Strongly approve,,,,White female,45-59,40-49,18-64,,,,,,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1525116.0,Virginia,11.0,National,3.0,Call 3,Complete,0.413286060094833,Kerry,Female,Black,45-49,Democrat,Conservative,"$15,000-$29,999",,Other Christian,Once a week,,,For your candidate,,,,,,,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,,,,,,,,Black,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1520446.0,Virginia,69.0,State,1.0,Call 3,Complete,1.06855428218842,Kerry,Female,Other,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,Before that,For your candidate,Education,Is intelligent,Somewhat disapprove,Somewhat disapprove,Neither of them,Very worried,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Bush/Neither,Other,West/Shenandoah,Rural,Small cities and Rural,6.0,22821.0
1474351.0,Virginia,11.0,National,3.0,Call 1,Complete,0.568901538848877,Bush,Female,White,45-49,Democrat,Moderate,"$30,000-$49,999",,Protestant,More than once a week,,,For your candidate,,,,,,,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,,,,,,,,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1472087.0,Virginia,4.0,State,1.0,Call 1,Complete,0.783673167228699,Kerry,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",Worse today,Protestant,Once a week,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Not at all worried,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Bush/Neither,White,North,"City: 50,000 to 500,000","City over 50,000",8.0,22209.0
1520693.0,Virginia,107.0,State,1.0,Call 3,Complete,1.38895452022552,Bush,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",About the same,Something else,Once a week,No,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Very worried,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23456.0
1473781.0,Virginia,90.0,State,1.0,Call 1,Complete,1.50290071964264,Bush,Male,White,,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,A few times a year,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat disapprove,Only George W. Bush,Not at all worried,White male,,,,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23661.0
1472084.0,Virginia,13.0,State,1.0,Call 1,Complete,1.46745502948761,Bush,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Never,No,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,4.0,23831.0
1473779.0,Virginia,19.0,National,1.0,Call 1,Complete,1.00204062461853,Bush,Female,Other,,Independent,Conservative,,Better today,Protestant,More than once a week,No,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,,,Non-white female,,,,Independent,,,Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,Other,North,"City: 50,000 to 500,000","City over 50,000",11.0,22203.0
1522769.0,Virginia,21.0,National,1.0,Call 3,Complete,0.754798114299774,Bush,Female,Hispanic/Latino,18-24,Republican,Moderate,"$100,000-$149,999",About the same,Catholic,A few times a year,No,During the last month,,Education,Is a strong leader,Strongly approve,Strongly approve,,,Non-white female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,Hispanic/Latino,North,Suburbs,Suburbs,11.0,22032.0
1522768.0,Virginia,16.0,State,1.0,Call 3,Complete,1.21081900596619,Bush,Female,White,18-24,Something Else,Moderate,"$50,000-$74,999",About the same,Other Christian,Once a week,No,During the last month,Against his opponent,Education,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Both of them,Very worried,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Bush/Both,Only Kerry/Both,White,East/Richmond,Suburbs,Suburbs,7.0,23112.0
1473774.0,Virginia,73.0,National,4.0,Call 1,Not complete,1.72757601737976,Other,Male,White,50-59,,,,,,,,During the last month,,,,,,Only George W. Bush,,White male,45-59,50-64,18-64,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Bush/Neither,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1473773.0,Virginia,11.0,National,2.0,Call 1,Complete,0.594713509082794,Kerry,Male,Black,65-74,Something Else,Liberal,"$50,000-$74,999",Worse today,Something else,A few times a year,No,During the last month,,Moral values,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,,,Non-white male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1499435.0,Virginia,21.0,National,4.0,Call 2,Complete,0.71646785736084,Bush,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",,,,,Before that,,,,,,Only George W. Bush,Not too worried,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,11.0,22032.0
1499434.0,Virginia,21.0,National,4.0,Call 2,Complete,0.71646785736084,Bush,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",,,,,Before that,,,,,,Only George W. Bush,Not too worried,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,11.0,22032.0
1474755.0,Virginia,11.0,National,4.0,Call 1,Complete,0.413286060094833,Kerry,Female,Black,50-59,Democrat,Moderate,"$50,000-$74,999",,,,,During the last month,,,,,,Only John Kerry,Not too worried,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1521843.0,Virginia,37.0,State,1.0,Call 3,Complete,1.01951718330383,Bush,Female,White,45-49,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,More than once a week,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,9.0,24124.0
1497098.0,Virginia,19.0,National,1.0,Call 2,Complete,0.979495346546173,Bush,Female,White,45-49,Republican,Conservative,,Better today,Other Christian,Omit,No,Before that,,Iraq,Has strong religious faith,Somewhat approve,Somewhat disapprove,,,White female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Omit,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,North,"City: 50,000 to 500,000","City over 50,000",11.0,22203.0
1499430.0,Virginia,73.0,National,2.0,Call 2,Complete,1.32341980934143,Bush,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,More than once a week,No,Before that,,Moral values,Has strong religious faith,Strongly approve,Strongly approve,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,East/Richmond,Suburbs,Suburbs,1.0,22408.0
1499429.0,Virginia,21.0,National,4.0,Call 2,Complete,0.71646785736084,Bush,Male,White,45-49,Republican,Moderate,"$75,000-$99,999",,,,,Before that,,,,,,Only George W. Bush,Not too worried,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,11.0,22032.0
1473765.0,Virginia,21.0,National,4.0,Call 1,Complete,0.593485713005066,Kerry,Female,Asian,25-29,Independent,Liberal,"$100,000-$149,999",,,,,Before that,,,,,,Only John Kerry,Very worried,Non-white female,18-29,25-29,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Asian,North,Suburbs,Suburbs,11.0,22032.0
1498482.0,Virginia,97.0,State,1.0,Call 2,Complete,1.14278280735016,Kerry,Male,Black,65-74,Democrat,Liberal,"$75,000-$99,999",About the same,Protestant,Once a week,Yes,Before that,For your candidate,Taxes,Will bring about needed change,Strongly approve,Strongly approve,Only John Kerry,Not at all worried,Non-white male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1497093.0,Virginia,107.0,State,1.0,Call 2,Complete,1.38895452022552,Bush,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,A few times a year,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23456.0
1481115.0,Virginia,26.0,State,1.0,Call 1,Complete,1.08749580383301,Bush,Male,White,40-44,Republican,Moderate,"$150,000-$199,999",About the same,Catholic,A few times a year,Yes,During the last month,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,10.0,22182.0
1520966.0,Virginia,107.0,State,1.0,Call 3,Complete,1.29569494724274,Bush,Female,White,45-49,Democrat,Moderate,"$75,000-$99,999",Better today,Jewish,A few times a year,No,During the last month,For your candidate,Omit,Has clear stands on the issues,Omit,Somewhat approve,Only George W. Bush,Somewhat worried,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23456.0
1473756.0,Virginia,13.0,State,1.0,Call 1,Complete,0.896862864494324,Kerry,Female,Black,25-29,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,A few times a year,No,Before that,For your candidate,Omit,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23831.0
1496944.0,Virginia,60.0,State,1.0,Call 2,Complete,1.50916159152985,Kerry,Male,White,65-74,Something Else,Moderate,"$150,000-$199,999",Better today,Protestant,A few times a year,No,Before that,Against his opponent,Iraq,Omit,Strongly disapprove,Somewhat disapprove,Neither of them,Not too worried,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,7.0,22850.0
1497083.0,Virginia,69.0,State,1.0,Call 2,Complete,1.06855428218842,Kerry,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",About the same,Protestant,A few times a month,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Not too worried,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Bush/Both,Only Kerry/Both,White,West/Shenandoah,Rural,Small cities and Rural,6.0,22821.0
1525353.0,Virginia,11.0,National,4.0,Call 3,Complete,0.609849095344543,Bush,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",,,,,Before that,,,,,,Only George W. Bush,Somewhat worried,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,East/Richmond,"City: 50,000 to 500,000","City over 50,000",5.0,24501.0
1473749.0,Virginia,3.0,State,1.0,Call 1,Complete,0.457766860723495,Kerry,Female,White,50-59,Democrat,Moderate,"$200,000 or more",Better today,Something else,Never,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Not too worried,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Never,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,White,East/Richmond,Suburbs,Suburbs,5.0,22959.0
1499409.0,Virginia,97.0,State,1.0,Call 2,Complete,0.794157564640045,Kerry,Female,Black,50-59,Democrat,Conservative,"Under $15,000",Worse today,Other Christian,Once a week,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1473745.0,Virginia,97.0,State,1.0,Call 1,Complete,0.896862864494324,Kerry,Female,Black,25-29,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Kerry/Neither,Only Kerry/Both,Black,East/Richmond,Suburbs,Suburbs,4.0,23803.0
1521441.0,Virginia,37.0,State,1.0,Call 3,Complete,1.01951718330383,Bush,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,More than once a week,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Not too worried,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,9.0,24124.0
1497069.0,Virginia,90.0,State,1.0,Call 2,Complete,1.83964455127716,Bush,Female,White,65-74,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,Once a week,No,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",3.0,23661.0
1472641.0,Virginia,107.0,State,1.0,Call 1,Complete,1.29569494724274,Bush,Female,White,45-49,Republican,Conservative,"$50,000-$74,999",About the same,Catholic,A few times a year,No,Before that,Against his opponent,Taxes,Omit,Somewhat approve,Somewhat disapprove,Only George W. Bush,Somewhat worried,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,Southeast,"City: 50,000 to 500,000","City over 50,000",2.0,23456.0
1522728.0,Virginia,26.0,State,1.0,Call 3,Complete,1.01447737216949,Bush,Female,White,45-49,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,More than once a week,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat worried,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,10.0,22182.0
1520648.0,Virginia,60.0,State,1.0,Call 3,Complete,1.21138250827789,Bush,Male,White,25-29,Republican,Conservative,"$15,000-$29,999",Omit,Other Christian,Never,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Both of them,Not too worried,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Only Bush/Both,Only Kerry/Both,White,West/Shenandoah,Rural,Small cities and Rural,7.0,22850.0
1522724.0,Virginia,16.0,State,1.0,Call 3,Not complete,1.43923473358154,Bush,Female,Other,65-74,,,,,,,,During the last month,Against his opponent,Health care,Has strong religious faith,Somewhat approve,,,,Non-white female,60 or over,65 or over,65 or over,,,,,All others,All others,,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,Other,East/Richmond,Suburbs,Suburbs,7.0,23112.0
1497060.0,Virginia,25.0,State,1.0,Call 2,Complete,0.65153294801712,Kerry,Male,Other,18-24,Independent,Moderate,"$50,000-$74,999",About the same,Muslim,Never,No,Just today,Against his opponent,Iraq,Is a strong leader,Somewhat approve,Strongly disapprove,Neither of them,Not too worried,Non-white male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Something else,All others,All others,Never,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Not too/Not at all worried,Only Kerry/Neither,Only Bush/Neither,Other,North,Suburbs,Suburbs,10.0,20170.0
1497059.0,Virginia,60.0,State,1.0,Call 2,Complete,1.00063729286194,Bush,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Once a week,No,Just today,Against his opponent,Omit,Omit,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat worried,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat worried,Only Bush/Both,Only Bush/Neither,White,West/Shenandoah,Rural,Small cities and Rural,7.0,22850.0
