ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMO04,SENMO04,GOVMO04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECMO,ISS04MO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1501822.0,Missouri,15.0,State,1.0,Call 2,Complete,1.01394724845886,Kerry,Farmer,McCaskill,Male,White,50-59,Democrat,Liberal,No,"$15,000-$29,999",About the same,Protestant,No,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Education,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Rural,Small cities and Rural,4.0,65020.0
1492098.0,Missouri,95.0,State,1.0,Call 1,Complete,0.29445344209671,Kerry,Farmer,McCaskill,Female,Black,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Economy/Jobs,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,Black,St. Louis suburbs,Suburbs,Suburbs,1.0,63121.0
1530984.0,Missouri,118.0,State,1.0,Call 3,Complete,1.13403105735779,Bush,Bond,Blunt,Female,White,25-29,Independent,Moderate,No,"$30,000-$49,999",Better today,Other Christian,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Same-sex marriage,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Suburbs,Suburbs,9.0,63390.0
1501817.0,Missouri,28.0,State,1.0,Call 2,Complete,1.11378014087677,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Moderate,No,,Worse today,Other Christian,Yes,Some college/associate degree,No one does,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
1482371.0,Missouri,37.0,State,1.0,Call 1,Complete,0.679006159305573,Bush,Other,Other,Male,White,60-64,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Protestant,Yes,High school graduate,"Yes, I do",Yes,During the last month,Against his opponent,Moral values,Has strong religious faith,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Education,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,North/Southeast,Rural,Small cities and Rural,3.0,63621.0
1482367.0,Missouri,66.0,State,1.0,Call 1,Complete,1.06474304199219,Bush,Bond,Blunt,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,None,No,College graduate,"Yes, I do",Yes,Sometime last week,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Good,Gun control,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1526992.0,Missouri,28.0,State,1.0,Call 3,Complete,0.854480803012848,Bush,Bond,Blunt,Female,White,30-39,Republican,Conservative,No,"$15,000-$29,999",Worse today,Protestant,Yes,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Poor,Abortion,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,Rural,Small cities and Rural,6.0,64429.0
1479853.0,Missouri,56.0,State,1.0,Call 1,Complete,0.785739839076996,Bush,Bond,Blunt,Male,Black,30-39,Republican,Moderate,Yes,"$30,000-$49,999",Better today,Other Christian,No,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Gun control,Non-white male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,North/Southeast,Rural,Small cities and Rural,9.0,63448.0
1531702.0,Missouri,26.0,State,1.0,Call 3,Complete,0.70457398891449,Bush,Farmer,Blunt,Female,White,18-24,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,No,College graduate,No one does,Yes,In the last three days,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Abortion,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64118.0
1526104.0,Missouri,107.0,State,1.0,Call 3,Complete,0.98350578546524,Bush,Bond,Blunt,Female,White,25-29,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Yes,College graduate,"Yes, I do",Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Abortion,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63017.0
1526984.0,Missouri,77.0,State,1.0,Call 3,Complete,0.912852108478546,Kerry,Farmer,McCaskill,Female,White,40-44,Democrat,Conservative,No,"$30,000-$49,999",Worse today,None,,Some college/associate degree,"Yes, someone else does",No,Sometime last week,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Not so good,Economy/Jobs,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63376.0
1530963.0,Missouri,12.0,National,3.0,Call 3,Complete,1.31178557872772,Kerry,Farmer,McCaskill,Female,Hispanic/Latino,45-49,Democrat,Moderate,,"$30,000-$49,999",,Catholic,No,,,No,,For your candidate,,,,,,,,,,,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,,,,,,,,,,,,,All others,Hispanic/Latino,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64507.0
1501796.0,Missouri,94.0,State,1.0,Call 2,Complete,0.762093245983124,Kerry,Farmer,Blunt,Female,White,,Something Else,Moderate,Yes,"$15,000-$29,999",Worse today,Other Christian,No,Some college/associate degree,"Yes, someone else does",No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Gun control,White female,,,,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63026.0
1492071.0,Missouri,35.0,National,2.0,Call 2,Complete,0.53557962179184,Bush,Bond,Blunt,Male,White,18-24,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Yes,High school graduate,No one does,No,Before that,,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Less safe from terrorism,,,Somewhat well,,,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1482348.0,Missouri,90.0,State,1.0,Call 1,Complete,0.987609326839447,Bush,Bond,Blunt,Male,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Better today,Other Christian,No,College graduate,No one does,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Good,Economy/Jobs,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,2.0,63025.0
1501789.0,Missouri,112.0,State,1.0,Call 2,Complete,0.849047422409058,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,No,College graduate,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Taxes,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63139.0
1501783.0,Missouri,35.0,National,3.0,Call 2,Complete,0.341496646404266,Kerry,Farmer,McCaskill,Male,Black,25-29,Democrat,Conservative,,"$15,000-$29,999",,Other Christian,No,,,No,,Against his opponent,,,,,,,,,,,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,,,,,,,,,,,,,All others,Black,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1530947.0,Missouri,35.0,National,4.0,Call 3,Complete,0.456256359815598,Kerry,Bond,Blunt,Female,Other,18-24,Democrat,Liberal,,"$50,000-$74,999",,,,Some college/associate degree,No one does,No,Before that,,,,,,,Only John Kerry,Neither of them,,,,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1501780.0,Missouri,73.0,State,1.0,Call 2,Complete,2.18322396278381,Bush,Bond,Blunt,Female,White,65-74,Independent,Conservative,No,,About the same,Protestant,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Omit,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,9.0,63462.0
1530943.0,Missouri,26.0,State,1.0,Call 3,Complete,0.733581364154816,Bush,Farmer,Blunt,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Other Christian,No,College graduate,No one does,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Health care,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64118.0
1530942.0,Missouri,66.0,State,1.0,Call 3,Complete,0.816406428813934,Kerry,Farmer,McCaskill,Female,White,30-39,Independent,Liberal,No,"$30,000-$49,999",About the same,Something else,No,High school graduate,"Yes, I do",Yes,Just today,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Health care,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1526080.0,Missouri,53.0,State,1.0,Call 3,Complete,0.728934288024902,Kerry,Farmer,McCaskill,Female,White,40-44,Democrat,,No,"$15,000-$29,999",Worse today,Something else,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Omit,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Health care,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,4.0,64040.0
1530940.0,Missouri,34.0,State,1.0,Call 3,Complete,2.33166790008545,Kerry,Bond,McCaskill,Female,White,18-24,Independent,Liberal,Yes,"$30,000-$49,999",About the same,Catholic,No,High school graduate,"Yes, someone else does",No,Just today,Against his opponent,Moral values,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Very well,Good,Abortion,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,9.0,63077.0
1501772.0,Missouri,83.0,State,1.0,Call 2,Complete,1.68644523620605,Kerry,Farmer,McCaskill,Male,White,60-64,Democrat,Liberal,No,"$100,000-$149,999",Worse today,,No,Some college/associate degree,"Yes, I do",Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Health care,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",,,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,St. Louis suburbs,Suburbs,Suburbs,3.0,63130.0
1501768.0,Missouri,66.0,State,1.0,Call 2,Complete,1.14335680007935,Kerry,Farmer,McCaskill,,White,75 or over,Independent,Moderate,No,,About the same,Protestant,No,Did not complete high school,No one does,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Omit,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Not so good,Omit,,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,North/Southeast,Rural,Small cities and Rural,9.0,63353.0
1526953.0,Missouri,24.0,State,1.0,Call 3,Complete,0.649235725402832,Kerry,Farmer,McCaskill,Male,White,18-24,Democrat,Moderate,No,"$15,000-$29,999",Worse today,None,No,High school graduate,No one does,No,Omit,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Taxes,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,No degree,Somewhat/Strongly disapprove,Omit,Omit,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,7.0,65610.0
1477458.0,Missouri,47.0,State,1.0,Call 1,Complete,1.15745782852173,Kerry,Farmer,McCaskill,Female,White,50-59,Democrat,Conservative,No,"Under $15,000",Worse today,Catholic,Yes,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Health care,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64030.0
1477457.0,Missouri,26.0,State,1.0,Call 1,Complete,0.8141770362854,Bush,Bond,Blunt,Male,Other,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,Yes,College graduate,No one does,No,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Taxes,Non-white male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Other,Kansas City area,"City: 50,000 to 500,000","City over 50,000",6.0,64118.0
1492038.0,Missouri,35.0,National,2.0,Call 2,Complete,0.405322432518005,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,,Postgraduate study,"Yes, I do",Yes,Before that,,Omit,Omit,Strongly approve,Omit,Omit,,,Omit,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,,,,,Someone in household is union member,Voter is union member,Married women,White,Southwest,"City: 50,000 to 500,000","City over 50,000",7.0,65804.0
1482026.0,Missouri,31.0,State,1.0,Call 1,Complete,0.800398468971252,Kerry,Farmer,McCaskill,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,No,Postgraduate study,No one does,Yes,Before that,Against his opponent,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Education,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,North/Southeast,Rural,Small cities and Rural,6.0,65068.0
1503377.0,Missouri,22.0,National,1.0,Call 2,Complete,1.64487779140472,Kerry,Farmer,McCaskill,Male,White,65-74,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,No,Postgraduate study,"Yes, someone else does",Yes,During the last month,,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,,,Very badly,,,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64083.0
1501756.0,Missouri,111.0,State,1.0,Call 2,Complete,0.386287659406662,Kerry,Farmer,McCaskill,Male,White,40-44,Democrat,Moderate,No,"Under $15,000",Worse today,Something else,No,Some college/associate degree,"Yes, I do",Yes,Sometime last week,For your candidate,Economy/Jobs,Cares about people like me,Somewhat approve,Strongly disapprove,Safer from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Omit,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,St. Louis city,"City: 50,000 to 500,000","City over 50,000",3.0,63118.0
1501755.0,Missouri,48.0,National,3.0,Call 2,Complete,0.890062510967255,Bush,Bond,Blunt,Male,White,30-39,Republican,Moderate,,"$75,000-$99,999",,Protestant,Yes,,,Yes,,For your candidate,,,,,,,,,,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,,,,,,,All others,White,Southwest,Suburbs,Suburbs,7.0,64834.0
1536367.0,Missouri,79.0,State,1.0,Call 3,Not complete,1.0030989646911599,Bush,Bond,Blunt,Female,White,30-39,,,,,,,,,,,Sometime last week,For your candidate,Education,Is a strong leader,Somewhat approve,,,,,,Not so good,,White female,30-44,30-39,18-64,,,,,,All others,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,,,,,,All others,White,St. Louis suburbs,Suburbs,Suburbs,9.0,63366.0
1501751.0,Missouri,39.0,State,1.0,Call 2,Complete,0.655607759952545,Bush,Bond,Blunt,,White,18-24,Republican,Conservative,No,"Under $15,000",Better today,Catholic,Yes,High school graduate,No one does,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,Economy/Jobs,,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Kansas City area,Suburbs,Suburbs,5.0,64133.0
