ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSC04,SENSC04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,VETVOTER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,ISS04SC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1475769.0,South Carolina,124.0,State,1.0,Call 1,Complete,1.17521178722382,Kerry,Tenenbaum,Male,Black,65-74,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Health care,Non-white male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29061.0
1524373.0,South Carolina,90.0,State,1.0,Call 3,Complete,0.515870094299316,Bush,DeMint,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Education,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Low Country,Rural,Small cities and Rural,2.0,29936.0
1475762.0,South Carolina,79.0,State,1.0,Call 1,Complete,1.20128524303436,Bush,DeMint,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,No,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
1475760.0,South Carolina,57.0,National,4.0,Call 1,Complete,1.19916474819183,Bush,DeMint,Male,White,50-59,Republican,Conservative,"$100,000-$149,999",,,,,Before that,,,,,,Only George W. Bush,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1478166.0,South Carolina,55.0,National,1.0,Call 1,Complete,0.940941572189331,Kerry,Tenenbaum,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,Yes,No,During the last month,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1475758.0,South Carolina,115.0,National,4.0,Call 1,Complete,0.827284038066864,Kerry,Tenenbaum,Female,White,50-59,Democrat,Liberal,"Under $15,000",,,,,Before that,,,,,,Only John Kerry,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,Midlands,"City: 10,000 to 49,999",Small cities and Rural,6.0,29115.0
1524367.0,South Carolina,113.0,State,1.0,Call 3,Complete,0.884912252426147,Kerry,Tenenbaum,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",Omit,Protestant,No,,During the last month,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Omit,Only John Kerry,Omit,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Kerry/Neither,Only Kerry/Both,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29678.0
1497018.0,South Carolina,79.0,State,1.0,Call 2,Complete,0.98678594827652,Kerry,Tenenbaum,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Health care,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
1497015.0,South Carolina,115.0,National,4.0,Call 2,Complete,1.00754368305206,Kerry,Tenenbaum,Female,Black,18-24,Democrat,Moderate,"Under $15,000",,,,,Before that,,,,,,Only John Kerry,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 10,000 to 49,999",Small cities and Rural,6.0,29115.0
1475747.0,South Carolina,55.0,National,4.0,Call 1,Complete,0.940941572189331,Kerry,Tenenbaum,Female,Black,30-39,Independent,Moderate,"$75,000-$99,999",,,,,Before that,,,,,,Only John Kerry,,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,Black,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1524355.0,South Carolina,9.0,State,1.0,Call 3,Complete,1.08408236503601,Kerry,DeMint,Male,,45-49,Independent,Moderate,,Worse today,Protestant,Yes,Yes,In the last three days,For your candidate,Terrorism,Is honest and trustworthy,Strongly disapprove,Somewhat approve,Neither of them,Taxes,,45-59,40-49,18-64,Independent,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,,Piedmont,Suburbs,Suburbs,3.0,29673.0
1500048.0,South Carolina,121.0,State,1.0,Call 2,Complete,1.00702559947968,Bush,DeMint,Male,Black,18-24,Republican,Moderate,"$30,000-$49,999",About the same,Other Christian,Yes,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Education,Non-white male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Black,Piedmont,Suburbs,Suburbs,3.0,29631.0
1475741.0,South Carolina,13.0,National,2.0,Call 1,Complete,0.877323687076569,Kerry,Tenenbaum,Male,Black,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,No,Before that,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,,,Non-white male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Midlands,Rural,Small cities and Rural,6.0,29003.0
1475740.0,South Carolina,24.0,State,1.0,Call 1,Complete,0.707947909832001,Kerry,Tenenbaum,Female,White,25-29,Independent,Moderate,"$30,000-$49,999",Worse today,Catholic,No,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Only John Kerry,Economy/Jobs,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29406.0
1475837.0,South Carolina,57.0,National,1.0,Call 1,Complete,0.88928234577179,Kerry,Tenenbaum,Female,Black,50-59,Democrat,,,Worse today,,No,No,Before that,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,Non-white female,45-59,50-64,18-64,Democrat,,,,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,Black,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1475731.0,South Carolina,133.0,State,1.0,Call 1,Complete,1.26235699653625,Bush,DeMint,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",Better today,Catholic,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Omit,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1475727.0,South Carolina,38.0,State,1.0,Call 1,Complete,1.00926864147186,Bush,DeMint,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Health care,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,6.0,29102.0
1524336.0,South Carolina,153.0,State,1.0,Call 3,Complete,0.782611668109894,Kerry,Tenenbaum,Female,White,45-49,Democrat,Conservative,"$50,000-$74,999",Worse today,Other Christian,No,Yes,Before that,Against his opponent,Health care,Is a strong leader,Somewhat disapprove,Strongly disapprove,Only John Kerry,Health care,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Piedmont,Suburbs,Suburbs,5.0,29732.0
1495169.0,South Carolina,135.0,State,1.0,Call 1,Complete,1.13798379898071,Bush,Tenenbaum,Female,White,60-64,Independent,Moderate,"$75,000-$99,999",About the same,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Taxes,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,4.0,29306.0
1475721.0,South Carolina,90.0,State,1.0,Call 1,Complete,0.396066933870316,Kerry,Tenenbaum,Female,Black,30-39,Democrat,Conservative,"$30,000-$49,999",Worse today,Something else,,No,Before that,Against his opponent,Health care,Is intelligent,Strongly disapprove,Strongly disapprove,Neither of them,Omit,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,Low Country,Rural,Small cities and Rural,2.0,29936.0
1524330.0,South Carolina,133.0,State,1.0,Call 3,Complete,0.763707637786865,Kerry,Tenenbaum,Female,Black,50-59,Democrat,Moderate,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Economy/Jobs,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1475719.0,South Carolina,63.0,State,1.0,Call 1,Complete,1.11812901496887,Bush,DeMint,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",Better today,Protestant,No,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Only George W. Bush,Education,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,Suburbs,Suburbs,4.0,29605.0
1475716.0,South Carolina,131.0,State,1.0,Call 1,Complete,0.400592744350433,Kerry,Tenenbaum,Male,Black,25-29,Democrat,Moderate,,Worse today,Other Christian,Yes,No,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Education,Non-white male,18-29,25-29,18-64,Democrat,,,Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Midlands,Suburbs,Suburbs,2.0,29223.0
1482836.0,South Carolina,95.0,State,1.0,Call 1,Complete,1.35848093032837,Kerry,Tenenbaum,Female,White,60-64,Independent,Moderate,"Under $15,000",Worse today,Other Christian,Yes,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Neither of them,Economy/Jobs,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29010.0
1500017.0,South Carolina,95.0,State,1.0,Call 2,Complete,1.50096368789673,Bush,DeMint,Female,White,60-64,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,No,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Pee Dee,Rural,Small cities and Rural,5.0,29010.0
1475709.0,South Carolina,98.0,State,1.0,Call 1,Complete,1.30014050006866,Bush,DeMint,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Taxes,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29033.0
1500010.0,South Carolina,121.0,State,1.0,Call 2,Complete,0.775145530700684,Bush,DeMint,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Omit,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,Suburbs,Suburbs,3.0,29631.0
1500009.0,South Carolina,48.0,State,1.0,Call 2,Complete,0.889999151229858,Kerry,Tenenbaum,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,Yes,No,During the last month,For your candidate,Moral values,Omit,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Low Country,Suburbs,Suburbs,1.0,29485.0
1524312.0,South Carolina,57.0,National,4.0,Call 3,Complete,1.12416696548462,Bush,DeMint,Female,White,30-39,Republican,Liberal,"$200,000 or more",,,,,Before that,,,,,,Only George W. Bush,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1529170.0,South Carolina,10.0,State,1.0,Call 3,Complete,0.736842751502991,Kerry,Tenenbaum,Male,Other,25-29,Republican,Moderate,"$50,000-$74,999",Worse today,Mormon/LDS,No,No,Just today,For your candidate,Education,Has strong religious faith,Somewhat disapprove,Somewhat approve,Only George W. Bush,Foreign trade,Non-white male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Other,Piedmont,Suburbs,Suburbs,3.0,29627.0
1529955.0,South Carolina,32.0,State,1.0,Call 3,Complete,1.23748803138733,Kerry,Tenenbaum,Female,Black,65-74,Democrat,Moderate,"Under $15,000",About the same,Protestant,Yes,No,Before that,For your candidate,Taxes,Cares about people like me,Somewhat disapprove,Somewhat approve,Only John Kerry,Social Security,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29407.0
1475693.0,South Carolina,124.0,State,1.0,Call 1,Complete,0.685819327831268,Kerry,Tenenbaum,Female,,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,Something else,No,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Social Security,,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29061.0
1524302.0,South Carolina,90.0,State,1.0,Call 3,Complete,0.382561415433884,Kerry,Tenenbaum,Female,Black,18-24,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Taxes,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Social Security,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Low Country,Rural,Small cities and Rural,2.0,29936.0
1499992.0,South Carolina,90.0,State,1.0,Call 2,Complete,0.428865134716034,Kerry,Tenenbaum,Female,White,75 or over,Democrat,Conservative,,About the same,Protestant,Yes,No,Before that,Omit,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Both of them,Health care,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Low Country,Rural,Small cities and Rural,2.0,29936.0
1475686.0,South Carolina,81.0,State,1.0,Call 1,Complete,0.846954822540283,Bush,DeMint,Male,White,45-49,Something Else,Conservative,"$30,000-$49,999",Worse today,Other Christian,Yes,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Neither of them,Taxes,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Pee Dee,Suburbs,Suburbs,1.0,29566.0
1478092.0,South Carolina,120.0,National,2.0,Call 1,Complete,1.06354916095734,Kerry,Tenenbaum,Female,White,30-39,Democrat,,,Worse today,Something else,,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,White female,30-44,30-39,18-64,Democrat,,,Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Piedmont,Suburbs,Suburbs,3.0,29642.0
1475682.0,South Carolina,57.0,National,3.0,Call 1,Complete,1.19916474819183,Bush,DeMint,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",,,Yes,,,For your candidate,,,,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",,,All others,White evangelicals,,,,,,,White,Low Country,"City: 10,000 to 49,999",Small cities and Rural,1.0,29440.0
1499986.0,South Carolina,110.0,State,1.0,Call 2,Complete,1.09389770030975,Kerry,Tenenbaum,Male,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat disapprove,Both of them,Economy/Jobs,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Black,Piedmont,Rural,Small cities and Rural,3.0,29835.0
1475680.0,South Carolina,96.0,State,1.0,Call 1,Complete,1.96856212615967,Bush,DeMint,Male,White,18-24,Republican,Moderate,,About the same,Other Christian,No,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Economy/Jobs,White male,18-29,18-24,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Midlands,Suburbs,Suburbs,2.0,29033.0
1475678.0,South Carolina,80.0,State,1.0,Call 1,Complete,1.56710994243622,Bush,DeMint,Female,White,60-64,Republican,Conservative,"$50,000-$74,999",About the same,Protestant,Yes,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Education,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29646.0
1475673.0,South Carolina,79.0,State,1.0,Call 1,Complete,0.849229693412781,Bush,Tenenbaum,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Education,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Piedmont,"City: 10,000 to 49,999",Small cities and Rural,3.0,29649.0
1524282.0,South Carolina,51.0,State,1.0,Call 3,Complete,0.906091868877411,Kerry,Tenenbaum,Female,Black,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Pee Dee,"City: 10,000 to 49,999",Small cities and Rural,6.0,29505.0
1475666.0,South Carolina,133.0,State,1.0,Call 1,Complete,0.605690121650696,Kerry,Tenenbaum,Female,White,50-59,Democrat,Moderate,"$100,000-$149,999",Worse today,Protestant,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Midlands,"City: 50,000 to 500,000","City over 50,000",6.0,29204.0
1529136.0,South Carolina,32.0,State,1.0,Call 3,Complete,0.694333493709564,Kerry,Tenenbaum,Female,White,18-24,,Liberal,,Worse today,None,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Economy/Jobs,White female,18-29,18-24,18-64,,,,None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Low Country,"City: 50,000 to 500,000","City over 50,000",1.0,29407.0
1524274.0,South Carolina,9.0,State,1.0,Call 3,Complete,1.01161479949951,Kerry,DeMint,Male,White,50-59,Independent,Liberal,,Better today,Protestant,No,No,Just today,Against his opponent,Iraq,Has strong religious faith,Somewhat approve,Strongly approve,Neither of them,Social Security,White male,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,Piedmont,Suburbs,Suburbs,3.0,29673.0
