ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESOH04,SENOH04,ISS1OH,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECOH,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1526012.0,Ohio,91.0,State,1.0,Call 3,Complete,0.613882899284363,Kerry,Fingerhut,No,Female,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Better today,Other Christian,A few times a month,No,College graduate,No one does,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Worse today,Not so good,Somewhat confident,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northeast,Suburbs,Suburbs,17.0,44288.0
1477399.0,Ohio,33.0,State,1.0,Call 1,Complete,0.786943018436432,Kerry,Voinovich,No,Female,White,50-59,Independent,Liberal,No,"$15,000-$29,999",Worse today,Something else,Never,No,Postgraduate study,No one does,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Poor,Very confident,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Central,"City over 500,000","City over 50,000",15.0,43229.0
1506559.0,Ohio,15.0,State,1.0,Call 2,Complete,1.4214745759964,Kerry,Voinovich,Yes,Female,White,50-59,Independent,Moderate,No,"$200,000 or more",About the same,Jewish,A few times a month,No,College graduate,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Cuyahoga County,"City: 50,000 to 500,000","City over 50,000",11.0,44120.0
1503316.0,Ohio,51.0,State,1.0,Call 2,Complete,0.590717554092407,Kerry,Fingerhut,No,Female,White,30-39,Democrat,Liberal,No,"$30,000-$49,999",Worse today,None,A few times a year,No,Postgraduate study,"Yes, I do",Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,45223.0
1477389.0,Ohio,21.0,State,1.0,Call 1,Complete,1.60660409927368,Kerry,Fingerhut,Yes,Female,White,40-44,Democrat,Conservative,No,"$15,000-$29,999",Worse today,Other Christian,A few times a year,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not at all confident,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Cuyahoga County,Suburbs,Suburbs,10.0,44130.0
1501693.0,Ohio,9.0,State,1.0,Call 2,Complete,0.741440415382385,Bush,Voinovich,No,Male,White,18-24,Something Else,Liberal,Yes,"$50,000-$74,999",Worse today,Other Christian,Once a week,Yes,High school graduate,No one does,No,Just today,Against his opponent,Economy/Jobs,Has strong religious faith,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Only George W. Bush,Very badly,Worse today,Poor,Somewhat confident,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45106.0
1482248.0,Ohio,51.0,State,1.0,Call 1,Complete,0.61134934425354,Kerry,Fingerhut,No,Male,White,40-44,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,Never,No,High school graduate,No one does,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Southwest,"City: 50,000 to 500,000","City over 50,000",1.0,45223.0
1501689.0,Ohio,24.0,State,1.0,Call 2,Complete,1.27801251411438,Bush,Voinovich,Yes,Female,White,75 or over,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,No,College graduate,No one does,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Somewhat confident,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Cuyahoga County,Suburbs,Suburbs,10.0,44145.0
1487105.0,Ohio,49.0,State,1.0,Call 1,Complete,1.28369522094727,Bush,Voinovich,Yes,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",About the same,Other Christian,Once a week,Yes,College graduate,No one does,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45244.0
1525992.0,Ohio,74.0,State,1.0,Call 3,Complete,0.474972039461136,Kerry,Fingerhut,No,Female,White,25-29,Democrat,Liberal,No,"Under $15,000",Worse today,None,A few times a year,No,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Very confident,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Northwest,"City: 50,000 to 500,000","City over 50,000",9.0,43607.0
1501683.0,Ohio,42.0,State,1.0,Call 2,Complete,0.645776569843292,Kerry,Fingerhut,No,Male,Hispanic/Latino,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Catholic,A few times a year,No,High school graduate,No one does,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat well,Worse today,Not so good,Somewhat confident,Non-white male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,Central,Suburbs,Suburbs,7.0,43213.0
1501678.0,Ohio,100.0,State,1.0,Call 2,Complete,2.31253695487976,Other,Voinovich,Yes,Female,White,40-44,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Catholic,Omit,No,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Neither of them,Neither of them,Very badly,Worse today,Not so good,Somewhat confident,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Omit,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,5.0,44830.0
1525982.0,Ohio,49.0,State,1.0,Call 3,Complete,1.28369522094727,Bush,Voinovich,Yes,Male,White,30-39,Republican,Moderate,No,"$150,000-$199,999",Better today,Protestant,A few times a month,No,College graduate,No one does,Yes,Before that,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45244.0
1487093.0,Ohio,47.0,State,1.0,Call 1,Complete,0.453469693660736,Bush,Voinovich,Yes,Female,White,50-59,Independent,Moderate,No,"$75,000-$99,999",About the same,Protestant,A few times a year,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Good,Somewhat confident,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Central,Rural,Small cities and Rural,18.0,43725.0
1482231.0,Ohio,1.0,State,1.0,Call 1,Complete,1.20415496826172,Kerry,Fingerhut,No,Female,White,30-39,Democrat,Moderate,No,"$100,000-$149,999",Worse today,Protestant,A few times a year,No,College graduate,No one does,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Southwest,Rural,Small cities and Rural,2.0,45144.0
1501674.0,Ohio,23.0,State,1.0,Call 2,Complete,1.27596426010132,Kerry,,Did not vote,Male,Black,60-64,Democrat,Liberal,No,"$75,000-$99,999",About the same,Other Christian,A few times a year,Yes,High school graduate,"Yes, I do",No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Poor,Not very confident,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,Black,Cuyahoga County,Suburbs,Suburbs,14.0,44139.0
1501672.0,Ohio,11.0,National,4.0,Call 1,Complete,0.751322567462921,Kerry,Voinovich,Did not vote,Female,White,30-39,Independent,Moderate,,"$30,000-$49,999",,,,,,"Yes, someone else does",Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Cuyahoga County,Suburbs,Suburbs,11.0,44146.0
1477362.0,Ohio,118.0,State,1.0,Call 1,Complete,1.55877268314362,Bush,Voinovich,Yes,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,More than once a week,Yes,High school graduate,No one does,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northeast,Rural,Small cities and Rural,16.0,44270.0
1491940.0,Ohio,67.0,State,1.0,Call 1,Not complete,0.99403327703476,Kerry,Voinovich,No,Female,White,50-59,,,,,,,,,,,,In the last three days,Against his opponent,Terrorism,Will bring about needed change,Somewhat approve,,,,,,,Not so good,,White female,45-59,50-64,18-64,,,,,,All others,All others,,,All others,,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,,,,,,,All others,White,Northeast,"City: 50,000 to 500,000","City over 50,000",14.0,44060.0
1487077.0,Ohio,49.0,State,1.0,Call 1,Complete,1.28369522094727,Bush,Voinovich,Yes,Male,White,40-44,Republican,Conservative,No,"$200,000 or more",Better today,Catholic,A few times a month,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Excellent,Very confident,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45244.0
1477352.0,Ohio,88.0,National,1.0,Call 1,Complete,0.51520824432373,Kerry,Fingerhut,Yes,Male,White,40-44,Democrat,Conservative,No,"$15,000-$29,999",Better today,Other Christian,A few times a year,No,High school graduate,"Yes, I do",No,Before that,,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat well,,,,White male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,Someone in household is union member,Voter is union member,All others,White,Southwest,Suburbs,Suburbs,8.0,45431.0
1477351.0,Ohio,63.0,National,3.0,Call 1,Complete,0.878597557544708,Bush,Voinovich,Yes,Female,White,45-49,Republican,Conservative,,,,Protestant,More than once a week,Yes,,,No,,For your candidate,,,,,,,,,,,Very confident,White female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,,,,,,,Very/somewhat confident,,,,,,,All others,White,Southwest,Suburbs,Suburbs,2.0,45241.0
1530817.0,Ohio,119.0,State,1.0,Call 3,Complete,1.00961005687714,Bush,Voinovich,No,Female,White,45-49,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,Once a week,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Health care,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Somewhat confident,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,16.0,44691.0
1477344.0,Ohio,5.0,National,4.0,Call 1,Complete,1.54716372489929,Kerry,Fingerhut,Yes,Female,White,65-74,Democrat,Moderate,,"$15,000-$29,999",,,,,High school graduate,"Yes, I do",No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Northeast,Suburbs,Suburbs,14.0,44041.0
1501643.0,Ohio,115.0,State,1.0,Call 2,Complete,0.991946280002594,Bush,Voinovich,Yes,Male,White,30-39,Republican,Conservative,No,"$100,000-$149,999",Better today,None,Never,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Somewhat confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,All others,Never,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Central,Rural,Small cities and Rural,15.0,43040.0
1501642.0,Ohio,74.0,State,1.0,Call 2,Complete,0.474972039461136,Kerry,Fingerhut,No,Female,White,18-24,Democrat,Liberal,Yes,"Under $15,000",Worse today,Something else,Never,No,College graduate,No one does,No,Before that,Omit,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Both of them,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Never,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Northwest,"City: 50,000 to 500,000","City over 50,000",9.0,43607.0
1506499.0,Ohio,11.0,National,1.0,Call 2,Complete,0.801741361618042,Did not vote,Other,Yes,Male,Black,45-49,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,A few times a month,Yes,High school graduate,No one does,No,Before that,,Iraq,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,,,Very badly,,,,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,Black,Cuyahoga County,Suburbs,Suburbs,11.0,44146.0
1501637.0,Ohio,114.0,State,1.0,Call 2,Complete,0.569236874580383,Kerry,Fingerhut,No,Female,White,40-44,Democrat,Liberal,Yes,"$75,000-$99,999",About the same,Other Christian,A few times a year,Yes,College graduate,No one does,Yes,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,18.0,44622.0
1477330.0,Ohio,54.0,State,1.0,Call 1,Complete,0.853148460388184,Bush,Voinovich,Yes,Male,White,25-29,Republican,Conservative,No,"$100,000-$149,999",Better today,Catholic,A few times a year,No,College graduate,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Somewhat confident,White male,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,1.0,45241.0
1501632.0,Ohio,103.0,State,1.0,Call 2,Complete,1.38279128074646,Bush,Voinovich,Yes,Female,White,25-29,Republican,Conservative,Yes,"$30,000-$49,999",About the same,Other Christian,A few times a year,No,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Omit,Very confident,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",13.0,44314.0
1477326.0,Ohio,9.0,State,1.0,Call 1,Complete,0.823502540588379,Bush,Voinovich,Yes,Male,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Better today,Other Christian,A few times a month,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Southwest,Suburbs,Suburbs,2.0,45106.0
