ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESSD04,SENSD04,HOUSD04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECSD,DROUGHT,FAIRSHRE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,FAIRDASC,FAIRTHUN,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1488369.0,South Dakota,18.0,State,1.0,Call 1,Complete,0.738567531108856,Kerry,Daschle,Herseth,Female,White,18-24,Independent,Conservative,Yes,"Under $15,000",Worse today,Catholic,Some college/associate degree,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Both of them,Somewhat badly,Good,Hurt your state,Both candidates would,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57301.0
1514031.0,South Dakota,25.0,State,1.0,Call 2,Complete,0.707327604293823,Bush,Thune,Diedrich,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Both candidates would,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57216.0
1490700.0,South Dakota,71.0,State,1.0,Call 1,Complete,0.858315885066986,Bush,Thune,Diedrich,Female,White,75 or over,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,High school graduate,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not so good,Omit,Only John Thune would,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1516362.0,South Dakota,7.0,State,1.0,Call 2,Complete,0.645972788333893,Bush,Thune,Herseth,Female,White,30-39,Independent,Conservative,No,"$30,000-$49,999",Better today,Protestant,Some college/associate degree,Just today,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Hurt your state,Both candidates would,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57407.0
1512758.0,South Dakota,1.0,State,1.0,Call 2,Complete,2.52617001533508,Bush,Thune,Diedrich,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,College graduate,Before that,For your candidate,Taxes,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,Hurt your state,Both candidates would,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57350.0
1490893.0,South Dakota,65.0,State,1.0,Call 1,Not complete,0.718391060829163,Kerry,Daschle,Herseth,Female,White,50-59,,,,,,,,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,,,,,,Good,,,White female,45-59,50-64,18-64,,,,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,White,Southeast,Suburbs,Suburbs,1.0,57005.0
1488363.0,South Dakota,41.0,State,1.0,Call 1,Complete,0.780763924121857,Bush,Thune,Diedrich,Female,White,50-59,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Postgraduate study,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Omit,Helped your state,Only John Thune would,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57103.0
1493027.0,South Dakota,62.0,State,1.0,Call 1,Complete,0.638040900230408,Kerry,Daschle,Herseth,Female,Other,60-64,Democrat,Conservative,Yes,"$30,000-$49,999",About the same,Protestant,High school graduate,Before that,For your candidate,Omit,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Omit,Only Tom Daschle would,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,American Indian,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1535019.0,South Dakota,26.0,State,1.0,Call 3,Complete,0.979968070983887,Bush,Daschle,Herseth,Female,White,40-44,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,High school graduate,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Helped your state,Only Tom Daschle would,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,Rural,Small cities and Rural,1.0,57523.0
1514021.0,South Dakota,62.0,State,1.0,Call 2,Complete,0.429836452007294,Bush,Thune,Diedrich,Male,Other,18-24,Independent,Liberal,Yes,"Under $15,000",Better today,None,High school graduate,During the last month,For your candidate,Iraq,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Helped your state,Only John Thune would,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,American Indian,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57105.0
1488357.0,South Dakota,38.0,State,1.0,Call 1,Complete,1.17209470272064,Kerry,Daschle,Herseth,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Some college/associate degree,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,Hurt your state,Only Tom Daschle would,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1514015.0,South Dakota,26.0,State,1.0,Call 2,Complete,0.6401047706604,Bush,Thune,Diedrich,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Only John Thune would,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57523.0
1537344.0,South Dakota,30.0,State,1.0,Call 3,Complete,0.803781390190125,Bush,Thune,Diedrich,Male,White,50-59,Republican,Conservative,No,"Under $15,000",Better today,Protestant,Some college/associate degree,Before that,Against his opponent,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,Helped your state,Only John Thune would,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Northeast,Rural,Small cities and Rural,1.0,57362.0
1488349.0,South Dakota,26.0,State,1.0,Call 1,Complete,0.864431500434875,Bush,Thune,Herseth,Female,White,25-29,Republican,Moderate,No,"$15,000-$29,999",About the same,Other Christian,High school graduate,In the last three days,For your candidate,Education,Is intelligent,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Not affected your state,Both candidates would,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57523.0
1490735.0,South Dakota,80.0,State,1.0,Call 1,Complete,0.773957073688507,Kerry,Daschle,Herseth,Male,White,45-49,Democrat,Moderate,No,"$30,000-$49,999",About the same,Protestant,College graduate,Before that,Omit,Iraq,Is intelligent,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat well,Good,Hurt your state,Only Tom Daschle would,White male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57469.0
1515131.0,South Dakota,38.0,State,1.0,Call 2,Complete,1.30047237873077,Bush,Daschle,Diedrich,Female,White,65-74,Independent,Moderate,No,"Under $15,000",Better today,Protestant,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Helped your state,Only Tom Daschle would,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1486206.0,South Dakota,74.0,State,1.0,Call 1,Complete,0.689343571662903,Bush,Thune,Diedrich,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,High school graduate,During the last month,For your candidate,Terrorism,Will bring about needed change,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Not affected your state,Only John Thune would,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,West,"City: 50,000 to 500,000","City over 50,000",1.0,57701.0
1518667.0,South Dakota,46.0,State,1.0,Call 2,Complete,1.34139382839203,Kerry,Daschle,Herseth,Male,White,65-74,Democrat,Moderate,No,"$100,000-$149,999",About the same,Something else,College graduate,During the last month,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,Helped your state,Both candidates would,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57012.0
1540493.0,South Dakota,11.0,State,1.0,Call 3,Complete,0.875979006290436,Bush,Thune,Diedrich,Female,White,30-39,Independent,Liberal,No,"$50,000-$74,999",Better today,Protestant,Postgraduate study,During the last month,Against his opponent,Economy/Jobs,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,Helped your state,Only John Thune would,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57325.0
1493001.0,South Dakota,28.0,State,1.0,Call 1,Complete,1.18142211437225,Kerry,Daschle,Herseth,Female,White,60-64,Independent,Moderate,No,"Under $15,000",Worse today,Protestant,High school graduate,Before that,Omit,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Omit,Omit,Omit,Somewhat badly,Good,Hurt your state,Only Tom Daschle would,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Northeast,Rural,Small cities and Rural,1.0,57234.0
1490667.0,South Dakota,23.0,State,1.0,Call 1,Complete,2.00346255302429,Bush,Thune,Herseth,Male,White,65-74,Republican,Moderate,No,"$15,000-$29,999",About the same,Protestant,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Helped your state,Both candidates would,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,West,Rural,Small cities and Rural,1.0,57747.0
1514279.0,South Dakota,38.0,State,1.0,Call 2,Complete,0.702860116958618,Bush,Thune,Diedrich,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,Postgraduate study,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Good,Helped your state,Neither candidate would,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Tom Daschle would/Neither candidate would,White,West,"City: 10,000 to 49,999",Small cities and Rural,1.0,57783.0
1534991.0,South Dakota,46.0,State,1.0,Call 3,Complete,0.734622895717621,Bush,Daschle,Herseth,Male,White,30-39,Democrat,Conservative,No,"$50,000-$74,999",About the same,Other Christian,College graduate,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Very badly,Not so good,Not affected your state,Both candidates would,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,Rural,Small cities and Rural,1.0,57012.0
1514920.0,South Dakota,23.0,State,1.0,Call 2,Complete,1.44755816459656,Kerry,Thune,Herseth,Male,White,18-24,Independent,Liberal,No,"$15,000-$29,999",About the same,Other Christian,High school graduate,Sometime last week,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat well,Poor,Hurt your state,Neither candidate would,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Only John Thune would/Neither candidate would,Tom Daschle would/Neither candidate would,White,West,Rural,Small cities and Rural,1.0,57747.0
1513991.0,South Dakota,65.0,State,1.0,Call 2,Complete,0.718391060829163,Kerry,Daschle,Herseth,Female,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,High school graduate,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Hurt your state,Only Tom Daschle would,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Suburbs,Suburbs,1.0,57005.0
1492993.0,South Dakota,54.0,State,1.0,Call 1,Complete,0.79315721988678,Kerry,Daschle,Herseth,Male,White,50-59,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Catholic,Some college/associate degree,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Not affected your state,Only Tom Daschle would,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57106.0
1490659.0,South Dakota,65.0,State,1.0,Call 1,Complete,0.729704678058624,Kerry,Daschle,Herseth,Male,White,45-49,Independent,Moderate,No,"$75,000-$99,999",Worse today,Catholic,College graduate,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Hurt your state,Only Tom Daschle would,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Suburbs,Suburbs,1.0,57005.0
1485990.0,South Dakota,63.0,State,1.0,Call 1,Complete,0.732962012290955,Bush,Thune,Diedrich,Female,White,40-44,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,College graduate,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,Helped your state,Only John Thune would,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only John Thune would/Neither candidate would,Only John Thune would/Both candidates would,White,Southeast,Suburbs,Suburbs,1.0,57033.0
1502019.0,South Dakota,8.0,State,1.0,Call 1,Complete,0.559843063354492,Bush,Thune,Herseth,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,College graduate,During the last month,Against his opponent,Moral values,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Both candidates would,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57401.0
1513983.0,South Dakota,36.0,State,1.0,Call 2,Complete,1.17059063911438,Bush,Daschle,Herseth,Female,White,60-64,Democrat,Moderate,No,"$15,000-$29,999",About the same,Catholic,Some college/associate degree,Just today,For your candidate,Health care,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat well,Good,Not affected your state,Only Tom Daschle would,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,White,Southeast,Rural,Small cities and Rural,1.0,57042.0
1516315.0,South Dakota,18.0,State,1.0,Call 2,Complete,0.738567531108856,Kerry,Daschle,Herseth,Female,Other,25-29,Democrat,Moderate,No,"$15,000-$29,999",About the same,Catholic,Some college/associate degree,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only George W. Bush,Somewhat badly,Good,Helped your state,Only Tom Daschle would,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Only Tom Daschle would/Both candidates would,Tom Daschle would/Neither candidate would,American Indian,Southeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,57301.0
1535951.0,South Dakota,40.0,State,1.0,Call 3,Complete,0.735681593418121,Bush,Thune,Diedrich,Male,White,25-29,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,College graduate,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Helped your state,Both candidates would,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Only Tom Daschle would/Both candidates would,Only John Thune would/Both candidates would,White,Southeast,"City: 50,000 to 500,000","City over 50,000",1.0,57108.0
