ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESMI04,PROP2MI,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECMI,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1481125.0,Michigan,5.0,State,1.0,Call 1,Complete,Exit poll,0.714435875415802,Bush,Yes,Male,White,65-74,Independent,Conservative,No,"$30,000-$49,999",Better today,Catholic,Once a week,Yes,High school graduate,"Yes, I do",Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,North/Northeast,"City: 10,000 to 49,999",Small cities and Rural,1.0,49707.0
1481126.0,Michigan,70.0,State,1.0,Call 1,Complete,Exit poll,1.47691857814789,Bush,No,Female,White,65-74,Democrat,Moderate,No,"$15,000-$29,999",About the same,Catholic,A few times a year,No,High school graduate,"Yes, someone else does",No,During the last month,For your candidate,Iraq,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,About the same,Not so good,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,10.0,48044.0
1481130.0,Michigan,93.0,State,1.0,Call 1,Complete,Exit poll,0.810929715633392,Kerry,No,Female,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,A few times a year,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Suburban Oakland and Macomb,Suburbs,Suburbs,11.0,48381.0
1481137.0,Michigan,118.0,National,1.0,Call 1,Complete,Exit poll,0.968726575374603,Bush,Yes,Male,White,65-74,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,More than once a week,Yes,High school graduate,No one does,Yes,Before that,,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,White,North/Northeast,Rural,Small cities and Rural,5.0,48726.0
1481142.0,Michigan,78.0,State,1.0,Call 1,Complete,Exit poll,0.732553005218506,Bush,Yes,Female,White,40-44,Republican,Conservative,No,"$50,000-$74,999",About the same,Other Christian,Once a week,Yes,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Suburban Oakland and Macomb,"City: 50,000 to 500,000","City over 50,000",12.0,48093.0
1481143.0,Michigan,100.0,State,1.0,Call 1,Complete,Exit poll,0.912619531154633,Bush,Yes,Male,White,40-44,Independent,Conservative,No,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,Postgraduate study,"Yes, someone else does",Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,12.0,48237.0
1481149.0,Michigan,37.0,State,1.0,Call 1,Complete,Exit poll,1.44782340526581,Bush,Yes,Male,White,25-29,Republican,Conservative,No,"$30,000-$49,999",About the same,Other Christian,A few times a month,No,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Very well,About the same,Not so good,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,All others,White,University Belt,Rural,Small cities and Rural,1.0,49913.0
1481151.0,Michigan,38.0,State,1.0,Call 1,Complete,Exit poll,0.993923902511597,Kerry,No,Male,White,75 or over,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,No,College graduate,No one does,Yes,During the last month,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,University Belt,Suburbs,Suburbs,8.0,48840.0
1481152.0,Michigan,96.0,State,1.0,Call 1,Complete,Exit poll,0.658880352973938,Kerry,No,Female,White,50-59,Democrat,,No,"$75,000-$99,999",About the same,Catholic,A few times a year,No,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48017.0
1481157.0,Michigan,130.0,State,1.0,Call 1,Complete,Exit poll,1.08025276660919,Kerry,No,Female,Black,18-24,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,Omit,,Some college/associate degree,No one does,No,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Omit,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Wayne County,"City over 500,000","City over 50,000",14.0,48228.0
1481161.0,Michigan,15.0,National,1.0,Call 1,Complete,Exit poll,0.680158793926239,Kerry,Yes,Female,White,40-44,Independent,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a month,No,Some college/associate degree,No one does,Yes,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,Married women,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,6.0,49120.0
1481168.0,Michigan,19.0,National,4.0,Call 1,Complete,Exit poll,0.98375278711319,Kerry,Yes,Female,White,60-64,Democrat,Moderate,,"$30,000-$49,999",,,,,Some college/associate degree,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Worse today,,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,North/Northeast,Rural,Small cities and Rural,4.0,48625.0
1481180.0,Michigan,9.0,National,3.0,Call 1,Complete,Exit poll,0.595554411411285,Kerry,No,Male,White,50-59,Independent,Moderate,,"$15,000-$29,999",,Protestant,A few times a year,No,,,Yes,,Against his opponent,,,,,,,,,,,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,,,,,,,,,,,,,All others,White,Southwest,Rural,Small cities and Rural,3.0,48897.0
1481183.0,Michigan,7.0,State,1.0,Call 1,Complete,Exit poll,0.965491771697998,Bush,Yes,Female,White,25-29,Republican,Conservative,No,"$30,000-$49,999",Better today,Other Christian,Once a week,Yes,Postgraduate study,"Yes, someone else does",Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Southwest,Suburbs,Suburbs,3.0,49021.0
1481185.0,Michigan,53.0,State,1.0,Call 1,Complete,Exit poll,0.841175556182861,Bush,Yes,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,More than once a week,Yes,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Southwest,Suburbs,Suburbs,3.0,49508.0
1481186.0,Michigan,94.0,State,1.0,Call 1,Complete,Exit poll,0.897198796272278,Kerry,No,Female,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",About the same,Other Christian,A few times a month,No,Postgraduate study,No one does,Yes,Before that,For your candidate,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48025.0
1481191.0,Michigan,142.0,National,2.0,Call 1,Complete,Exit poll,1.08275985717773,Kerry,Yes,Male,White,60-64,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Once a week,Yes,High school graduate,No one does,Yes,Before that,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,Wayne County,Suburbs,Suburbs,13.0,48146.0
1481193.0,Michigan,110.0,State,1.0,Call 1,Complete,Exit poll,2.27691960334778,Bush,Yes,Male,Hispanic/Latino,40-44,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a month,No,College graduate,No one does,Yes,Before that,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Worse today,Not so good,Non-white male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Hispanic/Latino,University Belt,Suburbs,Suburbs,4.0,48623.0
1481198.0,Michigan,125.0,State,1.0,Call 1,Not complete,Exit poll,1.36497402191162,Kerry,Yes,Male,Black,65-74,,,,,,,,,,,,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,,,,,,,Excellent,Non-white male,60 or over,65 or over,65 or over,,,,,All others,All others,All others,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,,All others,Black,Wayne County,"City over 500,000","City over 50,000",13.0,48213.0
1481199.0,Michigan,92.0,State,1.0,Call 1,Complete,Exit poll,0.905796229839325,Bush,Yes,Male,White,25-29,Republican,Conservative,No,"$30,000-$49,999",Better today,Protestant,Once a week,No,College graduate,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,8.0,48346.0
1481204.0,Michigan,144.0,National,2.0,Call 1,Complete,Exit poll,0.716584265232086,Kerry,No,Male,White,50-59,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Protestant,Once a week,No,Some college/associate degree,No one does,Yes,Before that,,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,Wayne County,Suburbs,Suburbs,11.0,48167.0
1481222.0,Michigan,150.0,State,1.0,Call 1,Complete,Exit poll,0.464062333106995,Kerry,No,Female,White,18-24,Independent,Liberal,No,"$15,000-$29,999",Worse today,None,Never,No,Some college/associate degree,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,North/Northeast,Rural,Small cities and Rural,2.0,49668.0
1481231.0,Michigan,86.0,National,2.0,Call 1,Complete,Exit poll,0.792857587337494,Kerry,No,Male,White,40-44,Democrat,Moderate,Yes,"$50,000-$74,999",Worse today,None,Never,No,High school graduate,"Yes, someone else does",Yes,Before that,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,Someone in household is union member,Voter is not union member,All others,White,North/Northeast,"City: 10,000 to 49,999",Small cities and Rural,2.0,49441.0
1481233.0,Michigan,140.0,State,1.0,Call 1,Complete,Exit poll,0.716584265232086,Kerry,No,Male,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",Better today,None,Never,No,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Both of them,Very badly,Worse today,Not so good,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,All others,Never,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Wayne County,Suburbs,Suburbs,13.0,48225.0
1481237.0,Michigan,93.0,State,1.0,Call 1,Complete,Exit poll,1.12487399578094,Bush,No,Male,White,40-44,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,A few times a year,No,College graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,11.0,48381.0
1481241.0,Michigan,38.0,State,1.0,Call 1,Complete,Exit poll,1.087850689888,Bush,No,Female,White,40-44,Republican,Conservative,No,"$100,000-$149,999",Better today,Something else,Omit,No,College graduate,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,,Good,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Omit,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,University Belt,Suburbs,Suburbs,8.0,48840.0
1481246.0,Michigan,78.0,State,1.0,Call 1,Complete,Exit poll,0.7870032787323,Bush,Yes,Male,White,25-29,,,No,,Better today,Protestant,Once a week,No,Some college/associate degree,No one does,Yes,During the last month,For your candidate,Omit,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Omit,White male,18-29,25-29,18-64,,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,"City: 50,000 to 500,000","City over 50,000",12.0,48093.0
1481254.0,Michigan,118.0,National,1.0,Call 1,Complete,Exit poll,0.708365738391876,Bush,Yes,Male,White,50-59,Republican,Conservative,No,"$50,000-$74,999",About the same,Catholic,A few times a year,No,Some college/associate degree,No one does,Yes,Before that,,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,White,North/Northeast,Rural,Small cities and Rural,5.0,48726.0
1481265.0,Michigan,37.0,State,1.0,Call 1,Complete,Exit poll,1.95724880695343,Bush,Yes,Male,White,65-74,Republican,Conservative,No,"$15,000-$29,999",Better today,Protestant,Once a week,Yes,Some college/associate degree,No one does,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,University Belt,Rural,Small cities and Rural,1.0,49913.0
1481266.0,Michigan,15.0,National,1.0,Call 1,Complete,Exit poll,0.847571671009064,Bush,No,Male,White,50-59,Republican,Moderate,No,"$30,000-$49,999",Better today,Protestant,A few times a year,Yes,Some college/associate degree,"Yes, I do",Yes,Before that,,Omit,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,Someone in household is union member,Voter is union member,All others,White,Southwest,"City: 10,000 to 49,999",Small cities and Rural,6.0,49120.0
1481268.0,Michigan,100.0,State,1.0,Call 1,Complete,Exit poll,0.871205687522888,Kerry,No,Male,White,18-24,Democrat,Liberal,Yes,"$15,000-$29,999",Worse today,Jewish,A few times a year,No,Some college/associate degree,No one does,Yes,During the last month,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Worse today,Poor,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,12.0,48237.0
1481284.0,Michigan,9.0,National,3.0,Call 1,Complete,Exit poll,0.814451336860657,Kerry,No,Male,White,60-64,Democrat,Moderate,,"$100,000-$149,999",,Protestant,More than once a week,Yes,,,Yes,,For your candidate,,,,,,,,,,,White male,60 or over,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,,,,,,,,,,,,,All others,White,Southwest,Rural,Small cities and Rural,3.0,48897.0
1481288.0,Michigan,96.0,State,1.0,Call 1,Complete,Exit poll,0.924571573734283,Bush,No,Male,White,25-29,Independent,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Once a week,Yes,Postgraduate study,No one does,No,Before that,Against his opponent,Taxes,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Neither of them,Somewhat badly,About the same,Not so good,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Suburban Oakland and Macomb,Suburbs,Suburbs,9.0,48017.0
