ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMN04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECMN,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1490843.0,Minnesota,29.0,State,1.0,Call 1,Complete,0.627252221107483,Kerry,Female,Black,30-39,Democrat,Conservative,No,"$15,000-$29,999",Worse today,Other Christian,More than once a week,High school graduate,"Yes, I do",Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Poor,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,Black,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",6.0,55369.0
1515147.0,Minnesota,79.0,State,1.0,Call 2,Complete,0.781064748764038,Kerry,Female,White,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,Catholic,A few times a year,Some college/associate degree,"Yes, I do and someone else does",Yes,During the last month,For your candidate,Omit,Is intelligent,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Both of them,Very badly,Very worried,Not so good,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Married women,White,West,Suburbs,Suburbs,6.0,56368.0
1534590.0,Minnesota,49.0,State,1.0,Call 3,Complete,1.11531150341034,Bush,Female,White,30-39,Republican,Conservative,No,"$30,000-$49,999",About the same,Catholic,Once a week,High school graduate,No one does,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,East,Rural,Small cities and Rural,8.0,56660.0
1515145.0,Minnesota,69.0,State,1.0,Call 2,Complete,0.871292889118195,Kerry,Male,White,18-24,Democrat,Liberal,No,"$15,000-$29,999",About the same,None,Never,College graduate,No one does,No,Before that,Against his opponent,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",4.0,55102.0
1495700.0,Minnesota,14.0,State,1.0,Call 1,Complete,1.2646906375885,Bush,Male,White,25-29,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Never,College graduate,No one does,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not too worried,Good,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,55122.0
1495699.0,Minnesota,34.0,National,4.0,Call 1,Not complete,0.836143434047699,Kerry,Male,White,30-39,,,,,,,,,,,Before that,,,,,,,Only John Kerry,Only John Kerry,,,,White male,30-44,30-39,18-64,,,,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55407.0
1515142.0,Minnesota,52.0,State,1.0,Call 2,Complete,2.20491766929626,Kerry,Male,White,65-74,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Catholic,A few times a month,High school graduate,No one does,,Sometime last week,Against his opponent,Taxes,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Somewhat worried,Not so good,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,East,Rural,Small cities and Rural,2.0,56069.0
1515138.0,Minnesota,72.0,State,1.0,Call 2,Complete,0.795528888702393,Kerry,Female,White,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Other Christian,Never,College graduate,No one does,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Somewhat worried,Excellent,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,West,Rural,Small cities and Rural,7.0,55332.0
1515136.0,Minnesota,34.0,National,2.0,Call 2,Complete,1.16590344905853,Bush,Male,White,50-59,Independent,Moderate,Yes,"$50,000-$74,999",Better today,Protestant,A few times a month,Some college/associate degree,No one does,Yes,Before that,,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55407.0
1534578.0,Minnesota,79.0,State,1.0,Call 3,Complete,0.861549854278564,Bush,Male,White,30-39,Republican,Conservative,No,"$30,000-$49,999",Worse today,Catholic,A few times a year,High school graduate,No one does,No,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Not too worried,Good,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,West,Suburbs,Suburbs,6.0,56368.0
1490821.0,Minnesota,19.0,State,1.0,Call 1,Complete,0.940415501594543,Bush,Male,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,Some college/associate degree,No one does,Yes,Before that,For your candidate,Moral values,Will bring about needed change,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,East,Rural,Small cities and Rural,1.0,55955.0
1490820.0,Minnesota,52.0,State,1.0,Call 1,Complete,2.16549563407898,Bush,Female,White,75 or over,Independent,Moderate,No,"Under $15,000",About the same,Catholic,Once a week,High school graduate,No one does,No,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,East,Rural,Small cities and Rural,2.0,56069.0
1495680.0,Minnesota,25.0,State,1.0,Call 1,Complete,0.817175686359406,Kerry,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Catholic,Once a week,College graduate,No one does,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",3.0,55344.0
1534561.0,Minnesota,90.0,State,1.0,Call 3,Complete,0.808180272579193,Bush,Male,White,45-49,Republican,Conservative,No,"$75,000-$99,999",About the same,Protestant,More than once a week,College graduate,No one does,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Somewhat worried,Good,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,6.0,55328.0
1495672.0,Minnesota,81.0,State,1.0,Call 1,Complete,0.826126158237457,Kerry,Female,White,40-44,Something Else,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,Some college/associate degree,No one does,No,Sometime last week,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Somewhat worried,Not so good,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,West,"City: 50,000 to 500,000","City over 50,000",6.0,56303.0
1490810.0,Minnesota,90.0,State,1.0,Call 1,Complete,0.609332084655762,Kerry,Female,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,A few times a year,College graduate,No one does,Yes,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Twin Cities Suburbs,Suburbs,Suburbs,6.0,55328.0
1534558.0,Minnesota,14.0,State,1.0,Call 3,Complete,1.23358452320099,Bush,Female,White,50-59,Republican,Conservative,No,"$100,000-$149,999",Better today,Other Christian,More than once a week,Some college/associate degree,"Yes, I do",Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Twin Cities Suburbs,"City: 50,000 to 500,000","City over 50,000",2.0,55122.0
1490805.0,Minnesota,32.0,State,1.0,Call 1,Complete,1.48404812812805,Bush,Female,White,65-74,Republican,Moderate,No,"Under $15,000",About the same,Protestant,Once a week,Did not complete high school,No one does,No,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Very badly,Not too worried,Not so good,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",5.0,55404.0
1534549.0,Minnesota,88.0,National,4.0,Call 3,Complete,1.23604047298431,Bush,Male,White,40-44,Republican,Moderate,,"$100,000-$149,999",,,,College graduate,No one does,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Somewhat worried,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,6.0,55125.0
1534547.0,Minnesota,63.0,State,1.0,Call 3,Complete,1.38478124141693,Bush,Male,Other,65-74,Republican,Conservative,No,"$200,000 or more",Better today,None,Never,Postgraduate study,No one does,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Excellent,Non-white male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Other,Minneapolis/St. Paul area,Suburbs,Suburbs,4.0,55109.0
1490794.0,Minnesota,11.0,State,1.0,Call 1,Complete,0.953520655632019,Kerry,Female,Other,18-24,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,A few times a year,College graduate,No one does,No,Before that,For your candidate,Iraq,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not too worried,Not so good,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Twin Cities Suburbs,Suburbs,Suburbs,2.0,55124.0
1492744.0,Minnesota,69.0,State,1.0,Call 1,Complete,0.886312067508698,Kerry,Male,White,40-44,Democrat,Moderate,No,"$75,000-$99,999",Worse today,None,A few times a year,Postgraduate study,No one does,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,"City: 50,000 to 500,000","City over 50,000",4.0,55102.0
1495653.0,Minnesota,68.0,State,1.0,Call 1,Complete,0.791350066661835,Kerry,Male,White,30-39,Democrat,Moderate,No,,Better today,,Omit,College graduate,No one does,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Somewhat worried,Good,White male,30-44,30-39,18-64,Democrat,,,,,All others,Omit,Omit,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Minneapolis/St. Paul area,Suburbs,Suburbs,4.0,55126.0
1490790.0,Minnesota,46.0,State,1.0,Call 1,Complete,0.929122388362885,Bush,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,None,Never,College graduate,No one does,Yes,In the last three days,For your candidate,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Not too worried,Good,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,West,Rural,Small cities and Rural,7.0,56273.0
1534538.0,Minnesota,72.0,State,1.0,Call 3,Complete,0.829647958278656,Kerry,Male,White,40-44,Independent,Conservative,No,"$15,000-$29,999",About the same,Protestant,A few times a year,High school graduate,No one does,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Not so good,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,West,Rural,Small cities and Rural,7.0,55332.0
1515093.0,Minnesota,56.0,National,3.0,Call 2,Complete,1.04110360145569,Bush,Female,White,75 or over,Republican,Conservative,,"$15,000-$29,999",,Protestant,Once a week,,,No,,For your candidate,,,,,,,,,,,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,,,,,,,,,,,,,,All others,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,55902.0
1495640.0,Minnesota,74.0,State,1.0,Call 1,Complete,0.815035283565521,Bush,Female,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a year,Some college/associate degree,No one does,Yes,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Not so good,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",8.0,55811.0
1495639.0,Minnesota,63.0,State,1.0,Call 1,Complete,0.616247773170471,Kerry,Female,Black,45-49,Democrat,Liberal,No,"$15,000-$29,999",About the same,None,Never,High school graduate,No one does,No,Before that,Against his opponent,Taxes,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Poor,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,Minneapolis/St. Paul area,Suburbs,Suburbs,4.0,55109.0
1515082.0,Minnesota,9.0,State,1.0,Call 2,Complete,2.3215754032135,Bush,Female,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Once a week,High school graduate,No one does,Yes,Just today,For your candidate,Omit,Omit,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat well,Somewhat worried,Not so good,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,West,Rural,Small cities and Rural,1.0,56152.0
1495635.0,Minnesota,60.0,National,2.0,Call 1,Complete,1.18683540821075,Bush,Male,White,60-64,Republican,Conservative,No,"$100,000-$149,999",Better today,Protestant,Once a week,Postgraduate study,No one does,Yes,Before that,,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,West,Rural,Small cities and Rural,7.0,56701.0
1490773.0,Minnesota,44.0,State,1.0,Call 1,Complete,0.971888363361359,Kerry,Male,White,45-49,Independent,Moderate,No,"$30,000-$49,999",Worse today,None,A few times a month,High school graduate,No one does,No,Sometime last week,Against his opponent,Taxes,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Somewhat worried,Poor,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Twin Cities Suburbs,Suburbs,Suburbs,8.0,55079.0
1529659.0,Minnesota,11.0,State,1.0,Call 3,Complete,0.969957232475281,Kerry,Female,White,40-44,Democrat,Moderate,No,"$200,000 or more",Worse today,Catholic,Once a week,High school graduate,No one does,Yes,Just today,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,Neither of them,Only John Kerry,Somewhat badly,Somewhat worried,Good,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Twin Cities Suburbs,Suburbs,Suburbs,2.0,55124.0
