ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESWI04,SENWI04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,VETVOTER,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWI,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1486154.0,Wisconsin,12.0,State,1.0,Call 1,Complete,1.50140011310577,Bush,Michels,Female,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,A few times a year,Postgraduate study,"Yes, someone else is",No,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
1511811.0,Wisconsin,89.0,State,1.0,Call 2,Complete,0.919967830181122,Bush,Feingold,Male,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Something else,A few times a year,Some college/associate degree,No one is,No,No,Before that,For your candidate,Taxes,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Both of them,Somewhat badly,Good,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
1491008.0,Wisconsin,25.0,State,1.0,Call 1,Complete,0.893624424934387,Bush,Michels,Male,White,30-39,Independent,Conservative,No,"$50,000-$74,999",Better today,Protestant,A few times a month,Some college/associate degree,No one is,Yes,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1534754.0,Wisconsin,17.0,State,1.0,Call 3,Complete,0.82260662317276,Bush,Michels,Female,White,50-59,Independent,Conservative,No,"$75,000-$99,999",About the same,Protestant,Once a week,Postgraduate study,No one is,No,Yes,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Milwaukee vicinity,Rural,Small cities and Rural,6.0,53059.0
1515309.0,Wisconsin,25.0,State,1.0,Call 2,Complete,0.744453728199005,Kerry,Feingold,Female,White,18-24,Democrat,Moderate,Yes,"Under $15,000",Worse today,None,Never,High school graduate,No one is,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1490204.0,Wisconsin,71.0,State,1.0,Call 1,Complete,0.780792593955994,Kerry,Feingold,Male,Asian,30-39,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,A few times a year,Did not complete high school,No one is,No,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Only John Kerry,Only George W. Bush,Somewhat well,Good,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Asian,Milwaukee vicinity,"City: 50,000 to 500,000","City over 50,000",6.0,53081.0
1491002.0,Wisconsin,10.0,State,1.0,Call 1,Complete,1.89610052108765,Bush,Michels,Female,White,65-74,Independent,Conservative,No,,About the same,Protestant,Once a week,High school graduate,No one is,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not so good,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,South,Rural,Small cities and Rural,2.0,53954.0
1539609.0,Wisconsin,4.0,State,1.0,Call 3,Complete,0.63227641582489,Bush,Michels,Female,White,25-29,Republican,Conservative,No,"$50,000-$74,999",About the same,Other Christian,More than once a week,College graduate,No one is,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,"City: 50,000 to 500,000","City over 50,000",8.0,54302.0
1510442.0,Wisconsin,8.0,State,1.0,Call 2,Complete,0.844664514064789,Bush,Feingold,Female,White,25-29,Something Else,Conservative,No,"$50,000-$74,999",Worse today,Other Christian,A few times a year,Some college/associate degree,No one is,No,Yes,During the last month,Against his opponent,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Not so good,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northwest,Suburbs,Suburbs,7.0,54724.0
1486132.0,Wisconsin,26.0,National,4.0,Call 1,Complete,0.911146461963654,Bush,Michels,Male,White,40-44,Republican,Moderate,,"$75,000-$99,999",,,,College graduate,No one is,,Yes,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1490987.0,Wisconsin,55.0,State,1.0,Call 1,Complete,1.08514451980591,Kerry,Feingold,Male,White,50-59,Democrat,Liberal,No,"$200,000 or more",About the same,None,Never,Postgraduate study,No one is,No,Yes,During the last month,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Only John Kerry,Very badly,Good,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee,Suburbs,Suburbs,5.0,53217.0
1534733.0,Wisconsin,80.0,State,1.0,Call 3,Complete,0.838127493858337,Bush,Michels,Female,White,40-44,Something Else,Moderate,No,"$50,000-$74,999",Better today,Other Christian,Once a week,College graduate,No one is,No,Yes,During the last month,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1515288.0,Wisconsin,19.0,State,1.0,Call 2,Complete,0.33068859577179,Kerry,Feingold,Female,,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,High school graduate,"Yes, someone else is",No,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,53098.0
1510422.0,Wisconsin,35.0,State,1.0,Call 2,Complete,0.858144462108612,Bush,Michels,Female,White,45-49,Independent,Conservative,No,"$50,000-$74,999",Better today,Catholic,Once a week,Some college/associate degree,"Yes, someone else is",No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,Northwest,Suburbs,Suburbs,3.0,54650.0
1534724.0,Wisconsin,55.0,State,1.0,Call 3,Complete,1.03732585906982,Kerry,Feingold,Female,White,30-39,Democrat,Liberal,No,"$200,000 or more",Better today,Catholic,A few times a year,Postgraduate study,No one is,No,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Milwaukee,Suburbs,Suburbs,5.0,53217.0
1492920.0,Wisconsin,31.0,State,1.0,Call 1,Complete,0.726300895214081,Kerry,Feingold,Female,White,60-64,Democrat,Moderate,No,"Under $15,000",Worse today,Protestant,Once a week,Some college/associate degree,No one is,No,No,Before that,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Excellent,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,South,Suburbs,Suburbs,1.0,53143.0
1490973.0,Wisconsin,84.0,State,1.0,Call 1,Complete,1.05576193332672,Bush,Michels,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Once a week,High school graduate,No one is,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Northeast,Rural,Small cities and Rural,6.0,54965.0
1486111.0,Wisconsin,54.0,State,1.0,Call 1,Complete,1.33768165111542,Bush,Michels,Male,White,75 or over,Republican,Conservative,No,"$15,000-$29,999",Better today,Catholic,A few times a year,High school graduate,No one is,Yes,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee,"City: 50,000 to 500,000","City over 50,000",5.0,53227.0
1510414.0,Wisconsin,49.0,State,1.0,Call 2,Complete,1.00485706329346,Kerry,Feingold,Male,Black,45-49,Democrat,Conservative,No,"$30,000-$49,999",Worse today,None,Never,High school graduate,"Yes, I am",Yes,Yes,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,Black,Milwaukee,"City over 500,000","City over 50,000",4.0,53208.0
1534718.0,Wisconsin,45.0,State,1.0,Call 3,Complete,1.01737725734711,Kerry,Feingold,Female,Other,30-39,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Something else,A few times a year,Did not complete high school,No one is,No,No,Before that,For your candidate,Economy/Jobs,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Other,Milwaukee,"City over 500,000","City over 50,000",4.0,53215.0
1490968.0,Wisconsin,79.0,State,1.0,Call 1,Complete,0.858299851417542,Bush,Michels,Male,White,18-24,Republican,Conservative,Yes,"Under $15,000",About the same,Other Christian,More than once a week,Some college/associate degree,No one is,No,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53051.0
1510410.0,Wisconsin,27.0,National,2.0,Call 2,Complete,1.57492327690125,Bush,Feingold,Female,White,40-44,Republican,Moderate,No,"$15,000-$29,999",About the same,Mormon/LDS,A few times a year,Some college/associate degree,No one is,No,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,,,Very well,,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,White,South,Rural,Small cities and Rural,3.0,53805.0
1534713.0,Wisconsin,12.0,State,1.0,Call 3,Complete,0.975275993347168,Kerry,Feingold,Female,Black,30-39,Democrat,Moderate,No,"$30,000-$49,999",About the same,None,Never,Some college/associate degree,No one is,No,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Black,South,"City: 50,000 to 500,000","City over 50,000",2.0,53713.0
1510405.0,Wisconsin,89.0,State,1.0,Call 2,Complete,0.794084250926971,Kerry,Feingold,Female,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Better today,Other Christian,A few times a year,College graduate,"Yes, someone else is",No,Yes,Before that,Against his opponent,Omit,Omit,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,7.0,54494.0
1534707.0,Wisconsin,48.0,State,1.0,Call 3,Complete,0.316434532403946,Other,Feingold,Male,White,18-24,Independent,Moderate,No,"$75,000-$99,999",About the same,Something else,Never,Some college/associate degree,"Yes, I am",No,No,During the last month,For your candidate,Iraq,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Both of them,Very badly,Good,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,Milwaukee,"City over 500,000","City over 50,000",4.0,53211.0
1536460.0,Wisconsin,27.0,National,2.0,Call 3,Complete,1.0597380399704,Kerry,Feingold,Male,White,25-29,Democrat,Moderate,No,"$50,000-$74,999",Better today,None,A few times a year,College graduate,No one is,No,Yes,Before that,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Somewhat badly,,White male,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,No one in household is union member,Voter is not union member,All others,White,South,Rural,Small cities and Rural,3.0,53805.0
1510399.0,Wisconsin,26.0,National,2.0,Call 2,Complete,0.870995223522186,Bush,Michels,Female,White,45-49,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,A few times a year,Some college/associate degree,No one is,No,No,Before that,,Taxes,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,,,Somewhat well,,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 10,000 to 49,999",Small cities and Rural,6.0,54935.0
1510391.0,Wisconsin,17.0,State,1.0,Call 2,Complete,0.901283800601959,Bush,Feingold,Female,White,30-39,Republican,Liberal,No,"$15,000-$29,999",About the same,Something else,A few times a year,High school graduate,"Yes, I am",No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Married women,White,Milwaukee vicinity,Rural,Small cities and Rural,6.0,53059.0
1510390.0,Wisconsin,71.0,State,1.0,Call 2,Complete,0.780792593955994,Kerry,Feingold,Male,White,50-59,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,Once a week,High school graduate,No one is,No,No,During the last month,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,Not so good,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,Milwaukee vicinity,"City: 50,000 to 500,000","City over 50,000",6.0,53081.0
1511745.0,Wisconsin,80.0,State,1.0,Call 2,Complete,0.838127493858337,Bush,Michels,Female,White,40-44,Republican,Conservative,No,"$150,000-$199,999",Better today,Protestant,Once a week,Some college/associate degree,No one is,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Excellent,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,Milwaukee vicinity,Suburbs,Suburbs,5.0,53066.0
1490943.0,Wisconsin,56.0,State,1.0,Call 1,Complete,1.00378060340881,Kerry,Feingold,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",About the same,Protestant,Once a week,High school graduate,No one is,No,Yes,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,Northeast,Rural,Small cities and Rural,8.0,54153.0
1534690.0,Wisconsin,9.0,State,1.0,Call 3,Complete,0.723183870315552,Kerry,Feingold,Female,White,30-39,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,A few times a month,Some college/associate degree,"Yes, someone else is",No,Yes,In the last three days,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Good,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Married women,White,Northwest,Rural,Small cities and Rural,3.0,54456.0
