ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,WGT,PRESUT04,SENUT04,GOVUT04,AMEND3UT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,LATINO,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1492422.0,Utah,52.0,State,1.0,Call 1,1.26735937595367,Kerry,1.0,Matheson,No,Male,White,65-74,Democrat,Liberal,"$100,000-$149,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1496943.0,Utah,48.0,State,1.0,Call 1,0.332673013210297,Kerry,2.0,Matheson,No,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",Worse today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1520409.0,Utah,16.0,State,1.0,Call 2,1.25141096115112,Bush,2.0,Huntsman,Yes,Male,White,18-24,Republican,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1539071.0,Utah,20.0,State,1.0,Call 3,1.03529345989227,Kerry,1.0,Matheson,No,Male,Other,18-24,Independent,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Other,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1499407.0,Utah,44.0,State,1.0,Call 1,0.830185830593109,Kerry,1.0,Matheson,No,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",About the same,None,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East/Ogden area,Rural,Small cities and Rural,1.0,84098.0
1492406.0,Utah,56.0,State,1.0,Call 1,0.892391979694366,Bush,2.0,Huntsman,Yes,Male,Black,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Mormon/LDS,No,Before that,Against his opponent,Somewhat approve,Strongly disapprove,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1490065.0,Utah,39.0,State,1.0,Call 1,0.934062778949738,Bush,,Huntsman,No,Male,White,40-44,Republican,Conservative,,Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1497063.0,Utah,48.0,State,1.0,Call 1,1.605095744133,Bush,1.0,Matheson,Yes,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",About the same,Mormon/LDS,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1539052.0,Utah,20.0,State,1.0,Call 3,1.03008544445038,Kerry,1.0,Matheson,No,Female,White,50-59,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1494723.0,Utah,35.0,National,2.0,Call 1,0.982392728328705,Bush,2.0,Huntsman,Yes,Female,White,65-74,Republican,Conservative,"$15,000-$29,999",Worse today,,No,Before that,,Strongly disapprove,Somewhat approve,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1520378.0,Utah,29.0,State,1.0,Call 2,1.07931816577911,Kerry,1.0,Matheson,No,Male,White,50-59,Independent,Moderate,,Worse today,None,,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Independent,,,None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84020.0
1494712.0,Utah,48.0,State,1.0,Call 1,0.830077230930328,Bush,2.0,Huntsman,Yes,Female,White,40-44,Republican,Conservative,"$100,000-$149,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1541370.0,Utah,35.0,National,2.0,Call 3,1.10588419437408,Bush,2.0,Matheson,No,Female,White,40-44,Republican,Moderate,"$75,000-$99,999",Better today,Mormon/LDS,No,Before that,,Strongly approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1520363.0,Utah,35.0,National,2.0,Call 2,0.88055694103241,Kerry,1.0,Matheson,No,Female,White,45-49,Democrat,Conservative,"$50,000-$74,999",Worse today,Mormon/LDS,No,Before that,,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1539023.0,Utah,20.0,State,1.0,Call 3,0.937211275100708,Bush,2.0,Huntsman,Yes,Male,White,45-49,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1520357.0,Utah,16.0,State,1.0,Call 2,1.24116480350494,Bush,2.0,Huntsman,Yes,Female,White,25-29,Republican,Conservative,"Under $15,000",Better today,Other Christian,No,Before that,Against his opponent,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1492352.0,Utah,39.0,State,1.0,Call 1,1.31974494457245,Bush,2.0,Huntsman,No,Male,White,40-44,Republican,Conservative,"$200,000 or more",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1492350.0,Utah,36.0,State,1.0,Call 1,1.04546844959259,Kerry,1.0,Matheson,Yes,Male,White,75 or over,Democrat,Moderate,"$15,000-$29,999",Worse today,Mormon/LDS,No,During the last month,Against his opponent,Strongly disapprove,Strongly approve,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1539009.0,Utah,20.0,State,1.0,Call 3,1.03008544445038,Kerry,1.0,Matheson,No,Female,Other,40-44,Democrat,Moderate,"$50,000-$74,999",Worse today,Something else,No,Before that,For your candidate,Strongly disapprove,Omit,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Other,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1494681.0,Utah,26.0,State,1.0,Call 1,0.643641293048859,Kerry,1.0,Huntsman,No,Male,White,45-49,Independent,Moderate,"$150,000-$199,999",About the same,Mormon/LDS,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1520894.0,Utah,16.0,State,1.0,Call 2,1.25539469718933,Bush,2.0,Huntsman,Yes,Male,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Mormon/LDS,No,Before that,Against his opponent,Strongly approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1499341.0,Utah,44.0,State,1.0,Call 1,0.837039291858673,Kerry,1.0,Matheson,No,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Better today,None,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East/Ogden area,Rural,Small cities and Rural,1.0,84098.0
1490007.0,Utah,20.0,State,1.0,Call 1,1.03858923912048,Kerry,1.0,Matheson,No,Male,White,30-39,Democrat,Moderate,"Under $15,000",Worse today,None,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1497002.0,Utah,44.0,State,1.0,Call 1,0.880925834178925,Bush,2.0,Huntsman,No,Male,Black,30-39,Republican,Moderate,"$100,000-$149,999",Better today,Catholic,No,Omit,For your candidate,Somewhat disapprove,Strongly disapprove,Non-white male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,All others,All others,Somewhat/Strongly disapprove,Omit,Omit,Somewhat/Strongly disapprove,Black,East/Ogden area,Rural,Small cities and Rural,1.0,84098.0
1494667.0,Utah,16.0,State,1.0,Call 1,0.847248375415802,Kerry,1.0,Matheson,No,Female,Black,18-24,Democrat,Liberal,"$15,000-$29,999",Better today,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1540644.0,Utah,13.0,State,1.0,Call 3,0.781172513961792,Bush,2.0,Huntsman,No,Female,White,30-39,Independent,Liberal,,Better today,Mormon/LDS,No,Before that,Omit,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,1.0,84015.0
1541321.0,Utah,35.0,National,1.0,Call 3,0.877762675285339,Kerry,1.0,Matheson,No,Female,White,25-29,Democrat,Moderate,"Under $15,000",Worse today,None,No,Before that,,Strongly disapprove,Somewhat disapprove,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1538987.0,Utah,20.0,State,1.0,Call 3,1.03008544445038,Kerry,1.0,Matheson,No,Female,White,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1496992.0,Utah,11.0,National,2.0,Call 1,1.17252421379089,Bush,1.0,Matheson,Yes,Female,White,18-24,Democrat,Moderate,"$15,000-$29,999",About the same,Mormon/LDS,No,Just today,,Somewhat disapprove,Somewhat approve,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1539837.0,Utah,26.0,State,1.0,Call 3,0.656233370304108,Bush,2.0,Matheson,Yes,Female,White,18-24,Independent,Conservative,"$15,000-$29,999",Better today,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1520317.0,Utah,56.0,State,1.0,Call 2,1.07567608356476,Bush,2.0,Huntsman,Yes,Female,White,18-24,Republican,Moderate,"Under $15,000",Worse today,Mormon/LDS,No,During the last month,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1492320.0,Utah,56.0,State,1.0,Call 1,1.08455622196198,Bush,2.0,Huntsman,Yes,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",Better today,Mormon/LDS,No,Before that,Against his opponent,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1520313.0,Utah,29.0,State,1.0,Call 2,1.06479811668396,Kerry,1.0,Matheson,No,,White,40-44,Democrat,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,2.0,84020.0
1492315.0,Utah,52.0,State,1.0,Call 1,1.25698256492615,Kerry,1.0,Matheson,No,Female,White,75 or over,Independent,Liberal,"$30,000-$49,999",Better today,Mormon/LDS,No,In the last three days,Against his opponent,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1519462.0,Utah,7.0,State,1.0,Call 2,0.919729709625244,Bush,1.0,Matheson,Yes,Male,White,30-39,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84501.0
1520303.0,Utah,16.0,State,1.0,Call 2,1.04481244087219,Kerry,1.0,Matheson,No,Male,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,None,No,During the last month,Against his opponent,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84720.0
1492305.0,Utah,13.0,State,1.0,Call 1,0.787621378898621,Bush,2.0,Huntsman,No,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,1.0,84015.0
1519454.0,Utah,11.0,National,4.0,Call 2,1.58463728427887,Bush,2.0,Huntsman,Yes,Female,White,45-49,Republican,Moderate,"$150,000-$199,999",,,No,Before that,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1494560.0,Utah,26.0,State,1.0,Call 1,0.61893218755722,Bush,2.0,Huntsman,Yes,Male,White,25-29,Republican,Moderate,"$30,000-$49,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Somewhat approve,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,2.0,84124.0
1489960.0,Utah,39.0,State,1.0,Call 1,1.38885712623596,Kerry,1.0,Matheson,No,Male,White,65-74,Democrat,Moderate,"$30,000-$49,999",Worse today,Mormon/LDS,No,Before that,For your candidate,Strongly disapprove,Somewhat approve,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
1496692.0,Utah,44.0,State,1.0,Call 1,1.37984824180603,Bush,2.0,Huntsman,Yes,Male,White,30-39,Republican,Moderate,"$150,000-$199,999",Better today,Jewish,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,Rural,Small cities and Rural,1.0,84098.0
1520285.0,Utah,7.0,State,1.0,Call 2,0.960086226463318,Bush,2.0,Matheson,No,Male,White,45-49,Independent,Conservative,"$50,000-$74,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84501.0
1539794.0,Utah,36.0,State,1.0,Call 3,1.37129640579224,Bush,2.0,Matheson,No,Female,White,30-39,Independent,Conservative,"$15,000-$29,999",Better today,Mormon/LDS,No,During the last month,For your candidate,Somewhat approve,Strongly disapprove,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,Suburbs,Suburbs,3.0,84118.0
1492280.0,Utah,9.0,National,2.0,Call 1,1.17696344852448,Bush,2.0,Huntsman,Yes,Female,White,25-29,Republican,Moderate,"$75,000-$99,999",Better today,Mormon/LDS,No,Before that,,Somewhat approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,Suburbs,Suburbs,1.0,84010.0
1538938.0,Utah,20.0,State,1.0,Call 3,0.813873112201691,Bush,1.0,Matheson,Yes,Male,Other,25-29,Something Else,Conservative,"$30,000-$49,999",About the same,None,No,In the last three days,For your candidate,Strongly approve,Strongly approve,Non-white male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",None,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Other,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1494610.0,Utah,48.0,State,1.0,Call 1,1.46874356269836,Bush,1.0,Matheson,Yes,Male,,50-59,Independent,Conservative,"$75,000-$99,999",Better today,Mormon/LDS,No,During the last month,For your candidate,Somewhat approve,Strongly approve,,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,West/Provo area,Suburbs,Suburbs,2.0,84003.0
1494603.0,Utah,11.0,National,4.0,Call 1,1.57960879802704,Bush,2.0,Huntsman,Yes,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",,,No,Before that,,,,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East/Ogden area,Suburbs,Suburbs,1.0,84040.0
1520263.0,Utah,56.0,State,1.0,Call 2,1.08800876140594,Bush,2.0,Huntsman,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",About the same,Mormon/LDS,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",2.0,84770.0
1539777.0,Utah,52.0,State,1.0,Call 3,2.39553213119507,Bush,1.0,Matheson,Yes,Male,White,65-74,Republican,Moderate,"$75,000-$99,999",About the same,Mormon/LDS,No,During the last month,For your candidate,Somewhat disapprove,Strongly disapprove,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1519405.0,Utah,52.0,State,1.0,Call 2,0.485585570335388,Kerry,2.0,Matheson,No,Female,White,30-39,Something Else,Moderate,"$15,000-$29,999",About the same,None,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,West/Provo area,"City: 50,000 to 500,000","City over 50,000",3.0,84097.0
1520245.0,Utah,7.0,State,1.0,Call 2,0.952225267887115,Bush,2.0,Matheson,No,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East/Ogden area,"City: 10,000 to 49,999",Small cities and Rural,2.0,84501.0
1538908.0,Utah,20.0,State,1.0,Call 3,0.967846393585205,Kerry,2.0,Matheson,Yes,Female,White,18-24,,Moderate,"Under $15,000",Worse today,Mormon/LDS,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Salt Lake county,"City: 50,000 to 500,000","City over 50,000",1.0,84104.0
1520243.0,Utah,35.0,National,2.0,Call 2,0.794604778289795,Bush,2.0,Huntsman,Yes,Female,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Mormon/LDS,No,Before that,,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Salt Lake county,Suburbs,Suburbs,3.0,84065.0
