ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESAZ04,SENAZ04,PRP200AZ,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,VETVOTER,MEXICAN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECAZ,IMMIG,MCAINGWB,MOVETOAZ,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1466147.0,Arizona,,State,1.0,,Complete,Phone survey,2.85469889640808,Bush,McCain,Did not vote,Female,White,50-59,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,Some college/associate degree,No,No,,Against his opponent,Moral values,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Decreased,Had no effect on your vote for president,I was born in Arizona,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City over 500,000","City over 50,000",,85014.0
1466148.0,Arizona,,State,1.0,,Complete,Phone survey,0.761815965175629,Bush,McCain,No,Male,White,75 or over,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,College graduate,No,No,,For your candidate,Education,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85704.0
1466149.0,Arizona,,State,1.0,,Complete,Phone survey,1.31245577335358,Bush,McCain,Yes,Male,White,75 or over,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Postgraduate study,Yes,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Decreased,Had no effect on your vote for president,I moved to AZ in the last 4 years,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,,86401.0
1466150.0,Arizona,,State,1.0,,Complete,Phone survey,0.95393568277359,Bush,McCain,No,Male,White,60-64,Republican,Moderate,No,"$15,000-$29,999",Better today,None,Some college/associate degree,No,No,,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",None,White None,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,Suburbs,Suburbs,,86442.0
1466151.0,Arizona,,State,1.0,,Complete,Phone survey,2.28365254402161,Kerry,Starky,No,Female,Hispanic/Latino,45-49,Independent,Moderate,No,"$75,000-$99,999",Better today,Other Christian,Postgraduate study,No,Yes,,For your candidate,Iraq,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Both of them,Somewhat badly,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Hispanic/Latino,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85260.0
1466152.0,Arizona,,State,1.0,,Complete,Phone survey,0.957776367664337,Kerry,McCain,Yes,Female,White,75 or over,Independent,Moderate,No,"$30,000-$49,999",About the same,Protestant,College graduate,No,No,,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Omit,Neither of them,Somewhat badly,Not so good,Increased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Omit,Omit,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85614.0
1466153.0,Arizona,,State,1.0,,Complete,Phone survey,3.00208711624146,Bush,McCain,Yes,Male,Other,40-44,Something Else,Liberal,No,,Better today,Jewish,Postgraduate study,Yes,No,,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly disapprove,Safer from terrorism,Only John Kerry,Neither of them,Very badly,Excellent,Increased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white male,30-44,40-49,18-64,Independent,,,Jewish,All others,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,American Indian,English,Maricopa County,Suburbs,Suburbs,,85225.0
1466154.0,Arizona,,State,1.0,,Complete,Phone survey,1.15281343460083,Kerry,McCain,No,Female,White,50-59,Democrat,Liberal,No,"$15,000-$29,999",Worse today,None,Did not complete high school,No,No,,For your candidate,Economy/Jobs,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,"City over 500,000","City over 50,000",,85023.0
1466155.0,Arizona,,State,1.0,,Complete,Phone survey,0.986641466617584,Kerry,Starky,No,Female,,75 or over,Democrat,Moderate,No,"$30,000-$49,999",About the same,,College graduate,No,No,,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Decreased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",,,,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85614.0
1466156.0,Arizona,,State,1.0,,Complete,Phone survey,2.36356568336487,Bush,McCain,Yes,Female,White,40-44,Republican,Moderate,No,"$75,000-$99,999",About the same,Catholic,Some college/associate degree,Yes,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85749.0
1466157.0,Arizona,,State,1.0,,Complete,Phone survey,2.96446943283081,Bush,McCain,No,Female,White,50-59,Republican,Moderate,No,"$200,000 or more",About the same,Catholic,Some college/associate degree,No,No,,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85704.0
1466158.0,Arizona,,State,1.0,,Complete,Phone survey,0.67665684223175,Kerry,McCain,Did not vote,Male,White,75 or over,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Jewish,Postgraduate study,Yes,No,,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Omit,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85718.0
1466159.0,Arizona,,State,1.0,,Complete,Phone survey,1.20828187465668,Bush,McCain,No,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,High school graduate,No,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I was born in Arizona,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85239.0
1466160.0,Arizona,,State,1.0,,Complete,Phone survey,1.75848770141602,Kerry,Did not vote,Yes,Male,Other,75 or over,Independent,Liberal,No,"Under $15,000",Worse today,None,Postgraduate study,No,No,,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",None,All others,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Other,English,Maricopa County,Suburbs,Suburbs,,85345.0
1466161.0,Arizona,,State,1.0,,Complete,Phone survey,0.550515174865723,Kerry,Starky,Yes,Male,White,75 or over,Democrat,Moderate,No,"Under $15,000",About the same,None,High school graduate,Yes,No,,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Increased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Rest of state,Suburbs,Suburbs,,85367.0
1466162.0,Arizona,,State,1.0,,Complete,Phone survey,1.76346325874329,Kerry,McCain,Yes,Male,White,75 or over,Independent,Moderate,No,"$50,000-$74,999",About the same,Protestant,College graduate,Yes,No,,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Decreased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85262.0
1466163.0,Arizona,,State,1.0,,Complete,Phone survey,2.08205819129944,Bush,McCain,Yes,Male,White,75 or over,Republican,Conservative,No,,Better today,Protestant,High school graduate,Yes,No,,For your candidate,Omit,Is a strong leader,Strongly approve,Omit,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Omit,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City: 50,000 to 500,000","City over 50,000",,85201.0
1466164.0,Arizona,,State,1.0,,Complete,Phone survey,0.63909387588501,Kerry,Starky,No,Male,White,65-74,Independent,Moderate,No,"Under $15,000",About the same,None,Postgraduate study,No,No,,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85718.0
1466165.0,Arizona,,State,1.0,,Complete,Phone survey,3.00208711624146,Bush,Starky,Yes,Female,Hispanic/Latino,40-44,Democrat,Conservative,No,"Under $15,000",About the same,,Some college/associate degree,No,Yes,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly approve,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only George W. Bush,Somewhat badly,Poor,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",,All others,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,Suburbs,Suburbs,,85301.0
1466166.0,Arizona,,State,1.0,,Complete,Phone survey,1.40567886829376,Kerry,McCain,Yes,Male,White,65-74,Republican,Moderate,No,"$200,000 or more",Better today,Protestant,College graduate,Yes,No,,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Neither of them,Very badly,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ in the last 4 years,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85220.0
1466167.0,Arizona,,State,1.0,,Complete,Phone survey,2.96446943283081,Bush,McCain,No,Female,White,30-39,Independent,Moderate,No,"$50,000-$74,999",Better today,Protestant,Some college/associate degree,No,No,,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ in the last 4 years,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,"City over 500,000","City over 50,000",,85032.0
1466168.0,Arizona,,State,1.0,,Complete,Phone survey,0.860612452030182,Bush,McCain,Yes,Female,Hispanic/Latino,18-24,Independent,Conservative,No,"Under $15,000",About the same,Other Christian,Some college/associate degree,Yes,Yes,,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,Decreased,Had no effect on your vote for president,I moved to AZ in the last 4 years,Non-white female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85629.0
1466169.0,Arizona,,State,1.0,,Complete,Phone survey,2.57394075393677,Bush,McCain,No,Female,White,40-44,Republican,Conservative,No,"Under $15,000",About the same,Catholic,Postgraduate study,No,No,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I was born in Arizona,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,"City: 50,000 to 500,000","City over 50,000",,86004.0
1466170.0,Arizona,,State,1.0,,Complete,Phone survey,0.702839434146881,Kerry,McCain,Yes,Male,White,65-74,Democrat,Conservative,No,"Under $15,000",About the same,Protestant,College graduate,Yes,No,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Increased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Pima/Pinal/Santa Cruz,"City: 50,000 to 500,000","City over 50,000",,85716.0
1466171.0,Arizona,,State,1.0,,Complete,Phone survey,2.96515870094299,Bush,McCain,Yes,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,College graduate,No,No,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ in the last 4 years,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,Suburbs,Suburbs,,85225.0
1466172.0,Arizona,,State,1.0,,Complete,Phone survey,1.30238175392151,Bush,McCain,No,Female,White,75 or over,Republican,Moderate,No,"Under $15,000",Worse today,Protestant,Did not complete high school,No,No,,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Omit,Not so good,Decreased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Omit,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Maricopa County,Suburbs,Suburbs,,85234.0
1466173.0,Arizona,,State,1.0,,Complete,Phone survey,0.894257664680481,Bush,McCain,Yes,Female,White,65-74,Democrat,Conservative,No,"$100,000-$149,999",Better today,,Some college/associate degree,No,No,,Against his opponent,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,Decreased,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","$100,000 or more",,,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,Rural,Small cities and Rural,,85929.0
1466174.0,Arizona,,State,1.0,,Complete,Phone survey,2.2915415763855,Kerry,Starky,Did not vote,Female,White,75 or over,Democrat,Liberal,No,,About the same,Catholic,High school graduate,No,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Democrat,,,Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,Suburbs,Suburbs,,85248.0
1466175.0,Arizona,,State,1.0,,Complete,Phone survey,2.38021063804626,Kerry,Starky,Yes,Female,White,75 or over,Democrat,Moderate,No,"$15,000-$29,999",About the same,Catholic,High school graduate,No,No,,Against his opponent,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Maricopa County,"City over 500,000","City over 50,000",,85044.0
1466176.0,Arizona,,State,1.0,,Complete,Phone survey,1.60318982601166,Kerry,Starky,No,Male,Hispanic/Latino,50-59,Democrat,Conservative,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,No,Yes,,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Good,Kept about the same,Less likely to vote for Bush,I was born in Arizona,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Hispanic/Latino,English,Rest of state,"City: 50,000 to 500,000","City over 50,000",,86004.0
1466177.0,Arizona,,State,1.0,,Complete,Phone survey,2.26162481307983,Bush,McCain,Yes,Female,White,75 or over,Republican,Conservative,No,"$30,000-$49,999",About the same,Protestant,Some college/associate degree,No,No,,For your candidate,Economy/Jobs,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Pima/Pinal/Santa Cruz,Suburbs,Suburbs,,85242.0
1466178.0,Arizona,,State,1.0,,Complete,Phone survey,1.01080358028412,Kerry,Starky,No,Male,White,65-74,Democrat,Liberal,No,"$75,000-$99,999",About the same,Protestant,College graduate,Yes,No,,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,Kept about the same,Less likely to vote for Bush,I moved to AZ more than 10 years ago,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Rest of state,Rural,Small cities and Rural,,86326.0
1466179.0,Arizona,,State,1.0,,Complete,Phone survey,1.86913120746613,Bush,McCain,Yes,Female,White,45-49,Republican,Liberal,No,"$75,000-$99,999",About the same,Protestant,Some college/associate degree,No,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Kept about the same,Had no effect on your vote for president,I moved to AZ more than 10 years ago,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,English,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,,86303.0
1466180.0,Arizona,,State,1.0,,Complete,Phone survey,0.570945084095001,Kerry,Starky,Yes,Female,White,25-29,Independent,Liberal,No,"Under $15,000",Worse today,Other Christian,Postgraduate study,No,No,,Against his opponent,Health care,Is intelligent,Strongly approve,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Increased,Had no effect on your vote for president,I moved to AZ 5-10 years ago,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,English,Rest of state,"City: 50,000 to 500,000","City over 50,000",,86001.0
