ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,wgt,PRESMA04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,FAVKERY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1502063.0,Massachusetts,90.0,National,1.0,Call 2,Complete,0.329761475324631,Other,Male,White,18-24,Independent,Conservative,"$50,000-$74,999",Better today,Protestant,No,No,Before that,,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,,,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,East,Suburbs,Suburbs,3.0,2769.0
1474060.0,Massachusetts,98.0,State,1.0,Call 1,Complete,0.869730472564697,Bush,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",About the same,Catholic,Yes,No,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Unfavorable,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,1104.0
1528911.0,Massachusetts,2.0,State,1.0,Call 3,Complete,0.673954665660858,Kerry,Male,White,30-39,Independent,Liberal,"$200,000 or more",Worse today,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1502054.0,Massachusetts,93.0,State,1.0,Call 2,Complete,0.907180786132813,Kerry,Female,White,60-64,Independent,Liberal,"$75,000-$99,999",About the same,Protestant,No,No,Before that,For your candidate,Omit,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,West,Suburbs,Suburbs,1.0,1254.0
1474057.0,Massachusetts,105.0,State,1.0,Call 1,Complete,0.595732629299164,Kerry,Female,White,40-44,Democrat,Moderate,"$200,000 or more",About the same,Other Christian,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Unfavorable,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,East,Suburbs,Suburbs,9.0,2081.0
1502052.0,Massachusetts,2.0,State,1.0,Call 2,Complete,0.831458568572998,Bush,Female,Asian,50-59,Republican,Conservative,"$200,000 or more",Better today,Something else,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,Non-white female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Asian,Boston area,Suburbs,Suburbs,7.0,2476.0
1476387.0,Massachusetts,77.0,State,1.0,Call 2,Complete,1.64350152015686,Bush,Female,White,60-64,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,No,No,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Unfavorable,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1525379.0,Massachusetts,90.0,National,4.0,Call 3,Not complete,0.607413649559021,Kerry,Female,White,30-39,,,,,,,No,Before that,,,,,,,Neither of them,,White female,30-44,30-39,18-64,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Bush/Neither,White,East,Suburbs,Suburbs,3.0,2769.0
1474051.0,Massachusetts,90.0,National,1.0,Call 1,Complete,0.725194990634918,Bush,Male,White,30-39,Republican,Moderate,"$75,000-$99,999",About the same,Catholic,No,No,Before that,,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,White,East,Suburbs,Suburbs,3.0,2769.0
1530041.0,Massachusetts,27.0,National,1.0,Call 3,Complete,0.406862288713455,Kerry,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,No,Before that,,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1502043.0,Massachusetts,103.0,State,1.0,Call 2,Complete,0.794293582439423,Kerry,Female,White,65-74,Independent,Moderate,"$50,000-$74,999",Worse today,Catholic,No,No,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Favorable,White female,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,East,Suburbs,Suburbs,5.0,1876.0
1476378.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.21805703639984,Kerry,Male,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,None,No,No,Sometime last week,For your candidate,Omit,Is a strong leader,Omit,Omit,Safer from terrorism,Only John Kerry,Favorable,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,Omit,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Omit,Only Kerry/Neither,Only Kerry/Both,Black,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1474043.0,Massachusetts,103.0,State,1.0,Call 1,Complete,0.640197098255157,Bush,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",About the same,Catholic,No,,Just today,Omit,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Favorable,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1502038.0,Massachusetts,27.0,National,3.0,Call 2,Complete,0.373260498046875,Kerry,Female,White,40-44,Democrat,Liberal,"$100,000-$149,999",,Protestant,,No,,For your candidate,,,,,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1476373.0,Massachusetts,79.0,National,4.0,Call 1,Complete,1.62650489807129,Kerry,Female,White,40-44,Independent,Moderate,"$150,000-$199,999",,,,No,Before that,,,,,,,Only John Kerry,Favorable,White female,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,North/South Shores,Suburbs,Suburbs,6.0,1845.0
1530030.0,Massachusetts,79.0,National,4.0,Call 3,Complete,1.62650489807129,Kerry,Female,White,30-39,Democrat,Moderate,"$100,000-$149,999",,,,No,Before that,,,,,,,Only John Kerry,Favorable,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,North/South Shores,Suburbs,Suburbs,6.0,1845.0
1476369.0,Massachusetts,27.0,National,2.0,Call 1,Complete,0.507240891456604,Kerry,Female,White,65-74,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,No,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1474035.0,Massachusetts,15.0,National,1.0,Call 1,Complete,0.867781519889832,Kerry,Female,White,30-39,Democrat,Liberal,"$75,000-$99,999",About the same,Catholic,No,No,Before that,,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1527690.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.363084048032761,Kerry,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",About the same,Catholic,No,No,Sometime last week,For your candidate,Taxes,Cares about people like me,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Favorable,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,1510.0
1525356.0,Massachusetts,15.0,National,1.0,Call 3,Complete,1.15455269813538,Kerry,Female,Hispanic/Latino,18-24,Independent,Liberal,,Better today,Catholic,No,Yes,Before that,,Education,Omit,Strongly disapprove,Somewhat approve,Safer from terrorism,,,Non-white female,18-29,18-24,18-64,Independent,,,Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,Other,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1527688.0,Massachusetts,27.0,National,3.0,Call 3,Complete,0.647006213665009,Bush,Male,White,25-29,Republican,Conservative,"$50,000-$74,999",,Catholic,,No,,For your candidate,,,,,,,,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,Other large industrial cities,Suburbs,Suburbs,2.0,1507.0
1476849.0,Massachusetts,50.0,State,1.0,Call 1,Complete,0.61394214630127,Kerry,Male,White,40-44,Democrat,Moderate,"$100,000-$149,999",Better today,Catholic,No,No,Before that,For your candidate,Terrorism,Cares about people like me,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Favorable,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,2038.0
1476357.0,Massachusetts,2.0,State,1.0,Call 1,Complete,0.840228617191315,Kerry,Female,White,65-74,Democrat,Liberal,"$50,000-$74,999",Worse today,Jewish,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1527682.0,Massachusetts,82.0,National,4.0,Call 3,Complete,2.16400742530823,Kerry,Female,White,25-29,Democrat,Liberal,"$30,000-$49,999",,,,No,Before that,,,,,,,Only John Kerry,Favorable,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,North/South Shores,Rural,Small cities and Rural,10.0,2557.0
1525347.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.333097815513611,Kerry,Female,White,45-49,Democrat,Conservative,,About the same,Protestant,No,No,Before that,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Strongly approve,Less safe from terrorism,Only John Kerry,Favorable,White female,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,1510.0
1532344.0,Massachusetts,50.0,State,1.0,Call 3,Complete,0.61394214630127,Kerry,Male,White,40-44,Democrat,,"$100,000-$149,999",About the same,Jewish,No,No,During the last month,For your candidate,Education,Is intelligent,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Favorable,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,2038.0
1476348.0,Massachusetts,90.0,National,4.0,Call 1,Complete,0.662094473838806,Kerry,Male,White,50-59,Independent,Moderate,"$150,000-$199,999",,,,No,Before that,,,,,,,Only John Kerry,Favorable,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,3.0,2769.0
1527673.0,Massachusetts,2.0,State,1.0,Call 3,Complete,0.673954665660858,Kerry,Male,White,40-44,Republican,Conservative,"$100,000-$149,999",Better today,Other Christian,No,No,In the last three days,Against his opponent,Moral values,Omit,Somewhat approve,Strongly disapprove,Safer from terrorism,Both of them,Unfavorable,White male,30-44,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1474012.0,Massachusetts,105.0,State,1.0,Call 1,Complete,0.649361848831177,Kerry,Male,White,40-44,Independent,Moderate,"$150,000-$199,999",Worse today,Other Christian,No,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,9.0,2081.0
1476832.0,Massachusetts,2.0,State,1.0,Call 1,Complete,0.673954665660858,Kerry,Male,White,40-44,Democrat,Liberal,"$75,000-$99,999",Worse today,Catholic,Yes,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,Suburbs,Suburbs,7.0,2476.0
1474002.0,Massachusetts,98.0,State,1.0,Call 1,Complete,0.667562067508698,Kerry,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,Something else,No,No,Before that,Against his opponent,Moral values,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Omit,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,1104.0
1473997.0,Massachusetts,32.0,State,1.0,Call 1,Complete,0.397687554359436,Bush,Male,White,30-39,Independent,Moderate,"$75,000-$99,999",Better today,Catholic,No,No,Before that,Omit,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,3.0,1510.0
1501702.0,Massachusetts,86.0,National,4.0,Call 2,Complete,1.58952045440674,Kerry,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",,,,No,Before that,,,,,,,Both of them,Favorable,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Kerry/Both,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1499658.0,Massachusetts,86.0,National,1.0,Call 2,Complete,1.98167729377747,Kerry,Female,White,65-74,Independent,Moderate,"$30,000-$49,999",Worse today,Catholic,No,No,Sometime last week,,Health care,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,,,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1483326.0,Massachusetts,82.0,National,2.0,Call 1,Complete,1.77292668819427,Kerry,Male,White,30-39,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,No,No,During the last month,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,North/South Shores,Rural,Small cities and Rural,10.0,2557.0
1473992.0,Massachusetts,103.0,State,1.0,Call 1,Complete,0.697829127311707,Bush,Male,White,45-49,Independent,Conservative,"$100,000-$149,999",Better today,Catholic,No,No,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Unfavorable,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East,Suburbs,Suburbs,5.0,1876.0
1473991.0,Massachusetts,86.0,National,2.0,Call 1,Complete,1.58952045440674,Kerry,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Worse today,Catholic,No,No,During the last month,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,White,North/South Shores,Suburbs,Suburbs,10.0,2358.0
1501986.0,Massachusetts,103.0,State,1.0,Call 2,Complete,0.584492385387421,Kerry,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",Worse today,Other Christian,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,East,Suburbs,Suburbs,5.0,1876.0
1476322.0,Massachusetts,77.0,State,1.0,Call 2,Complete,0.980297684669495,Kerry,Male,White,50-59,Independent,Liberal,"$75,000-$99,999",Worse today,Catholic,No,No,Before that,Against his opponent,Taxes,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Favorable,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1474548.0,Massachusetts,15.0,National,3.0,Call 1,Complete,0.867781519889832,Kerry,Female,White,50-59,Democrat,Liberal,"$200,000 or more",,Jewish,,No,,Against his opponent,,,,,,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,,,,,,,White,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1508477.0,Massachusetts,77.0,State,1.0,Call 2,Complete,0.899337232112885,Kerry,Female,Asian,30-39,Independent,Conservative,"$150,000-$199,999",Worse today,None,No,No,During the last month,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Favorable,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Asian,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
1476308.0,Massachusetts,8.0,State,1.0,Call 1,Complete,1.21805703639984,Kerry,Male,Black,50-59,Democrat,Liberal,"Under $15,000",Worse today,Other Christian,No,No,Before that,Against his opponent,Moral values,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Favorable,Non-white male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Black,Boston area,"City over 500,000","City over 50,000",8.0,2128.0
1525300.0,Massachusetts,98.0,State,1.0,Call 3,Complete,0.667562067508698,Kerry,Female,White,45-49,Democrat,Liberal,"$75,000-$99,999",Worse today,Catholic,No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Favorable,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,1104.0
1499636.0,Massachusetts,98.0,State,1.0,Call 2,Complete,0.727657556533813,Kerry,Male,Hispanic/Latino,30-39,Democrat,Liberal,"$15,000-$29,999",Better today,Something else,No,Yes,Before that,Against his opponent,Terrorism,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Hispanic/Latino,Other large industrial cities,"City: 50,000 to 500,000","City over 50,000",2.0,1104.0
1525298.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.333097815513611,Kerry,Female,Hispanic/Latino,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,Catholic,No,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Favorable,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Hispanic/Latino,East,Suburbs,Suburbs,3.0,1510.0
1473967.0,Massachusetts,15.0,National,1.0,Call 1,Complete,1.25848829746246,Kerry,Male,White,18-24,Democrat,Liberal,"$75,000-$99,999",Worse today,Other Christian,No,No,Before that,,Education,Is honest and trustworthy,Strongly disapprove,Omit,Less safe from terrorism,,,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,,,White,Boston area,"City over 500,000","City over 50,000",8.0,2116.0
1527625.0,Massachusetts,32.0,State,1.0,Call 3,Complete,0.376260608434677,Kerry,Female,Black,40-44,Democrat,Conservative,"$30,000-$49,999",Worse today,Other Christian,No,No,Before that,For your candidate,Education,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,East,Suburbs,Suburbs,3.0,1510.0
1525291.0,Massachusetts,77.0,State,1.0,Call 3,Complete,0.899337232112885,Kerry,Female,White,40-44,Democrat,Liberal,"$75,000-$99,999",Worse today,None,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Favorable,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Boston area,"City: 50,000 to 500,000","City over 50,000",4.0,2460.0
