ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESAR04,SENAR04,AMEND3AR,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1531914.0,Arkansas,52.0,State,1.0,Call 3,Complete,0.366554409265518,Kerry,Lincoln,No,Female,White,18-24,Something Else,Conservative,"Under $15,000",Worse today,Protestant,Yes,Yes,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,1.0,72438.0
1532181.0,Arkansas,60.0,State,1.0,Call 3,Complete,0.793058037757874,Kerry,Lincoln,No,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,Rural,Small cities and Rural,3.0,72858.0
1515848.0,Arkansas,28.0,State,1.0,Call 2,Complete,0.81214714050293,Bush,Lincoln,Yes,Female,White,18-24,Republican,Moderate,"$50,000-$74,999",Worse today,Something else,No,No,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,Suburbs,Suburbs,2.0,72058.0
1485518.0,Arkansas,69.0,State,1.0,Call 1,Complete,1.03520798683167,Kerry,Lincoln,No,Female,White,50-59,Something Else,Moderate,"$150,000-$199,999",About the same,Protestant,No,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72212.0
1515846.0,Arkansas,9.0,State,1.0,Call 2,Complete,0.9244424700737,Bush,Lincoln,No,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",About the same,Mormon/LDS,No,Yes,Just today,For your candidate,Iraq,Has clear stands on the issues,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72756.0
1536840.0,Arkansas,36.0,State,1.0,Call 3,Complete,3.11699986457825,Bush,Holt,Yes,Female,White,30-39,Something Else,Conservative,"$30,000-$49,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,72501.0
1515842.0,Arkansas,52.0,State,1.0,Call 2,Complete,0.419051468372345,Bush,Lincoln,Yes,Female,White,25-29,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,No,Before that,For your candidate,Omit,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72438.0
1534505.0,Arkansas,58.0,State,1.0,Call 3,Complete,1.2255721092224099,Kerry,Lincoln,No,Male,Black,30-39,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,Yes,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,East,Rural,Small cities and Rural,1.0,72342.0
1530966.0,Arkansas,12.0,State,1.0,Call 3,Complete,0.631819725036621,Bush,Holt,Yes,Female,White,25-29,Republican,Conservative,,Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,Rural,Small cities and Rural,3.0,72631.0
1483457.0,Arkansas,87.0,State,1.0,Call 1,Complete,0.928077757358551,Bush,Holt,Yes,Male,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,"City: 10,000 to 49,999",Small cities and Rural,2.0,72143.0
1483175.0,Arkansas,9.0,State,1.0,Call 1,Complete,0.944781482219696,Bush,Holt,No,Female,White,60-64,Republican,Moderate,"$150,000-$199,999",About the same,Protestant,No,Yes,Before that,Against his opponent,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72756.0
1515834.0,Arkansas,12.0,State,1.0,Call 2,Complete,0.936316072940826,Kerry,Lincoln,No,Female,White,65-74,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,,,Before that,For your candidate,Omit,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Northwest,Rural,Small cities and Rural,3.0,72631.0
1532164.0,Arkansas,63.0,State,1.0,Call 3,Complete,1.75907027721405,Kerry,Lincoln,No,Female,Black,25-29,Democrat,Conservative,"$15,000-$29,999",Worse today,None,No,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Non-white female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72117.0
1485501.0,Arkansas,63.0,State,1.0,Call 1,Complete,2.42906808853149,Kerry,Lincoln,Yes,Male,Black,65-74,Democrat,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,Yes,Just today,For your candidate,Omit,Cares about people like me,Omit,Somewhat approve,Safer from terrorism,Only George W. Bush,Non-white male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72117.0
1483167.0,Arkansas,3.0,State,1.0,Call 1,Complete,2.43486046791077,Bush,Holt,Yes,Male,White,65-74,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,No,Before that,Against his opponent,Omit,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,Rural,Small cities and Rural,1.0,72617.0
1513495.0,Arkansas,85.0,State,1.0,Call 2,Complete,0.741210639476776,Bush,Holt,Yes,Male,White,25-29,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Northwest,"City: 10,000 to 49,999",Small cities and Rural,3.0,72762.0
1513493.0,Arkansas,79.0,State,1.0,Call 2,Complete,0.662967622280121,Bush,Holt,Yes,Female,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,Protestant,No,Yes,Before that,Against his opponent,Taxes,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,"City: 50,000 to 500,000","City over 50,000",3.0,72903.0
1515825.0,Arkansas,62.0,State,1.0,Call 2,Complete,0.87247508764267,Bush,Lincoln,Yes,Male,White,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,None,Yes,Yes,During the last month,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Neither of them,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72040.0
1515824.0,Arkansas,54.0,State,1.0,Call 2,Complete,1.24727010726929,Bush,Holt,Yes,Female,White,40-44,Democrat,Conservative,"$100,000-$149,999",Better today,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,Rural,Small cities and Rural,4.0,71764.0
1490159.0,Arkansas,30.0,State,1.0,Call 1,Complete,0.570935130119324,Bush,Did not vote,Yes,Female,White,18-24,Republican,Conservative,"Under $15,000",Better today,Other Christian,Yes,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1485703.0,Arkansas,19.0,State,1.0,Call 1,Complete,2.92194962501526,Bush,Holt,Yes,Female,White,65-74,Independent,Conservative,"$30,000-$49,999",About the same,,Yes,Yes,Before that,Omit,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Less safe from terrorism,Both of them,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",,,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,72401.0
1532149.0,Arkansas,30.0,State,1.0,Call 3,Complete,0.802180409431458,Bush,Holt,Yes,Male,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,Yes,No,Before that,Against his opponent,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly disapprove,Safer from terrorism,Only George W. Bush,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,All others,Black,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1485488.0,Arkansas,68.0,National,3.0,Call 1,Complete,0.854372560977936,Bush,Holt,Yes,Female,White,50-59,Republican,Moderate,"$100,000-$149,999",,Protestant,Yes,Yes,,For your candidate,,,,,,,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,,,,,,,Married women,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72207.0
1492486.0,Arkansas,55.0,State,1.0,Call 1,Complete,0.57908970117569,Bush,Holt,Yes,Female,White,30-39,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Yes,Sometime last week,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71701.0
1532144.0,Arkansas,79.0,State,1.0,Call 3,Complete,0.770567417144775,Bush,Lincoln,Yes,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",Better today,Other Christian,No,Yes,During the last month,Against his opponent,Omit,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,"City: 50,000 to 500,000","City over 50,000",3.0,72903.0
1487814.0,Arkansas,52.0,State,1.0,Call 1,Complete,0.416317701339722,Kerry,Lincoln,Yes,Male,White,50-59,Democrat,Conservative,"$75,000-$99,999",Worse today,Other Christian,Yes,Yes,Before that,Against his opponent,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,East,Rural,Small cities and Rural,1.0,72438.0
1515808.0,Arkansas,75.0,State,1.0,Call 2,Complete,0.741033613681793,Kerry,Lincoln,Yes,Female,Black,30-39,Democrat,Moderate,"$15,000-$29,999",About the same,Something else,No,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Black,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,72335.0
1513472.0,Arkansas,60.0,State,1.0,Call 2,Complete,0.452123314142227,Nader,Lincoln,Yes,Female,White,60-64,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,Yes,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Northwest,Rural,Small cities and Rural,3.0,72858.0
1532135.0,Arkansas,69.0,State,1.0,Call 3,Complete,0.945925414562225,Bush,Holt,Yes,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72212.0
1522802.0,Arkansas,33.0,State,1.0,Call 1,Not complete,1.06531429290771,Kerry,Lincoln,Yes,Male,,65-74,,,,,,,,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,,,,,60 or over,65 or over,65 or over,,,,,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71901.0
1515092.0,Arkansas,69.0,State,1.0,Call 2,Complete,1.25052309036255,Kerry,Lincoln,Yes,Male,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,No,Before that,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72212.0
1513458.0,Arkansas,37.0,State,1.0,Call 2,Complete,0.898417830467224,Bush,Holt,Yes,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,No,Before that,Omit,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,East,Rural,Small cities and Rural,1.0,72556.0
1515788.0,Arkansas,28.0,State,1.0,Call 2,Complete,0.916806042194366,Bush,Lincoln,Yes,Male,White,18-24,Democrat,Conservative,"$15,000-$29,999",Better today,Other Christian,Yes,No,Before that,Against his opponent,Iraq,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,Suburbs,Suburbs,2.0,72058.0
1532118.0,Arkansas,37.0,State,1.0,Call 3,Complete,0.582304000854492,Kerry,Lincoln,Yes,Female,White,30-39,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,Yes,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,East,Rural,Small cities and Rural,1.0,72556.0
1515785.0,Arkansas,87.0,State,1.0,Call 2,Complete,0.699498236179352,Kerry,,Yes,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,Yes,Just today,Against his opponent,Iraq,Omit,Strongly disapprove,Somewhat approve,Less safe from terrorism,Neither of them,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,Little Rock area,"City: 10,000 to 49,999",Small cities and Rural,2.0,72143.0
1515783.0,Arkansas,26.0,State,1.0,Call 2,Complete,0.635863184928894,Bush,Holt,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Mormon/LDS,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Omit,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,Rural,Small cities and Rural,4.0,71655.0
1485453.0,Arkansas,52.0,State,1.0,Call 1,Complete,0.791554987430573,Bush,Holt,No,Female,Asian,65-74,Republican,Moderate,,About the same,Protestant,Yes,Yes,Before that,Against his opponent,Health care,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Non-white female,60 or over,65 or over,65 or over,Republican,,,Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,Asian,East,Rural,Small cities and Rural,1.0,72438.0
1487785.0,Arkansas,2.0,State,1.0,Call 1,Not complete,0.879788458347321,Bush,,Yes,Male,White,60-64,,,,,,,,Before that,For your candidate,Terrorism,Omit,Strongly approve,,,,White male,60 or over,50-64,18-64,,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,Northwest,Rural,Small cities and Rural,1.0,72658.0
1488060.0,Arkansas,69.0,State,1.0,Call 1,Complete,0.970332145690918,Bush,Holt,Yes,Female,White,65-74,Republican,Moderate,"$15,000-$29,999",About the same,Catholic,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72212.0
1515779.0,Arkansas,72.0,State,1.0,Call 2,Complete,0.900814354419708,Bush,Holt,Yes,Female,Black,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,No,During the last month,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Non-white female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,Black,Little Rock area,"City: 50,000 to 500,000","City over 50,000",2.0,72116.0
1492448.0,Arkansas,55.0,State,1.0,Call 1,Complete,0.670582413673401,Bush,Holt,Yes,Female,White,60-64,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Yes,During the last month,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,South,"City: 10,000 to 49,999",Small cities and Rural,4.0,71701.0
1515774.0,Arkansas,54.0,State,1.0,Call 2,Complete,1.40426063537598,Kerry,Lincoln,Yes,Female,White,45-49,Democrat,Moderate,"$15,000-$29,999",Worse today,Mormon/LDS,No,No,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,South,Rural,Small cities and Rural,4.0,71764.0
