ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESVT04,SENVT04,HOUVT04,GOVVT04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,GAYMRRGE,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1495395.0,Vermont,5.0,State,1.0,Call 1,Complete,2.05287289619446,Bush,McMullen,Parke,Douglas,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495429.0,Vermont,5.0,State,1.0,Call 1,Complete,2.05287289619446,Bush,McMullen,Parke,Douglas,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495475.0,Vermont,5.0,State,1.0,Call 1,Complete,2.99034142494202,Bush,Leahy,Sanders,Douglas,Female,White,30-39,Democrat,Moderate,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Both of them,Legally marry,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,Married women,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495504.0,Vermont,5.0,State,1.0,Call 1,Complete,1.90153670310974,Kerry,Leahy,Sanders,Douglas,Male,White,30-39,Independent,Moderate,"$30,000-$49,999",Better today,None,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Only John Kerry,Legally marry,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495538.0,Vermont,5.0,State,1.0,Call 1,Complete,1.90153670310974,Kerry,Leahy,Sanders,Douglas,Male,White,40-44,Republican,Moderate,"$75,000-$99,999",About the same,Catholic,Yes,Before that,Against his opponent,Moral values,Is intelligent,Somewhat disapprove,Somewhat disapprove,Both of them,Legally marry,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495572.0,Vermont,5.0,State,1.0,Call 1,Complete,1.55174088478088,Kerry,Leahy,Sanders,Clavelle,Male,White,30-39,Independent,Moderate,"$200,000 or more",About the same,None,No,Before that,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495645.0,Vermont,5.0,State,1.0,Call 1,Complete,1.96254074573517,Kerry,Leahy,Sanders,Clavelle,Male,White,60-64,Independent,Moderate,"$150,000-$199,999",Better today,Catholic,No,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat disapprove,Somewhat approve,Both of them,Civil unions,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495687.0,Vermont,5.0,State,1.0,Call 1,Complete,1.54982328414917,Kerry,Leahy,Sanders,Clavelle,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",Worse today,None,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495710.0,Vermont,5.0,State,1.0,Call 1,Complete,1.54982328414917,Kerry,Leahy,Sanders,Clavelle,Female,White,30-39,Independent,Liberal,"$50,000-$74,999",Worse today,None,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495760.0,Vermont,5.0,State,1.0,Call 1,Complete,1.54982328414917,Kerry,Leahy,Sanders,Clavelle,Female,White,50-59,Independent,Liberal,"$30,000-$49,999",About the same,Something else,,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495789.0,Vermont,5.0,State,1.0,Call 1,Complete,1.58219611644745,Kerry,,Drown,Machia,Male,,65-74,Independent,Liberal,"Under $15,000",Worse today,Something else,No,Before that,Against his opponent,Iraq,Will bring about needed change,Omit,Strongly disapprove,Neither of them,Legally marry,,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1495826.0,Vermont,5.0,State,1.0,Call 1,Complete,1.22816705703735,,,,Douglas,Male,White,50-59,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Rural,Small cities and Rural,1.0,05602
1496516.0,Vermont,68.0,State,1.0,Call 2,Not complete,2.82700777053833,Bush,McMullen,Parke,Douglas,Male,White,60-64,,,,,,,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,,,,White male,60 or over,50-64,18-64,,,,,,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496609.0,Vermont,68.0,State,1.0,Call 2,Complete,1.8750809431076,Kerry,Leahy,Sanders,Douglas,Female,White,45-49,Independent,Liberal,"$100,000-$149,999",Worse today,None,Yes,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Civil unions,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496610.0,Vermont,63.0,State,1.0,Call 1,Complete,0.824710071086884,Kerry,Leahy,Sanders,Clavelle,Female,White,25-29,Democrat,,"$30,000-$49,999",Better today,None,Yes,Sometime last week,For your candidate,Omit,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Legally marry,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496644.0,Vermont,8.0,State,1.0,Call 1,Complete,0.371950149536133,Kerry,Leahy,Parke,Diamondstone,Female,White,18-24,Democrat,Liberal,"$100,000-$149,999",About the same,Jewish,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496649.0,Vermont,63.0,State,1.0,Call 1,Complete,0.547966122627258,Kerry,Leahy,Drown,Clavelle,Female,White,65-74,Democrat,Moderate,"$15,000-$29,999",Worse today,Catholic,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Civil unions,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496669.0,Vermont,68.0,State,1.0,Call 2,Complete,2.23525738716125,Bush,McMullen,Parke,Douglas,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,No legal recognition,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496678.0,Vermont,63.0,State,1.0,Call 1,Complete,0.358902812004089,Kerry,McMullen,Parke,Douglas,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Catholic,Yes,During the last month,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Only John Kerry,Civil unions,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496736.0,Vermont,63.0,State,1.0,Call 1,Complete,3.16524720191956,Bush,Other,Sanders,Douglas,Female,White,45-49,Independent,Moderate,"$75,000-$99,999",Worse today,Protestant,Yes,During the last month,For your candidate,Education,Omit,Somewhat approve,Somewhat approve,Only George W. Bush,Civil unions,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496741.0,Vermont,8.0,State,1.0,Call 1,Complete,0.453028202056885,Kerry,McMullen,,Diamondstone,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,No,During the last month,Against his opponent,Iraq,Has strong religious faith,Strongly disapprove,Somewhat disapprove,Only John Kerry,No legal recognition,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496746.0,Vermont,68.0,State,1.0,Call 2,Complete,1.45247375965118,Kerry,Leahy,Sanders,Clavelle,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,None,Yes,Before that,Against his opponent,Moral values,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496778.0,Vermont,8.0,State,1.0,Call 1,Not complete,0.856327474117279,Bush,McMullen,Parke,Douglas,Female,,45-49,,,,,,,Just today,Omit,Moral values,Has clear stands on the issues,Somewhat approve,,,,,45-59,40-49,18-64,,,,,,,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,All others,,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496785.0,Vermont,63.0,State,1.0,Call 1,Complete,1.43690013885498,Bush,Leahy,Parke,Douglas,Male,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,None,No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Civil unions,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496815.0,Vermont,68.0,State,1.0,Call 2,Complete,1.87740111351013,Kerry,Leahy,Sanders,Douglas,Male,White,50-59,Democrat,Moderate,"$200,000 or more",About the same,Catholic,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Civil unions,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496820.0,Vermont,63.0,State,1.0,Call 1,Complete,0.713076293468475,Kerry,Leahy,Sanders,Douglas,Male,White,40-44,Something Else,Moderate,"$15,000-$29,999",Worse today,Catholic,No,Before that,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Neither of them,Legally marry,White male,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496827.0,Vermont,8.0,State,1.0,Call 1,Complete,0.956783592700958,Bush,McMullen,Parke,Douglas,Female,White,50-59,Independent,Moderate,"$100,000-$149,999",Better today,Protestant,Yes,Before that,Omit,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Only George W. Bush,Civil unions,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496849.0,Vermont,63.0,State,1.0,Call 1,Complete,0.581183731555939,Kerry,Leahy,Sanders,Clavelle,Female,White,45-49,Democrat,Liberal,"$100,000-$149,999",Better today,Catholic,Yes,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496880.0,Vermont,8.0,State,1.0,Call 1,Not complete,0.622488796710968,Kerry,Leahy,Sanders,Clavelle,Male,White,40-44,,,,,,,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,,,,White male,30-44,40-49,18-64,,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496897.0,Vermont,68.0,State,1.0,Call 2,Complete,2.23249506950378,Bush,McMullen,Parke,Douglas,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",About the same,Other Christian,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Neither of them,No legal recognition,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496903.0,Vermont,8.0,State,1.0,Call 1,Complete,0.622488796710968,Kerry,Leahy,Sanders,Clavelle,Male,White,45-49,Independent,Liberal,"$100,000-$149,999",About the same,,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1496904.0,Vermont,63.0,State,1.0,Call 1,Complete,0.323071122169495,Kerry,Leahy,Sanders,Hejny,Male,Asian,50-59,Democrat,Liberal,"$50,000-$74,999",Worse today,Catholic,Yes,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only John Kerry,Legally marry,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,Asian,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1496948.0,Vermont,68.0,State,1.0,Call 2,Complete,2.23249506950378,Bush,McMullen,Parke,Douglas,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",Better today,Other Christian,Yes,Before that,For your candidate,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,No legal recognition,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05491
1496982.0,Vermont,8.0,State,1.0,Call 1,Complete,1.19254112243652,Bush,Leahy,Parke,Douglas,Male,White,25-29,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,Somewhat disapprove,Only John Kerry,No legal recognition,White male,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497050.0,Vermont,8.0,State,1.0,Call 1,Complete,0.882231056690216,Kerry,Leahy,Sanders,Clavelle,Female,White,18-24,Democrat,Liberal,"Under $15,000",About the same,None,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497065.0,Vermont,63.0,State,1.0,Call 1,Complete,0.769827306270599,Bush,McMullen,Parke,Douglas,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",About the same,Catholic,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Omit,Only George W. Bush,No legal recognition,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Bush/Both,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1497092.0,Vermont,8.0,State,1.0,Call 1,Complete,0.622488796710968,Kerry,Leahy,Sanders,Clavelle,Male,White,50-59,Independent,Liberal,"$15,000-$29,999",Worse today,None,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Civil unions,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497109.0,Vermont,63.0,State,1.0,Call 1,Complete,0.323071122169495,Nader,Leahy,Sanders,Douglas,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,Before that,For your candidate,Iraq,Cares about people like me,Somewhat disapprove,Somewhat approve,Neither of them,Civil unions,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,All others,White,Burlington/Winooski River Valley,Suburbs,Suburbs,1.0,05488
1497118.0,Vermont,8.0,State,1.0,Call 1,Complete,0.621719479560852,Kerry,Leahy,Sanders,Clavelle,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497142.0,Vermont,8.0,State,1.0,Call 1,Complete,0.323071122169495,Kerry,Leahy,Sanders,Machia,Male,White,50-59,Democrat,Liberal,"$75,000-$99,999",Worse today,Catholic,Yes,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Both of them,Legally marry,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497163.0,Vermont,8.0,State,1.0,Call 1,Complete,0.883322656154633,Kerry,Leahy,Sanders,Clavelle,Male,White,18-24,Something Else,Liberal,"$30,000-$49,999",About the same,Something else,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Legally marry,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497200.0,Vermont,8.0,State,1.0,Call 1,Complete,0.65454375743866,Kerry,Leahy,Sanders,Clavelle,Female,White,,Independent,Liberal,"Under $15,000",Worse today,None,No,Before that,Omit,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Legally marry,White female,,,,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497241.0,Vermont,8.0,State,1.0,Call 1,Complete,2.49482750892639,Bush,McMullen,Sanders,Douglas,Female,White,50-59,Republican,Moderate,"$15,000-$29,999",About the same,Other Christian,Yes,During the last month,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Legally marry,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Married women,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
1497284.0,Vermont,8.0,State,1.0,Call 1,Complete,0.882231056690216,Kerry,Leahy,Sanders,Clavelle,Female,White,25-29,Something Else,Liberal,"$15,000-$29,999",Worse today,Something else,No,Before that,Against his opponent,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Legally marry,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,All others,White,Green Mountains,Rural,Small cities and Rural,1.0,05443
