ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESKY04,SENKY04,AMEND1KY,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1473873.0,Kentucky,68.0,State,1.0,Call 1,Complete,0.979655921459198,Nader,Bunning,No,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",Better today,Catholic,A few times a year,No,Just today,Against his opponent,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41018.0
1494866.0,Kentucky,47.0,State,1.0,Call 2,Complete,0.493975281715393,Kerry,Mongiardo,No,Male,White,18-24,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,A few times a month,Yes,During the last month,For your candidate,Education,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Only John Kerry,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Occasionally,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1494865.0,Kentucky,46.0,State,1.0,Call 2,Complete,0.499390095472336,Bush,Did not vote,Did not vote,Male,White,25-29,Independent,,"$50,000-$74,999",About the same,Catholic,A few times a year,No,Sometime last week,For your candidate,Omit,Omit,Somewhat approve,Somewhat approve,Both of them,White male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1497196.0,Kentucky,50.0,National,3.0,Call 2,Complete,1.09493887424469,Bush,Bunning,Yes,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",,Protestant,More than once a week,Yes,,For your candidate,,,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,,,,,,,White,Jefferson county,Suburbs,Suburbs,3.0,40241.0
1522857.0,Kentucky,44.0,State,1.0,Call 3,Complete,0.529741823673248,Bush,Bunning,Yes,Male,White,18-24,Republican,Conservative,"$50,000-$74,999",Better today,Something else,More than once a week,Yes,During the last month,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,West,Suburbs,Suburbs,1.0,42420.0
1476196.0,Kentucky,43.0,State,1.0,Call 2,Complete,2.30323004722595,Bush,Mongiardo,Yes,Female,White,50-59,Democrat,Conservative,"$15,000-$29,999",About the same,Other Christian,A few times a year,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1496546.0,Kentucky,46.0,State,1.0,Call 2,Complete,0.446879357099533,Kerry,Mongiardo,Yes,Male,White,45-49,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,A few times a year,No,Before that,Against his opponent,Education,Cares about people like me,Strongly disapprove,Somewhat approve,Both of them,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1472160.0,Kentucky,40.0,State,1.0,Call 1,Complete,1.17431533336639,Bush,Bunning,Yes,Male,White,60-64,Republican,Conservative,"$100,000-$149,999",About the same,Protestant,A few times a year,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42726.0
1518184.0,Kentucky,8.0,State,1.0,Call 3,Complete,0.920679569244385,Bush,Mongiardo,Yes,Male,White,45-49,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,A few times a month,Yes,Before that,Omit,Education,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,"City: 10,000 to 49,999",Small cities and Rural,6.0,40422.0
1521926.0,Kentucky,40.0,State,1.0,Call 3,Complete,0.88948518037796,Kerry,Mongiardo,Yes,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,Catholic,More than once a week,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Omit,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Only Kerry/Neither,Only Kerry/Both,White,South-central,Rural,Small cities and Rural,2.0,42726.0
1520514.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.415789395570755,Kerry,Mongiardo,No,Female,Black,40-44,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,A few times a month,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1473851.0,Kentucky,8.0,State,1.0,Call 1,Complete,0.898959934711456,Bush,Bunning,Yes,Female,White,30-39,Republican,Moderate,"$75,000-$99,999",Better today,Other Christian,More than once a week,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat disapprove,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,South-central,"City: 10,000 to 49,999",Small cities and Rural,6.0,40422.0
1520509.0,Kentucky,46.0,State,1.0,Call 3,Complete,0.375421226024628,Kerry,Mongiardo,No,Male,White,18-24,Something Else,Liberal,"$15,000-$29,999",About the same,Something else,Never,No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Neither of them,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Never,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1473841.0,Kentucky,66.0,State,1.0,Call 1,Complete,2.05632567405701,Kerry,Mongiardo,Yes,Male,White,30-39,Independent,Moderate,"$100,000-$149,999",Worse today,Protestant,Once a week,Yes,During the last month,Against his opponent,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,North,Suburbs,Suburbs,4.0,41017.0
1519649.0,Kentucky,81.0,State,1.0,Call 3,Complete,1.2618100643158,Kerry,Bunning,No,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",Worse today,None,Never,No,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,All others,Never,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,5.0,41203.0
1522830.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.765999555587769,Bush,Bunning,,Female,Black,45-49,,,"$30,000-$49,999",Better today,None,A few times a month,,Omit,Omit,Economy/Jobs,Has strong religious faith,Strongly approve,Omit,Only George W. Bush,Non-white female,45-59,40-49,18-64,,"Under $50,000","Under $100,000",None,All others,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Omit,Omit,Omit,Only Bush/Both,Only Bush/Neither,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1473836.0,Kentucky,71.0,State,1.0,Call 1,Complete,0.898959934711456,Bush,Bunning,Yes,Female,White,45-49,Democrat,Conservative,"$30,000-$49,999",Worse today,Protestant,More than once a week,Yes,During the last month,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Only George W. Bush,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,40051.0
1473835.0,Kentucky,76.0,State,1.0,Call 1,Complete,0.940801620483398,Kerry,Mongiardo,Yes,Female,White,40-44,Democrat,Liberal,"$50,000-$74,999",About the same,Protestant,More than once a week,Yes,In the last three days,Against his opponent,Iraq,Omit,Somewhat disapprove,Strongly disapprove,Only John Kerry,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,South-central,Rural,Small cities and Rural,5.0,42635.0
1473834.0,Kentucky,44.0,State,1.0,Call 1,Complete,0.409201949834824,Kerry,Mongiardo,No,Female,White,60-64,Democrat,Moderate,"Under $15,000",About the same,Protestant,Once a week,Yes,Just today,For your candidate,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Both of them,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,West,Suburbs,Suburbs,1.0,42420.0
1520492.0,Kentucky,66.0,State,1.0,Call 3,Complete,0.750838398933411,Bush,Bunning,No,Female,White,18-24,Republican,Moderate,"$15,000-$29,999",Better today,Catholic,A few times a month,No,Before that,For your candidate,Omit,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41017.0
1494826.0,Kentucky,71.0,State,1.0,Call 2,Complete,1.18105757236481,Bush,Mongiardo,Yes,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,A few times a year,No,Just today,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Only George W. Bush,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,40051.0
1521899.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.671700954437256,Kerry,Mongiardo,Yes,Male,Black,65-74,Democrat,Conservative,"Under $15,000",About the same,Something else,More than once a week,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Non-white male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1494821.0,Kentucky,68.0,State,1.0,Call 2,Not complete,1.15756952762604,,,Yes,Male,White,30-39,,,,,,,,Before that,For your candidate,Omit,Has clear stands on the issues,Omit,,,White male,30-44,30-39,18-64,,,,,,All others,All others,,,All others,Omit,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,North,Suburbs,Suburbs,4.0,41018.0
1522816.0,Kentucky,40.0,State,1.0,Call 3,Complete,0.88720029592514,Bush,Mongiardo,Yes,Male,White,30-39,Independent,Conservative,"$15,000-$29,999",About the same,Other Christian,Once a week,Yes,Sometime last week,Against his opponent,Moral values,Omit,Somewhat disapprove,Somewhat approve,Neither of them,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Kerry/Neither,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42726.0
1473820.0,Kentucky,46.0,State,1.0,Call 1,Complete,0.591233193874359,Bush,Bunning,No,Female,White,30-39,Republican,Liberal,,Better today,Catholic,A few times a year,No,Before that,For your candidate,Omit,Omit,Somewhat approve,Strongly approve,Only George W. Bush,White female,30-44,30-39,18-64,Republican,,,Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1494744.0,Kentucky,64.0,State,1.0,Call 2,Complete,2.05186820030212,Kerry,Mongiardo,No,Female,Black,30-39,Democrat,,"$30,000-$49,999",Worse today,Catholic,A few times a year,No,Before that,For your candidate,Omit,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,North,Suburbs,Suburbs,4.0,41094.0
1520478.0,Kentucky,47.0,State,1.0,Call 3,Complete,0.979682147502899,Bush,Bunning,Yes,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,A few times a year,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1518142.0,Kentucky,88.0,State,1.0,Call 3,Complete,2.68982410430908,Kerry,Mongiardo,No,Male,White,30-39,Democrat,Liberal,"Under $15,000",Worse today,None,A few times a year,No,Just today,For your candidate,Health care,Will bring about needed change,Somewhat approve,Somewhat disapprove,Both of them,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,East/Frankfort/Lexington,Rural,Small cities and Rural,5.0,41722.0
1473810.0,Kentucky,68.0,State,1.0,Call 1,Complete,2.98174118995667,Kerry,Mongiardo,Yes,Male,Black,30-39,Democrat,Conservative,"$30,000-$49,999",About the same,Other Christian,More than once a week,Yes,During the last month,For your candidate,Economy/Jobs,Has strong religious faith,Strongly disapprove,Somewhat disapprove,Neither of them,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,Black,North,Suburbs,Suburbs,4.0,41018.0
1494804.0,Kentucky,66.0,State,1.0,Call 2,Complete,1.01095497608185,Bush,Bunning,Yes,Female,White,50-59,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,Once a week,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41017.0
1473806.0,Kentucky,49.0,State,1.0,Call 1,Complete,1.15009438991547,Bush,Bunning,Yes,Female,White,25-29,Republican,Conservative,"$100,000-$149,999",About the same,Other Christian,Once a week,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,White female,18-29,25-29,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,Jefferson county,Suburbs,Suburbs,3.0,40222.0
1472105.0,Kentucky,64.0,State,1.0,Call 1,Complete,0.816311120986938,Bush,Bunning,No,Female,White,,Something Else,,"$15,000-$29,999",Better today,Other Christian,More than once a week,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,White female,,,,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,4.0,41094.0
1494798.0,Kentucky,3.0,State,1.0,Call 2,Complete,1.2186291217804,Bush,Bunning,Yes,Male,White,65-74,Republican,Moderate,"$15,000-$29,999",Better today,Catholic,More than once a week,No,Before that,For your candidate,Taxes,Cares about people like me,Strongly approve,Strongly approve,Only George W. Bush,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42123.0
1476129.0,Kentucky,43.0,State,1.0,Call 2,Complete,1.27615690231323,Bush,Bunning,Yes,Male,White,45-49,Something Else,Conservative,"$30,000-$49,999",About the same,Protestant,More than once a week,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,East/Frankfort/Lexington,Rural,Small cities and Rural,4.0,41003.0
1494792.0,Kentucky,47.0,State,1.0,Call 2,Complete,0.671772718429565,Bush,Mongiardo,No,Female,White,40-44,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,Once a week,Yes,During the last month,For your candidate,Taxes,Cares about people like me,Somewhat approve,Strongly disapprove,Only John Kerry,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40218.0
1520453.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.415789395570755,Kerry,Mongiardo,No,Female,Black,50-59,Democrat,Conservative,"$15,000-$29,999",Worse today,Catholic,Once a week,Yes,During the last month,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Weekly,Catholics/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Black,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1522780.0,Kentucky,40.0,State,1.0,Call 3,Complete,0.866270482540131,Bush,Bunning,Yes,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,A few times a month,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,South-central,Rural,Small cities and Rural,2.0,42726.0
1520441.0,Kentucky,46.0,State,1.0,Call 3,Complete,0.354854494333267,Kerry,Mongiardo,No,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",About the same,Something else,A few times a month,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Only John Kerry,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1522772.0,Kentucky,58.0,State,1.0,Call 3,Complete,0.672793745994568,Bush,Bunning,Yes,Male,Other,45-49,Democrat,Conservative,"Under $15,000",Better today,Protestant,A few times a month,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Non-white male,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,Other,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40210.0
1496704.0,Kentucky,46.0,State,1.0,Call 2,Complete,0.573261559009552,Kerry,Mongiardo,Yes,Male,White,60-64,Republican,Moderate,"$50,000-$74,999",About the same,Catholic,Never,No,Before that,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Both of them,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Never,Catholics/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Jefferson county,"City: 50,000 to 500,000","City over 50,000",3.0,40220.0
1518784.0,Kentucky,49.0,State,1.0,Call 3,Complete,0.611395657062531,Kerry,Mongiardo,No,Male,White,45-49,Democrat,Moderate,"$100,000-$149,999",Better today,Protestant,A few times a year,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Both of them,White male,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Kerry/Both,White,Jefferson county,Suburbs,Suburbs,3.0,40222.0
1473770.0,Kentucky,44.0,State,1.0,Call 1,Complete,0.409201949834824,Kerry,Mongiardo,No,Female,White,65-74,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,A few times a year,Yes,Before that,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly approve,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Kerry/Neither,Only Kerry/Both,White,West,Suburbs,Suburbs,1.0,42420.0
