ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNY04,SENNY04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNY,HRCPRES,RUDYPRES,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1506453.0,New York,75.0,National,3.0,Call 2,Complete,0.796253859996796,Kerry,O'Grady,Male,White,18-24,Independent,Moderate,,"Under $15,000",,Catholic,,,No,,Against his opponent,,,,,,,,,,,,,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,White,English,New York City,"City over 500,000","City over 50,000",7.0,11377.0
1472094.0,New York,106.0,National,2.0,Call 1,Complete,1.37752306461334,Kerry,Schumer,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",Worse today,Protestant,Postgraduate study,"Yes, I do",,Before that,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,White,,Rural Upstate,Suburbs,Suburbs,20.0,12804.0
1533173.0,New York,44.0,State,1.0,Call 3,Complete,1.24853146076202,Kerry,Schumer,Male,White,18-24,Independent,Liberal,Yes,"$15,000-$29,999",Worse today,None,Did not complete high school,"Yes, someone else does",No,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not too worried,Poor,Yes,No,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,28.0,14445.0
1504116.0,New York,23.0,National,4.0,Call 2,Not complete,1.07732152938843,Bush,O'Grady,Male,White,40-44,,,,,,,,,No,In the last three days,,,,,,,Only George W. Bush,Only George W. Bush,,,,,,White male,30-44,40-49,18-64,,,,,,,,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,,,White,English,Upstate Urban,Suburbs,Suburbs,26.0,14228.0
1532111.0,New York,46.0,State,1.0,Call 3,Complete,1.16293823719025,Kerry,Schumer,Male,Asian,65-74,Republican,Moderate,No,"$75,000-$99,999",About the same,Something else,Postgraduate study,No one does,No,Before that,Against his opponent,Omit,Will bring about needed change,Somewhat approve,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Good,No,Yes,Non-white male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",Something else,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Asian,English,Long Island,Suburbs,Suburbs,4.0,11554.0
1534442.0,New York,89.0,State,1.0,Call 3,Not complete,1.46594142913818,Bush,O'Grady,,White,25-29,,,,,,,,,,Before that,For your candidate,Health care,Is intelligent,Strongly approve,,,,,,Not at all worried,Good,,,,18-29,25-29,18-64,,,,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,Not too/Not at all worried,,,,,,,White,,Lower Hudson Valley,Suburbs,Suburbs,18.0,10956.0
1473782.0,New York,58.0,National,3.0,Call 1,Complete,0.973320007324219,Kerry,Schumer,Female,Hispanic/Latino,30-39,Independent,Moderate,,"$200,000 or more",,Jewish,,,Yes,,For your candidate,,,,,,,,,,,,,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,All others,All others,,,,,,,,,,,,,,White,English,New York City,"City over 500,000","City over 50,000",8.0,10024.0
1472082.0,New York,89.0,State,1.0,Call 1,Complete,0.936393916606903,Bush,Schumer,Female,White,40-44,Republican,Moderate,No,"$75,000-$99,999",About the same,Jewish,College graduate,No one does,No,Sometime last week,For your candidate,Education,Is a strong leader,Strongly approve,Omit,Less safe from terrorism,Both of them,Neither of them,Very badly,Somewhat worried,Good,No,No,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Omit,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Suburbs,Suburbs,18.0,10956.0
1504106.0,New York,45.0,National,2.0,Call 2,Complete,1.44237327575684,Kerry,Schumer,Female,White,40-44,Democrat,Liberal,No,"$50,000-$74,999",About the same,Other Christian,College graduate,"Yes, someone else does",No,Before that,,Omit,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,29.0,14543.0
1504105.0,New York,15.0,State,1.0,Call 2,Complete,1.14760649204254,Bush,Mills,Female,White,75 or over,Republican,Moderate,No,"$15,000-$29,999",Better today,Protestant,High school graduate,No one does,No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Not too worried,Good,No,Yes,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1473775.0,New York,108.0,State,1.0,Call 1,Complete,1.45714890956879,Bush,Schumer,Female,White,75 or over,Republican,Moderate,No,"$30,000-$49,999",About the same,Protestant,College graduate,No one does,No,Before that,For your candidate,Omit,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Both of them,Somewhat badly,Somewhat worried,Not so good,No,Yes,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,25.0,14542.0
1506435.0,New York,52.0,State,1.0,Call 2,Complete,0.830435514450073,Kerry,Schumer,Female,White,25-29,Democrat,Liberal,No,"$75,000-$99,999",About the same,Catholic,Some college/associate degree,No one does,No,Just today,For your candidate,Moral values,Cares about people like me,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Not too worried,Good,Yes,Yes,White female,18-29,25-29,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,4.0,11510.0
1506009.0,New York,36.0,State,1.0,Call 2,Complete,0.368038862943649,Kerry,Schumer,Female,Hispanic/Latino,18-24,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Catholic,College graduate,No one does,Yes,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Somewhat worried,Not so good,Yes,No,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1505606.0,New York,68.0,State,1.0,Call 2,Complete,0.757741749286652,Bush,Mills,Female,White,45-49,Republican,Liberal,No,"$100,000-$149,999",Better today,Protestant,College graduate,No one does,No,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,No,Yes,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1473767.0,New York,7.0,State,1.0,Call 1,Complete,1.05697286128998,Kerry,Schumer,Male,Hispanic/Latino,25-29,Democrat,Liberal,No,"$100,000-$149,999",Better today,Something else,Postgraduate study,No one does,Yes,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Yes,No,Non-white male,18-29,25-29,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",17.0,10471.0
1529758.0,New York,58.0,National,4.0,Call 3,Complete,0.973320007324219,Kerry,Schumer,Female,Asian,30-39,Independent,Liberal,,"$30,000-$49,999",,,Postgraduate study,No one does,No,Just today,,,,,,,Only George W. Bush,Only John Kerry,,Not too worried,,,,Non-white female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,College graduate,,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Asian,English,New York City,"City over 500,000","City over 50,000",8.0,10024.0
1536754.0,New York,32.0,National,3.0,Call 3,Complete,2.21916961669922,Kerry,Schumer,Female,Hispanic/Latino,40-44,Democrat,Moderate,,"$15,000-$29,999",,Other Christian,,,Yes,,Against his opponent,,,,,,,,,,,,,Non-white female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,,,,,,,,,,,,,,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
1506424.0,New York,45.0,National,4.0,Call 2,Complete,1.44237327575684,Kerry,Schumer,Female,Hispanic/Latino,30-39,Something Else,Liberal,,"$75,000-$99,999",,,Postgraduate study,"Yes, someone else does",Yes,Before that,,,,,,,Only John Kerry,Only John Kerry,,Somewhat worried,,,,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Hispanic/Latino,English,Upstate Urban,Suburbs,Suburbs,29.0,14543.0
1502515.0,New York,46.0,State,1.0,Call 2,Complete,1.82130098342896,Bush,Mills,Male,White,30-39,Independent,Moderate,No,"$150,000-$199,999",Better today,Catholic,College graduate,"Yes, I do",No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not too worried,Good,No,No,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,English,Long Island,Suburbs,Suburbs,4.0,11554.0
1504084.0,New York,39.0,State,1.0,Call 2,Complete,0.522378146648407,Kerry,Schumer,Female,Hispanic/Latino,30-39,Independent,Conservative,No,"$50,000-$74,999",Better today,Catholic,College graduate,"Yes, someone else does",Yes,Before that,For your candidate,Iraq,Will bring about needed change,Somewhat approve,Strongly approve,Safer from terrorism,Neither of them,Neither of them,Somewhat badly,Very worried,Not so good,No,Yes,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Hispanic/Latino,English,New York City,"City over 500,000","City over 50,000",8.0,11204.0
1477051.0,New York,104.0,National,1.0,Call 1,Complete,0.842370927333832,Kerry,Schumer,Male,Black,30-39,Democrat,Liberal,No,"$30,000-$49,999",Better today,Protestant,Postgraduate study,"Yes, I do",No,Before that,,Health care,Is intelligent,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,,Non-white male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is union member,Black,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1533139.0,New York,68.0,State,1.0,Call 3,Complete,0.608380794525146,Bush,Schumer,Female,Other,40-44,Republican,Conservative,No,"$75,000-$99,999",About the same,Catholic,College graduate,No one does,No,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Very worried,Not so good,No,Yes,Non-white female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Other,English,Upstate Urban,Suburbs,Suburbs,24.0,13413.0
1504079.0,New York,36.0,State,1.0,Call 2,Complete,0.281783938407898,Bush,O'Grady,Female,Asian,40-44,Democrat,Conservative,No,"$100,000-$149,999",About the same,Catholic,College graduate,"Yes, I do",No,Just today,Against his opponent,Moral values,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Very worried,Good,No,Yes,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,Asian,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1472052.0,New York,39.0,State,1.0,Call 1,Complete,0.522378146648407,Kerry,Schumer,Female,White,50-59,Democrat,Liberal,No,"$50,000-$74,999",About the same,None,College graduate,No one does,No,Before that,Against his opponent,Health care,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Neither of them,Neither of them,Very badly,Somewhat worried,Not so good,Yes,No,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,New York City,"City over 500,000","City over 50,000",8.0,11204.0
1508246.0,New York,98.0,State,1.0,Call 1,Complete,1.25173819065094,Bush,Mills,Female,White,45-49,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Good,No,Yes,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,3.0,11704.0
1504073.0,New York,104.0,National,4.0,Call 2,Complete,0.787656307220459,Kerry,Schumer,Female,White,45-49,Democrat,Moderate,,"$75,000-$99,999",,,College graduate,No one does,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Very worried,,,,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Lower Hudson Valley,Rural,Small cities and Rural,22.0,12561.0
1504071.0,New York,33.0,State,1.0,Call 2,Complete,0.337609827518463,Kerry,Did not vote,Male,Black,45-49,Democrat,Liberal,No,"$75,000-$99,999",Worse today,Other Christian,Some college/associate degree,"Yes, I do",No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Yes,No,Non-white male,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Black,English,New York City,"City over 500,000","City over 50,000",11.0,11212.0
1534398.0,New York,84.0,National,3.0,Call 3,Complete,0.685747623443604,Kerry,Schumer,Female,White,25-29,Democrat,Liberal,,"$30,000-$49,999",,Catholic,,,No,,Against his opponent,,,,,,,,,,,,,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,White,English,New York City,"City over 500,000","City over 50,000",13.0,10303.0
1506401.0,New York,32.0,National,1.0,Call 2,Complete,2.3761613368988,Kerry,Schumer,Male,Black,18-24,Independent,Moderate,No,"$30,000-$49,999",About the same,Something else,Some college/associate degree,No one does,No,Before that,,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",12.0,11208.0
1536729.0,New York,98.0,State,1.0,Call 3,Complete,0.791940987110138,Kerry,Schumer,Male,White,45-49,Independent,Moderate,No,"$100,000-$149,999",Better today,Catholic,Postgraduate study,No one does,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not at all worried,Good,No,Yes,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,3.0,11704.0
1537645.0,New York,96.0,State,1.0,Call 3,Complete,0.846718609333038,Kerry,Schumer,Female,White,18-24,Independent,,No,"$150,000-$199,999",Worse today,Catholic,Some college/associate degree,"Yes, someone else does",No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Omit,Somewhat worried,Excellent,Yes,No,White female,18-29,18-24,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,English,Long Island,Suburbs,Suburbs,2.0,11722.0
1474301.0,New York,108.0,State,1.0,Call 1,Complete,1.85056912899017,Bush,Mills,Male,White,50-59,Independent,Conservative,No,"$50,000-$74,999",About the same,None,High school graduate,"Yes, I do",No,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Not so good,No,No,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,English,Rural Upstate,Suburbs,Suburbs,25.0,14542.0
1473732.0,New York,52.0,State,1.0,Call 1,Complete,0.895260334014893,Kerry,Schumer,Female,Black,60-64,Democrat,Moderate,No,"$30,000-$49,999",About the same,Catholic,Some college/associate degree,No one does,No,Before that,For your candidate,Health care,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not too worried,Good,Yes,Yes,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,English,Long Island,Suburbs,Suburbs,4.0,11510.0
1472036.0,New York,15.0,State,1.0,Call 1,Complete,0.899969696998596,,Mills,Female,White,40-44,Republican,,No,"$30,000-$49,999",Better today,Other Christian,High school graduate,No one does,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not at all worried,Good,No,Omit,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not too/Not at all worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,English,Rural Upstate,Suburbs,Suburbs,27.0,14136.0
1504059.0,New York,78.0,State,1.0,Call 2,Complete,0.558665215969086,Kerry,Schumer,Male,Black,45-49,Independent,Liberal,No,"$30,000-$49,999",About the same,Other Christian,College graduate,"Yes, someone else does",No,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Somewhat worried,Not so good,Yes,No,Non-white male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Black,English,New York City,"City over 500,000","City over 50,000",6.0,11434.0
1535377.0,New York,89.0,State,1.0,Call 3,Complete,0.766386926174164,Kerry,Schumer,Male,Hispanic/Latino,18-24,Democrat,,No,,Better today,None,Did not complete high school,No one does,Yes,Just today,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not at all worried,Good,Yes,No,Non-white male,18-29,18-24,18-64,Democrat,,,None,All others,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Hispanic/Latino,English,Lower Hudson Valley,Suburbs,Suburbs,18.0,10956.0
