ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESND04,SENND04,HOUND04,GOVND04,MEAS1ND,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1485394.0,North Dakota,48.0,State,1.0,Call 1,Complete,0.745381891727448,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",Worse today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58784.0
1512968.0,North Dakota,25.0,State,1.0,Call 2,Complete,0.938077509403229,Kerry,,,,No,Male,White,18-24,Something Else,Moderate,"Under $15,000",Worse today,Something else,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1511864.0,North Dakota,53.0,State,1.0,Call 2,Complete,0.79336953163147,Kerry,Dorgan,Pomeroy,Hoeven,No,Female,White,25-29,Independent,Moderate,,About the same,Protestant,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,25-29,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,58054.0
1539807.0,North Dakota,25.0,State,1.0,Call 3,Complete,0.734484970569611,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,18-24,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,No,Before that,Against his opponent,Somewhat approve,Somewhat approve,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1532817.0,North Dakota,53.0,State,1.0,Call 3,Complete,0.9052374958992,Kerry,Dorgan,Pomeroy,Hoeven,Yes,Male,White,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No,During the last month,For your candidate,Strongly disapprove,Somewhat approve,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,58054.0
1510047.0,North Dakota,48.0,State,1.0,Call 2,Complete,0.57152533531189,Bush,Dorgan,Pomeroy,Hoeven,No,Female,White,50-59,Independent,Moderate,,About the same,Protestant,No,Before that,For your candidate,Somewhat approve,Omit,White female,45-59,50-64,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,North,Rural,Small cities and Rural,1.0,58784.0
1512961.0,North Dakota,53.0,State,1.0,Call 2,Complete,1.00741457939148,Kerry,Dorgan,Pomeroy,Satrom,Yes,Male,White,50-59,Democrat,Liberal,,Worse today,Catholic,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,White male,45-59,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,58054.0
1515166.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.843728482723236,Bush,Liffrig,Pomeroy,Hoeven,Yes,Female,Other,25-29,Republican,Moderate,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,American Indian,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1485384.0,North Dakota,55.0,State,1.0,Call 1,Complete,1.26550388336182,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,65-74,Republican,Conservative,"$200,000 or more",Better today,Protestant,Yes,Before that,Against his opponent,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58782.0
1513060.0,North Dakota,53.0,State,1.0,Call 2,Not complete,1.51613426208496,Kerry,Dorgan,Pomeroy,Satrom,Yes,Male,White,75 or over,,,,,,,Before that,Against his opponent,,,White male,60 or over,65 or over,65 or over,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,East,Rural,Small cities and Rural,1.0,58054.0
1509648.0,North Dakota,75.0,State,1.0,Call 2,Complete,1.20584142208099,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,45-49,Independent,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,During the last month,For your candidate,Somewhat approve,Strongly approve,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,"City: 10,000 to 49,999",Small cities and Rural,1.0,58801.0
1485379.0,North Dakota,25.0,State,1.0,Call 1,Complete,0.71598094701767,Kerry,Dorgan,Pomeroy,Hoeven,,Female,White,18-24,Something Else,Moderate,"$75,000-$99,999",About the same,Catholic,No,In the last three days,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58102.0
1510745.0,North Dakota,48.0,State,1.0,Call 2,Complete,0.711263537406921,Bush,Dorgan,Sand,Hoeven,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58784.0
1516259.0,North Dakota,49.0,State,1.0,Call 2,Complete,1.17425763607025,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,75 or over,Independent,Moderate,"$15,000-$29,999",About the same,Catholic,No,Before that,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58769.0
1511846.0,North Dakota,55.0,State,1.0,Call 2,Complete,0.840880036354065,Bush,Liffrig,Sand,Hoeven,Yes,Male,White,40-44,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58782.0
1485242.0,North Dakota,53.0,State,1.0,Call 1,Complete,1.27575147151947,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,58054.0
1511979.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.98970627784729,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,75 or over,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1491985.0,North Dakota,43.0,State,1.0,Call 1,Complete,0.632806897163391,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,50-59,Independent,Moderate,"$15,000-$29,999",Better today,Catholic,No,During the last month,For your candidate,Somewhat approve,Strongly approve,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58647.0
1484261.0,North Dakota,22.0,State,1.0,Call 1,Complete,1.20487630367279,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,60-64,Republican,Conservative,,About the same,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1537204.0,North Dakota,43.0,State,1.0,Call 3,Complete,1.12994599342346,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,65-74,Republican,Moderate,"Under $15,000",About the same,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58647.0
1511061.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.831387460231781,Bush,Liffrig,Sand,Hoeven,Yes,Female,Other,30-39,Republican,Moderate,"$15,000-$29,999",Better today,Other Christian,Yes,During the last month,For your candidate,Somewhat approve,Somewhat disapprove,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,American Indian,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1485361.0,North Dakota,53.0,State,1.0,Call 1,Complete,1.27276623249054,Bush,,Did not vote,Hoeven,Yes,Male,White,60-64,Something Else,Conservative,"$15,000-$29,999",Worse today,Protestant,No,Just today,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,58054.0
1510899.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.808887958526611,Bush,Dorgan,Sand,Hoeven,Yes,Male,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1538303.0,North Dakota,15.0,State,1.0,Call 3,Complete,1.00741457939148,Kerry,Dorgan,Pomeroy,Satrom,Yes,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Worse today,Something else,No,During the last month,For your candidate,Strongly disapprove,Somewhat approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
1509190.0,North Dakota,75.0,State,1.0,Call 2,Not complete,1.01632618904114,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,40-44,,,,,,,During the last month,For your candidate,,,White female,30-44,40-49,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,North,"City: 10,000 to 49,999",Small cities and Rural,1.0,58801.0
1510726.0,North Dakota,58.0,State,1.0,Call 2,Complete,0.802765727043152,Bush,Liffrig,Sand,Hoeven,No,Female,White,18-24,,,"$15,000-$29,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1477929.0,North Dakota,10.0,State,1.0,Call 1,Complete,0.986114740371704,Kerry,Dorgan,Pomeroy,Hoeven,No,Female,White,30-39,Something Else,Moderate,"$15,000-$29,999",Worse today,Other Christian,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,Rural,Small cities and Rural,1.0,58054.0
1510724.0,North Dakota,43.0,State,1.0,Call 2,Not complete,0.704233884811401,Bush,Dorgan,Pomeroy,Satrom,Yes,Female,White,50-59,,,,,,,Before that,Against his opponent,,,White female,45-59,50-64,18-64,,,,,,All others,All others,,Sometime last week/During the last month/Before that,During the last month/Before that,,White,South,Rural,Small cities and Rural,1.0,58647.0
1532783.0,North Dakota,58.0,State,1.0,Call 3,Complete,0.710585117340088,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1493074.0,North Dakota,49.0,State,1.0,Call 1,Complete,0.780250310897827,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,45-49,Something Else,Moderate,"$100,000-$149,999",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58769.0
1536090.0,North Dakota,43.0,State,1.0,Call 3,Complete,0.725631594657898,Kerry,Dorgan,Pomeroy,Hoeven,No,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,Rural,Small cities and Rural,1.0,58647.0
1509617.0,North Dakota,11.0,State,1.0,Call 2,Complete,1.17121076583862,Kerry,Dorgan,Pomeroy,Hoeven,Yes,Female,White,60-64,Democrat,Moderate,"$30,000-$49,999",About the same,Catholic,No,In the last three days,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,58501.0
1510718.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.98804122209549,Kerry,Dorgan,Pomeroy,Satrom,Yes,Male,White,45-49,Independent,Moderate,"$30,000-$49,999",About the same,Protestant,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1483077.0,North Dakota,55.0,State,1.0,Call 1,Complete,0.708723723888397,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58782.0
1511814.0,North Dakota,58.0,State,1.0,Call 2,Complete,0.971814870834351,Bush,Liffrig,Pomeroy,Satrom,No,Male,White,45-49,Republican,Moderate,"$15,000-$29,999",Worse today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 10,000 to 49,999",Small cities and Rural,1.0,58075.0
1509607.0,North Dakota,48.0,State,1.0,Call 2,Complete,1.12362861633301,Kerry,Dorgan,Pomeroy,Satrom,Yes,Female,White,60-64,Democrat,Moderate,"$15,000-$29,999",Worse today,Protestant,No,Just today,Against his opponent,Omit,Somewhat disapprove,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Omit,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58784.0
1511812.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.765245497226715,Bush,Dorgan,Pomeroy,Hoeven,Yes,Male,White,50-59,Independent,Conservative,,Better today,Catholic,,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,,,Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1510708.0,North Dakota,11.0,State,1.0,Call 2,Complete,0.825065672397614,Bush,Dorgan,Sand,Hoeven,Yes,Male,White,40-44,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,No,During the last month,Against his opponent,Somewhat approve,Strongly approve,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,58501.0
1531199.0,North Dakota,55.0,State,1.0,Call 3,Complete,0.569995760917664,Bush,Dorgan,Sand,Hoeven,Yes,Female,White,40-44,Independent,,"$15,000-$29,999",Worse today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,North,Rural,Small cities and Rural,1.0,58782.0
1484234.0,North Dakota,48.0,State,1.0,Call 1,Complete,0.746609270572662,Kerry,Dorgan,Pomeroy,Satrom,Yes,Female,White,50-59,Democrat,Moderate,"Under $15,000",Worse today,Something else,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,North,Rural,Small cities and Rural,1.0,58784.0
1517323.0,North Dakota,33.0,State,1.0,Call 2,Complete,2.40178608894348,Bush,Liffrig,Sand,Hoeven,Yes,Female,White,45-49,Republican,Conservative,"$15,000-$29,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,Rural,Small cities and Rural,1.0,58621.0
1538279.0,North Dakota,15.0,State,1.0,Call 3,Complete,1.36236023902893,Kerry,Dorgan,Pomeroy,Hoeven,Yes,Male,White,65-74,Democrat,Moderate,"$15,000-$29,999",About the same,Other Christian,No,During the last month,For your candidate,Somewhat disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Suburbs,Suburbs,1.0,58078.0
1483126.0,North Dakota,22.0,State,1.0,Call 1,Complete,0.791278660297394,Bush,Liffrig,Sand,Hoeven,No,Female,White,45-49,Republican,Conservative,"$150,000-$199,999",About the same,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1510700.0,North Dakota,22.0,State,1.0,Call 2,Complete,0.844997346401215,Kerry,Dorgan,Pomeroy,Hoeven,No,Male,White,30-39,Democrat,Moderate,"$100,000-$149,999",Better today,Protestant,No,Just today,Against his opponent,Somewhat disapprove,Somewhat disapprove,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58104.0
1510699.0,North Dakota,16.0,State,1.0,Call 2,Complete,3.56661748886108,Kerry,Dorgan,Pomeroy,Satrom,No,Female,White,50-59,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58103.0
1484226.0,North Dakota,53.0,State,1.0,Call 1,Complete,1.37067759037018,Nader,Dorgan,Pomeroy,Hoeven,Yes,Female,White,60-64,Independent,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,Omit,Somewhat disapprove,Somewhat disapprove,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,Rural,Small cities and Rural,1.0,58054.0
1536066.0,North Dakota,16.0,State,1.0,Call 3,Complete,3.24260759353638,Kerry,Dorgan,Pomeroy,Hoeven,Yes,Female,White,45-49,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,East,"City: 50,000 to 500,000","City over 50,000",1.0,58103.0
1514005.0,North Dakota,65.0,State,1.0,Call 2,Complete,0.784100294113159,Bush,Dorgan,Sand,Hoeven,No,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,South,"City: 10,000 to 49,999",Small cities and Rural,1.0,58401.0
1482017.0,North Dakota,11.0,State,1.0,Call 1,Complete,0.769169509410858,Kerry,Dorgan,Pomeroy,Hoeven,No,Female,White,30-39,Something Else,Moderate,"$50,000-$74,999",Worse today,Protestant,No,In the last three days,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,South,"City: 50,000 to 500,000","City over 50,000",1.0,58501.0
1486427.0,North Dakota,53.0,State,1.0,Call 1,Complete,0.657622814178467,Bush,Dorgan,Pomeroy,Hoeven,Yes,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Worse today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Rural,Small cities and Rural,1.0,58054.0
1511794.0,North Dakota,15.0,State,1.0,Call 2,Complete,0.941309809684753,Kerry,Dorgan,Pomeroy,Hoeven,No,Male,White,18-24,Democrat,Moderate,"$75,000-$99,999",About the same,Catholic,No,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White male,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,East,Suburbs,Suburbs,1.0,58078.0
