ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMT04,HOUMT04,GOVMT04,CI96MT,I148MT,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,BRNAGAIN,TIMEPRES,FORCAND,BUSH4,IRAQAPP,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,BUSH,TIME3D,TIMEWK,IRAQ2,QRACEAI,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1493885.0,Montana,32.0,National,1.0,Call 1,Complete,0.4576635658741,Kerry,Velazquez,Schweitzer,No,Yes,Male,Other,40-44,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,Yes,Before that,,Somewhat disapprove,Strongly disapprove,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,American Indian,Urban west,Rural,Small cities and Rural,1.0,59602.0
1493926.0,Montana,14.0,State,1.0,Call 1,Complete,1.24725687503815,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,65-74,Independent,Moderate,"$15,000-$29,999",Worse today,Protestant,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494047.0,Montana,14.0,State,1.0,Call 1,Complete,0.75528883934021,Bush,Rehberg,Brown,Yes,Yes,Male,White,40-44,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,No,Before that,For your candidate,Strongly approve,Strongly approve,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494059.0,Montana,49.0,National,1.0,Call 1,Not complete,0.533362329006195,Kerry,Velazquez,Schweitzer,No,Yes,Male,,50-59,,,,,,,Before that,,Somewhat disapprove,,,45-59,50-64,18-64,,,,,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,Urban west,Suburbs,Suburbs,1.0,59823.0
1494133.0,Montana,39.0,State,1.0,Call 1,Complete,0.875933110713959,Kerry,Velazquez,Schweitzer,No,,Male,Black,50-59,Independent,Moderate,"$100,000-$149,999",Worse today,None,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Black,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494149.0,Montana,32.0,National,1.0,Call 1,Complete,0.789044141769409,Bush,Rehberg,Brown,Yes,No,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Catholic,No,Before that,,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1494163.0,Montana,14.0,State,1.0,Call 1,Complete,0.666565001010895,Bush,Rehberg,Brown,Yes,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494275.0,Montana,14.0,State,1.0,Call 1,Complete,1.00901520252228,Bush,Rehberg,Brown,Yes,No,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Better today,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494291.0,Montana,39.0,State,1.0,Call 1,Complete,1.07330524921417,Bush,Rehberg,Brown,Yes,Yes,Male,White,45-49,Republican,,"$75,000-$99,999",Better today,Protestant,Yes,Sometime last week,For your candidate,Strongly approve,Strongly approve,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494322.0,Montana,16.0,State,1.0,Call 1,Complete,1.14278101921082,Bush,Rehberg,Schweitzer,Yes,No,Female,,50-59,Democrat,,"$15,000-$29,999",Worse today,Protestant,No,Before that,For your candidate,Somewhat approve,Strongly approve,,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494391.0,Montana,14.0,State,1.0,Call 1,Complete,1.14332115650177,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494398.0,Montana,16.0,State,1.0,Call 1,Complete,0.803391516208649,Kerry,Rehberg,Brown,No,Yes,,White,75 or over,Democrat,Liberal,"Under $15,000",Worse today,Protestant,Yes,Sometime last week,For your candidate,Strongly disapprove,Strongly disapprove,,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494462.0,Montana,39.0,State,1.0,Call 1,Complete,1.07330524921417,Bush,Rehberg,Brown,Yes,Yes,Male,White,45-49,Republican,Moderate,,Better today,,,Before that,For your candidate,Strongly approve,Omit,White male,45-59,40-49,18-64,Republican,,,,,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494466.0,Montana,16.0,State,1.0,Call 1,Complete,1.13873100280762,Kerry,Velazquez,Schweitzer,No,Yes,Male,Hispanic/Latino,45-49,Independent,Liberal,"$50,000-$74,999",Better today,None,No,Before that,For your candidate,Strongly disapprove,Somewhat disapprove,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Hispanic/Latino,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494467.0,Montana,32.0,National,1.0,Call 1,Complete,0.894070684909821,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Better today,None,No,Before that,,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1494529.0,Montana,16.0,State,1.0,Call 1,Complete,1.0710905790329,Kerry,Velazquez,Schweitzer,Yes,Yes,Female,White,45-49,Democrat,Conservative,"$15,000-$29,999",Worse today,Other Christian,Yes,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494557.0,Montana,14.0,State,1.0,Call 1,Complete,1.00901520252228,Bush,Rehberg,Brown,Yes,No,Female,White,50-59,Republican,Conservative,"$75,000-$99,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494591.0,Montana,39.0,State,1.0,Call 1,Complete,1.28450059890747,Bush,Rehberg,Brown,Yes,Yes,Male,White,75 or over,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,Yes,During the last month,For your candidate,Strongly approve,Strongly approve,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494592.0,Montana,16.0,State,1.0,Call 1,Complete,1.29475736618042,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,18-24,Democrat,Liberal,"Under $15,000",Better today,None,No,During the last month,For your candidate,Strongly disapprove,Strongly disapprove,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494654.0,Montana,16.0,State,1.0,Call 1,Complete,1.25354874134064,Bush,Rehberg,Brown,Yes,No,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Better today,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494657.0,Montana,14.0,State,1.0,Call 1,Complete,0.666565001010895,Bush,Rehberg,Brown,Yes,Yes,Female,White,30-39,Republican,,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494700.0,Montana,39.0,State,1.0,Call 1,Complete,2.70742440223694,Kerry,Velazquez,Schweitzer,Yes,No,Male,White,30-39,Independent,Moderate,"$15,000-$29,999",Better today,Catholic,No,During the last month,Against his opponent,Somewhat disapprove,Strongly disapprove,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494711.0,Montana,16.0,State,1.0,Call 1,Complete,1.21539223194122,Kerry,Rehberg,Brown,Yes,No,Female,White,75 or over,Independent,Moderate,"$30,000-$49,999",Better today,Protestant,No,Just today,For your candidate,Somewhat approve,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494742.0,Montana,32.0,National,1.0,Call 1,Complete,0.4576635658741,Kerry,Velazquez,Schweitzer,No,Yes,Male,White,50-59,Independent,Moderate,"$50,000-$74,999",About the same,Catholic,No,During the last month,,Somewhat approve,Somewhat approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1494768.0,Montana,16.0,State,1.0,Call 1,Complete,1.16443300247192,Bush,Rehberg,Brown,Yes,No,Female,White,65-74,Independent,Conservative,"$15,000-$29,999",Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494805.0,Montana,14.0,State,1.0,Call 1,Complete,0.858776867389679,Bush,Rehberg,Brown,Yes,Yes,Female,White,18-24,Republican,Moderate,,Better today,Catholic,No,Before that,For your candidate,Strongly approve,Strongly approve,White female,18-29,18-24,18-64,Republican,,,Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494819.0,Montana,39.0,State,1.0,Call 1,Complete,1.62471950054169,Bush,Rehberg,Brown,Yes,No,Male,White,50-59,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1494827.0,Montana,16.0,State,1.0,Call 1,Complete,1.42040359973907,Bush,Rehberg,Brown,Yes,No,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494885.0,Montana,16.0,State,1.0,Call 1,Complete,1.00496411323547,Kerry,Velazquez,Schweitzer,No,Yes,Female,White,45-49,Independent,Liberal,"$30,000-$49,999",About the same,Other Christian,No,Before that,Against his opponent,Strongly disapprove,Strongly disapprove,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494922.0,Montana,14.0,State,1.0,Call 1,Complete,1.2625492811203,Kerry,Velazquez,Brown,Yes,No,Female,White,50-59,Democrat,Conservative,"$75,000-$99,999",Worse today,Catholic,No,Before that,Against his opponent,Strongly disapprove,Somewhat disapprove,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1494959.0,Montana,16.0,State,1.0,Call 1,Complete,0.728314220905304,Bush,Rehberg,Brown,Yes,Yes,Male,White,50-59,Independent,Liberal,"$30,000-$49,999",About the same,Something else,No,During the last month,For your candidate,Strongly approve,Somewhat disapprove,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1494972.0,Montana,39.0,State,1.0,Call 1,Complete,1.963996052742,Bush,Rehberg,Brown,No,No,Male,White,18-24,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1495014.0,Montana,14.0,State,1.0,Call 1,Complete,0.903907775878906,Bush,Rehberg,Brown,Yes,Yes,Male,White,75 or over,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,No,Before that,Against his opponent,Somewhat disapprove,Somewhat disapprove,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1495018.0,Montana,32.0,National,1.0,Call 1,Complete,1.21804416179657,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,50-59,Independent,Moderate,"Under $15,000",About the same,Something else,No,Before that,,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1495047.0,Montana,16.0,State,1.0,Call 1,Complete,1.16277253627777,Bush,Velazquez,Schweitzer,Yes,Yes,Male,White,50-59,Something Else,,"Under $15,000",Worse today,Protestant,No,During the last month,For your candidate,Somewhat approve,Somewhat disapprove,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495112.0,Montana,16.0,State,1.0,Call 1,Complete,1.00325882434845,Kerry,Rehberg,Schweitzer,No,Yes,Female,White,65-74,Independent,Moderate,,About the same,Protestant,,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White female,60 or over,65 or over,65 or over,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495129.0,Montana,39.0,State,1.0,Call 1,Complete,1.84733498096466,Bush,Rehberg,Brown,Yes,No,Female,White,18-24,Republican,Conservative,"Under $15,000",About the same,Protestant,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1495131.0,Montana,14.0,State,1.0,Call 1,Complete,1.47301125526428,Bush,Rehberg,Brown,Yes,No,Male,White,18-24,Independent,Moderate,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,Against his opponent,Somewhat disapprove,Somewhat approve,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1495168.0,Montana,16.0,State,1.0,Call 1,Complete,2.19868493080139,Kerry,Velazquez,Schweitzer,Yes,No,Male,White,60-64,Democrat,Conservative,"$30,000-$49,999",Worse today,Catholic,No,Before that,For your candidate,Somewhat disapprove,Strongly disapprove,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495252.0,Montana,16.0,State,1.0,Call 1,Complete,1.29577839374542,Bush,Rehberg,Schweitzer,Yes,No,Female,White,45-49,Something Else,Moderate,"$50,000-$74,999",Better today,Protestant,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495254.0,Montana,39.0,State,1.0,Call 1,Complete,1.43386363983154,Bush,Rehberg,Brown,Yes,No,Female,White,40-44,Republican,Conservative,"$30,000-$49,999",About the same,Other Christian,Yes,Before that,For your candidate,Somewhat approve,Somewhat approve,White female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1495259.0,Montana,14.0,State,1.0,Call 1,Complete,1.90522456169128,Kerry,Velazquez,Schweitzer,Yes,No,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Protestant,No,Before that,For your candidate,Strongly disapprove,Strongly disapprove,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1495309.0,Montana,16.0,State,1.0,Call 1,Complete,3.84178447723389,Bush,Rehberg,Other,Yes,Yes,Female,White,45-49,Independent,Liberal,"Under $15,000",Better today,Catholic,Yes,Before that,For your candidate,Strongly approve,Strongly approve,White female,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495324.0,Montana,32.0,National,2.0,Call 1,Complete,0.789044141769409,Bush,Rehberg,Brown,Yes,No,Female,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,Yes,Before that,,Strongly approve,Strongly approve,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Urban west,Rural,Small cities and Rural,1.0,59602.0
1495363.0,Montana,16.0,State,1.0,Call 1,Complete,0.871625363826752,Bush,Rehberg,Brown,Yes,Yes,Male,White,75 or over,Something Else,Moderate,"$15,000-$29,999",About the same,Catholic,No,Before that,For your candidate,Somewhat approve,Somewhat approve,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59912.0
1495411.0,Montana,14.0,State,1.0,Call 1,Complete,1.60818517208099,Bush,Rehberg,Schweitzer,Yes,No,Female,White,65-74,Independent,Moderate,"Under $15,000",About the same,Other Christian,No,During the last month,Against his opponent,Somewhat approve,Somewhat approve,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1495421.0,Montana,39.0,State,1.0,Call 1,Complete,1.71600651741028,Bush,Rehberg,Brown,Yes,No,Female,White,60-64,Republican,Conservative,"$15,000-$29,999",About the same,Protestant,Yes,Before that,Against his opponent,Somewhat approve,Somewhat approve,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,Rural,Small cities and Rural,1.0,59754.0
1495534.0,Montana,14.0,State,1.0,Call 1,Complete,1.06418836116791,Bush,Velazquez,Schweitzer,Yes,Yes,Female,White,30-39,Democrat,Moderate,"$15,000-$29,999",Better today,None,No,Before that,Against his opponent,Somewhat approve,Strongly approve,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",None,White None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
1495561.0,Montana,39.0,State,1.0,Call 1,Complete,0.762600362300873,Bush,Rehberg,Brown,Yes,Yes,Male,Black,60-64,Republican,Conservative,"Under $15,000",Better today,Protestant,No,Before that,For your candidate,Strongly approve,Strongly approve,Non-white male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Black,Rural west,Rural,Small cities and Rural,1.0,59754.0
1495652.0,Montana,14.0,State,1.0,Call 1,Complete,1.00586652755737,Bush,Rehberg,Schweitzer,Yes,Yes,Male,White,50-59,Independent,Moderate,"$100,000-$149,999",Better today,Catholic,No,Before that,For your candidate,Somewhat approve,Strongly approve,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,White,Rural west,"City: 10,000 to 49,999",Small cities and Rural,1.0,59901.0
