ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESLA04,SENLA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,EDUC,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECLA,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1535403.0,Louisiana,15.0,State,1.0,Call 3,Complete,1.62938106060028,Bush,John,Female,White,50-59,Democrat,Moderate,No,"$100,000-$149,999",About the same,Other Christian,A few times a month,Yes,High school graduate,Before that,For your candidate,Iraq,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Suburbs,Suburbs,7.0,70611.0
1477063.0,Louisiana,77.0,State,1.0,Call 1,Complete,1.19375467300415,Bush,Vitter,Male,White,18-24,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,A few times a month,No,College graduate,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,Better today,Not so good,Very confident,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,Suburbs,Suburbs,3.0,70394.0
1535387.0,Louisiana,124.0,State,1.0,Call 3,Complete,2.55666399002075,Bush,Vitter,Male,White,65-74,Republican,Moderate,No,"$200,000 or more",Better today,Protestant,Never,No,Postgraduate study,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Somewhat well,About the same,Good,Very confident,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestants/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,3.0,74035.0
1535384.0,Louisiana,119.0,State,1.0,Call 3,Complete,1.07847499847412,Kerry,John,Female,Black,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,None,Once a week,Yes,Some college/associate degree,Before that,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only John Kerry,Very well,Better today,Good,Not at all confident,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,All others,Weekly,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Black,Cajun Country,Suburbs,Suburbs,3.0,70076.0
1511077.0,Louisiana,73.0,State,1.0,Call 2,Complete,0.894838154315948,Bush,Vitter,Female,White,50-59,Democrat,Conservative,No,"$15,000-$29,999",Worse today,Other Christian,Once a week,Yes,Some college/associate degree,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Good,Very confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,All others,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,"City: 50,000 to 500,000","City over 50,000",7.0,70503.0
1477049.0,Louisiana,56.0,State,1.0,Call 1,Not complete,1.00967979431152,Bush,Vitter,Female,Black,,,,,,,,,,,Sometime last week,Against his opponent,Taxes,Is honest and trustworthy,Somewhat disapprove,,,,,,,Poor,,Non-white female,,,,,,,,All others,All others,All others,,,All others,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,,,,,,,,Black,New Orleans Area,Suburbs,Suburbs,3.0,70072.0
1506211.0,Louisiana,90.0,State,1.0,Call 2,Complete,0.698284804821014,Bush,Vitter,Female,Hispanic/Latino,25-29,Independent,Conservative,Yes,"$15,000-$29,999",Better today,Other Christian,More than once a week,Yes,High school graduate,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Very confident,Non-white female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70119.0
1477044.0,Louisiana,90.0,State,1.0,Call 1,Complete,1.24407160282135,Bush,Vitter,Female,Hispanic/Latino,60-64,Republican,Conservative,No,"$15,000-$29,999",Better today,Catholic,A few times a month,Yes,Did not complete high school,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Both of them,Very well,Better today,Not so good,Very confident,Non-white female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Bush/Neither,Hispanic/Latino,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70119.0
1477043.0,Louisiana,51.0,State,1.0,Call 1,Complete,1.56350803375244,Kerry,Morrell,Male,White,50-59,Democrat,Conservative,No,"Under $15,000",Worse today,Catholic,Once a week,No,Some college/associate degree,During the last month,For your candidate,Iraq,Has clear stands on the issues,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Somewhat well,Worse today,Not so good,Very confident,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Cajun Country,Rural,Small cities and Rural,6.0,70764.0
1477041.0,Louisiana,148.0,State,1.0,Call 1,Complete,1.06469929218292,Bush,Vitter,Male,White,18-24,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,More than once a week,Yes,High school graduate,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Very confident,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,4.0,71073.0
1535371.0,Louisiana,111.0,State,1.0,Call 3,Complete,0.78323221206665,Kerry,John,Male,White,40-44,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,No,College graduate,Before that,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,New Orleans Area,Suburbs,Suburbs,3.0,70043.0
1535369.0,Louisiana,38.0,State,1.0,Call 3,Complete,1.00453507900238,Bush,Vitter,Female,White,60-64,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,More than once a week,No,Postgraduate study,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Weekly,Protestants/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70809.0
1511063.0,Louisiana,132.0,State,1.0,Call 2,Complete,0.687618315219879,Bush,Vitter,Male,White,18-24,Republican,Moderate,Yes,"$75,000-$99,999",About the same,Other Christian,A few times a year,No,Some college/associate degree,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Not so good,Somewhat confident,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,"City: 10,000 to 49,999",Small cities and Rural,1.0,70451.0
1506200.0,Louisiana,60.0,State,1.0,Call 2,Complete,0.659491181373596,Bush,Vitter,Female,White,18-24,Republican,Conservative,Yes,"Under $15,000",About the same,Catholic,A few times a year,No,High school graduate,Before that,For your candidate,Moral values,Cares about people like me,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,About the same,Good,Very confident,White female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70003.0
1535365.0,Louisiana,25.0,State,1.0,Call 3,Complete,0.628893256187439,Bush,Vitter,Female,White,18-24,,,No,,Worse today,Catholic,Once a week,No,College graduate,During the last month,For your candidate,Moral values,Omit,Somewhat approve,Omit,Less safe from terrorism,Omit,Omit,Omit,Worse today,Poor,Very confident,White female,18-29,18-24,18-64,,,,Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Very/somewhat confident,Omit,Omit,Omit,Omit,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70815.0
1511058.0,Louisiana,100.0,State,1.0,Call 2,Complete,0.504929542541504,Kerry,,Male,Black,25-29,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Something else,A few times a year,No,High school graduate,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Omit,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Not so good,Omit,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Somewhat/Very badly,Omit,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71202.0
1477030.0,Louisiana,91.0,State,1.0,Call 1,Complete,0.934771239757538,Kerry,John,Female,White,50-59,Democrat,Liberal,No,"$150,000-$199,999",About the same,Something else,A few times a month,No,Postgraduate study,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,All others,Occasionally,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",1.0,70124.0
1535358.0,Louisiana,148.0,State,1.0,Call 3,Complete,1.06469929218292,Bush,Vitter,Male,White,18-24,Independent,Conservative,No,"$30,000-$49,999",About the same,Something else,More than once a week,Yes,High school graduate,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Not so good,Very confident,White male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,4.0,71073.0
1535357.0,Louisiana,102.0,State,1.0,Call 3,Complete,0.85196453332901,Bush,Vitter,Female,White,45-49,Republican,Conservative,No,"$50,000-$74,999",Worse today,Catholic,More than once a week,Yes,Some college/associate degree,Before that,For your candidate,Iraq,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Worse today,Not so good,Not very confident,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,White evangelicals,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Protestant North,Suburbs,Suburbs,5.0,71292.0
1535955.0,Louisiana,65.0,State,1.0,Call 3,Complete,0.742222249507904,Bush,Vitter,Female,White,45-49,Republican,,No,,Better today,Other Christian,Never,Yes,High school graduate,Omit,Omit,Education,Will bring about needed change,Somewhat approve,Omit,Safer from terrorism,Only George W. Bush,Only George W. Bush,Omit,About the same,Good,Somewhat confident,White female,45-59,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Never,All others,All others,No degree,Strongly/Somewhat approve,Omit,Omit,Omit,Omit,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,Suburbs,Suburbs,3.0,70094.0
1535348.0,Louisiana,91.0,State,1.0,Call 3,Complete,0.809375524520874,Bush,Vitter,Female,White,25-29,Republican,Moderate,No,"$75,000-$99,999",Better today,Catholic,A few times a year,No,Postgraduate study,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Not so good,Very confident,White female,18-29,25-29,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",1.0,70124.0
1535347.0,Louisiana,103.0,National,2.0,Call 3,Complete,0.670565903186798,Kerry,Kennedy,Female,Black,45-49,Democrat,Liberal,No,"$100,000-$149,999",Better today,Other Christian,More than once a week,Yes,Postgraduate study,Before that,,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Black,Protestant North,"City: 50,000 to 500,000","City over 50,000",5.0,71201.0
1511041.0,Louisiana,111.0,State,1.0,Call 2,Complete,0.606511414051056,Kerry,Morrell,Female,White,50-59,Democrat,Moderate,No,"Under $15,000",Worse today,Catholic,A few times a month,No,Did not complete high school,Before that,For your candidate,Health care,Has clear stands on the issues,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Not so good,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,New Orleans Area,Suburbs,Suburbs,3.0,70043.0
1477013.0,Louisiana,138.0,State,1.0,Call 1,Complete,1.37616860866547,Bush,Vitter,Male,White,60-64,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a year,No,High school graduate,Before that,Against his opponent,Omit,Omit,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Very confident,White male,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70363.0
1506178.0,Louisiana,130.0,State,1.0,Call 2,Not complete,0.727577447891235,Bush,Vitter,Male,White,50-59,,,,,,,,,,Before that,Omit,Economy/Jobs,Is a strong leader,Somewhat approve,,,,,,,Not so good,,White male,45-59,50-64,18-64,,,,,,All others,All others,,,All others,,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,,White,Protestant North,Suburbs,Suburbs,1.0,70458.0
1506177.0,Louisiana,95.0,State,1.0,Call 2,Complete,0.516939461231232,Kerry,Kennedy,Male,Black,25-29,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,A few times a year,Yes,High school graduate,Before that,Against his opponent,Taxes,Is honest and trustworthy,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Somewhat badly,Worse today,Not so good,Somewhat confident,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
1506176.0,Louisiana,138.0,State,1.0,Call 2,Complete,3.8967456817627,Other,John,Female,White,40-44,Democrat,Moderate,No,,About the same,Catholic,A few times a year,No,High school graduate,Before that,Omit,Economy/Jobs,Omit,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Worse today,Not so good,Somewhat confident,White female,30-44,40-49,18-64,Democrat,,,Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,White,Cajun Country,"City: 10,000 to 49,999",Small cities and Rural,3.0,70363.0
1477005.0,Louisiana,31.0,State,1.0,Call 1,Complete,0.961113750934601,Bush,Vitter,Male,Black,30-39,Independent,Moderate,No,"$75,000-$99,999",Better today,Other Christian,Once a week,Yes,High school graduate,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Poor,Somewhat confident,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Black,Protestant North,Suburbs,Suburbs,6.0,70791.0
1535336.0,Louisiana,42.0,State,1.0,Call 3,Complete,0.567906856536865,Kerry,Kennedy,Female,Black,18-24,Republican,Conservative,No,"Under $15,000",About the same,Something else,A few times a year,No,Did not complete high school,Sometime last week,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Only John Kerry,Very badly,About the same,Excellent,Somewhat confident,Non-white female,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Something else,All others,All others,All others,Occasionally,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,Black,Cajun Country,Rural,Small cities and Rural,5.0,70586.0
1476999.0,Louisiana,63.0,State,1.0,Call 1,Complete,1.71480143070221,Bush,Vitter,Female,White,60-64,Democrat,Moderate,No,"$15,000-$29,999",Better today,Catholic,Once a week,No,High school graduate,Sometime last week,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Good,Very confident,White female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,White,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",3.0,70001.0
1507647.0,Louisiana,25.0,State,1.0,Call 2,Complete,1.40603077411652,Kerry,John,Female,White,75 or over,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Protestant,Once a week,No,Some college/associate degree,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Somewhat confident,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,White,Protestant North,"City: 50,000 to 500,000","City over 50,000",6.0,70815.0
1506158.0,Louisiana,102.0,State,1.0,Call 2,Complete,0.795248687267303,Kerry,Kennedy,Female,White,40-44,Democrat,Liberal,No,"$15,000-$29,999",Worse today,Other Christian,Once a week,Yes,College graduate,Just today,Against his opponent,Education,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Both of them,Both of them,Very badly,Worse today,Poor,Somewhat confident,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,White,Protestant North,Suburbs,Suburbs,5.0,71292.0
1535319.0,Louisiana,95.0,State,1.0,Call 3,Complete,0.512190222740173,Kerry,Kennedy,Female,Black,18-24,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Other Christian,More than once a week,Yes,College graduate,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Omit,Omit,About the same,Not so good,Somewhat confident,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Very/somewhat confident,Omit,Omit,Only Kerry/Neither,Only Bush/Neither,Black,New Orleans Area,"City: 50,000 to 500,000","City over 50,000",2.0,70122.0
