ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESMD04,SENMD04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,UNION4,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,TERRWORR,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,TERWORR2,COUNT2,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1476419.0,Maryland,31.0,State,1.0,Call 1,Complete,0.88717657327652,Bush,Pipkin,Male,White,50-59,Republican,Conservative,"$200,000 or more",About the same,Catholic,No one does,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Very worried,Not very confident,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Not very/Not at all confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,"City: 50,000 to 500,000","City over 50,000",3.0,21204.0
1534743.0,Maryland,63.0,National,3.0,Call 3,Complete,0.974017202854156,Kerry,Mikulski,Female,Black,40-44,Democrat,Moderate,"$150,000-$199,999",,Catholic,,,For your candidate,,,,,,,Somewhat confident,Non-white female,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Catholic,All others,All others,,,,,,Very/somewhat confident,,,,,Black,Rest of state,Suburbs,Suburbs,5.0,20616.0
1530073.0,Maryland,134.0,National,2.0,Call 3,Complete,0.901197612285614,Bush,Pipkin,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,No one does,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,,,,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1501507.0,Maryland,117.0,State,1.0,Call 2,Complete,1.60025262832642,Kerry,Mikulski,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,No one does,Before that,For your candidate,Health care,Cares about people like me,Strongly disapprove,Somewhat disapprove,Only John Kerry,Very worried,Very confident,Non-white female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1501781.0,Maryland,60.0,State,1.0,Call 2,Complete,1.04648125171661,Bush,Pipkin,Female,White,60-64,Republican,,"$15,000-$29,999",Better today,Protestant,No one does,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Somewhat confident,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21904.0
1502071.0,Maryland,14.0,State,1.0,Call 2,Complete,1.21475470066071,Bush,Pipkin,Female,Black,65-74,Democrat,Moderate,,About the same,Catholic,"Yes, someone else does",In the last three days,Against his opponent,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,Non-white female,60 or over,65 or over,65 or over,Democrat,,,Catholic,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1478740.0,Maryland,87.0,National,3.0,Call 1,Complete,1.31655991077423,Kerry,Mikulski,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",,Catholic,,,Against his opponent,,,,,,,Somewhat confident,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,Very/somewhat confident,,,,,White,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1499515.0,Maryland,48.0,State,1.0,Call 1,Complete,1.32033407688141,Kerry,Mikulski,Male,Black,30-39,Something Else,Moderate,"$30,000-$49,999",Worse today,Other Christian,No one does,Before that,Omit,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Very worried,Somewhat confident,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1499735.0,Maryland,43.0,State,1.0,Call 2,Complete,0.815761208534241,Kerry,Mikulski,Male,,30-39,Independent,Liberal,"$50,000-$74,999",About the same,None,"Yes, I do",Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Not very confident,,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Not very/Not at all confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1530063.0,Maryland,135.0,State,1.0,Call 3,Complete,0.796359539031982,Bush,Pipkin,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Better today,Other Christian,No one does,Sometime last week,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Somewhat disapprove,Only George W. Bush,Somewhat worried,Somewhat confident,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1479544.0,Maryland,52.0,State,1.0,Call 1,Complete,1.27442455291748,Bush,Pipkin,Male,White,60-64,Republican,Conservative,"$75,000-$99,999",Better today,Other Christian,No one does,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very worried,Somewhat confident,White male,60 or over,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20678.0
1478734.0,Maryland,6.0,National,1.0,Call 1,Complete,0.978289365768433,Bush,Pipkin,Female,White,45-49,Republican,Conservative,"$100,000-$149,999",Better today,Catholic,No one does,In the last three days,,Iraq,Has clear stands on the issues,Somewhat approve,Somewhat approve,,,,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,,,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1478733.0,Maryland,134.0,National,3.0,Call 1,Complete,0.825318038463593,Bush,Pipkin,Female,White,50-59,Democrat,Conservative,"$15,000-$29,999",,Protestant,,,For your candidate,,,,,,,Somewhat confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,,,,,,Very/somewhat confident,,,,,White,Rest of state,Suburbs,Suburbs,6.0,21795.0
1532391.0,Maryland,128.0,State,1.0,Call 3,Complete,0.804622948169708,Kerry,Mikulski,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",Worse today,Catholic,"Yes, someone else does",Before that,For your candidate,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Black,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1530055.0,Maryland,101.0,State,1.0,Call 3,Complete,1.32733678817749,Kerry,Mikulski,Male,White,60-64,Independent,Liberal,"$150,000-$199,999",About the same,None,No one does,Before that,Against his opponent,Omit,Omit,Strongly disapprove,Strongly disapprove,Omit,Somewhat worried,Somewhat confident,White male,60 or over,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Omit,Omit,No one in household is union member,Voter is not union member,White,Suburban D.C.,"City: 50,000 to 500,000","City over 50,000",8.0,20817.0
1530052.0,Maryland,117.0,State,1.0,Call 3,Complete,1.01188051700592,Kerry,Did not vote,Female,Black,18-24,Democrat,Liberal,"Under $15,000",Worse today,Something else,No one does,Before that,For your candidate,Education,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Somewhat confident,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1478722.0,Maryland,117.0,State,1.0,Call 1,Complete,1.60025262832642,Kerry,Mikulski,Female,Black,50-59,Democrat,Moderate,"$75,000-$99,999",Better today,Protestant,No one does,Before that,For your candidate,Taxes,Cares about people like me,Strongly disapprove,Somewhat disapprove,Only John Kerry,Somewhat worried,Somewhat confident,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,5.0,20744.0
1488051.0,Maryland,63.0,National,1.0,Call 1,Complete,0.921410381793976,Bush,Pipkin,Female,White,60-64,Republican,Moderate,"$100,000-$149,999",Better today,Protestant,No one does,Before that,,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,,,,White female,60 or over,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,No one in household is union member,Voter is not union member,White,Rest of state,Suburbs,Suburbs,5.0,20616.0
1478718.0,Maryland,52.0,State,1.0,Call 1,Complete,1.10146379470825,Bush,Pipkin,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",Better today,Other Christian,"Yes, I do and someone else does",Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,Rest of state,Suburbs,Suburbs,5.0,20678.0
1508541.0,Maryland,30.0,State,1.0,Call 2,Complete,0.902472734451294,Bush,Pipkin,Male,White,50-59,Republican,Conservative,"$150,000-$199,999",Worse today,Protestant,No one does,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Very worried,Very confident,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21136.0
1478714.0,Maryland,109.0,State,1.0,Call 1,Complete,1.47855186462402,Kerry,Mikulski,Male,Black,40-44,Democrat,Liberal,"$50,000-$74,999",Omit,Catholic,,Before that,For your candidate,Omit,Is intelligent,Strongly disapprove,Omit,Only John Kerry,Omit,Omit,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Omit,Omit,Omit,Only Kerry/Neither,Only Kerry/Both,,,Black,Suburban D.C.,Suburbs,Suburbs,4.0,20721.0
1530038.0,Maryland,109.0,State,1.0,Call 3,Complete,1.35405993461609,Kerry,Mikulski,Female,Black,30-39,Democrat,Liberal,"$50,000-$74,999",About the same,Other Christian,No one does,Before that,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban D.C.,Suburbs,Suburbs,4.0,20721.0
1483374.0,Maryland,7.0,National,1.0,Call 1,Complete,0.60422021150589,Kerry,Mikulski,Male,White,75 or over,Democrat,Moderate,"$50,000-$74,999",Worse today,Protestant,No one does,Before that,,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,,,,White male,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
1479121.0,Maryland,135.0,State,1.0,Call 1,Complete,0.796359539031982,Bush,Pipkin,Female,White,30-39,Independent,Moderate,"$30,000-$49,999",Worse today,Other Christian,No one does,Before that,Against his opponent,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Only George W. Bush,Not too worried,Somewhat confident,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1502032.0,Maryland,135.0,State,1.0,Call 2,Complete,0.796359539031982,Bush,Pipkin,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",Better today,None,No one does,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Very worried,Somewhat confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1476853.0,Maryland,14.0,State,1.0,Call 1,Complete,0.870362281799316,Kerry,Mikulski,Male,White,50-59,Democrat,Moderate,"$200,000 or more",Worse today,Other Christian,No one does,During the last month,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat worried,Somewhat confident,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1478696.0,Maryland,73.0,National,1.0,Call 1,Complete,0.924759924411774,Kerry,Mikulski,Male,White,50-59,Democrat,Moderate,"$30,000-$49,999",Worse today,Other Christian,"Yes, I do",Before that,,Economy/Jobs,Has clear stands on the issues,Somewhat disapprove,Somewhat approve,,,,White male,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,,Someone in household is union member,Voter is union member,White,Suburban Baltimore,Suburbs,Suburbs,1.0,21015.0
1516023.0,Maryland,89.0,State,1.0,Call 2,Complete,0.974425673484802,Bush,Pipkin,Male,White,50-59,Republican,Moderate,"$200,000 or more",Better today,Other Christian,No one does,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,Very confident,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban D.C.,Suburbs,Suburbs,8.0,20852.0
1527686.0,Maryland,26.0,National,4.0,Call 3,Complete,1.10181629657745,Kerry,Mikulski,Male,Black,40-44,Democrat,Moderate,"$50,000-$74,999",,,"Yes, I do",Before that,,,,,,Only John Kerry,Not too worried,,Non-white male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Black,Suburban Baltimore,Suburbs,Suburbs,2.0,21133.0
1478692.0,Maryland,7.0,National,4.0,Call 1,Complete,0.534200251102448,Kerry,Mikulski,Female,Black,30-39,Independent,Conservative,"$50,000-$74,999",,,No one does,During the last month,,,,,,Only John Kerry,Very worried,,Non-white female,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Very/Somewhat worried,,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
1478691.0,Maryland,43.0,State,1.0,Call 1,Complete,0.800746977329254,Kerry,,Male,White,30-39,Independent,Moderate,"$50,000-$74,999",Worse today,None,No one does,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Neither of them,Somewhat worried,Somewhat confident,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1499467.0,Maryland,48.0,State,1.0,Call 1,Complete,1.39903664588928,Kerry,Mikulski,Female,Black,65-74,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,"Yes, someone else does",Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Very worried,Somewhat confident,Non-white female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,Black,Baltimore city,"City over 500,000","City over 50,000",3.0,21211.0
1501727.0,Maryland,14.0,State,1.0,Call 2,Complete,1.02634155750275,Bush,Pipkin,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",Better today,None,No one does,Before that,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Strongly approve,Only George W. Bush,Somewhat worried,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,5.0,21037.0
1476353.0,Maryland,101.0,State,1.0,Call 1,Complete,1.07106602191925,Bush,Pipkin,Male,White,65-74,Republican,Conservative,"$200,000 or more",Better today,Other Christian,No one does,During the last month,For your candidate,Health care,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Somewhat worried,Very confident,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban D.C.,"City: 50,000 to 500,000","City over 50,000",8.0,20817.0
1478682.0,Maryland,135.0,State,1.0,Call 1,Complete,0.869576632976532,Bush,Pipkin,Male,White,30-39,Independent,Conservative,"$50,000-$74,999",About the same,Other Christian,No one does,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat worried,Very confident,White male,30-44,30-39,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,"City: 10,000 to 49,999",Small cities and Rural,6.0,21740.0
1503983.0,Maryland,6.0,National,4.0,Call 2,Complete,0.978289365768433,Bush,Pipkin,Female,White,30-39,Republican,Conservative,"$75,000-$99,999",,,No one does,Before that,,,,,,Only George W. Bush,Not too worried,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Not too/Not at all worried,,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Suburban Baltimore,Suburbs,Suburbs,3.0,21403.0
1532339.0,Maryland,128.0,State,1.0,Call 3,Complete,0.996304988861084,Bush,Mikulski,Male,White,45-49,Democrat,Moderate,,Better today,Catholic,No one does,Before that,Against his opponent,Health care,Is honest and trustworthy,Strongly approve,Somewhat approve,Only George W. Bush,Not too worried,Very confident,White male,45-59,40-49,18-64,Democrat,,,Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Not too/Not at all worried,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Rest of state,Rural,Small cities and Rural,5.0,20656.0
1476340.0,Maryland,31.0,State,1.0,Call 1,Complete,0.752347052097321,Kerry,Mikulski,Male,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,"Yes, I do",Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not too worried,Very confident,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not too/Not at all worried,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,Suburban Baltimore,"City: 50,000 to 500,000","City over 50,000",3.0,21204.0
1479090.0,Maryland,87.0,National,3.0,Call 1,Complete,1.38061010837555,Kerry,Mikulski,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",,None,,,For your candidate,,,,,,,Somewhat confident,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",None,All others,All others,,,,,,Very/somewhat confident,,,,,Black,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1529996.0,Maryland,31.0,State,1.0,Call 3,Complete,0.543306946754456,Kerry,Pipkin,Female,White,50-59,Democrat,Moderate,"$200,000 or more",Worse today,Protestant,No one does,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Both of them,Somewhat worried,Very confident,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat worried,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Suburban Baltimore,"City: 50,000 to 500,000","City over 50,000",3.0,21204.0
1479480.0,Maryland,87.0,National,3.0,Call 1,Complete,0.946734428405762,Kerry,Pipkin,Female,White,30-39,Independent,Moderate,"$150,000-$199,999",,Catholic,,,For your candidate,,,,,,,Very confident,White female,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,,,,,,Very/somewhat confident,,,,,White,Suburban D.C.,Suburbs,Suburbs,4.0,20874.0
1532326.0,Maryland,7.0,National,3.0,Call 3,Complete,0.522217392921448,Kerry,Mikulski,Male,Other,50-59,Democrat,Moderate,"$200,000 or more",,Protestant,,,Against his opponent,,,,,,,Somewhat confident,Non-white male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,,,,,,Very/somewhat confident,,,,,Other,Suburban Baltimore,Suburbs,Suburbs,3.0,21032.0
