ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESNM04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,SPANISH,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,JOBSIT,STECNM,LANDBUSH,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACEAI,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1470848.0,New Mexico,,State,1.0,,Complete,Phone survey,1.4585622549057,Bush,Male,White,75 or over,Republican,Conservative,Yes,"$15,000-$29,999",About the same,Protestant,A few times a year,College graduate,No,No,,For your candidate,Health care,Is a strong leader,Strongly approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Better today,Good,Helped your state,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88201.0
1470849.0,New Mexico,,State,1.0,,Complete,Phone survey,2.36848878860474,Kerry,Female,White,40-44,Something Else,,Yes,,Omit,Catholic,Never,High school graduate,Yes,No,,For your candidate,Terrorism,Cares about people like me,Somewhat approve,Strongly approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,,Not so good,Omit,White female,30-44,40-49,18-64,Independent,,,Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Northwest,"City: 50,000 to 500,000","City over 50,000",,87505.0
1470850.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,45-49,Republican,Conservative,No,"Under $15,000",About the same,Other Christian,Once a week,Some college/associate degree,Yes,No,,Against his opponent,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,Not affected your state,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87015.0
1470851.0,New Mexico,,State,1.0,,Complete,Phone survey,2.46725249290466,Kerry,Female,Hispanic/Latino,25-29,Democrat,Conservative,No,,About the same,Catholic,Once a week,Some college/associate degree,Yes,Yes,,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only George W. Bush,Very badly,Worse today,Good,Not affected your state,Non-white female,18-29,25-29,18-64,Democrat,,,Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Married women,Hispanic/Latino,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88203.0
1470852.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,40-44,Republican,Moderate,No,"$30,000-$49,999",About the same,Other Christian,Never,Did not complete high school,Yes,No,,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White male,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88101.0
1470853.0,New Mexico,,State,1.0,,Complete,Phone survey,2.83522725105286,Kerry,Female,White,40-44,Democrat,Moderate,No,,About the same,None,Never,Postgraduate study,Yes,No,,For your candidate,Omit,Omit,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Omit,Omit,Very badly,,Not so good,Hurt your state,White female,30-44,40-49,18-64,Democrat,,,None,White None,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Omit,Omit,Omit,Omit,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87121.0
1470854.0,New Mexico,,State,1.0,,Complete,Phone survey,2.71176624298096,Bush,Female,Hispanic/Latino,25-29,Republican,Moderate,No,"Under $15,000",Better today,None,Never,Some college/associate degree,Yes,Yes,,Against his opponent,Terrorism,Cares about people like me,Somewhat approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only George W. Bush,Very badly,Better today,Not so good,Helped your state,Non-white female,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,Never,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,Married women,Hispanic/Latino,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88240.0
1470855.0,New Mexico,,State,1.0,,Complete,Phone survey,2.75067758560181,Kerry,Female,White,50-59,Democrat,Liberal,No,"Under $15,000",Worse today,Other Christian,Never,High school graduate,No,No,,Against his opponent,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Good,Hurt your state,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,Suburbs,Suburbs,,87124.0
1470856.0,New Mexico,,State,1.0,,Complete,Phone survey,2.9580411911010698,Bush,Female,,50-59,,,No,,Better today,,A few times a year,High school graduate,Yes,,,Omit,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Omit,,45-59,50-64,18-64,,,,,,,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,,,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88030.0
1470857.0,New Mexico,,State,1.0,,Complete,Phone survey,1.2088338136673,Bush,Female,White,65-74,Republican,Conservative,No,"Under $15,000",About the same,Protestant,A few times a year,Some college/associate degree,No,No,,Against his opponent,Moral values,Is a strong leader,Strongly disapprove,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Omit,Not affected your state,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88030.0
1470858.0,New Mexico,,State,1.0,,Complete,Phone survey,2.97573137283325,Kerry,Male,White,50-59,Democrat,Liberal,No,"$200,000 or more",About the same,Something else,Never,Postgraduate study,No,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Both of them,Both of them,Very badly,About the same,Not so good,Not affected your state,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,English,Northwest,"City: 50,000 to 500,000","City over 50,000",,87505.0
1470859.0,New Mexico,,State,1.0,,Complete,Phone survey,2.63958740234375,Kerry,Male,,60-64,Republican,,No,,Worse today,Catholic,More than once a week,Postgraduate study,No,,,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,,60 or over,50-64,18-64,Republican,,,Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,,,Northwest,Suburbs,Suburbs,,87508.0
1470860.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,50-59,Republican,Conservative,No,"Under $15,000",Better today,Catholic,Once a week,Some college/associate degree,Yes,No,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Helped your state,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87112.0
1470861.0,New Mexico,,State,1.0,,Complete,Phone survey,2.64943051338196,Kerry,Female,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",About the same,Something else,Once a week,Some college/associate degree,Yes,No,,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Weekly,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,English,Albuquerque area,Rural,Small cities and Rural,,87035.0
1470862.0,New Mexico,,State,1.0,,Complete,Phone survey,1.77590227127075,Kerry,Male,White,65-74,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Protestant,Never,Some college/associate degree,Yes,No,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Omit,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Northwest,"City: 10,000 to 49,999",Small cities and Rural,,87544.0
1470863.0,New Mexico,,State,1.0,,Complete,Phone survey,2.97573137283325,Kerry,Male,White,45-49,Democrat,Moderate,No,,Worse today,Protestant,A few times a year,College graduate,Yes,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Worse today,Not so good,Hurt your state,White male,45-59,40-49,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87114.0
1470864.0,New Mexico,,State,1.0,,Complete,Phone survey,2.04139184951782,Bush,Male,Hispanic/Latino,25-29,Democrat,Conservative,Yes,"Under $15,000",Worse today,Catholic,Once a week,Some college/associate degree,Yes,Yes,,Against his opponent,Iraq,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Good,Not affected your state,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87121.0
1470865.0,New Mexico,,State,1.0,,Complete,Phone survey,2.57042169570923,Kerry,Female,White,60-64,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Protestant,A few times a month,Postgraduate study,No,No,,For your candidate,Education,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Good,Hurt your state,White female,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87109.0
1470866.0,New Mexico,,State,1.0,,Complete,Phone survey,2.83522725105286,Kerry,Female,Other,45-49,,Moderate,Yes,,About the same,Other Christian,A few times a month,Some college/associate degree,Yes,No,,Omit,Economy/Jobs,Cares about people like me,Somewhat approve,Omit,Less safe from terrorism,Both of them,Omit,Omit,About the same,Not so good,Helped your state,Non-white female,45-59,40-49,18-64,,,,Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Omit,Omit,Omit,Omit,Only Bush/Both,Only Kerry/Both,Married women,American Indian,English,Northwest,Rural,Small cities and Rural,,87420.0
1470867.0,New Mexico,,State,1.0,,Complete,Phone survey,1.70934247970581,Kerry,Female,White,65-74,Independent,Liberal,No,,Omit,Catholic,Once a week,Postgraduate study,Yes,No,,Against his opponent,Iraq,Cares about people like me,Strongly disapprove,Somewhat disapprove,Omit,Neither of them,Neither of them,Somewhat badly,,Omit,Omit,White female,60 or over,65 or over,65 or over,Independent,,,Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Married women,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87121.0
1470868.0,New Mexico,,State,1.0,,Complete,Phone survey,1.917276263237,Kerry,Female,Hispanic/Latino,18-24,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Other Christian,A few times a month,Some college/associate degree,No,Yes,,Against his opponent,Education,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Not affected your state,Non-white female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87110.0
1470869.0,New Mexico,,State,1.0,,Complete,Phone survey,3.11620879173279,Bush,Female,Hispanic/Latino,50-59,Democrat,Conservative,No,"$30,000-$49,999",Better today,Protestant,More than once a week,High school graduate,Yes,Yes,,For your candidate,Moral values,Is a strong leader,Somewhat approve,Strongly approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Omit,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,,87105.0
1470870.0,New Mexico,,State,1.0,,Complete,Phone survey,1.94525814056396,Bush,Female,Hispanic/Latino,30-39,Republican,Conservative,No,"$30,000-$49,999",Better today,Catholic,Once a week,College graduate,No,Yes,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Poor,Not affected your state,Non-white female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Hispanic/Latino,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88203.0
1470871.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,30-39,,Conservative,No,"$30,000-$49,999",About the same,Catholic,A few times a month,Some college/associate degree,Yes,No,,Omit,Omit,Omit,Somewhat approve,Somewhat approve,Omit,Both of them,Omit,Somewhat badly,About the same,Not so good,Not affected your state,White male,30-44,30-39,18-64,,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Omit,Omit,Only Bush/Both,Only Kerry/Both,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88030.0
1470872.0,New Mexico,,State,1.0,,Complete,Phone survey,2.81472444534302,Bush,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,Never,Some college/associate degree,No,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Good,Not affected your state,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Never,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88201.0
1470873.0,New Mexico,,State,1.0,,Complete,Phone survey,1.13343358039856,Bush,Male,White,75 or over,Independent,Moderate,No,"$50,000-$74,999",Better today,Protestant,More than once a week,Postgraduate study,Yes,No,,For your candidate,Moral values,Has strong religious faith,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Omit,Somewhat badly,Better today,Good,Helped your state,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Omit,Omit,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87111.0
1470874.0,New Mexico,,State,1.0,,Complete,Phone survey,2.78072714805603,Kerry,Male,Hispanic/Latino,60-64,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,A few times a month,Some college/associate degree,Yes,Yes,,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,About the same,Poor,Not affected your state,Non-white male,60 or over,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,All others,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Northwest,Suburbs,Suburbs,,87522.0
1470875.0,New Mexico,,State,1.0,,Complete,Phone survey,3.27063727378845,Bush,Male,White,30-39,Republican,Moderate,Yes,"Under $15,000",Better today,Muslim,A few times a month,High school graduate,No,No,,Against his opponent,Taxes,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Better today,Poor,Not affected your state,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,Albuquerque area,"City: 50,000 to 500,000","City over 50,000",,87110.0
1470876.0,New Mexico,,State,1.0,,Complete,Phone survey,1.57020616531372,Bush,Female,,,,,No,,Omit,,Omit,,,,,Omit,Omit,Omit,Omit,Somewhat approve,Omit,Omit,Omit,Omit,,Not so good,Omit,,,,,,,,,,,Omit,Omit,,Omit,,,Strongly/Somewhat approve,Omit,Omit,Omit,Omit,Omit,All others,,,South/East,Rural,Small cities and Rural,,88119.0
1470877.0,New Mexico,,State,1.0,,Complete,Phone survey,3.05247259140015,Bush,Male,White,25-29,Republican,Conservative,No,"Under $15,000",About the same,Protestant,A few times a year,Some college/associate degree,Yes,No,,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,About the same,Good,Not affected your state,White male,18-29,25-29,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,"City: 10,000 to 49,999",Small cities and Rural,,88310.0
1470878.0,New Mexico,,State,1.0,,Complete,Phone survey,1.65416574478149,Bush,Female,Hispanic/Latino,,Democrat,Conservative,No,,About the same,Protestant,Once a week,High school graduate,Yes,Yes,,For your candidate,Moral values,Omit,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,,Omit,Omit,Non-white female,,,,Democrat,,,Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,White,English,South/East,Rural,Small cities and Rural,,88401.0
1470879.0,New Mexico,,State,1.0,,Complete,Phone survey,3.11620879173279,Bush,Female,Hispanic/Latino,40-44,Republican,Conservative,No,"Under $15,000",Better today,Protestant,Once a week,College graduate,Yes,Yes,,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Better today,Not so good,Omit,Non-white female,30-44,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Married women,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,,87004.0
1470880.0,New Mexico,,State,1.0,,Complete,Phone survey,2.1013069152832,Bush,Female,,,,,,,About the same,,Omit,,,,,For your candidate,Economy/Jobs,Is a strong leader,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,,Poor,Omit,,,,,,,,,,,Omit,Omit,,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,,,Northwest,"City: 50,000 to 500,000","City over 50,000",,87507.0
1470881.0,New Mexico,,State,1.0,,Complete,Phone survey,1.4718405008316,Kerry,Female,White,75 or over,Democrat,Liberal,No,,Worse today,Other Christian,Never,College graduate,No,,,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Worse today,Poor,Hurt your state,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,,Northwest,"City: 10,000 to 49,999",Small cities and Rural,,87571.0
1470882.0,New Mexico,,State,1.0,,Complete,Phone survey,1.09983599185944,Kerry,Female,White,75 or over,Democrat,Liberal,No,,About the same,Other Christian,Once a week,Some college/associate degree,No,,,Omit,Education,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Omit,Omit,Omit,Better today,Omit,Not affected your state,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Omit,Omit,Omit,Omit,Omit,All others,White,,South/East,Rural,Small cities and Rural,,88250.0
1470883.0,New Mexico,,State,1.0,,Complete,Phone survey,2.62697076797485,Bush,Male,White,25-29,Republican,Moderate,No,,About the same,Protestant,A few times a year,Some college/associate degree,Yes,No,,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,About the same,Excellent,Helped your state,White male,18-29,25-29,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,English,South/East,Suburbs,Suburbs,,88021.0
1470884.0,New Mexico,,State,1.0,,Complete,Phone survey,2.97573137283325,Kerry,Male,Hispanic/Latino,45-49,Independent,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Some college/associate degree,No,Yes,,Omit,Iraq,Will bring about needed change,Strongly approve,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Worse today,Good,Hurt your state,Non-white male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Hispanic/Latino,English,Albuquerque area,Suburbs,Suburbs,,87004.0
