ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNJ04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,EDUC,UNION4,MARRIED,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,TERRWORR,STECNJ,MCGREEVY,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,TERWORR2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,WOMENWED,QRACE,SPANISHQ,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1497064.0,New Jersey,40.0,State,1.0,Call 2,Complete,0.778344929218292,Kerry,Female,White,40-44,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Both of them,Both of them,Somewhat well,Somewhat worried,Good,Resigned,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,English,Central,Suburbs,Suburbs,6.0,8854.0
1532057.0,New Jersey,33.0,National,1.0,Call 3,Complete,0.843093872070313,Bush,Male,White,65-74,Republican,Moderate,No,"Under $15,000",About the same,Protestant,Some college/associate degree,No one does,Yes,No,Before that,,Omit,Is a strong leader,Strongly approve,Somewhat disapprove,Safer from terrorism,,,Somewhat badly,,,,White male,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1473728.0,New Jersey,33.0,National,2.0,Call 1,Complete,0.491459131240845,Kerry,Male,White,45-49,Republican,Moderate,No,"$100,000-$149,999",Worse today,Protestant,Postgraduate study,No one does,Yes,No,Before that,,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,,,Very badly,,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1497057.0,New Jersey,25.0,State,1.0,Call 2,Complete,1.20050895214081,Kerry,Male,Black,40-44,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Other Christian,Postgraduate study,No one does,No,No,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Served out his full term in office,Non-white male,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,Black,English,South,Suburbs,Suburbs,1.0,8066.0
1525052.0,New Jersey,23.0,State,1.0,Call 3,Complete,0.441877216100693,Nader,Female,Black,45-49,Independent,Moderate,No,"$100,000-$149,999",Worse today,Other Christian,Postgraduate study,No one does,No,No,Before that,Omit,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not at all worried,Not so good,Resigned,Non-white female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Not too/Not at all worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,English,South,Suburbs,Suburbs,1.0,8085.0
1529720.0,New Jersey,71.0,National,3.0,Call 3,Complete,0.849209666252136,Bush,Male,White,18-24,Republican,Conservative,,"$75,000-$99,999",,Jewish,,,Yes,No,,For your candidate,,,,,,,,,,,,White male,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,,,,,,,,,,,,,,All others,White,English,South,Suburbs,Suburbs,2.0,8069.0
1499385.0,New Jersey,4.0,State,1.0,Call 2,Complete,1.14695799350739,Kerry,Male,White,50-59,Independent,Liberal,No,"$75,000-$99,999",Worse today,None,Some college/associate degree,No one does,No,No,Before that,Against his opponent,Economy/Jobs,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Good,Served out his full term in office,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,9.0,7010.0
1473721.0,New Jersey,43.0,National,2.0,Call 1,Complete,0.536431849002838,Bush,Male,White,50-59,Independent,Liberal,No,"$30,000-$49,999",About the same,Jewish,College graduate,No one does,No,No,Before that,,Terrorism,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,,,Somewhat badly,,,,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1499383.0,New Jersey,50.0,State,1.0,Call 2,Complete,1.16419410705566,Bush,Female,White,45-49,Republican,Moderate,No,"Under $15,000",Worse today,Protestant,Some college/associate degree,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Very worried,Not so good,Resigned,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,4.0,7719.0
1472626.0,New Jersey,28.0,State,1.0,Call 1,Complete,0.755403101444244,Kerry,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",About the same,Jewish,College graduate,No one does,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Resigned,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Northern cities,Suburbs,Suburbs,13.0,7030.0
1497048.0,New Jersey,59.0,National,2.0,Call 2,Complete,0.835577130317688,Kerry,Female,White,45-49,Something Else,Liberal,No,"$200,000 or more",Worse today,Something else,College graduate,"Yes, someone else does",Yes,No,Before that,,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White female,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,Married women,White,English,South,Suburbs,Suburbs,3.0,8753.0
1499380.0,New Jersey,43.0,National,4.0,Call 2,Complete,0.341816842556,Kerry,Male,White,18-24,Democrat,Liberal,,"$30,000-$49,999",,,Some college/associate degree,No one does,No,No,Before that,,,,,,,Only John Kerry,Only John Kerry,,Somewhat worried,,,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1473715.0,New Jersey,35.0,State,1.0,Call 1,Complete,0.941832542419434,Kerry,Male,White,30-39,Democrat,Liberal,No,"$75,000-$99,999",Better today,None,Postgraduate study,"Yes, I do",Yes,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Very worried,Good,Served out his full term in office,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8540.0
1527373.0,New Jersey,68.0,State,1.0,Call 3,Complete,0.916071057319641,Kerry,Female,White,25-29,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Other Christian,Some college/associate degree,"Yes, someone else does",No,No,Just today,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Served out his full term in office,White female,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7456.0
1527372.0,New Jersey,70.0,National,2.0,Call 3,Complete,1.35569739341736,Bush,Female,White,40-44,Democrat,Liberal,No,"$50,000-$74,999",About the same,Catholic,College graduate,No one does,Yes,No,During the last month,,Economy/Jobs,Cares about people like me,Somewhat approve,Somewhat approve,Less safe from terrorism,,,Somewhat well,,,,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,Married women,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1497042.0,New Jersey,55.0,National,2.0,Call 2,Complete,0.918447434902191,Kerry,Female,White,65-74,Independent,Liberal,No,"$30,000-$49,999",Omit,Jewish,College graduate,"Yes, someone else does",Yes,No,During the last month,,Health care,Has clear stands on the issues,Somewhat disapprove,Strongly approve,Omit,,,Very badly,,,,White female,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Jewish,White Jewish,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,,,,,,Someone in household is union member,Voter is not union member,Married women,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1525784.0,New Jersey,31.0,National,1.0,Call 3,Complete,1.19617891311646,Kerry,Female,Hispanic/Latino,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Catholic,Some college/associate degree,"Yes, someone else does",No,Yes,In the last three days,,Terrorism,Will bring about needed change,Somewhat approve,Somewhat disapprove,Less safe from terrorism,,,Somewhat well,,,,Non-white female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/Somewhat well,,,,,,Someone in household is union member,Voter is not union member,All others,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,13.0,7087.0
1472016.0,New Jersey,40.0,State,1.0,Call 1,Complete,0.770641565322876,Kerry,Male,Asian,25-29,Independent,Liberal,Yes,"$75,000-$99,999",About the same,Catholic,Some college/associate degree,"Yes, someone else does",Yes,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Very worried,Good,Served out his full term in office,Non-white male,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is not union member,All others,Asian,English,Central,Suburbs,Suburbs,6.0,8854.0
1473709.0,New Jersey,55.0,National,2.0,Call 1,Complete,1.04062700271606,Bush,Male,White,50-59,Republican,Moderate,No,"$30,000-$49,999",About the same,Catholic,High school graduate,No one does,Yes,No,Before that,,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,,,Very well,,,,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,11.0,7054.0
1499161.0,New Jersey,35.0,State,1.0,Call 2,Complete,1.11616933345795,Kerry,Female,White,65-74,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Something else,Postgraduate study,No one does,No,No,Before that,Against his opponent,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Served out his full term in office,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8540.0
1498776.0,New Jersey,70.0,National,1.0,Call 2,Complete,1.86719262599945,Bush,Male,White,65-74,Independent,Moderate,No,"$100,000-$149,999",About the same,Catholic,College graduate,No one does,Yes,No,Before that,,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Less safe from terrorism,,,Somewhat well,,,,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1526503.0,New Jersey,43.0,National,2.0,Call 3,Complete,0.345233649015427,Kerry,Female,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",Worse today,Catholic,Some college/associate degree,No one does,Yes,No,Before that,,Health care,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,,,Somewhat badly,,,,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,Married women,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1473704.0,New Jersey,4.0,State,1.0,Call 1,Complete,1.65636253356934,Bush,Male,White,45-49,Independent,Moderate,No,"$200,000 or more",Better today,Catholic,Some college/associate degree,No one does,Yes,No,Before that,Against his opponent,Moral values,Cares about people like me,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Somewhat worried,Excellent,Resigned,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,9.0,7010.0
1529695.0,New Jersey,27.0,State,1.0,Call 3,Complete,0.712644457817078,Kerry,Female,Hispanic/Latino,30-39,Democrat,Moderate,No,"$15,000-$29,999",Worse today,Catholic,High school graduate,No one does,Yes,Yes,Before that,For your candidate,Economy/Jobs,Cares about people like me,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat well,Very worried,Not so good,Served out his full term in office,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,All others,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,Hispanic/Latino,English,Northern cities,Suburbs,Suburbs,13.0,7029.0
1499363.0,New Jersey,9.0,State,1.0,Call 2,Complete,1.24511110782623,Bush,Female,White,18-24,Republican,Moderate,Yes,"$75,000-$99,999",Better today,Catholic,College graduate,No one does,No,No,Before that,For your candidate,Education,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Good,Resigned,White female,18-29,18-24,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7661.0
1527498.0,New Jersey,22.0,State,1.0,Call 3,Complete,0.726349174976349,Kerry,Female,White,45-49,Democrat,Moderate,No,"$50,000-$74,999",About the same,Other Christian,Some college/associate degree,No one does,Yes,No,During the last month,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Somewhat worried,Not so good,Resigned,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,Married women,White,English,Northern cities,Suburbs,Suburbs,8.0,7052.0
1474265.0,New Jersey,43.0,National,3.0,Call 1,Complete,0.37217578291893,Kerry,Male,White,50-59,Republican,Moderate,,"$100,000-$149,999",,Protestant,,,Yes,No,,Against his opponent,,,,,,,,,,,,White male,45-59,50-64,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,,,,,,,,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1497024.0,New Jersey,42.0,State,1.0,Call 2,Complete,1.03193020820618,Kerry,Female,White,75 or over,Democrat,Moderate,No,"Under $15,000",Better today,Protestant,High school graduate,No one does,No,No,Before that,Against his opponent,Moral values,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Very worried,Good,Served out his full term in office,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,All others,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1473693.0,New Jersey,71.0,National,4.0,Call 1,Complete,1.33449745178223,Bush,Female,Black,65-74,Republican,Moderate,,"Under $15,000",,,Some college/associate degree,No one does,No,,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Somewhat worried,,,Non-white female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,Black,,South,Suburbs,Suburbs,2.0,8069.0
1476025.0,New Jersey,43.0,National,4.0,Call 1,Complete,0.497599095106125,Bush,Female,White,40-44,Republican,Moderate,,"$50,000-$74,999",,,Some college/associate degree,"Yes, someone else does",Yes,No,During the last month,,,,,,,Only George W. Bush,Neither of them,,Somewhat worried,,,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,No degree,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,English,Central,Suburbs,Suburbs,12.0,8852.0
1499351.0,New Jersey,28.0,State,1.0,Call 2,Complete,1.66805553436279,Bush,Male,White,30-39,Republican,Conservative,No,"$100,000-$149,999",About the same,Catholic,Postgraduate study,No one does,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Neither of them,Somewhat well,Somewhat worried,Good,Resigned,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northern cities,Suburbs,Suburbs,13.0,7030.0
1499350.0,New Jersey,70.0,National,2.0,Call 2,Complete,1.46149635314941,Bush,Male,White,50-59,,Moderate,No,"$100,000-$149,999",About the same,Other Christian,Some college/associate degree,No one does,Yes,No,In the last three days,,Moral values,Has strong religious faith,Somewhat approve,Strongly disapprove,Safer from terrorism,,,Very badly,,,,White male,45-59,50-64,18-64,,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,,,,,,No one in household is union member,Voter is not union member,All others,White,English,Bergen/Passaic,Suburbs,Suburbs,8.0,7424.0
1499349.0,New Jersey,51.0,State,1.0,Call 2,Complete,1.04573631286621,Bush,Female,White,30-39,Republican,,No,"$50,000-$74,999",Worse today,Protestant,High school graduate,"Yes, someone else does",Yes,No,Just today,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Very worried,Good,Served out his full term in office,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/Somewhat worried,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,Someone in household is union member,Voter is not union member,Married women,White,English,Northwest,Suburbs,Suburbs,11.0,7438.0
1534342.0,New Jersey,33.0,National,3.0,Call 3,Complete,0.612138330936432,Bush,Female,White,30-39,Republican,Liberal,,"$50,000-$74,999",,Catholic,,,Yes,No,,For your candidate,,,,,,,,,,,,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,,,,,,,,,,,,,,Married women,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1535333.0,New Jersey,33.0,National,4.0,Call 3,Complete,0.659909784793854,Bush,Male,White,45-49,Republican,Conservative,,"$75,000-$99,999",,,College graduate,No one does,Yes,No,Before that,,,,,,,Only George W. Bush,Only George W. Bush,,Somewhat worried,,,White male,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,College graduate,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,All others,White,English,Northwest,Suburbs,Suburbs,7.0,8848.0
1529673.0,New Jersey,9.0,State,1.0,Call 3,Complete,1.35569739341736,Bush,Female,White,45-49,Republican,Moderate,No,"$150,000-$199,999",Better today,Catholic,Some college/associate degree,No one does,Yes,No,Before that,For your candidate,Taxes,Is a strong leader,Strongly approve,Somewhat approve,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Somewhat worried,Excellent,Resigned,White female,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Very/Somewhat worried,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,Married women,White,English,Bergen/Passaic,Suburbs,Suburbs,5.0,7661.0
