ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,PRESWA04,SENWA04,GOVWA04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,UNION4,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECWA,COUNTACC,ENVIRON,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,COUNT2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,UNIONHH,UNIONVOT,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1464280.0,Washington,,State,1.0,,Complete,Phone survey,1.60528266429901,Kerry,Murray,Gregoire,Male,White,30-39,Independent,,No,"$30,000-$49,999",Worse today,Protestant,More than once a week,High school graduate,"Yes, I do",No,,Against his opponent,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98682.0
1464281.0,Washington,,State,1.0,,Complete,Phone survey,2.1722583770752,Kerry,Murray,Rossi,Male,White,45-49,Democrat,Moderate,No,,Better today,None,Never,Some college/associate degree,No one does,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Omit,Only John Kerry,Only John Kerry,Very badly,Good,Somewhat confident,Omit,White male,45-59,40-49,18-64,Democrat,,,None,White None,All others,Never,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98405.0
1464282.0,Washington,,State,1.0,,Complete,Phone survey,2.53681492805481,Bush,Nethercutt,Rossi,Female,White,50-59,Independent,Conservative,No,"$100,000-$149,999",Better today,Other Christian,More than once a week,College graduate,No one does,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Somewhat confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98006.0
1464283.0,Washington,,State,1.0,,Complete,Phone survey,2.46432256698608,Bush,Nethercutt,Gregoire,Female,White,30-39,Independent,Liberal,No,"$30,000-$49,999",Better today,Other Christian,A few times a year,High school graduate,No one does,No,,Against his opponent,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Poor,Not very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Not very/Not at all confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,99207.0
1464284.0,Washington,,State,1.0,,Complete,Phone survey,1.60294961929321,Kerry,Murray,Rossi,Male,White,65-74,Independent,Conservative,No,"$30,000-$49,999",Worse today,Catholic,Never,Did not complete high school,No one does,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Very confident,Keeping jobs in your state,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98682.0
1464285.0,Washington,,State,1.0,,Complete,Phone survey,2.53681492805481,Bush,Nethercutt,Rossi,Male,White,65-74,Independent,Conservative,No,"$50,000-$74,999",Better today,Other Christian,More than once a week,Postgraduate study,No one does,No,,For your candidate,Taxes,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Very well,Good,Very confident,Keeping jobs in your state,White male,60 or over,65 or over,65 or over,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98032.0
1464286.0,Washington,,State,1.0,,Complete,Phone survey,2.53681492805481,Bush,Nethercutt,Rossi,Female,White,30-39,Republican,Conservative,No,"$50,000-$74,999",About the same,Protestant,A few times a month,College graduate,No one does,No,,For your candidate,Education,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Poor,Very confident,Keeping jobs in your state,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98056.0
1464287.0,Washington,,State,1.0,,Complete,Phone survey,2.162757396698,Kerry,Murray,Gregoire,Male,Other,50-59,Independent,,No,"$50,000-$74,999",About the same,Protestant,Once a week,College graduate,"Yes, I do",No,,For your candidate,Taxes,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Somewhat confident,Omit,Non-white male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,Other,East,"City: 50,000 to 500,000","City over 50,000",,99337.0
1464288.0,Washington,,State,1.0,,Complete,Phone survey,1.92276895046234,Kerry,Murray,Gregoire,Female,White,75 or over,Democrat,Liberal,No,"$30,000-$49,999",Worse today,Protestant,A few times a year,College graduate,No one does,No,,Against his opponent,Taxes,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,99202.0
1464289.0,Washington,,State,1.0,,Complete,Phone survey,2.24595046043396,Kerry,Murray,Gregoire,Female,White,65-74,,Moderate,No,,Worse today,Protestant,Once a week,Postgraduate study,No one does,No,,For your candidate,Iraq,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98031.0
1464290.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Male,White,50-59,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,A few times a year,High school graduate,"Yes, I do",No,,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Omit,Both of them,Only John Kerry,Somewhat badly,Not so good,Somewhat confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98031.0
1464291.0,Washington,,State,1.0,,Complete,Phone survey,2.15961408615112,Kerry,Murray,Rossi,Female,White,45-49,Democrat,Liberal,No,"$50,000-$74,999",Worse today,None,A few times a year,High school graduate,No one does,No,,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,99337.0
1464292.0,Washington,,State,1.0,,Complete,Phone survey,1.28461849689484,Kerry,Murray,Gregoire,Female,White,65-74,Democrat,Moderate,No,,About the same,Protestant,More than once a week,Some college/associate degree,No one does,No,,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Both of them,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,98908.0
1464293.0,Washington,,State,1.0,,Complete,Phone survey,1.63397181034088,Bush,Nethercutt,Rossi,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",Better today,Protestant,Once a week,College graduate,"Yes, I do",No,,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98225.0
1464294.0,Washington,,State,1.0,,Complete,Phone survey,2.53681492805481,Bush,Nethercutt,Rossi,Male,White,30-39,Republican,Conservative,Yes,"Under $15,000",Better today,Protestant,A few times a year,College graduate,"Yes, I do",No,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Somewhat confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98031.0
1464295.0,Washington,,State,1.0,,Complete,Phone survey,2.46074104309082,Bush,Nethercutt,Rossi,Female,White,65-74,Republican,Conservative,No,"$15,000-$29,999",About the same,Protestant,Once a week,High school graduate,No one does,No,,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Not so good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,98908.0
1464296.0,Washington,,State,1.0,,Complete,Phone survey,2.17542004585266,Kerry,Murray,Gregoire,Male,White,30-39,Something Else,Conservative,No,,Worse today,Protestant,Once a week,Some college/associate degree,No one does,No,,For your candidate,Economy/Jobs,Is a strong leader,Strongly disapprove,Somewhat approve,Safer from terrorism,Neither of them,Only John Kerry,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Independent,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98408.0
1464297.0,Washington,,State,1.0,,Complete,Phone survey,1.63619244098663,Bush,Nethercutt,Did not vote,Male,White,40-44,Democrat,Moderate,No,,Better today,None,More than once a week,High school graduate,No one does,No,,Against his opponent,Economy/Jobs,Is honest and trustworthy,Somewhat approve,Strongly disapprove,Less safe from terrorism,Only George W. Bush,Neither of them,Very badly,Not so good,Not at all confident,Keeping jobs in your state,White male,30-44,40-49,18-64,Democrat,,,None,White None,All others,Weekly,All others,No degree,Strongly/Somewhat approve,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98682.0
1464298.0,Washington,,State,1.0,,Complete,Phone survey,1.60528266429901,Kerry,Murray,Gregoire,Female,White,30-39,Democrat,Liberal,No,"$15,000-$29,999",About the same,Something else,A few times a year,College graduate,No one does,No,,Against his opponent,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,Neither of them,Very badly,Not so good,Somewhat confident,Protecting the environment,White female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98225.0
1464299.0,Washington,,State,1.0,,Complete,Phone survey,2.49224853515625,,Nethercutt,Rossi,Male,White,75 or over,Democrat,Conservative,No,"$30,000-$49,999",Worse today,Catholic,A few times a year,College graduate,No one does,No,,Omit,Health care,Cares about people like me,Somewhat disapprove,Somewhat approve,Safer from terrorism,Omit,Omit,Somewhat well,Not so good,Very confident,Protecting the environment,White male,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Omit,Omit,Omit,Omit,No one in household is union member,Voter is not union member,White,East,"City: 50,000 to 500,000","City over 50,000",,98908.0
1464300.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,White,50-59,Independent,Moderate,No,"$200,000 or more",Worse today,Protestant,Never,Postgraduate study,No one does,No,,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Not so good,Very confident,Protecting the environment,White female,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,King County,"City: 50,000 to 500,000","City over 50,000",,98006.0
1464301.0,Washington,,State,1.0,,Complete,Phone survey,2.46074104309082,Bush,Nethercutt,Rossi,Male,White,45-49,,Conservative,No,"Under $15,000",Better today,Protestant,More than once a week,Some college/associate degree,"Yes, I do",No,,For your candidate,Moral values,Has clear stands on the issues,Somewhat approve,Omit,Safer from terrorism,Only George W. Bush,Omit,Omit,Good,Very confident,Omit,White male,45-59,40-49,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,No degree,Strongly/Somewhat approve,,,Omit,Omit,Very/somewhat confident,Omit,Omit,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,East,"City: 50,000 to 500,000","City over 50,000",,99208.0
1464302.0,Washington,,State,1.0,,Complete,Phone survey,1.60294961929321,Kerry,Murray,Rossi,Male,White,30-39,Democrat,Moderate,No,"$75,000-$99,999",About the same,Protestant,Once a week,Postgraduate study,No one does,No,,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,Very confident,Protecting the environment,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98225.0
1464303.0,Washington,,State,1.0,,Complete,Phone survey,2.52627635002136,Kerry,Murray,Gregoire,Female,Black,45-49,Democrat,Moderate,No,"$75,000-$99,999",About the same,Other Christian,Once a week,College graduate,No one does,No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Both of them,Only John Kerry,Very badly,Poor,Somewhat confident,Keeping jobs in your state,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,All others,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,Black,King County,"City: 50,000 to 500,000","City over 50,000",,98006.0
1464304.0,Washington,,State,1.0,,Complete,Phone survey,2.17542004585266,Kerry,Murray,Gregoire,Male,White,30-39,Democrat,Moderate,No,,Better today,Catholic,A few times a month,Postgraduate study,"Yes, someone else does",No,,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Somewhat approve,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Not so good,Very confident,Keeping jobs in your state,White male,30-44,30-39,18-64,Democrat,,,Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,Someone in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98422.0
1464305.0,Washington,,State,1.0,,Complete,Phone survey,1.63397181034088,Bush,Nethercutt,Rossi,Female,White,40-44,Republican,Conservative,No,,About the same,Mormon/LDS,Once a week,Postgraduate study,"Yes, I do",No,,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Somewhat confident,Keeping jobs in your state,White female,30-44,40-49,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98682.0
1464306.0,Washington,,State,1.0,,Complete,Phone survey,1.60528266429901,Kerry,Murray,Gregoire,Female,White,50-59,Democrat,Moderate,No,,Worse today,Other Christian,Once a week,College graduate,No one does,No,,Against his opponent,Iraq,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Not very confident,Keeping jobs in your state,White female,45-59,50-64,18-64,Democrat,,,Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Not very/Not at all confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98661.0
1464307.0,Washington,,State,1.0,,Complete,Phone survey,1.93402647972107,Kerry,Murray,Gregoire,Female,White,75 or over,Democrat,Liberal,No,"$50,000-$74,999",About the same,Catholic,Once a week,College graduate,No one does,No,,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Safer from terrorism,Both of them,Only John Kerry,Somewhat badly,Poor,Somewhat confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98203.0
1464308.0,Washington,,State,1.0,,Complete,Phone survey,2.38511657714844,Bush,Nethercutt,Rossi,Male,White,65-74,Republican,Conservative,No,"$75,000-$99,999",About the same,None,Never,College graduate,No one does,No,,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,Very confident,Keeping jobs in your state,White male,60 or over,65 or over,65 or over,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Never,All others,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Very/Somewhat well,Very/somewhat confident,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,No one in household is union member,Voter is not union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98201.0
1464309.0,Washington,,State,1.0,,Complete,Phone survey,2.46074104309082,Bush,Nethercutt,Rossi,Male,White,50-59,Something Else,Moderate,No,"Under $15,000",About the same,Protestant,Never,College graduate,"Yes, I do",No,,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat badly,Good,Very confident,Keeping jobs in your state,White male,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Never,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,,,Strongly/Somewhat approve,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,Someone in household is union member,Voter is union member,White,East,"City: 50,000 to 500,000","City over 50,000",,99336.0
1464310.0,Washington,,State,1.0,,Complete,Phone survey,2.17542004585266,Kerry,Murray,Gregoire,Female,White,50-59,Independent,Moderate,No,"$50,000-$74,999",About the same,Jewish,A few times a year,Postgraduate study,"Yes, I do",No,,For your candidate,Economy/Jobs,Has clear stands on the issues,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Poor,Somewhat confident,Protecting the environment,White female,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Jewish,White Jewish,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,,,Somewhat/Strongly disapprove,Somewhat/Very badly,Very/somewhat confident,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Someone in household is union member,Voter is union member,White,Urban Puget Sound,"City: 50,000 to 500,000","City over 50,000",,98407.0
1464311.0,Washington,,State,1.0,,Complete,Phone survey,0.872736036777496,Bush,Nethercutt,Rossi,Female,White,75 or over,Republican,Moderate,No,"Under $15,000",About the same,Protestant,Once a week,High school graduate,No one does,No,,For your candidate,Education,Is a strong leader,Somewhat disapprove,Omit,Safer from terrorism,Omit,Omit,Omit,Good,Very confident,Keeping jobs in your state,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,No degree,Somewhat/Strongly disapprove,,,Omit,Omit,Very/somewhat confident,Omit,Omit,Omit,Omit,No one in household is union member,Voter is not union member,White,West,"City: 50,000 to 500,000","City over 50,000",,98225.0
