ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESGA04,SENGA04,AMEND1GA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,ATTEND,BRNAGAIN,LATINO,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,TRSTTERR,COUNTACC,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,WHTEVANG,ATTEND2,ATTREL,RELGCONS,BUSH,TIME3D,TIMEWK,IRAQ2,COUNT2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1523129.0,Georgia,50.0,National,4.0,Call 3,Complete,1.10203981399536,Bush,Isakson,Yes,Male,White,25-29,Independent,Moderate,"$30,000-$49,999",,,,,No,Before that,,,,,,Only George W. Bush,,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Bush/Neither,White,Atlanta,"City: 50,000 to 500,000","City over 50,000",4.0,30088.0
1502131.0,Georgia,55.0,State,1.0,Call 2,Complete,0.712795197963715,,Did not vote,Did not vote,Female,Black,65-74,Democrat,Conservative,,About the same,Protestant,A few times a month,Yes,No,During the last month,For your candidate,Health care,Cares about people like me,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat confident,Non-white female,60 or over,65 or over,65 or over,Democrat,,,Protestant/Other Christian,All others,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,Black,Central,Rural,Small cities and Rural,3.0,31012.0
1485799.0,Georgia,4.0,State,1.0,Call 1,Complete,0.751738846302032,Bush,Isakson,Yes,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",About the same,Other Christian,A few times a year,No,No,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31639.0
1523125.0,Georgia,27.0,State,1.0,Call 3,Complete,0.641096532344818,Kerry,Majette,No,Male,White,45-49,Independent,Moderate,"$100,000-$149,999",About the same,Jewish,A few times a year,No,No,Before that,For your candidate,Economy/Jobs,Cares about people like me,Strongly disapprove,Somewhat disapprove,Only John Kerry,Very confident,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30066.0
1485998.0,Georgia,4.0,State,1.0,Call 1,Complete,0.751738846302032,Bush,Isakson,Yes,Male,White,50-59,Republican,Conservative,"$30,000-$49,999",Better today,Protestant,Once a week,Yes,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,45-59,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31639.0
1486185.0,Georgia,39.0,State,1.0,Call 1,Complete,1.06129693984985,Bush,Isakson,Yes,Female,White,45-49,Republican,Moderate,"$30,000-$49,999",Better today,Something else,Once a week,Yes,No,Before that,For your candidate,Iraq,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,8.0,30277.0
1523119.0,Georgia,4.0,State,1.0,Call 3,Complete,0.751738846302032,Bush,Isakson,Yes,Male,White,30-39,Democrat,Conservative,"$30,000-$49,999",About the same,Something else,Once a week,Yes,No,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,South,Rural,Small cities and Rural,1.0,31639.0
1503118.0,Georgia,104.0,State,1.0,Call 2,Complete,0.594843804836273,Bush,Did not vote,No,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Other Christian,A few times a year,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,13.0,30253.0
1481123.0,Georgia,26.0,State,1.0,Call 1,Complete,0.690411627292633,Kerry,Majette,No,Male,White,30-39,Independent,Liberal,"$100,000-$149,999",Better today,Protestant,Once a week,Yes,No,Before that,For your candidate,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Somewhat confident,White male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30062.0
1523116.0,Georgia,51.0,State,1.0,Call 3,Complete,0.98999035358429,Kerry,Majette,No,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,A few times a year,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Both of them,Very confident,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,White,Atlanta,Suburbs,Suburbs,4.0,30033.0
1499785.0,Georgia,57.0,National,3.0,Call 2,Complete,1.6605920791626,Bush,Isakson,Did not vote,Female,White,50-59,,Moderate,"$30,000-$49,999",,Protestant,Once a week,Yes,No,,For your candidate,,,,,,Very confident,White female,45-59,50-64,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Weekly,Protestants/Weekly,All others,,,,,Very/somewhat confident,,,White,Atlanta suburbs,Suburbs,Suburbs,11.0,30122.0
1523112.0,Georgia,5.0,National,4.0,Call 3,Complete,0.799680829048157,Kerry,Majette,Yes,Male,White,40-44,Independent,Conservative,"$100,000-$149,999",,,,,No,Before that,,,,,,Both of them,,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Kerry/Both,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,31210.0
1502114.0,Georgia,116.0,National,1.0,Call 2,Complete,0.970400989055634,Kerry,Majette,No,Female,White,50-59,Democrat,Moderate,"$50,000-$74,999",Worse today,Other Christian,A few times a year,Yes,No,Before that,,Health care,Cares about people like me,Strongly disapprove,Somewhat disapprove,,,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,White,North,Rural,Small cities and Rural,10.0,30705.0
1523108.0,Georgia,43.0,State,1.0,Call 3,Complete,0.932656824588776,Bush,Isakson,Yes,Male,White,45-49,Republican,Conservative,"$100,000-$149,999",Worse today,Protestant,Never,Yes,No,Before that,Against his opponent,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat confident,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Never,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,4.0,30030.0
1523497.0,Georgia,43.0,State,1.0,Call 3,Complete,0.570940554141998,Kerry,Did not vote,No,Female,White,25-29,Independent,Liberal,"$30,000-$49,999",About the same,Other Christian,A few times a year,No,No,Just today,Against his opponent,Health care,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Neither of them,Somewhat confident,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,4.0,30030.0
1502108.0,Georgia,50.0,National,4.0,Call 2,Complete,0.643424928188324,,,Yes,Male,Black,18-24,Independent,Moderate,"$15,000-$29,999",,,,,No,Before that,,,,,,Neither of them,,Non-white male,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Kerry/Neither,Only Bush/Neither,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",4.0,30088.0
1481109.0,Georgia,136.0,National,2.0,Call 1,Not complete,0.947284162044525,Kerry,Majette,Yes,Male,Black,30-39,,,,,,,,No,Before that,,Economy/Jobs,Will bring about needed change,Somewhat disapprove,,,,Non-white male,30-44,30-39,18-64,,,,,All others,All others,All others,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,11.0,30240.0
1485773.0,Georgia,5.0,National,3.0,Call 1,Complete,0.793560028076172,Bush,Isakson,Yes,Female,White,30-39,Republican,Conservative,"$200,000 or more",,Protestant,More than once a week,Yes,No,,For your candidate,,,,,,Very confident,White female,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,,,,,Very/somewhat confident,,,White,Central,"City: 50,000 to 500,000","City over 50,000",8.0,31210.0
1481106.0,Georgia,27.0,State,1.0,Call 1,Complete,0.947586476802826,Bush,Isakson,Yes,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",About the same,Protestant,More than once a week,Yes,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Somewhat approve,Only George W. Bush,Somewhat confident,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30066.0
1486344.0,Georgia,50.0,National,1.0,Call 1,Complete,0.891357362270355,Kerry,Majette,Yes,Female,Black,50-59,Democrat,Moderate,"$100,000-$149,999",About the same,Protestant,More than once a week,No,No,Before that,,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,,,Non-white female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,All others,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",4.0,30088.0
1525431.0,Georgia,129.0,National,1.0,Call 3,Complete,1.25361502170563,Kerry,Majette,Yes,Male,Black,25-29,Democrat,Moderate,"$15,000-$29,999",Worse today,Other Christian,A few times a month,No,No,Before that,,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,,,Non-white male,18-29,25-29,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,,,,Black,North,Suburbs,Suburbs,13.0,30223.0
1481103.0,Georgia,117.0,State,1.0,Call 1,Complete,0.732347726821899,Bush,Isakson,Yes,Male,White,50-59,Independent,Moderate,"$75,000-$99,999",Better today,Protestant,A few times a year,No,No,Before that,Against his opponent,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Only George W. Bush,Somewhat confident,White male,45-59,50-64,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,9.0,30677.0
1523096.0,Georgia,24.0,State,1.0,Call 3,Complete,0.909722328186035,Bush,Isakson,No,Female,White,18-24,Republican,Moderate,"$100,000-$149,999",About the same,Catholic,Once a week,No,No,Before that,For your candidate,Omit,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White female,18-29,18-24,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,All others,Weekly,Catholics/Weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,6.0,30101.0
1523095.0,Georgia,34.0,State,1.0,Call 3,Complete,0.780218183994293,Bush,Isakson,Yes,Male,White,40-44,Republican,Conservative,"$50,000-$74,999",Better today,Other Christian,A few times a year,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Central,Suburbs,Suburbs,9.0,30813.0
1527759.0,Georgia,32.0,State,1.0,Call 3,Complete,0.751966238021851,Bush,Isakson,,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Worse today,Jewish,Never,No,No,During the last month,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat approve,Both of them,Very confident,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,All others,Never,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30068.0
1481098.0,Georgia,25.0,State,1.0,Call 1,Complete,1.47339510917664,Bush,Isakson,Yes,Male,White,30-39,Republican,Moderate,"$100,000-$149,999",About the same,Protestant,A few times a month,No,No,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,Atlanta suburbs,"City: 50,000 to 500,000","City over 50,000",6.0,30067.0
1499761.0,Georgia,131.0,State,1.0,Call 2,Complete,1.0057098865509,Kerry,Majette,Yes,Female,Black,50-59,Democrat,Moderate,"Under $15,000",Worse today,Other Christian,More than once a week,No,,During the last month,Against his opponent,Education,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Only John Kerry,Not very confident,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not very/Not at all confident,Only Kerry/Neither,Only Kerry/Both,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,2.0,31780.0
1481096.0,Georgia,116.0,National,2.0,Call 1,Complete,0.980533123016357,Bush,Isakson,Yes,Male,White,18-24,Something Else,Moderate,"$50,000-$74,999",About the same,Other Christian,A few times a month,Yes,No,Before that,,Moral values,Is a strong leader,Strongly approve,Somewhat approve,,,White male,18-29,18-24,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,White evangelicals,Occasionally,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,,,,White,North,Rural,Small cities and Rural,10.0,30705.0
1481095.0,Georgia,129.0,National,4.0,Call 1,Complete,0.890305042266846,Bush,Isakson,Yes,Male,Hispanic/Latino,30-39,Something Else,Conservative,"$30,000-$49,999",,,,,Yes,Before that,,,,,,Only George W. Bush,,Non-white male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Bush/Both,Only Bush/Neither,Other,North,Suburbs,Suburbs,13.0,30223.0
1481094.0,Georgia,76.0,State,1.0,Call 1,Complete,0.732363760471344,Bush,Isakson,No,Male,White,45-49,Independent,Moderate,"$50,000-$74,999",About the same,None,A few times a year,No,No,Just today,For your candidate,Omit,Omit,Strongly approve,Strongly approve,Only George W. Bush,Not very confident,White male,45-59,40-49,18-64,Independent,"$50,000 or more","Under $100,000",None,White None,All others,All others,Occasionally,All others,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Not very/Not at all confident,Only Bush/Both,Only Bush/Neither,White,Atlanta,Suburbs,Suburbs,6.0,30075.0
1506756.0,Georgia,117.0,State,1.0,Call 2,Complete,0.732347726821899,Bush,Isakson,Yes,Male,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,Catholic,A few times a year,No,No,Just today,For your candidate,Economy/Jobs,Is a strong leader,Strongly approve,Strongly approve,Only George W. Bush,Very confident,White male,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,All others,Occasionally,Catholics/Non-weekly,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,Suburbs,Suburbs,9.0,30677.0
1502089.0,Georgia,9.0,State,1.0,Call 2,Complete,1.26229310035706,Kerry,Majette,Yes,Female,White,18-24,Democrat,Liberal,"$75,000-$99,999",About the same,Other Christian,A few times a month,No,No,Before that,For your candidate,Iraq,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Neither of them,Not very confident,White female,18-29,18-24,18-64,Democrat,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not very/Not at all confident,Only Kerry/Neither,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,8.0,30180.0
1476425.0,Georgia,55.0,State,1.0,Call 1,Complete,0.614656031131744,,,Yes,Female,Black,30-39,Democrat,Conservative,,About the same,,Omit,,,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Omit,Somewhat confident,Non-white female,30-44,30-39,18-64,Democrat,,,,All others,All others,All others,Omit,Omit,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Omit,Omit,Black,Central,Rural,Small cities and Rural,3.0,31012.0
1479172.0,Georgia,9.0,State,1.0,Call 1,Complete,0.756482839584351,Bush,Did not vote,Did not vote,Female,White,45-49,Democrat,Moderate,"$100,000-$149,999",Worse today,Protestant,A few times a year,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Neither of them,Omit,White female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Omit,Only Kerry/Neither,Only Bush/Neither,White,Atlanta suburbs,Suburbs,Suburbs,8.0,30180.0
1481087.0,Georgia,61.0,State,1.0,Call 1,Complete,0.851228952407837,Kerry,Majette,No,Female,White,50-59,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,More than once a week,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Very confident,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,North,"City: 10,000 to 49,999",Small cities and Rural,11.0,30161.0
1483951.0,Georgia,117.0,State,1.0,Call 1,Complete,0.78224790096283,Kerry,Majette,No,Male,White,50-59,Democrat,Moderate,"$200,000 or more",Better today,Protestant,Once a week,No,No,Before that,For your candidate,Economy/Jobs,Is intelligent,Strongly disapprove,Strongly disapprove,Only John Kerry,Very confident,White male,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Kerry/Neither,Only Kerry/Both,White,North,Suburbs,Suburbs,9.0,30677.0
1523079.0,Georgia,48.0,State,1.0,Call 3,Complete,0.891357362270355,Kerry,Majette,Yes,Female,Black,50-59,Democrat,Liberal,"$30,000-$49,999",Worse today,Other Christian,Once a week,No,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Both of them,Somewhat confident,Non-white female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,All others,All others,All others,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,Black,Atlanta,"City: 50,000 to 500,000","City over 50,000",4.0,30316.0
1525411.0,Georgia,11.0,State,1.0,Call 3,Complete,1.562903881073,Kerry,Isakson,Did not vote,Male,White,30-39,Something Else,Conservative,"$15,000-$29,999",About the same,Something else,Once a week,Yes,No,Before that,Omit,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Only John Kerry,Not very confident,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",Something else,White Something else,All others,White evangelicals,Weekly,All others,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Not very/Not at all confident,Only Kerry/Neither,Only Kerry/Both,White,North,Rural,Small cities and Rural,10.0,30755.0
1527743.0,Georgia,136.0,National,4.0,Call 3,Complete,1.19123089313507,Kerry,Majette,Yes,Female,Black,60-64,Democrat,Moderate,"$15,000-$29,999",,,,,No,Before that,,,,,,Only John Kerry,,Non-white female,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Kerry/Neither,Only Kerry/Both,Black,Central,"City: 10,000 to 49,999",Small cities and Rural,11.0,30240.0
1481082.0,Georgia,62.0,State,1.0,Call 1,Complete,0.748651206493378,Bush,Isakson,No,Male,White,30-39,Republican,Conservative,"$50,000-$74,999",Better today,Protestant,More than once a week,Yes,No,Before that,For your candidate,Terrorism,Has strong religious faith,Strongly approve,Strongly approve,Only George W. Bush,Somewhat confident,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,White evangelicals,Weekly,Protestants/Weekly,Religious conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Bush/Neither,White,North,"City: 10,000 to 49,999",Small cities and Rural,11.0,30165.0
1483945.0,Georgia,14.0,National,4.0,Call 1,Complete,0.768467724323273,Kerry,Majette,Yes,Female,Black,30-39,Democrat,Moderate,"$30,000-$49,999",,,,,No,Before that,,,,,,Only John Kerry,,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",,,,,,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,,Only Kerry/Neither,Only Kerry/Both,Black,South,"City: 50,000 to 500,000","City over 50,000",12.0,31404.0
1523072.0,Georgia,76.0,State,1.0,Call 3,Complete,0.623001396656036,Kerry,Majette,No,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,A few times a year,No,No,During the last month,For your candidate,Economy/Jobs,Is intelligent,Somewhat disapprove,Somewhat approve,Both of them,Very confident,White female,30-44,30-39,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Occasionally,Protestants/Non-weekly,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/somewhat confident,Only Bush/Both,Only Kerry/Both,White,Atlanta,Suburbs,Suburbs,6.0,30075.0
