ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESNH04,SENNH04,GOVNH04,SEX,RACE,AGE9,PARTYID,PHIL3,FTVOTER,INCOME,FINSIT,RELIGN8,ATTEND,EDUC,MARRIED,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,HNDLECON,IRAQGO,STECNH,MATONH,GOVTDO,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,ATTEND2,ATTREL,COLLEDUC,BUSH,TIME3D,TIMEWK,IRAQ2,IRAQGO2,BUSHECON,KERRECON,BUSHTERR,KERRTERR,WOMENWED,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1487171.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,Once a week,College graduate,Yes,Before that,For your candidate,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1525863.0,New Hampshire,54.0,State,1.0,Call 3,Complete,0.683470726013184,Bush,Gregg,Benson,Male,Other,30-39,Independent,Moderate,No,"$100,000-$149,999",Better today,None,Never,College graduate,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Neither of them,Somewhat well,Good,I was born in NH,Government should do more to solve problems,Non-white male,30-44,30-39,18-64,Independent,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,Other,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1525255.0,New Hampshire,54.0,State,1.0,Call 3,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Independent,Moderate,No,"$200,000 or more",Better today,Catholic,A few times a month,Postgraduate study,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Less safe from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1511662.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,45-49,Republican,Conservative,No,"$200,000 or more",Better today,Catholic,Once a week,College graduate,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,40-49,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1511443.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,50-59,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a year,High school graduate,Yes,Before that,For your candidate,Iraq,Is honest and trustworthy,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I was born in NH,Government is doing too many things...,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1525543.0,New Hampshire,54.0,State,1.0,Call 3,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Republican,Moderate,No,"$50,000-$74,999",Better today,Protestant,A few times a year,Some college/associate degree,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1487720.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Catholic,A few times a month,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1485310.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,50-59,Independent,Conservative,No,"$150,000-$199,999",Better today,Other Christian,A few times a month,College graduate,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1513438.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,30-39,Republican,Moderate,No,"$75,000-$99,999",Better today,Protestant,A few times a year,College graduate,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1488706.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,50-59,Independent,Conservative,No,"$200,000 or more",Better today,Catholic,Once a week,Some college/associate degree,Yes,Before that,For your candidate,Education,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I moved to NH from MA,Government is doing too many things...,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1488348.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$50,000-$74,999",Better today,Other Christian,Once a week,Some college/associate degree,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1512198.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Independent,Moderate,No,"$100,000-$149,999",Better today,Protestant,A few times a year,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Omit,I moved to NH from MA,Government is doing too many things...,White male,30-44,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1512099.0,New Hampshire,54.0,State,1.0,Call 2,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,30-39,Republican,Conservative,No,"$75,000-$99,999",About the same,None,A few times a year,College graduate,Yes,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly approve,Somewhat approve,Omit,Only George W. Bush,Only George W. Bush,Somewhat well,Good,I was born in NH,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",None,White None,All others,Occasionally,All others,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1526433.0,New Hampshire,54.0,State,1.0,Call 3,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,40-44,Republican,Conservative,No,"$50,000-$74,999",Better today,Protestant,Once a week,College graduate,Yes,Before that,For your candidate,Terrorism,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,Only George W. Bush,Somewhat well,Excellent,I was born in NH,Government is doing too many things...,White male,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,Protestants/Weekly,College graduate,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Very/Somewhat well,Only George W. Bush/Both of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1487505.0,New Hampshire,54.0,State,1.0,Call 1,Complete,0.683470726013184,Bush,Gregg,Benson,Male,White,30-39,Republican,Moderate,No,"$100,000-$149,999",Worse today,None,Never,Some college/associate degree,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Somewhat approve,Somewhat approve,Omit,Only George W. Bush,Neither of them,Somewhat badly,Good,I moved to NH from another state,Government is doing too many things...,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",None,White None,All others,Never,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Bush/Neither,All others,White,Industrial Areas,Suburbs,Suburbs,2.0,3052.0
1511366.0,New Hampshire,72.0,State,1.0,Call 2,Complete,0.683642446994781,Kerry,Gregg,Lynch,Male,White,50-59,Independent,Conservative,No,"$100,000-$149,999",About the same,Catholic,A few times a year,Some college/associate degree,Yes,Before that,Against his opponent,Health care,Is intelligent,Somewhat disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I moved to NH from MA,Government is doing too many things...,White male,45-59,50-64,18-64,Independent,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1510496.0,New Hampshire,72.0,State,1.0,Call 2,Complete,0.683642446994781,Kerry,Gregg,Lynch,Male,White,40-44,Democrat,Conservative,No,"$50,000-$74,999",About the same,Catholic,Never,High school graduate,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,Both of them,Somewhat badly,Good,I was born in NH,Government should do more to solve problems,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only George W. Bush/Both of them,Only John Kerry/Both of them,Only Bush/Both,Only Kerry/Both,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1528141.0,New Hampshire,72.0,State,1.0,Call 3,Complete,0.683642446994781,Kerry,Gregg,Lynch,Male,White,30-39,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,Once a week,Postgraduate study,Yes,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat approve,Somewhat disapprove,Safer from terrorism,Both of them,Neither of them,Very badly,Good,I moved to NH from MA,Government should do more to solve problems,White male,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Weekly,Catholics/Weekly,College graduate,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1488236.0,New Hampshire,72.0,State,1.0,Call 1,Complete,0.683642446994781,Kerry,Gregg,Lynch,Male,White,45-49,Independent,Moderate,No,"$100,000-$149,999",About the same,Protestant,A few times a year,Postgraduate study,Yes,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from MA,Government should do more to solve problems,White male,45-59,40-49,18-64,Independent,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1527437.0,New Hampshire,94.0,State,1.0,Call 3,Not complete,0.683936357498169,Kerry,Gregg,Lynch,Male,White,45-49,,,,,,,,,,Before that,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,,,,,,Not so good,,,White male,45-59,40-49,18-64,,,,,,All others,,,,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,,,,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3773.0
1511091.0,New Hampshire,72.0,State,1.0,Call 2,Complete,0.686672210693359,Kerry,Haddock,Lynch,Female,Asian,30-39,Democrat,Liberal,No,"$100,000-$149,999",About the same,None,Never,Postgraduate study,Yes,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from MA,Government should do more to solve problems,Non-white female,30-44,30-39,18-64,Democrat,"$50,000 or more","$100,000 or more",None,All others,All others,Never,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,Asian,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1528537.0,New Hampshire,72.0,State,1.0,Call 3,Complete,0.686672210693359,Kerry,Haddock,Lynch,Female,White,50-59,Democrat,Moderate,No,"$50,000-$74,999",Worse today,Catholic,A few times a year,High school graduate,Yes,In the last three days,Omit,Taxes,Cares about people like me,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Not so good,I moved to NH from MA,Government should do more to solve problems,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1528442.0,New Hampshire,72.0,State,1.0,Call 3,Complete,0.686672210693359,Kerry,Haddock,Lynch,Female,White,30-39,Democrat,Conservative,No,"$75,000-$99,999",About the same,Catholic,A few times a month,Some college/associate degree,Yes,Before that,Omit,Omit,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from MA,Omit,White female,30-44,30-39,18-64,Democrat,"$50,000 or more","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1484527.0,New Hampshire,72.0,State,1.0,Call 1,Complete,0.686672210693359,Kerry,Haddock,Lynch,Female,White,50-59,Democrat,Conservative,No,,Worse today,Catholic,Never,High school graduate,Yes,Before that,For your candidate,Terrorism,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I was born in NH,Government is doing too many things...,White female,45-59,50-64,18-64,Democrat,,,Catholic,White Catholic,All others,Never,Catholics/Non-weekly,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,Married women,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1511946.0,New Hampshire,72.0,State,1.0,Call 2,Complete,0.686672210693359,Kerry,Haddock,Lynch,Female,White,40-44,Democrat,Liberal,No,"$50,000-$74,999",Worse today,Something else,A few times a month,Postgraduate study,Yes,During the last month,For your candidate,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Safer from terrorism,Both of them,Neither of them,Very badly,Not so good,I moved to NH from another state,Government is doing too many things...,White female,30-44,40-49,18-64,Democrat,"$50,000 or more","Under $100,000",Something else,White Something else,All others,Occasionally,All others,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Bush/Both,Only Kerry/Both,Married women,White,Industrial Areas,"City: 50,000 to 500,000","City over 50,000",2.0,3062.0
1485876.0,New Hampshire,6.0,State,1.0,Call 1,Complete,0.687441766262054,Kerry,Gregg,Lynch,Female,Black,45-49,Democrat,Moderate,No,"$150,000-$199,999",Better today,Protestant,Once a week,Postgraduate study,No,Before that,Against his opponent,Economy/Jobs,Is intelligent,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,Non-white female,45-59,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,All others,All others,Weekly,Protestants/Weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,Black,South,Suburbs,Suburbs,1.0,3825.0
1529020.0,New Hampshire,94.0,State,1.0,Call 3,Complete,0.687940895557404,Did not vote,Haddock,Lynch,Male,White,30-39,Democrat,Moderate,No,"$30,000-$49,999",Worse today,Something else,Never,High school graduate,No,Just today,Omit,Moral values,Omit,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Neither of them,Neither of them,Somewhat badly,Not so good,I moved to NH from MA,Government is doing too many things...,White male,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Never,All others,No degree,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Bush/Neither,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3773.0
1486579.0,New Hampshire,1.0,State,1.0,Call 1,Complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,25-29,Independent,Moderate,No,"$30,000-$49,999",About the same,Catholic,A few times a month,Postgraduate study,No,Before that,Against his opponent,Health care,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Only John Kerry,Very badly,Not so good,I was born in NH,Government should do more to solve problems,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Occasionally,Catholics/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3275.0
1490346.0,New Hampshire,1.0,State,1.0,Call 1,Complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,18-24,Democrat,Moderate,No,"$30,000-$49,999",Better today,Protestant,A few times a year,College graduate,No,During the last month,Against his opponent,Moral values,Will bring about needed change,Somewhat disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,Protestants/Non-weekly,College graduate,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3275.0
1509757.0,New Hampshire,31.0,State,1.0,Call 2,Complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,18-24,Democrat,Conservative,Yes,"Under $15,000",Worse today,Other Christian,Once a week,Did not complete high school,No,Before that,Against his opponent,Economy/Jobs,Will bring about needed change,Strongly disapprove,Somewhat approve,Less safe from terrorism,Only John Kerry,Only John Kerry,Somewhat badly,Poor,I was born in NH,Government should do more to solve problems,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Weekly,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3235.0
1484770.0,New Hampshire,31.0,State,1.0,Call 1,Complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,18-24,Democrat,Moderate,Yes,"$30,000-$49,999",Worse today,Something else,A few times a month,Some college/associate degree,No,During the last month,Against his opponent,Moral values,Cares about people like me,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Neither of them,Very badly,Not so good,I moved to NH from another state,Government should do more to solve problems,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Something else,White Something else,All others,Occasionally,All others,No degree,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only George W. Bush/Neither of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3235.0
1484637.0,New Hampshire,31.0,State,1.0,Call 1,Complete,0.688777387142181,Kerry,Haddock,Lynch,Female,White,18-24,Democrat,Liberal,No,"$15,000-$29,999",About the same,Other Christian,A few times a year,High school graduate,No,During the last month,Against his opponent,Taxes,Cares about people like me,Somewhat approve,Strongly disapprove,Safer from terrorism,Only John Kerry,Only John Kerry,Very badly,Good,I moved to NH from another state,Government should do more to solve problems,White female,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Occasionally,All others,No degree,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Somewhat/Very badly,Only John Kerry/Neither of them,Only John Kerry/Both of them,Only Kerry/Neither,Only Kerry/Both,All others,White,Concord/CT Valley,Rural,Small cities and Rural,2.0,3235.0
