ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,WGT,PRESME04,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME,FINSIT,RELIGN8,VETVOTER,GUNOWNER,TIMEPRES,FORCAND,ISSUE04G,QUAL04G,BUSH4,IRAQAPP,SAFERNOW,TRSTTERR,SEXRACE,AGE60,AGE65,OVER65,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTCON,BUSH,TIME3D,TIMEWK,IRAQ2,BUSHTERR,KERRTERR,QRACE,GEOCODE,SIZEPLAC,SIZEPLC3,CDNUM,ZIPCODE
1530250.0,Maine,14.0,State,1.0,Call 2,Complete,2.0591607093811,Bush,Male,White,18-24,Republican,Liberal,"Under $15,000",Better today,Catholic,No,Yes,Before that,Omit,Taxes,Is a strong leader,Somewhat approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4093.0
1481637.0,Maine,57.0,National,4.0,Call 1,Complete,0.879210472106934,Kerry,Female,White,30-39,Independent,Conservative,"$30,000-$49,999",,,,,Before that,,,,,,,Only John Kerry,White female,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1502718.0,Maine,61.0,State,1.0,Call 2,Complete,1.01032590866089,Kerry,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",About the same,Protestant,No,No,Sometime last week,Against his opponent,Iraq,Is a strong leader,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,"City: 50,000 to 500,000","City over 50,000",1.0,4101.0
1496216.0,Maine,46.0,State,1.0,Call 1,Complete,0.271387606859207,Bush,Female,White,60-64,Independent,Moderate,"$15,000-$29,999",Better today,Catholic,No,No,During the last month,For your candidate,Terrorism,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1502716.0,Maine,84.0,State,1.0,Call 2,Complete,1.12567245960236,Bush,Female,White,30-39,Democrat,Moderate,,About the same,None,No,Yes,During the last month,Against his opponent,Omit,Omit,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Democrat,,,None,White None,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4219.0
1502714.0,Maine,54.0,State,1.0,Call 2,Complete,1.50662195682526,Kerry,Male,White,60-64,Democrat,Moderate,"$30,000-$49,999",Better today,Catholic,Yes,Yes,Just today,For your candidate,Health care,Cares about people like me,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White male,60 or over,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4967.0
1535100.0,Maine,58.0,National,2.0,Call 3,Complete,1.60891318321228,Bush,Female,White,50-59,Democrat,Moderate,"Under $15,000",About the same,Other Christian,No,,Just today,,Moral values,Has strong religious faith,Somewhat approve,Somewhat approve,Safer from terrorism,,White female,45-59,50-64,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4116.0
1481628.0,Maine,46.0,State,1.0,Call 1,Complete,0.230958074331284,Kerry,Male,White,40-44,Democrat,Liberal,"$150,000-$199,999",About the same,Jewish,No,No,Before that,Against his opponent,Moral values,Is honest and trustworthy,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,30-44,40-49,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1476765.0,Maine,53.0,State,1.0,Call 1,Complete,0.570373117923737,Bush,Male,White,30-39,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,No,Yes,Before that,Against his opponent,Omit,Is honest and trustworthy,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4281.0
1525373.0,Maine,78.0,State,1.0,Call 3,Not complete,0.399431169033051,Kerry,Female,White,50-59,,,,,,,,In the last three days,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,,,,White female,45-59,50-64,18-64,,,,,,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1530233.0,Maine,46.0,State,1.0,Call 3,Complete,0.249232769012451,Bush,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",About the same,Something else,No,Yes,Before that,For your candidate,Moral values,Is honest and trustworthy,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Something else,White Something else,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1476760.0,Maine,13.0,State,1.0,Call 1,Complete,1.26203715801239,Bush,Male,White,45-49,Republican,Conservative,"$15,000-$29,999",About the same,Other Christian,No,No,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4011.0
1535699.0,Maine,58.0,National,3.0,Call 3,Complete,1.64970052242279,Kerry,Male,White,40-44,Independent,Moderate,"$50,000-$74,999",,Protestant,,No,,Against his opponent,,,,,,,White male,30-44,40-49,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,,,,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4116.0
1530228.0,Maine,74.0,State,1.0,Call 1,Complete,1.93518555164337,Kerry,Male,White,18-24,Democrat,Liberal,"Under $15,000",Better today,Other Christian,No,No,Before that,Against his opponent,Terrorism,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4858.0
1479133.0,Maine,1.0,State,1.0,Call 1,Complete,1.10415613651276,Bush,Female,White,50-59,Republican,Moderate,"$50,000-$74,999",About the same,Protestant,No,Yes,Before that,For your candidate,Terrorism,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4046.0
1530979.0,Maine,14.0,State,1.0,Call 2,Complete,2.0591607093811,Bush,Male,White,18-24,Republican,Liberal,"Under $15,000",Better today,Catholic,No,Yes,Before that,Omit,Taxes,Is a strong leader,Somewhat approve,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4093.0
1476749.0,Maine,65.0,State,1.0,Call 1,Complete,1.25047481060028,Kerry,Male,White,30-39,Independent,Liberal,"$15,000-$29,999",Worse today,None,No,Yes,Before that,Against his opponent,Taxes,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,30-44,30-39,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4971.0
1502692.0,Maine,70.0,State,1.0,Call 2,Not complete,1.19387173652649,Kerry,Female,White,60-64,,,,,,,,Before that,For your candidate,Taxes,Has clear stands on the issues,Strongly disapprove,,,,White female,60 or over,50-64,18-64,,,,,,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,,,,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4330.0
1476743.0,Maine,54.0,State,1.0,Call 1,Complete,1.35625505447388,Bush,Female,White,60-64,Republican,Moderate,"$30,000-$49,999",About the same,Protestant,No,Yes,Before that,For your candidate,Terrorism,Cares about people like me,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4967.0
1476779.0,Maine,76.0,State,1.0,Call 1,Complete,1.1561518907547,Bush,Female,White,60-64,Republican,Conservative,,About the same,Other Christian,No,Yes,Before that,For your candidate,Moral values,Has clear stands on the issues,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,50-64,18-64,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4685.0
1515626.0,Maine,5.0,State,1.0,Call 2,Complete,1.15597474575043,Bush,Female,White,25-29,Independent,Moderate,"$50,000-$74,999",Better today,Protestant,No,No,During the last month,Against his opponent,Iraq,Is a strong leader,Somewhat approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,18-29,25-29,18-64,Independent,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1476733.0,Maine,8.0,State,1.0,Call 1,Complete,1.27981734275818,Bush,Female,White,30-39,Republican,Moderate,"$50,000-$74,999",Better today,Protestant,No,No,Before that,For your candidate,Moral values,Is honest and trustworthy,Somewhat approve,Somewhat disapprove,Safer from terrorism,Only George W. Bush,White female,30-44,30-39,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,CD 1,Rural,Small cities and Rural,1.0,4530.0
1526244.0,Maine,39.0,State,1.0,Call 3,Complete,2.03645849227905,Bush,Female,White,18-24,,Moderate,"$15,000-$29,999",Worse today,Mormon/LDS,No,No,In the last three days,For your candidate,Iraq,Is a strong leader,Somewhat disapprove,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,18-29,18-24,18-64,,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Suburbs,Suburbs,2.0,4254.0
1525336.0,Maine,78.0,State,1.0,Call 3,Complete,0.431036382913589,Bush,Female,White,18-24,Independent,Moderate,"$30,000-$49,999",Better today,Protestant,No,Yes,During the last month,Against his opponent,Economy/Jobs,Has clear stands on the issues,Somewhat approve,Somewhat approve,Safer from terrorism,Both of them,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1505890.0,Maine,78.0,State,1.0,Call 2,Complete,0.44196355342865,Kerry,Male,White,18-24,Democrat,Moderate,"$30,000-$49,999",Better today,Mormon/LDS,No,Yes,During the last month,Against his opponent,Iraq,Will bring about needed change,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Neither of them,White male,18-29,18-24,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Bush/Neither,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1479101.0,Maine,78.0,State,1.0,Call 1,Complete,0.399431169033051,Kerry,Female,Hispanic/Latino,30-39,Democrat,Conservative,"$30,000-$49,999",About the same,Something else,No,No,In the last three days,For your candidate,Omit,Is a strong leader,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,Non-white female,30-44,30-39,18-64,Democrat,"Under $50,000","Under $100,000",Something else,All others,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,Hispanic/Latino,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1530193.0,Maine,77.0,State,1.0,Call 3,Complete,0.847975730895996,Kerry,Female,White,25-29,Independent,Conservative,"$15,000-$29,999",About the same,Other Christian,No,Yes,Just today,For your candidate,Terrorism,Is honest and trustworthy,Somewhat disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,White female,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4572.0
1483807.0,Maine,46.0,State,1.0,Call 1,Complete,0.20610648393631,Kerry,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",Worse today,Protestant,No,No,Before that,Against his opponent,Iraq,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Safer from terrorism,Only John Kerry,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1476712.0,Maine,27.0,State,1.0,Call 1,Not complete,1.45082116127014,Kerry,Male,White,65-74,,,,,,,,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,,,,White male,60 or over,65 or over,65 or over,,,,,,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,,,,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1496155.0,Maine,46.0,State,1.0,Call 1,Complete,0.252407431602478,Bush,Male,White,30-39,Republican,Conservative,"$100,000-$149,999",About the same,Catholic,No,Yes,Before that,For your candidate,Terrorism,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,30-44,30-39,18-64,Republican,"$50,000 or more","$100,000 or more",Catholic,White Catholic,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1476698.0,Maine,76.0,State,1.0,Call 1,Complete,1.1461364030838,Kerry,Female,White,75 or over,Democrat,Moderate,"$30,000-$49,999",About the same,Protestant,No,Yes,Before that,Omit,Moral values,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 2,Rural,Small cities and Rural,2.0,4685.0
1491280.0,Maine,46.0,State,1.0,Call 1,Complete,0.20610648393631,Kerry,Female,White,40-44,Democrat,Liberal,"$30,000-$49,999",About the same,Catholic,No,No,Before that,For your candidate,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,30-44,40-49,18-64,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1476696.0,Maine,13.0,State,1.0,Call 1,Complete,1.35693800449371,Bush,Female,White,75 or over,Republican,Conservative,"$15,000-$29,999",About the same,Mormon/LDS,No,Yes,Before that,Omit,Terrorism,Is honest and trustworthy,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White female,60 or over,65 or over,65 or over,Republican,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4011.0
1488500.0,Maine,46.0,State,1.0,Call 1,Complete,0.248325318098068,Kerry,Female,White,60-64,Independent,Liberal,"$30,000-$49,999",About the same,Protestant,No,No,Before that,Against his opponent,Iraq,Is intelligent,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,60 or over,50-64,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1531636.0,Maine,17.0,State,1.0,Call 3,Complete,1.22203600406647,Bush,Male,White,25-29,Independent,Moderate,"$15,000-$29,999",About the same,Other Christian,No,Yes,Before that,Against his opponent,Education,Is a strong leader,Somewhat approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,18-29,25-29,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4736.0
1505857.0,Maine,34.0,State,1.0,Call 2,Complete,1.26485228538513,Kerry,Male,White,65-74,Independent,Moderate,"$30,000-$49,999",About the same,Other Christian,No,No,Before that,For your candidate,Health care,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,3904.0
1525299.0,Maine,78.0,State,1.0,Call 3,Complete,0.39440730214119,Kerry,Female,White,18-24,Independent,Moderate,"Under $15,000",About the same,None,No,No,During the last month,For your candidate,Terrorism,Will bring about needed change,Strongly disapprove,Somewhat disapprove,Less safe from terrorism,Only John Kerry,White female,18-29,18-24,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,"City: 10,000 to 49,999",Small cities and Rural,1.0,4901.0
1476688.0,Maine,53.0,State,1.0,Call 1,Complete,0.553013443946838,Bush,Female,,18-24,Republican,Conservative,"$30,000-$49,999",About the same,None,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,,18-29,18-24,18-64,Republican,"Under $50,000","Under $100,000",None,All others,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,,CD 2,Rural,Small cities and Rural,2.0,4281.0
1481548.0,Maine,46.0,State,1.0,Call 1,Complete,0.20610648393631,Kerry,Female,White,50-59,Democrat,Liberal,"$100,000-$149,999",About the same,Protestant,No,No,Before that,For your candidate,Economy/Jobs,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Protestant/Other Christian,White Protestant/Other Christian,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1530153.0,Maine,46.0,State,1.0,Call 3,Complete,0.252407431602478,Bush,Male,White,50-59,Republican,Conservative,"$50,000-$74,999",Worse today,Protestant,No,Yes,Before that,For your candidate,Moral values,Has strong religious faith,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White male,45-59,50-64,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 1,Suburbs,Suburbs,1.0,4097.0
1481542.0,Maine,57.0,National,4.0,Call 1,Complete,0.886893451213837,Bush,Female,White,40-44,Republican,Conservative,"$75,000-$99,999",,,,,Before that,,,,,,,Only George W. Bush,White female,30-44,40-49,18-64,Republican,"$50,000 or more","Under $100,000",,,,,Sometime last week/During the last month/Before that,During the last month/Before that,,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4068.0
1505846.0,Maine,11.0,National,3.0,Call 2,Complete,1.23357999324799,Bush,Female,White,75 or over,Democrat,Conservative,"$30,000-$49,999",,Catholic,,No,,Omit,,,,,,,White female,60 or over,65 or over,65 or over,Democrat,"Under $50,000","Under $100,000",Catholic,White Catholic,All others,,,,,,,White,CD 1,Rural,Small cities and Rural,1.0,4005.0
1505845.0,Maine,77.0,State,1.0,Call 2,Complete,0.858777046203613,Kerry,Female,White,50-59,Independent,Liberal,"$15,000-$29,999",Worse today,None,No,No,Just today,For your candidate,Economy/Jobs,Will bring about needed change,Somewhat disapprove,Somewhat approve,Safer from terrorism,Both of them,White female,45-59,50-64,18-64,Independent,"Under $50,000","Under $100,000",None,White None,All others,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Strongly/Somewhat approve,Only Bush/Both,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,4572.0
1486400.0,Maine,71.0,State,1.0,Call 1,Complete,2.05961155891418,Bush,Male,White,45-49,Independent,Moderate,"$15,000-$29,999",Better today,Other Christian,No,Yes,Before that,For your candidate,Omit,Omit,Strongly approve,Somewhat approve,Safer from terrorism,Only George W. Bush,White male,45-59,40-49,18-64,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,All others,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4780.0
1504169.0,Maine,42.0,State,1.0,Call 2,Complete,1.51978754997253,Bush,Male,White,65-74,Independent,Conservative,"$15,000-$29,999",Worse today,Protestant,No,No,In the last three days,For your candidate,Moral values,Has strong religious faith,Somewhat disapprove,Strongly disapprove,Less safe from terrorism,Only George W. Bush,White male,60 or over,65 or over,65 or over,Independent,"Under $50,000","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Somewhat/Strongly disapprove,Just today/In the last three days,Just today/In the last three days/Sometime last week,Somewhat/Strongly disapprove,Only Bush/Both,Only Bush/Neither,White,CD 2,Rural,Small cities and Rural,2.0,4463.0
1515563.0,Maine,5.0,State,1.0,Call 2,Complete,1.17069935798645,Bush,Female,White,45-49,Republican,Conservative,"$75,000-$99,999",Worse today,Other Christian,No,Yes,Before that,For your candidate,Moral values,Is a strong leader,Strongly approve,Strongly approve,Safer from terrorism,Only George W. Bush,White female,45-59,40-49,18-64,Republican,"$50,000 or more","Under $100,000",Protestant/Other Christian,White Protestant/Other Christian,White Protestant conservatives,Strongly/Somewhat approve,Sometime last week/During the last month/Before that,During the last month/Before that,Strongly/Somewhat approve,Only Bush/Both,Only Bush/Neither,White,CD 2,"City: 10,000 to 49,999",Small cities and Rural,2.0,4401.0
1479053.0,Maine,34.0,State,1.0,Call 1,Complete,0.936847627162933,Kerry,Female,White,50-59,Democrat,Liberal,"$200,000 or more",About the same,Jewish,No,No,Before that,For your candidate,Iraq,Will bring about needed change,Strongly disapprove,Strongly disapprove,Less safe from terrorism,Only John Kerry,White female,45-59,50-64,18-64,Democrat,"$50,000 or more","$100,000 or more",Jewish,White Jewish,All others,Somewhat/Strongly disapprove,Sometime last week/During the last month/Before that,During the last month/Before that,Somewhat/Strongly disapprove,Only Kerry/Neither,Only Kerry/Both,White,CD 1,Rural,Small cities and Rural,1.0,3904.0
