ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSGA16,SENGA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
107433.0, Georgia,,,Complete,Telephone survey,9.74184226989746,Hillary Clinton,Jim Barksdale,Female,Asian,25-29,Democrat,Moderate,"$250,000 or more",Postgraduate study,No,No,No,,,,Favorable,Unfavorable,Better today,,,,,Foreign policy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,11.0,South,Version 1,Atlanta Suburbs,30152.0
107426.0, Georgia,,,Complete,Telephone survey,0.690919995307922,Hillary Clinton,Jim Barksdale,Female,,65 or over,Democrat,Conservative,,Some college/assoc. degree,No,,Yes,,,,Favorable,Unfavorable,About the same,,,,,Terrorism,Worse than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,Married women,65+,60+,45+,50+,60+,65+,45+,65+,,,,No college degree,More than High school graduate,,,,,,,Democrat,,,Democratic women,,,,,,,,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,10.0,South,Version 1,North,30016.0
107424.0, Georgia,,,Complete,Telephone survey,2.19418168067932,Hillary Clinton,Jim Barksdale,Female,White,40-44,Democrat,Moderate,"$200.000-$249,999",Postgraduate study,No,No,Yes,,,,Favorable,Unfavorable,Better today,,,,,Foreign policy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Atlanta Metro,30331.0
180305.0, Georgia,133.0,Call 1,Complete,Election day exit poll,0.331672728061676,Hillary Clinton,Jim Barksdale,Female,Black,50-59,Democrat,Moderate,"$30,000-$49,999",High school or less,No,Yes,,,,,Favorable,Unfavorable,Better today,,,,,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,In October,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 1,Central,31906.0
107421.0, Georgia,,,Complete,Telephone survey,1.9132913351059,Hillary Clinton,Jim Barksdale,Female,Black,45-49,Democrat,Liberal,,College graduate,No,Yes,No,,,,Favorable,Unfavorable,Better today,,,,,Terrorism,Omit,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Black women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Atlanta Metro,30087.0
107418.0, Georgia,,,Complete,Telephone survey,1.08764636516571,Hillary Clinton,Jim Barksdale,Male,White,65 or over,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,No,Yes,,,,Favorable,Unfavorable,About the same,,,,,The economy,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",10.0,South,Version 1,North,30605.0
107417.0, Georgia,,,Complete,Telephone survey,0.955270409584045,Hillary Clinton,Jim Barksdale,Female,Other,40-44,Something else,Moderate,"$100,000-$199,999",Postgraduate study,,Yes,No,,,,Favorable,Unfavorable,Better today,,,,,The economy,Better than life today,,Somewhat approve,Has good judgment,Yes,No,,,,In September,,All other races,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Other,Other,Non-white,Other,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,Atlanta Metro,30084.0
107416.0, Georgia,,,Complete,Telephone survey,0.255926936864853,Hillary Clinton,Jim Barksdale,Male,Other,60-64,Democrat,Conservative,"Under $30,000",High school or less,No,No,No,,,,Favorable,Unfavorable,Better today,,,,,The economy,Worse than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,All other races,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic men,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,South,Version 1,Central,30906.0
107410.0, Georgia,,,Complete,Telephone survey,1.9132913351059,Hillary Clinton,Jim Barksdale,Female,Black,45-49,Democrat,Liberal,"$50,000-$99,999",High school or less,No,No,No,,,,Favorable,Unfavorable,Better today,,,,,Terrorism,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,In September,,Black women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Rural,Small Cities/Rural,8.0,South,Version 1,Central,31061.0
107408.0, Georgia,,,Complete,Telephone survey,1.08764636516571,Hillary Clinton,Jim Barksdale,Male,White,65 or over,Something else,Liberal,"$50,000-$99,999",College graduate,No,No,Yes,,,,Favorable,Unfavorable,Better today,,,,,Foreign policy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,11.0,South,Version 1,Atlanta Suburbs,30188.0
107402.0, Georgia,,,Complete,Telephone survey,2.19418168067932,Hillary Clinton,Jim Barksdale,Female,White,40-44,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,Yes,No,,,,Favorable,Unfavorable,About the same,,,,,Foreign policy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Atlanta Suburbs,30017.0
107393.0, Georgia,,,Complete,Telephone survey,3.29427409172058,Hillary Clinton,Jim Barksdale,Female,Black,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,No,Yes,,,,Favorable,Unfavorable,About the same,,,,,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Black women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,Atlanta Metro,30004.0
180273.0, Georgia,28.0,Call 1,Complete,Election day exit poll,0.568179965019226,Hillary Clinton,Jim Barksdale,Female,Black,30-39,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,A lot or some,,State questionnaire,Suburbs,Suburbs,13.0,South,Version 2,Atlanta Suburbs,30082.0
107386.0, Georgia,,,Complete,Telephone survey,1.28244030475616,Hillary Clinton,Jim Barksdale,Male,Black,65 or over,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,Yes,Yes,,,,Favorable,Unfavorable,Better today,,,,,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Black men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 1,Coast/South,31405.0
107383.0, Georgia,,,Complete,Telephone survey,1.53425109386444,Hillary Clinton,Jim Barksdale,Female,Black,60-64,Democrat,Moderate,"$50,000-$99,999",College graduate,No,No,Yes,,,,Favorable,Unfavorable,About the same,,,,,The economy,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Black women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Black 60+,Black 60+,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,Atlanta Suburbs,30269.0
107381.0, Georgia,,,Complete,Telephone survey,2.58715224266052,Hillary Clinton,Jim Barksdale,Female,Black,40-44,Democrat,Conservative,"Under $30,000",Postgraduate study,No,Yes,No,,,,Favorable,Unfavorable,Better today,,,,,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",12.0,South,Version 1,Central,30906.0
107379.0, Georgia,,,Complete,Telephone survey,1.28244030475616,Hillary Clinton,Jim Barksdale,Male,Black,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,No,,,,Favorable,Unfavorable,About the same,,,,,Foreign policy,About the same,,Strongly approve,Has the right experience,Yes,No,,,,In September,,Black men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,North,30052.0
107377.0, Georgia,,,Complete,Telephone survey,1.35574519634247,Hillary Clinton,Jim Barksdale,Male,White,60-64,Democrat,Liberal,,High school or less,No,Yes,No,,,,Favorable,Unfavorable,About the same,,,,,Foreign policy,About the same,,Somewhat approve,Can bring needed change,Yes,No,,,,Before that,,White men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,White Born-again/Evangelical Christians,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 1,Coast/South,31602.0
135718.0, Georgia,,,Complete,Telephone survey,2.20325493812561,Hillary Clinton,Jim Barksdale,Female,White,60-64,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,,,Yes,,,,Favorable,Unfavorable,,,,,,The economy,,,Strongly approve,Has the right experience,,,,,,Before that,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,,White suburban women,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,9.0,South,Version 1,Atlanta Suburbs,30041.0
209009.0, Georgia,96.0,Call 3,Complete,Election day exit poll,0.454543977975845,Hillary Clinton,Jim Barksdale,Female,Black,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,No,,,,Favorable,Unfavorable,Worse today,,,,,Terrorism,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,In September,,Black women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Atlanta Suburbs,30519.0
195511.0, Georgia,148.0,Call 2,Complete,Election day exit poll,0.326934546232224,Hillary Clinton,Jim Barksdale,Female,Black,30-39,Democrat,Conservative,,High school or less,No,,,Hillary Clinton,,,,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,Yes,No,,,,,,Black women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,Central,39886.0
180395.0, Georgia,145.0,Call 1,Complete,Election day exit poll,0.366893291473389,Hillary Clinton,Jim Barksdale,Female,Hispanic/Latino,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,Yes,Yes,,,,,Favorable,Unfavorable,About the same,,,,,Immigration,Worse than life today,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Rural,Small Cities/Rural,14.0,South,Version 1,North,30125.0
212629.0, Georgia,16.0,Call 3,Complete,Election day exit poll,0.674893140792847,Hillary Clinton,Jim Barksdale,Male,Black,40-44,Democrat,Liberal,,Some college/assoc. degree,No,,,Donald Trump,Not much,I strongly favor my candidate,,,,Enthusiastic,Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Black men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Coast/South,31415.0
212628.0, Georgia,16.0,Call 3,Complete,Election day exit poll,0.674893140792847,Hillary Clinton,Jim Barksdale,Male,Black,40-44,Democrat,Liberal,,Some college/assoc. degree,No,,,Donald Trump,Not much,I strongly favor my candidate,,,,Enthusiastic,Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Black men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 2,Coast/South,31415.0
180235.0, Georgia,58.0,Call 1,Complete,Election day exit poll,0.769420444965363,Hillary Clinton,Jim Barksdale,Male,Black,30-39,Democrat,Moderate,,Postgraduate study,No,,,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Atlanta Metro,30058.0
135748.0, Georgia,,,Complete,Telephone survey,4.4110746383667,Hillary Clinton,Jim Barksdale,Male,Black,45-49,Independent,Moderate,"$100,000-$199,999",College graduate,,,Yes,,,,Favorable,Unfavorable,,,,,,Foreign policy,,,Strongly approve,Has the right experience,,,,,,Before that,,Black men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,,Before that,Before that,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 1,Atlanta Metro,30318.0
180226.0, Georgia,90.0,Call 1,Complete,Election day exit poll,0.504825472831726,Hillary Clinton,Jim Barksdale,Female,White,30-39,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,Some,I strongly favor my candidate,,,,"Dissatisfied, but not angry",Yes,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 2,Atlanta Metro,30350.0
212617.0, Georgia,28.0,Call 3,Complete,Election day exit poll,0.568179965019226,Hillary Clinton,Jim Barksdale,Female,Black,50-59,Democrat,Moderate,"$50,000-$99,999",College graduate,No,No,No,,,,Favorable,Unfavorable,Better today,,,,,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Black women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,All others,State questionnaire,Suburbs,Suburbs,13.0,South,Version 1,Atlanta Suburbs,30082.0
107612.0, Georgia,,,Complete,Telephone survey,6.0880241394043,Hillary Clinton,Jim Barksdale,Female,Black,18-24,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,Yes,No,,,,Favorable,Unfavorable,Better today,,,,,The economy,Worse than life today,,Strongly approve,Has the right experience,Yes,No,,,,In the last week,,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,In the last month,In the last week,,All others,State questionnaire,Suburbs,Suburbs,10.0,South,Version 1,Atlanta Suburbs,30043.0
