ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSVA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CHIEF16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVKAINE,FINSIT,GOVTANGR16,GUN16,GUNOWNER12,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,MOVETOVA14,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,BORNINVA14,MOVETOVA10YR,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
174137.0, Virginia,14.0,Call 1,Complete,Election day exit poll,1.19899749755859,Hillary Clinton,Female,Black,50-59,Democrat,Conservative,,College graduate,No,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,Better today,,Oppose,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,Whites are favored over minorities,,,,Takes away U.S. jobs,A lot,No,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23836.0
174153.0, Virginia,44.0,Call 1,Complete,Election day exit poll,0.736458361148834,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,No,,Hillary Clinton,Once a week or more,,Some,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Some,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,At least monthly,A lot or some,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,All others,National questionnaire,Suburbs,Suburbs,7.0,South,Version 5,Richmond/East,23146.0
174203.0, Virginia,44.0,Call 1,Not complete,Election day exit poll,0.78508847951889,Hillary Clinton,Female,Black,60-64,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Black women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Black 60+,Black 60+,Black 45-64,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,South,Version 1,Richmond/East,23146.0
174264.0, Virginia,81.0,Call 1,Complete,Election day exit poll,1.17891800403595,Hillary Clinton,Male,White,50-59,Independent,Moderate,,Postgraduate study,No,No,Yes,,A few times a month,,,I like my candidate but with reservations,Favors the wealthy,,,,,,Enthusiastic,,,,,,Yes,No,,,The economy,,,Good,,Continue Barack Obama's policies,Has the right experience,,,,Yes,No,,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,At least monthly,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 2,D.C. Suburbs,22302.0
174275.0, Virginia,44.0,Call 1,Complete,Election day exit poll,0.725989699363709,Hillary Clinton,Male,Black,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,Treats blacks unfairly,,,,,,,,,,Was about right,,,,Offered a chance to apply for legal status,,Better than life today,,,,Change to more liberal policies,,Yes,No,,,,,Creates more U.S. jobs,,,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,7.0,South,Version 3,Richmond/East,23146.0
174284.0, Virginia,14.0,Call 1,Complete,Election day exit poll,1.32619190216064,Hillary Clinton,Female,Black,25-29,Something else,,,College graduate,No,No,No,,Once a week or more,,,I like my candidate but with reservations,Favors the wealthy,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,No,,,The economy,,,Not so good,,Continue Barack Obama's policies,Has good judgment,,,,Yes,No,,,,,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,At least monthly,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Not so good or poor,,,,,Only Hillary Clinton,,,,All others,State questionnaire,Suburbs,Suburbs,4.0,South,Version 2,Richmond/East,23836.0
174302.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.08376979827881,Hillary Clinton,Male,White,65 or over,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,,No,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Foreign policy,,,,Somewhat approve,,Has the right experience,,,,,,Before that,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 1,D.C. Suburbs,22101.0
174349.0, Virginia,44.0,Call 1,Complete,Election day exit poll,0.78508847951889,Hillary Clinton,Female,Black,65 or over,,,,,,,,,,Omit,,,,,,,,Omit,,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,South,Version 4,Richmond/East,23146.0
174350.0, Virginia,44.0,Call 1,Complete,Election day exit poll,0.78508847951889,Hillary Clinton,Female,Black,65 or over,,,,,,,,,,Omit,,,,,,,,Omit,,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,7.0,South,Version 4,Richmond/East,23146.0
174364.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.14767718315125,Donald Trump,Female,White,50-59,Republican,Conservative,"$250,000 or more",Postgraduate study,No,,Yes,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Can bring needed change,,,,,,In September,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 1,D.C. Suburbs,22101.0
174384.0, Virginia,81.0,Call 1,Complete,Election day exit poll,1.27488720417023,Hillary Clinton,Female,White,60-64,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,Better today,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,A lot,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,Not much or not at all,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 3,D.C. Suburbs,22302.0
174395.0, Virginia,14.0,Call 1,Complete,Election day exit poll,1.22726833820343,Hillary Clinton,Male,Black,50-59,Democrat,Moderate,,High school or less,No,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,Better today,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,A lot,Yes,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23836.0
174397.0, Virginia,14.0,Call 1,Complete,Election day exit poll,1.22726833820343,Hillary Clinton,Male,Black,50-59,Democrat,Moderate,,High school or less,No,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,Better today,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,A lot,Yes,Black men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,A lot or some,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 3,Richmond/East,23836.0
174438.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.17473781108856,Donald Trump,Male,White,50-59,Something else,Liberal,,Postgraduate study,No,,,,,,,I strongly favor my candidate,,,,,,,Angry,,,,,,No,Yes,,,Immigration,,,Poor,,,Cares about people like me,,,,No,Yes,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Only Donald Trump,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 2,D.C. Suburbs,22101.0
174494.0, Virginia,22.0,Call 1,Complete,Election day exit poll,0.956547260284424,Hillary Clinton,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,,,,Hillary Clinton,,,,,,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 4,D.C. Suburbs,22101.0
174555.0, Virginia,81.0,Call 1,Complete,Election day exit poll,1.27488720417023,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,,Was about right,,,,,Terrorism,,10+ years but not born here,,Strongly approve,,Has good judgment,Yes,No,,,,Before that,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,Only Hillary Clinton,,,Moved to Virginia,More than 10 years,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 1,D.C. Suburbs,22302.0
174560.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.740557312965393,Hillary Clinton,Female,Black,50-59,Democrat,,,Postgraduate study,No,Yes,Yes,,A few times a year,,,I like my candidate but with reservations,Is fair to most Americans,,,,,,"Satisfied, but not enthusiastic",,,,,,Yes,Yes,,,Foreign policy,,,Excellent,,Continue Barack Obama's policies,Has the right experience,,,,Yes,No,,,,,Black women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,A few times a year or less,,,"Enthusiastic or satisfied, but not enthusiastic",Both,,,Excellent or good,,,,,Only Hillary Clinton,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 2,Richmond/East,23236.0
174598.0, Virginia,22.0,Call 1,Not complete,Election day exit poll,1.05880463123322,Hillary Clinton,Female,White,65 or over,,,,,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 1,D.C. Suburbs,22101.0
174631.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.740557312965393,Hillary Clinton,Female,Black,40-44,Independent,Moderate,,College graduate,No,Yes,Yes,,Once a week or more,,,I strongly favor my candidate,Favors the wealthy,,,,,,"Dissatisfied, but not angry",,,,,,Yes,No,,,Terrorism,,,Good,,Change to more conservative policies,Has good judgment,,,,Yes,No,,,,,Black women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,,At least monthly,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,,,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 2,Richmond/East,23236.0
174652.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.17473781108856,Donald Trump,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,,,,,Donald Trump,,,,,,,,About the same,,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 4,D.C. Suburbs,22101.0
174695.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.677965879440308,Gary Johnson,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,Treats all people fairly,Unfavorable,Unfavorable,Omit,,,,,,,Went too far,,,,,The economy,,I was born in Virginia,,Somewhat disapprove,,Can bring needed change,No,No,,,,In the last few days,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,,,Neither,,,Born in Virginia,More than 10 years,,Disapprove,Independent/Something else,Conservative Republicans,Neither,,In the last month,In the last week,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 1,Richmond/East,23236.0
174716.0, Virginia,22.0,Call 1,Complete,Election day exit poll,0.572956025600433,Other,Female,White,40-44,Republican,Moderate,,Postgraduate study,No,,,Would not have voted,,,,,,Treats all people fairly,,,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,Worse than life today,,,,Change to more conservative policies,,Yes,No,,,,,Creates more U.S. jobs,,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 3,D.C. Suburbs,22101.0
174758.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.915550827980042,Donald Trump,Male,,40-44,Republican,,,High school or less,No,,,Donald Trump,,Donald Trump,A lot,,,,,,,Worse today,,Support,Yes,Donald Trump,Donald Trump,,,,Hurt the country,Deported to the country they came from,,Better than life today,,,,,,,,Minorities are favored over whites,,,,Takes away U.S. jobs,A lot,No,,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,,,,No college degree,High school graduate or less,,,,,,,Republican,,,Republican men,,,,,,Other,,,A lot or some,,,,,,,,,,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 3,Richmond/East,23236.0
174767.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.14767718315125,Donald Trump,Female,Other,45-49,Republican,Conservative,"$250,000 or more",Postgraduate study,No,,,,,,,I like my candidate but with reservations,,,,,,,Angry,,,,,,No,No,,,Terrorism,,,Not so good,,,Can bring needed change,,,,No,No,,,,,All other races,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Other,Other,Non-white,Other,Other,No,,,,"Dissatisfied, but not angry or Angry",Neither,,,Not so good or poor,,Independent/Something else,Conservative Republicans,,Neither,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 2,D.C. Suburbs,22101.0
174825.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.05880463123322,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,"$250,000 or more",Postgraduate study,No,,,,,,,I strongly favor my candidate,,,,,,,"Dissatisfied, but not angry",,,,,,Yes,No,,,Terrorism,,,Good,,,Has good judgment,,,,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,,,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 2,D.C. Suburbs,22101.0
174832.0, Virginia,81.0,Call 1,Complete,Election day exit poll,1.17891800403595,Hillary Clinton,Male,White,45-49,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,,,,,Omit,Favorable,Unfavorable,Favorable,,,,,,,Did not go far enough,,,,,Foreign policy,,I was born in Virginia,,Strongly approve,,Has good judgment,Yes,No,,,,In the last few days,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,,Only Hillary Clinton,,,Born in Virginia,More than 10 years,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,In the last month,In the last week,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,South,Version 1,D.C. Suburbs,22302.0
174878.0, Virginia,22.0,Call 1,Complete,Election day exit poll,0.956547260284424,Hillary Clinton,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,,,,,Hillary Clinton,,,,,,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 4,D.C. Suburbs,22101.0
174890.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.740557312965393,Hillary Clinton,Female,Black,50-59,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,,,,,,,,,Treats blacks unfairly,Favorable,Unfavorable,Favorable,,,,,,,Did not go far enough,,,,,Terrorism,,10+ years but not born here,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,Only Hillary Clinton,,,Moved to Virginia,More than 10 years,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 1,Richmond/East,23236.0
174931.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.05880463123322,Hillary Clinton,Female,White,65 or over,Independent,Liberal,"$100,000-$199,999",Postgraduate study,No,,,,,,,I strongly favor my candidate,,,,,,,Enthusiastic,,,,,,Yes,No,,,Foreign policy,,,Good,,,Has the right experience,,,,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 2,D.C. Suburbs,22101.0
174944.0, Virginia,17.0,Call 1,Complete,Election day exit poll,1.11318671703339,Donald Trump,Male,White,65 or over,,,,,,,,,,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,,Went too far,,,,,The economy,,I was born in Virginia,,Strongly disapprove,,Omit,No,Yes,,,,Before that,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,Other,,,,Only Donald Trump,,,Born in Virginia,More than 10 years,,Disapprove,,,Only Donald Trump,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 1,Richmond/East,23236.0
174989.0, Virginia,22.0,Call 1,Complete,Election day exit poll,1.08376979827881,Hillary Clinton,Male,White,65 or over,Independent,Moderate,,High school or less,No,,,Hillary Clinton,,,,,,Treats blacks unfairly,,,,,,,,,,Did not go far enough,,,,Offered a chance to apply for legal status,,Worse than life today,,,,Change to more liberal policies,,Yes,No,,,,,Creates more U.S. jobs,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,,,,National questionnaire,Suburbs,Suburbs,8.0,South,Version 3,D.C. Suburbs,22101.0
175028.0, Virginia,17.0,Call 1,Complete,Election day exit poll,0.711065292358398,Hillary Clinton,Male,White,50-59,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,Hillary Clinton,Not at all,,,,,,,About the same,,Support,No,Hillary Clinton,Hillary Clinton,,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,Whites are favored over minorities,,,,Has no effect on U.S. jobs,A lot,No,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,Not much or not at all,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 3,Richmond/East,23236.0
