ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIN16,SENIN16,GOVIN16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVPENCE,FINSIT,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
173303.0,Indiana,106.0,Call 1,Not complete,Election day exit poll,1.24615561962128,Donald Trump,Evan Bayh,John Gregg,Male,White,65 or over,,,,,No,,Yes,,,,,,,,,,,,Better than life today,,,,,,,,,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,Democratic Senate - did not vote Clinton,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,North/Central
173316.0,Indiana,46.0,Call 1,Complete,Election day exit poll,0.985678374767303,Donald Trump,Lucy Brenton,Rex Bell,Male,White,30-39,Independent,Moderate,"$50,000-$99,999",Postgraduate study,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,Foreign policy,Worse than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Other Senate vote,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,South
173317.0,Indiana,46.0,Call 1,Complete,Election day exit poll,0.985678374767303,Donald Trump,Lucy Brenton,Rex Bell,Male,White,30-39,Independent,Moderate,"$50,000-$99,999",Postgraduate study,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,Foreign policy,Worse than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Other Senate vote,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,South
173320.0,Indiana,51.0,Call 1,Complete,Election day exit poll,0.75380277633667,Donald Trump,Todd Young,Eric Holcomb,Female,White,50-59,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,Favorable,,,,,,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,No,,,,In the last few days,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,Yes,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Northwest
173326.0,Indiana,26.0,Call 1,Complete,Election day exit poll,1.54600656032562,Hillary Clinton,Evan Bayh,John Gregg,Male,Black,60-64,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,No,,,Favorable,Unfavorable,,,,,,,The economy,,,Strongly approve,Has the right experience,,,,,,Before that,Black men,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Black 60+,Black 60+,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 1,North/Central
173328.0,Indiana,91.0,Call 1,Not complete,Election day exit poll,0.389894813299179,Hillary Clinton,Did not vote,Eric Holcomb,Female,White,40-44,,,,,No,,Yes,,,,,,,,,,,,About the same,,,,,,,,,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Northwest
173332.0,Indiana,6.0,Call 1,Complete,Election day exit poll,0.856916129589081,Donald Trump,Todd Young,Eric Holcomb,Male,White,30-39,Republican,Conservative,,Postgraduate study,,Yes,,Donald Trump,I strongly favor my candidate,,,,Worse today,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,White Born-again/Evangelical Christians,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midwest,Version 2,South
173359.0,Indiana,11.0,Call 1,Complete,Election day exit poll,1.24652636051178,Hillary Clinton,Evan Bayh,John Gregg,Male,White,50-59,Democrat,Moderate,"$100,000-$199,999",College graduate,No,,Yes,,,Favorable,Unfavorable,Unfavorable,,,,,,Foreign policy,About the same,,Somewhat approve,Has good judgment,Yes,No,,,,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,9.0,Midwest,Version 1,Indianapolis Suburbs
173369.0,Indiana,4.0,Call 1,Complete,Election day exit poll,0.884444892406464,Donald Trump,Todd Young,Eric Holcomb,Male,White,40-44,Republican,Conservative,,High school or less,,No,,Donald Trump,I dislike the other candidates,,,,Worse today,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,North/Central
173370.0,Indiana,106.0,Call 1,Complete,Election day exit poll,0.965995788574219,Donald Trump,Todd Young,John Gregg,Male,White,50-59,Republican,Conservative,,College graduate,No,,Yes,,,Unfavorable,Unfavorable,Favorable,,,,,,The economy,Worse than life today,,Strongly disapprove,Has the right experience,No,No,,,,In the last week,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,North/Central
173372.0,Indiana,78.0,Call 1,Complete,Election day exit poll,1.25030589103699,Did not vote,Todd Young,Did not vote,Male,White,18-24,Independent,,,High school or less,No,No,,Would not have voted,I dislike the other candidates,,,,About the same,"Satisfied, but not enthusiastic",No,No,Deported to the country they came from,,,Good,,,,,No group is favored,No,No,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,,,,Republican Senate - did not vote Trump,Neither,,,All others,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 2,Marion County
173380.0,Indiana,51.0,Call 1,Complete,Election day exit poll,0.66185587644577,Donald Trump,Todd Young,John Gregg,Female,White,25-29,Democrat,Moderate,,Some college/assoc. degree,No,Yes,,Donald Trump,I strongly favor my candidate,,,,About the same,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Republican Senate - Voted Trump,Only Donald Trump,,,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Northwest
173384.0,Indiana,91.0,Call 1,Complete,Election day exit poll,0.952820360660553,Donald Trump,Todd Young,Eric Holcomb,Female,White,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,The economy,Worse than life today,,Strongly disapprove,Has good judgment,No,Yes,,,,In September,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Northwest
173386.0,Indiana,6.0,Call 1,Complete,Election day exit poll,0.856916129589081,Donald Trump,Todd Young,Eric Holcomb,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,Terrorism,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midwest,Version 1,South
173392.0,Indiana,26.0,Call 1,Complete,Election day exit poll,1.19779098033905,Hillary Clinton,Evan Bayh,John Gregg,Male,White,30-39,Independent,Liberal,"$50,000-$99,999",College graduate,No,,,,I dislike the other candidates,,,,,Angry,No,No,,The economy,,Not so good,,Has the right experience,,,,Yes,No,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,North/Central
173407.0,Indiana,72.0,Call 1,Complete,Election day exit poll,0.0,Other,Todd Young,John Gregg,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,Yes,,,Unfavorable,Unfavorable,Unfavorable,,,,,,The economy,About the same,,Somewhat approve,Cares about people like me,No,No,,,,Before that,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Neither,,,,Approve,Conservative Republicans,Mod./Liberal Republicans,Neither,Republican Senate - did not vote Trump,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 1,Marion County
173416.0,Indiana,6.0,Call 1,Complete,Election day exit poll,0.873226702213287,Hillary Clinton,Evan Bayh,John Gregg,Male,White,25-29,Independent,Liberal,,College graduate,No,Yes,,Hillary Clinton,I like my candidate but with reservations,,,,About the same,"Dissatisfied, but not angry",No,No,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,White Born-again/Evangelical Christians,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midwest,Version 2,South
173428.0,Indiana,91.0,Call 1,Complete,Election day exit poll,0.873679637908936,Donald Trump,Todd Young,Eric Holcomb,Male,White,50-59,Republican,Conservative,"$200.000-$249,999",College graduate,No,,Yes,,,Unfavorable,Unfavorable,Favorable,,,,,,The economy,Worse than life today,,Somewhat disapprove,Can bring needed change,No,No,,,,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Northwest
173429.0,Indiana,51.0,Call 1,Complete,Election day exit poll,0.797707498073578,Donald Trump,Todd Young,Eric Holcomb,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",High school or less,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,Immigration,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 1,Northwest
173430.0,Indiana,26.0,Call 1,Complete,Election day exit poll,1.13186621665955,Hillary Clinton,Evan Bayh,John Gregg,Female,White,50-59,Democrat,Liberal,"Under $30,000",Postgraduate study,No,,,,I strongly favor my candidate,,,,,"Satisfied, but not enthusiastic",Yes,No,,The economy,,Good,,Cares about people like me,,,,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,North/Central
173431.0,Indiana,26.0,Call 1,Complete,Election day exit poll,1.13186621665955,Hillary Clinton,Evan Bayh,John Gregg,Female,White,50-59,Democrat,Liberal,"Under $30,000",Postgraduate study,No,,,,I strongly favor my candidate,,,,,"Satisfied, but not enthusiastic",Yes,No,,The economy,,Good,,Cares about people like me,,,,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,National questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,North/Central
173438.0,Indiana,106.0,Call 1,Complete,Election day exit poll,1.00414073467255,Donald Trump,Todd Young,Rex Bell,Female,White,50-59,Republican,Liberal,"$30,000-$49,999",College graduate,No,,No,,,Unfavorable,Favorable,Unfavorable,,,,,,Terrorism,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",8.0,Midwest,Version 1,North/Central
173440.0,Indiana,78.0,Call 1,Complete,Election day exit poll,1.64651203155518,Hillary Clinton,Todd Young,Eric Holcomb,Male,White,18-24,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,Unfavorable,,,,,,Immigration,About the same,,Somewhat approve,Has good judgment,No,No,,,,In the last few days,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,Republican Senate - did not vote Trump,,In the last month,In the last week,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 1,Marion County
173456.0,Indiana,82.0,Call 1,Complete,Election day exit poll,0.903870403766632,Donald Trump,Todd Young,Eric Holcomb,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",College graduate,No,,No,,,Unfavorable,Unfavorable,Favorable,,,,,,The economy,Better than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,In the last few days,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",9.0,Midwest,Version 1,South
173464.0,Indiana,72.0,Call 1,Complete,Election day exit poll,0.87651115655899,Hillary Clinton,Evan Bayh,John Gregg,Female,Black,40-44,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,Yes,,,Favorable,Unfavorable,Unfavorable,,,,,,The economy,About the same,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,Black women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 1,Marion County
173469.0,Indiana,6.0,Call 1,Complete,Election day exit poll,0.9345383644104,Donald Trump,Todd Young,Eric Holcomb,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,Unfavorable,Favorable,Favorable,,,,,,The economy,Worse than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,Before that,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,6.0,Midwest,Version 1,South
173473.0,Indiana,91.0,Call 1,Complete,Election day exit poll,0.873679637908936,Donald Trump,Todd Young,Eric Holcomb,Male,White,45-49,Republican,Conservative,"$50,000-$99,999",College graduate,No,,Yes,,,Unfavorable,Favorable,Favorable,,,,,,The economy,Worse than life today,,Strongly disapprove,Has good judgment,No,Yes,,,,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Northwest
173479.0,Indiana,4.0,Call 1,Complete,Election day exit poll,0.835766315460205,Donald Trump,Todd Young,Eric Holcomb,Female,White,50-59,Republican,Conservative,,College graduate,No,Yes,,Donald Trump,I strongly favor my candidate,,,,Worse today,Angry,No,Yes,Deported to the country they came from,,,Poor,,,,,Minorities are favored over whites,No,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,North/Central
173480.0,Indiana,51.0,Call 1,Complete,Election day exit poll,0.606947422027588,Hillary Clinton,Evan Bayh,John Gregg,Male,Hispanic/Latino,18-24,Democrat,Conservative,,College graduate,Yes,No,,Hillary Clinton,I like my candidate but with reservations,,,,Better today,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,Latino men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,All others,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,Northwest
173498.0,Indiana,78.0,Call 1,Complete,Election day exit poll,2.07488441467285,Donald Trump,Todd Young,Eric Holcomb,Female,White,60-64,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,No,,,Unfavorable,Unfavorable,Unfavorable,,,,,,The economy,Omit,,Strongly disapprove,Can bring needed change,Yes,No,,,,Before that,White women,Non married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Neither,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 1,Marion County
