ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNH16,SENNH16,GOVNH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVAYOTTE,FAVHASSAN,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,SPLITTICKET,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
182878.0,New Hampshire,112.0,Call 1,Complete,Election day exit poll,1.14222490787506,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,50-59,Republican,Conservative,,College graduate,No,No,,,,I strongly favor my candidate,,,,,,,Angry,,,No,Yes,,,The economy,,Poor,,Can bring needed change,,,No group is favored,No,Yes,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3603.0
182900.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,0.949669539928436,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,18-24,Democrat,Liberal,,Some college/assoc. degree,No,,,,,,Unfavorable,Unfavorable,,,,"No, not contacted by either",,,,,,,,Foreign policy,,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Seacoast,3824.0
182919.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,1.17725968360901,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,,,,"No, not contacted by either",,,,,,,,Immigration,,,Strongly disapprove,Can bring needed change,No,Yes,,,,In September,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Seacoast,3842.0
182953.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.645228683948517,Donald Trump,Did not vote,Did not vote,Male,White,18-24,Independent,Conservative,,High school or less,No,No,,,,Omit,,,,,,,Angry,,,No,No,,,Foreign policy,,Not so good,,Cares about people like me,,,No group is favored,No,Yes,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Manchester/Nashua Corridor,3060.0
182966.0,New Hampshire,67.0,Call 1,Complete,Election day exit poll,0.736245036125183,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,Yes,Hillary Clinton,Not at all,,,,Unfavorable,Favorable,About the same,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,,,Creates more U.S. jobs,A lot,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 3,Manchester/Nashua Corridor,3103.0
182981.0,New Hampshire,115.0,Call 1,Complete,Election day exit poll,0.70145845413208,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,45-49,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,,,,Favorable,Unfavorable,,,,"Yes, for Hillary Clinton",,,,,,,,Foreign policy,,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Only Hillary Clinton,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,South,3087.0
183018.0,New Hampshire,112.0,Call 1,Complete,Election day exit poll,0.470316559076309,Jill Stein,Other,Colin Van Ostern,Female,White,65 or over,Independent,Liberal,,Postgraduate study,No,No,,,,I strongly favor my candidate,,,,,,,Angry,,,No,No,,,Foreign policy,,Poor,,Has good judgment,,,Whites are favored over minorities,No,No,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,Other Senate vote,,Neither,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3603.0
183020.0,New Hampshire,112.0,Call 1,Complete,Election day exit poll,0.470316559076309,Jill Stein,Other,Colin Van Ostern,Female,White,65 or over,Independent,Liberal,,Postgraduate study,No,No,,,,I strongly favor my candidate,,,,,,,Angry,,,No,No,,,Foreign policy,,Poor,,Has good judgment,,,Whites are favored over minorities,No,No,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,Other Senate vote,,Neither,,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,Cap Region/Connecticut Valley,3603.0
183031.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,1.29747927188873,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,60-64,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,,Unfavorable,Favorable,,,,"Yes, for both candidates",,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Seacoast,3842.0
183035.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,1.02865266799927,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,65 or over,Republican,Conservative,,College graduate,No,Yes,,,,I like my candidate but with reservations,,,,,,,"Dissatisfied, but not angry",,,No,Yes,,,The economy,,Not so good,,Can bring needed change,,,No group is favored,No,Yes,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Seacoast,3824.0
183042.0,New Hampshire,67.0,Call 1,Complete,Election day exit poll,0.122462727129459,Other,Maggie Hassan,Colin Van Ostern,Male,White,50-59,Republican,Liberal,,Some college/assoc. degree,No,,No,Donald Trump,Some,,,,Unfavorable,Favorable,Worse today,,,Donald Trump,Hillary Clinton,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,,,,,Creates more U.S. jobs,Some,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A lot or some,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Democratic Senate - did not vote Clinton,,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 3,Manchester/Nashua Corridor,3103.0
183064.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.917300999164581,Hillary Clinton,Kelly Ayotte,Colin Van Ostern,Male,White,60-64,Democrat,Liberal,,Some college/assoc. degree,,No,,,,I strongly favor my candidate,,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,Terrorism,,Good,,Has the right experience,,,Whites are favored over minorities,Yes,Omit,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,Republican Senate - did not vote Trump,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Manchester/Nashua Corridor,3060.0
183080.0,New Hampshire,115.0,Call 1,Complete,Election day exit poll,0.773090124130249,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,White,65 or over,Democrat,Liberal,"$200.000-$249,999",Postgraduate study,No,,,,,,Favorable,Unfavorable,,,,"Yes, for Hillary Clinton",,,,,,,,The economy,,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Only Hillary Clinton,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,South,3087.0
183126.0,New Hampshire,67.0,Call 1,Complete,Election day exit poll,0.734993100166321,Hillary Clinton,Kelly Ayotte,Colin Van Ostern,Female,White,25-29,Democrat,Moderate,,College graduate,No,No,,,,I dislike the other candidates,,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,Terrorism,,Good,,Cares about people like me,,,Minorities are favored over whites,Yes,No,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - did not vote Trump,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 2,Manchester/Nashua Corridor,3103.0
183160.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,1.16200304031372,Donald Trump,Kelly Ayotte,Chris Sununu,Female,White,65 or over,Independent,Conservative,,Postgraduate study,No,No,,,,I strongly favor my candidate,,,,,,,Angry,,,No,Yes,,,Immigration,,Poor,,Can bring needed change,,,Minorities are favored over whites,No,Yes,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 2,Seacoast,3842.0
183179.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,0.767062306404114,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Female,Black,25-29,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,,,,,,Unfavorable,Unfavorable,,,,"No, not contacted by either",,,,,,,,The economy,,,Strongly approve,Has the right experience,Yes,No,,,,In the last few days,,,Black women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,Neither,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 1,Seacoast,3824.0
183189.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,1.88187491893768,Gary Johnson,Kelly Ayotte,Other,Male,White,45-49,Independent,Conservative,,Some college/assoc. degree,No,,Yes,Would not have voted,A lot,,,,Favorable,Unfavorable,Worse today,,,Donald Trump,Donald Trump,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,,,Takes away U.S. jobs,Some,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - did not vote Trump,,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Manchester/Nashua Corridor,3060.0
183195.0,New Hampshire,115.0,Call 1,Complete,Election day exit poll,1.46290135383606,Hillary Clinton,Maggie Hassan,Other,Female,Black,25-29,Democrat,Moderate,,Postgraduate study,No,,No,Hillary Clinton,Not much,,,,Unfavorable,Favorable,About the same,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,,,Takes away U.S. jobs,Some,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,2.0,East,Version 3,South,3087.0
183198.0,New Hampshire,115.0,Call 1,Complete,Election day exit poll,1.46290135383606,Hillary Clinton,Maggie Hassan,Other,Female,Black,25-29,Democrat,Moderate,,Postgraduate study,No,,No,Hillary Clinton,Not much,,,,Unfavorable,Favorable,About the same,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,,,Takes away U.S. jobs,Some,Black women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,Not much or not at all,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,2.0,East,Version 3,South,3087.0
183262.0,New Hampshire,67.0,Call 1,Complete,Election day exit poll,0.757206499576569,Hillary Clinton,Kelly Ayotte,Chris Sununu,,Black,45-49,Independent,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,Unfavorable,Favorable,,,,"Yes, for both candidates",,,,,,,,Immigration,,,Somewhat disapprove,Can bring needed change,No,Yes,,,,In the last week,,,,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,,All others,Black,Black,Non-white,Black,Other,No,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - did not vote Trump,Only Donald Trump,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 1,Manchester/Nashua Corridor,3103.0
183276.0,New Hampshire,76.0,Call 1,Not complete,Election day exit poll,0.603629648685455,Donald Trump,Kelly Ayotte,Colin Van Ostern,Female,White,40-44,,,,,No,,,,,,,,,,Better today,,,,,,,,,,Better than life today,,,,,,,,,,Takes away U.S. jobs,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 3,Manchester/Nashua Corridor,3060.0
183288.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,0.965443074703217,Donald Trump,Kelly Ayotte,Colin Van Ostern,Male,White,30-39,Independent,Moderate,,College graduate,No,,Yes,Donald Trump,Some,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,,,,,Has no effect on U.S. jobs,A lot,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A lot or some,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Seacoast,3842.0
183365.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.894894540309906,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,50-59,Independent,Conservative,"$50,000-$99,999",College graduate,No,,,,,,Unfavorable,Favorable,,,,"No, not contacted by either",,,,,,,,Foreign policy,,,Strongly disapprove,Can bring needed change,No,Yes,,,,In the last week,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Manchester/Nashua Corridor,3060.0
183429.0,New Hampshire,40.0,Call 1,Complete,Election day exit poll,0.978165686130524,Hillary Clinton,Maggie Hassan,Colin Van Ostern,Male,White,40-44,Republican,Liberal,,Postgraduate study,No,,Yes,Hillary Clinton,Not much,,,,Unfavorable,Favorable,About the same,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,About the same,,,,,,,,,,Creates more U.S. jobs,A lot,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,Not much or not at all,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Seacoast,3842.0
183461.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.894894540309906,Donald Trump,Kelly Ayotte,Chris Sununu,Male,White,30-39,Independent,Conservative,,High school or less,No,No,,,,I strongly favor my candidate,,,,,,,Angry,,,No,Yes,,,Immigration,,Poor,,Can bring needed change,,,No group is favored,No,Yes,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,Only Donald Trump,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 2,Manchester/Nashua Corridor,3060.0
183469.0,New Hampshire,30.0,Call 1,Complete,Election day exit poll,0.896071672439575,Hillary Clinton,Maggie Hassan,Colin Van Ostern,,White,18-24,Independent,Liberal,,Some college/assoc. degree,No,,No,Hillary Clinton,Not much,,,,Unfavorable,Favorable,Worse today,,,Hillary Clinton,Hillary Clinton,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,,,,,,,,Creates more U.S. jobs,A lot,,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,,White Independent,White,White,White,White,,,Not much or not at all,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,,,,,A lot or some,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Seacoast,3824.0
183546.0,New Hampshire,40.0,Call 1,Not complete,Election day exit poll,0.980243682861328,Hillary Clinton,,Chris Sununu,Female,White,30-39,,,,,No,,,,,,,,,,Better today,,,,,,,,,,Omit,,,,,,,,,,Omit,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Seacoast,3842.0
183548.0,New Hampshire,40.0,Call 1,Not complete,Election day exit poll,0.980243682861328,Hillary Clinton,,Chris Sununu,Female,White,30-39,,,,,No,,,,,,,,,,Better today,,,,,,,,,,Omit,,,,,,,,,,Omit,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,1.0,East,Version 3,Seacoast,3842.0
183551.0,New Hampshire,76.0,Call 1,Complete,Election day exit poll,0.801454246044159,Donald Trump,Kelly Ayotte,Chris Sununu,Female,Hispanic/Latino,45-49,Republican,Conservative,"Under $30,000",Some college/assoc. degree,Yes,,,,,,Unfavorable,Favorable,,,,"No, not contacted by either",,,,,,,,Terrorism,,,Strongly disapprove,Has good judgment,No,Yes,,,,Before that,,,Latino women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,East,Version 1,Manchester/Nashua Corridor,3060.0
183557.0,New Hampshire,67.0,Call 1,Complete,Election day exit poll,0.711226344108582,Donald Trump,Kelly Ayotte,Chris Sununu,Female,White,65 or over,Republican,Conservative,"$30,000-$49,999",High school or less,No,,,,,,Unfavorable,Favorable,,,,"Yes, for both candidates",,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,Only Donald Trump,Contacted by Hillary Clinton,Contacted by Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,,Before that,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,East,Version 1,Manchester/Nashua Corridor,3103.0
