ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNY16,SENNY16,HOUNY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,OVER45,OVER65,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
173550.0, New York,30.0,Call 1,Complete,Election day exit poll,0.662681102752686,Donald Trump,Wendy Long,The Republican candidate,Female,White,50-59,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,Yes,,,,The most important factor,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,Terrorism,,,,Strongly disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,White women,Married women,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,,Important,Factor,,,Only Donald Trump,,,,,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Republican Senate - Voted Trump,,,Before that,Before that,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 1,5.0,12956.0
173568.0, New York,128.0,Call 1,Complete,Election day exit poll,0.993339359760284,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,Black,40-44,Something else,Liberal,,Some college/assoc. degree,No,,,Would not have voted,,,,,,,,Omit,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,No,No,Protestant,,,,,,Omit,,,,,,Black men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",20.0,East,Version 3,3.0,12303.0
173572.0, New York,112.0,Call 1,Complete,Election day exit poll,1.05583322048187,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,Black,65 or over,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Was about right,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Other christian,,,,,,Creates more U.S. jobs,,,,,,Black men,,65+,60+,45+,45+,65+,50+,60+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 3,1.0,11413.0
173573.0, New York,102.0,Call 1,Complete,Election day exit poll,1.0681859254837,Donald Trump,Wendy Long,The Republican candidate,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,19.0,East,Version 3,5.0,13825.0
173578.0, New York,38.0,Call 1,Complete,Election day exit poll,0.871279537677765,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,45-49,Democrat,Liberal,,Postgraduate study,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Omit,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,None,,,,,,Has no effect on U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,None,None,None,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 3,1.0,11230.0
173594.0, New York,76.0,Call 1,Complete,Election day exit poll,0.591948509216309,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,White,65 or over,,Liberal,"$250,000 or more",Postgraduate study,No,,No,,,,An important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Somewhat approve,,Omit,,,,,,,In the last few days,,,,,,,,White men,Non married men,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",,,,,,White,White,White,White,White suburban men,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,,,,,,,,,,,Democratic Senate - voted Clinton,,,In the last month,In the last week,,,,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 1,2.0,11560.0
173596.0, New York,155.0,Call 1,Complete,Election day exit poll,0.991771042346954,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Asian,25-29,Democrat,Liberal,"$50,000-$99,999",College graduate,No,,No,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Foreign policy,,,,Strongly approve,,Has good judgment,,,,,,,Before that,,,,,,,,All other races,Non married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,25-29,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,16.0,East,Version 1,3.0,10703.0
173601.0, New York,160.0,Call 1,Complete,Election day exit poll,0.892679572105408,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,45-49,Independent,Moderate,"$50,000-$99,999",Postgraduate study,Yes,,Yes,,,,Not a factor at all,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,,,,,,,In September,,,,,,,,Latino women,Married women,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,Not important,Not a factor,,,Neither,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,Rural,Small Cities/Rural,27.0,East,Version 1,5.0,14569.0
173602.0, New York,30.0,Call 1,Complete,Election day exit poll,0.814002275466919,Donald Trump,Charles Schumer,,Male,White,45-49,Democrat,,,High school or less,No,,Yes,,,,Not a factor at all,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,White men,Married men,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Not important,Not a factor,,,Only Donald Trump,,,,,Disapprove,,,,,,,,,,,Democratic Senate - did not vote Clinton,,,Before that,Before that,,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 1,5.0,12956.0
173605.0, New York,142.0,Call 1,Not complete,Election day exit poll,1.5340770483017,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,40-44,,,,,Yes,,Yes,,,,An important factor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latino women,Married women,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,,,,,,,,,,,,White,Other,Non-white,Hispanic/Latino,Other,,,,Important,Factor,,,,,,,,,,,,,,,,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 1,2.0,11963.0
173609.0, New York,128.0,Call 1,Complete,Election day exit poll,0.938876569271088,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,18-24,Independent,Liberal,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,About the same,,,Continue Barack Obama's policies,,Yes,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,White women,,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",20.0,East,Version 3,3.0,12303.0
173619.0, New York,15.0,Call 1,Complete,Election day exit poll,0.861572206020355,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,60-64,Democrat,Moderate,,Some college/assoc. degree,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Continue Barack Obama's policies,,Yes,No,Catholic,,,,,,Has no effect on U.S. jobs,,,,,,White women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,23.0,East,Version 3,5.0,14701.0
173632.0, New York,139.0,Call 1,Complete,Election day exit poll,0.767218053340912,Donald Trump,Wendy Long,The Republican candidate,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,No,Yes,Donald Trump,A few times a month,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,The most important factor,,,,Seriously off on the wrong track,,Not much,,,,,White women,Married women,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,At least monthly,Catholic/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Suburbs,Suburbs,2.0,East,Version 5,2.0,11782.0
173641.0, New York,38.0,Call 1,Complete,Election day exit poll,1.09592998027802,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,18-24,Independent,Moderate,,College graduate,Yes,No,No,Hillary Clinton,Never,,,,Some,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,None,Not a factor at all,,,,Generally going in the right direction,,A lot,,,,,Latino women,Non married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,None,None,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 5,1.0,11230.0
173652.0, New York,30.0,Call 1,Complete,Election day exit poll,0.775680720806122,Donald Trump,Wendy Long,The Republican candidate,Male,White,65 or over,Republican,Conservative,,High school or less,No,Yes,Yes,Donald Trump,,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Seriously off on the wrong track,,Not much,,,,,White men,Married men,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,A lot or some,Very confident or somewhat confident,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 5,5.0,12956.0
173658.0, New York,112.0,Call 1,Complete,Election day exit poll,0.902021586894989,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,Yes,,Yes,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Cares about people like me,,,,,,,Before that,,,,,,,,Latino women,Married women,45-65,30-59,45+,45+,18-64,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Black,Other,Non-white,Hispanic/Latino,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",5.0,East,Version 1,1.0,11413.0
173661.0, New York,128.0,Call 1,Complete,Election day exit poll,0.873698532581329,Hillary Clinton,Charles Schumer,The Democratic candidate,Male,White,65 or over,Democrat,Conservative,,High school or less,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,About the same,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Somewhat well,,,,,,,,,,,,,,,,,,No,No,Optimistic,Scared,White men,,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,,,,,Very well or somewhat well,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",20.0,East,Version 4,3.0,12303.0
173663.0, New York,160.0,Call 1,Complete,Election day exit poll,0.962933659553528,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,White,65 or over,Democrat,Moderate,,Postgraduate study,No,No,Yes,Hillary Clinton,Once a week or more,,,,Not much,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,A lot,,,,,White women,Married women,65+,60+,45+,45+,65+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,At least monthly,Catholic/Attend weekly,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Rural,Small Cities/Rural,27.0,East,Version 5,5.0,14569.0
173667.0, New York,76.0,Call 1,Complete,Election day exit poll,0.445972591638565,Donald Trump,Wendy Long,The Republican candidate,Male,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Went too far,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more conservative policies,,No,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,White men,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Neither,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,East,Version 3,2.0,11560.0
173672.0, New York,102.0,Call 1,Complete,Election day exit poll,1.0681859254837,Donald Trump,Wendy Long,The Republican candidate,Male,White,30-39,Republican,Conservative,,High school or less,No,No,Yes,Donald Trump,Never,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,An important factor,,,,Seriously off on the wrong track,,Not much,,,,,White men,Married men,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Rural,Small Cities/Rural,19.0,East,Version 5,5.0,13825.0
173690.0, New York,155.0,Call 1,Complete,Election day exit poll,0.788471698760986,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Hispanic/Latino,40-44,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,,No,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Immigration,,,,Strongly approve,,Cares about people like me,,,,,,,Before that,,,,,,,,Latino women,Non married women,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,Suburbs,Suburbs,16.0,East,Version 1,3.0,10703.0
173694.0, New York,15.0,Call 1,Complete,Election day exit poll,0.673533141613007,Donald Trump,Wendy Long,The Republican candidate,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,White women,,45-65,30-59,45+,45+,18-64,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Rural,Small Cities/Rural,23.0,East,Version 3,5.0,14701.0
173695.0, New York,142.0,Call 1,Complete,Election day exit poll,2.24143552780151,Donald Trump,Charles Schumer,The Republican candidate,Male,White,30-39,Republican,Conservative,"$30,000-$49,999",College graduate,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,"Dissatisfied, but not angry",,,,,No,No,,,,The economy,,,Poor,,,Can bring needed change,,,,,No,Yes,,,,,,,,,White men,,30-44,30-59,18-44,18-44,18-64,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Democratic Senate - did not vote Clinton,,Only Donald Trump,,,,,,National questionnaire,English,Suburbs,Suburbs,1.0,East,Version 2,2.0,11963.0
173706.0, New York,30.0,Call 1,Complete,Election day exit poll,0.750149726867676,Donald Trump,Charles Schumer,The Republican candidate,Female,White,40-44,Republican,Moderate,,High school or less,No,No,Yes,Donald Trump,A few times a year,,,,Not at all,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,Some,,,,,White women,Married women,30-44,30-59,18-44,18-44,18-64,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,A few times a year or less,Catholic/Do not attend weekly,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,No,All others,All others,Democratic Senate - did not vote Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Rural,Small Cities/Rural,21.0,East,Version 5,5.0,12956.0
173710.0, New York,38.0,Call 1,Complete,Election day exit poll,1.34406292438507,Hillary Clinton,Charles Schumer,The Democratic candidate,Female,Black,18-24,Democrat,Conservative,"Under $30,000",College graduate,No,,No,,,,An important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,Terrorism,,,,Strongly approve,,Cares about people like me,,,,,,,Before that,,,,,,,,Black women,Non married women,18-29,18-29,18-44,18-44,18-64,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",12.0,East,Version 1,1.0,11230.0
173722.0, New York,28.0,Call 1,Complete,Election day exit poll,0.669600129127502,Donald Trump,Wendy Long,The Republican candidate,Female,White,60-64,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,"Dissatisfied, but not angry",,,,,No,Yes,,,,Terrorism,,,Not so good,,,Can bring needed change,,,,,No,Yes,,,,,,,,,White women,,45-65,60+,45+,45+,18-64,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,,,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,Only Donald Trump,,,,,,National questionnaire,English,Suburbs,Suburbs,26.0,East,Version 2,4.0,14150.0
