ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOH16,SENOH16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CHILD12,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVKASICH,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PARENTS,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELIGN10,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
217933.0,Ohio,61.0,Call 3,Complete,Election day exit poll,0.749781489372253,Hillary Clinton,Ted Strickland,Female,White,25-29,Democrat,Liberal,"Under $30,000",Postgraduate study,No,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,Yes,No,,,,Before that,,A lot,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 1,Columbus Area
175837.0,Ohio,135.0,Call 1,Complete,Election day exit poll,0.82450920343399,Hillary Clinton,Ted Strickland,Male,White,60-64,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,Worse today,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,Yes,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",13.0,Midwest,Version 4,North
175833.0,Ohio,49.0,Call 1,Complete,Election day exit poll,1.10999727249146,Hillary Clinton,Ted Strickland,Male,Black,30-39,Democrat,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Not much,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Has the right experience,Yes,No,,,,Before that,,Some,,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 1,Columbus Area
212669.0,Ohio,106.0,Call 3,Complete,Election day exit poll,0.878238022327423,Hillary Clinton,Ted Strickland,Female,White,65 or over,Democrat,Liberal,,High school or less,No,,Yes,,No,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Did not go far enough,Yes,No,,,Terrorism,Better today,,Excellent,,,Has the right experience,,,,Yes,No,,,,No,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Women without children,Liberal Democrats,Liberal Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 2,North
192663.0,Ohio,90.0,Call 2,Complete,Election day exit poll,0.768023073673248,Hillary Clinton,Ted Strickland,Male,White,50-59,Independent,Moderate,,Some college/assoc. degree,No,,,,,Some,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Omit,,,,Strongly approve,,Cares about people like me,Yes,No,,,,Before that,,A lot,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A lot or some,Only Hillary Clinton,,,,,,Approve,,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Cleveland Area
193192.0,Ohio,114.0,Call 2,Complete,Election day exit poll,0.37825134396553,Hillary Clinton,Ted Strickland,Female,White,40-44,Democrat,Moderate,"$50,000-$99,999",College graduate,No,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Omit,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,Not at all,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,Not much or not at all,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",10.0,Midwest,Version 1,Cinc/Dayton Area
175817.0,Ohio,142.0,Call 1,Complete,Election day exit poll,0.577031552791595,Hillary Clinton,Ted Strickland,Female,White,30-39,Something else,Moderate,,Some college/assoc. degree,No,,Yes,,Yes,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,Did not go far enough,No,No,,,The economy,Worse today,,Not so good,,,Has the right experience,,,,Yes,No,,,,No,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Women with children,Moderate/Liberal Republicans,Moderate Independents,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,Midwest,Version 2,North
175816.0,Ohio,19.0,Call 1,Complete,Election day exit poll,1.17141509056091,Hillary Clinton,Ted Strickland,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,Yes,,Yes,,I dislike the other candidates,,,,,,Angry,,,Did not go far enough,No,No,,,Immigration,About the same,,Good,,,Has good judgment,,,,Yes,No,,,,Yes,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Men with children,Liberal Democrats,Liberal Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 2,Ohio Valley + West
212999.0,Ohio,106.0,Call 3,Complete,Election day exit poll,0.878238022327423,Hillary Clinton,Ted Strickland,Female,White,60-64,Democrat,Moderate,"$50,000-$99,999",College graduate,No,,,,,Not much,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,Yes,No,,,,Before that,,A lot,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 1,North
175786.0,Ohio,49.0,Call 1,Complete,Election day exit poll,0.988215982913971,Hillary Clinton,Ted Strickland,Female,Black,45-49,Democrat,Conservative,"$50,000-$99,999",College graduate,No,,,,,Some,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Strongly approve,,Can bring needed change,Yes,No,,,,In October,,A lot,,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,A lot or some,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 1,Columbus Area
192578.0,Ohio,146.0,Call 2,Complete,Election day exit poll,0.745171666145325,Hillary Clinton,Ted Strickland,Female,Hispanic/Latino,65 or over,Independent,Liberal,"Under $30,000",College graduate,Yes,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly approve,,Has good judgment,Yes,No,,,,Before that,,A lot,,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 1,North
175716.0,Ohio,142.0,Call 1,Complete,Election day exit poll,0.683074057102203,Hillary Clinton,Ted Strickland,Female,White,65 or over,Democrat,Liberal,"$250,000 or more",Postgraduate study,No,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Omit,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,A lot,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",11.0,Midwest,Version 1,North
175707.0,Ohio,150.0,Call 1,Complete,Election day exit poll,1.0598555803299,Hillary Clinton,Ted Strickland,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,Yes,,No,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Did not go far enough,Yes,No,,,Immigration,About the same,,Excellent,,,Has good judgment,,,,Yes,No,,,,Yes,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Women without children,Liberal Democrats,Liberal Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 2,North
175704.0,Ohio,53.0,Call 1,Complete,Election day exit poll,0.940456986427307,Hillary Clinton,Ted Strickland,Female,Black,40-44,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Not at all,,Favorable,Unfavorable,Unfavorable,,,,,,,,,,,Immigration,,,,Strongly approve,,Has the right experience,Yes,No,,,,Before that,,A lot,,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,Midwest,Version 1,Columbus Area
192536.0,Ohio,65.0,Call 2,Complete,Election day exit poll,0.492440432310104,Hillary Clinton,Ted Strickland,Female,White,45-49,Democrat,Moderate,,Some college/assoc. degree,No,,,,,,,,,,Better today,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 4,Cinc/Dayton Area
175693.0,Ohio,25.0,Call 1,Complete,Election day exit poll,1.12369608879089,Hillary Clinton,Ted Strickland,Male,White,65 or over,Democrat,Moderate,,Postgraduate study,No,,No,,No,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Was about right,Yes,No,,,Foreign policy,About the same,,Not so good,,,Has the right experience,,,,Yes,No,,,,No,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Men without children,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,Ohio Valley + West
175690.0,Ohio,49.0,Call 1,Complete,Election day exit poll,0.988215982913971,Hillary Clinton,Ted Strickland,Female,Black,40-44,Democrat,Moderate,"$50,000-$99,999",College graduate,No,,,,,Not much,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Can bring needed change,Yes,No,,,,Before that,,A lot,,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 1,Columbus Area
175674.0,Ohio,90.0,Call 1,Complete,Election day exit poll,0.83956390619278,Hillary Clinton,Ted Strickland,Male,Asian,25-29,Republican,Moderate,"$100,000-$199,999",College graduate,No,,,,,Some,,Unfavorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Has the right experience,Yes,No,,,,Before that,,A lot,,All other races,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Asian,Other,Non-white,Asian,Other,No,A lot or some,Neither,,,,,,Approve,,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Cleveland Area
175667.0,Ohio,53.0,Call 1,Complete,Election day exit poll,0.940456986427307,Hillary Clinton,Ted Strickland,Female,Black,30-39,Democrat,Moderate,,College graduate,No,,No,,Yes,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Did not go far enough,Yes,No,,,The economy,About the same,,Not so good,,,Can bring needed change,,,,Yes,No,,,,No,Black women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Women with children,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,Midwest,Version 2,Columbus Area
192478.0,Ohio,53.0,Call 2,Complete,Election day exit poll,1.1132869720459,Hillary Clinton,Ted Strickland,Female,Black,65 or over,Republican,,,High school or less,,,,,,Not at all,,Favorable,Omit,Unfavorable,,,,,,,,,,,Omit,,,,Strongly approve,,Cares about people like me,Yes,No,,,,In the last few days,,Omit,,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Black non-Democrat,All Republicans,Republican women,All others,Black,Black,Non-white,Black,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,,,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,In the last month,In the last week,Omit,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,Midwest,Version 1,Columbus Area
175596.0,Ohio,49.0,Call 1,Complete,Election day exit poll,0.912256002426147,Hillary Clinton,Ted Strickland,Female,White,25-29,Democrat,Conservative,,Some college/assoc. degree,No,,No,,Yes,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Went too far,Yes,No,,,The economy,About the same,,Good,,,Has the right experience,,,,No,No,,,,No,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Women with children,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Democratic Senate - voted Clinton,Neither,,,,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 2,Columbus Area
175583.0,Ohio,53.0,Call 1,Complete,Election day exit poll,0.940456986427307,Hillary Clinton,Ted Strickland,Female,Black,45-49,Democrat,Moderate,"$30,000-$49,999",High school or less,No,,,,,Not at all,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Strongly approve,,Cares about people like me,Yes,No,,,,Before that,,A lot,,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Not much or not at all,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,Midwest,Version 1,Columbus Area
192412.0,Ohio,90.0,Call 2,Complete,Election day exit poll,0.809417188167572,Hillary Clinton,Ted Strickland,Female,White,65 or over,Democrat,Moderate,"$30,000-$49,999",High school or less,No,,,,,Some,,Favorable,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,,Strongly approve,,Has the right experience,Yes,No,,,,In October,,A lot,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,A lot or some,Only Hillary Clinton,,,,,,Approve,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,Cleveland Area
175555.0,Ohio,19.0,Call 1,Complete,Election day exit poll,1.04289543628693,Hillary Clinton,Ted Strickland,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Some,,Unfavorable,Unfavorable,Omit,,,,,,,,,,,The economy,,,,Strongly approve,,Can bring needed change,No,No,,,,Before that,,A lot,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,A lot or some,Neither,,,,,,Approve,,Liberal Democrats,Liberal Democrats,Neither,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,Ohio Valley + West
175552.0,Ohio,146.0,Call 1,Complete,Election day exit poll,0.70706307888031,Hillary Clinton,Ted Strickland,Male,White,45-49,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,Not at all,,Favorable,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Somewhat disapprove,,Can bring needed change,Yes,No,,,,Before that,,Some,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,Yes,Not much or not at all,Only Hillary Clinton,,,,,,Disapprove,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,,Democratic Senate - voted Clinton,,Before that,Before that,A lot or some,,,,State questionnaire,Suburbs,Suburbs,13.0,Midwest,Version 1,North
175550.0,Ohio,49.0,Call 1,Complete,Election day exit poll,0.988215982913971,Hillary Clinton,Ted Strickland,Female,Black,50-59,Democrat,Conservative,,Some college/assoc. degree,No,,Yes,,Yes,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Was about right,No,No,,,The economy,About the same,,Good,,,Has the right experience,,,,Yes,No,,,,No,Black women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Women with children,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,Suburbs,Suburbs,15.0,Midwest,Version 2,Columbus Area
175532.0,Ohio,135.0,Call 1,Complete,Election day exit poll,0.583635866641998,Hillary Clinton,Ted Strickland,Female,,25-29,Democrat,,,High school or less,No,,,,,,,,,,Better today,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,No,,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,,,,No college degree,High school graduate or less,,,,,,,Democrat,,,Democratic women,,,,,,Other,,,,,,,,,,,,,,,,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",13.0,Midwest,Version 4,North
175514.0,Ohio,73.0,Call 1,Complete,Election day exit poll,0.523493826389313,Hillary Clinton,Ted Strickland,Male,White,30-39,Democrat,Liberal,,Some college/assoc. degree,No,,Yes,,Yes,,I dislike the other candidates,,,,,,Angry,,,Did not go far enough,No,No,,,The economy,Better today,,Good,,,Has the right experience,,,,Yes,No,,,,No,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Men with children,Liberal Democrats,Liberal Democrats,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,Cinc/Dayton Area
