ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMO16,SENMO16,GOVMO16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,GOVTANGR16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
183988.0,Missouri,36.0,Call 1,Complete,Election day exit poll,1.24024844169617,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,Democrat,Moderate,,Some college/assoc. degree,No,,Hillary Clinton,,,Treats all people fairly,,,,,,Offered a chance to apply for legal status,,Omit,,,,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 3,5.0,65810.0
202537.0,Missouri,36.0,Call 2,Complete,Election day exit poll,1.24024844169617,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,Independent,Liberal,,College graduate,No,,Hillary Clinton,,,Treats blacks unfairly,,,,,,Offered a chance to apply for legal status,,Worse than life today,,,,Yes,No,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 3,5.0,65810.0
179933.0,Missouri,15.0,Call 1,Complete,Election day exit poll,0.935043692588806,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Republican,Conservative,,High school or less,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",Yes,Yes,Deported to the country they came from,,,Good,,,,,No group is favored,No,Yes,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Both,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,5.0,65714.0
200177.0,Missouri,133.0,Call 2,Complete,Election day exit poll,2.72096395492554,Donald Trump,Roy Blunt,Eric Greitens,Male,Black,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,No,,,Unfavorable,Favorable,,,,,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Black non-Democrat,All Republicans,Republican men,All others,Black,Black,Non-white,Black,Other,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,1.0,63136.0
220421.0,Missouri,131.0,Call 3,Complete,Election day exit poll,1.0000011920929,Donald Trump,Roy Blunt,Eric Greitens,Female,White,25-29,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,No,,,Unfavorable,Favorable,,,,,Foreign policy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,63129.0
220418.0,Missouri,126.0,Call 3,Complete,Election day exit poll,2.94320750236511,Gary Johnson,Did not vote,Other,Male,White,60-64,Independent,Moderate,,College graduate,No,Yes,Would not have voted,,I dislike the other candidates,Treats blacks unfairly,,,Angry,No,No,Omit,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 2,1.0,63146.0
212319.0,Missouri,36.0,Call 3,Complete,Election day exit poll,1.06969702243805,Donald Trump,Roy Blunt,Eric Greitens,Male,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,Yes,,,,,,,,,,,,,,,,,,,,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,,,,White Born-again/Evangelical Christians,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 5,5.0,65810.0
204219.0,Missouri,158.0,Call 2,Complete,Election day exit poll,0.775004386901855,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Conservative,"Under $30,000",High school or less,No,,,Yes,,,Unfavorable,Favorable,,,,,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,5.0,65742.0
215550.0,Missouri,154.0,Call 3,Complete,Election day exit poll,0.917040348052979,Donald Trump,Roy Blunt,Eric Greitens,Female,White,30-39,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,,,,,Unfavorable,Favorable,,,,,The economy,,,Strongly disapprove,Can bring needed change,,,,,,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,Republican Senate - Voted Trump,,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 1,5.0,65675.0
179918.0,Missouri,158.0,Call 1,Complete,Election day exit poll,0.731153786182404,Donald Trump,Roy Blunt,Eric Greitens,Female,White,40-44,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,Yes,,,Unfavorable,Unfavorable,,,,,Terrorism,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 1,5.0,65742.0
216354.0,Missouri,104.0,Call 3,Complete,Election day exit poll,0.975843012332916,Donald Trump,Roy Blunt,Eric Greitens,Female,White,18-24,Republican,Conservative,,College graduate,No,Yes,Donald Trump,,I strongly favor my candidate,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,Yes,,White women,Married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,2.0,63367.0
183961.0,Missouri,66.0,Call 1,Complete,Election day exit poll,1.88927114009857,Donald Trump,Roy Blunt,Eric Greitens,Male,White,60-64,Republican,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I strongly favor my candidate,Treats blacks unfairly,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Poor,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,5.0,64836.0
204205.0,Missouri,70.0,Call 2,Not complete,Election day exit poll,1.01505291461945,Hillary Clinton,Jason Kander,Chris Koster,Female,White,65 or over,,,,,No,,,,,,,,,,,,,About the same,,,,,,,,,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,63010.0
216350.0,Missouri,15.0,Call 3,Complete,Election day exit poll,1.00402057170868,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats blacks unfairly,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,7.0,Midwest,Version 2,5.0,65714.0
200153.0,Missouri,82.0,Call 2,Complete,Election day exit poll,1.17393040657043,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Republican,Conservative,,Postgraduate study,No,Yes,Donald Trump,,I strongly favor my candidate,Treats all people fairly,,,"Dissatisfied, but not angry",No,Yes,Deported to the country they came from,,,Poor,,,,,No group is favored,No,Yes,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Rural,Small Cities/Rural,6.0,Midwest,Version 2,4.0,63456.0
217300.0,Missouri,115.0,Call 3,Complete,Election day exit poll,0.617030918598175,Hillary Clinton,Jason Kander,Chris Koster,Female,White,45-49,Democrat,Liberal,,Postgraduate study,No,No,,,,,Favorable,Unfavorable,,,,,The economy,,,Strongly approve,Cares about people like me,,,,,,In September,White women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,,Before that,Before that,,National questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,1.0,63040.0
200147.0,Missouri,119.0,Call 2,Complete,Election day exit poll,0.708229184150696,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,30-39,Democrat,Liberal,,Postgraduate study,No,Yes,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,Black men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,1.0,63033.0
204195.0,Missouri,51.0,Call 2,Complete,Election day exit poll,1.08016729354858,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Something else,Moderate,,College graduate,No,Yes,Donald Trump,,I strongly favor my candidate,Treats blacks unfairly,,,Angry,No,Yes,Offered a chance to apply for legal status,,,Not so good,,,,,Whites are favored over minorities,No,Yes,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,64063.0
179896.0,Missouri,38.0,Call 1,Complete,Election day exit poll,0.760967254638672,Donald Trump,Jason Kander,,Male,Asian,30-39,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,,,Yes,,,Unfavorable,Favorable,,,,,The economy,About the same,,Somewhat disapprove,Has good judgment,No,No,,,,In October,All other races,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent men,All others,Asian,Other,Non-white,Asian,Other,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,Democratic Senate - did not vote Clinton,,In the last month,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,Midwest,Version 1,5.0,65803.0
192042.0,Missouri,51.0,Call 1,Complete,Election day exit poll,0.557896494865417,Hillary Clinton,Jason Kander,Chris Koster,Female,White,40-44,Independent,Moderate,,Some college/assoc. degree,No,Yes,Hillary Clinton,,I strongly favor my candidate,Treats blacks unfairly,,,"Satisfied, but not enthusiastic",Yes,No,Offered a chance to apply for legal status,,,Good,,,,,Whites are favored over minorities,Yes,No,,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,State questionnaire,Suburbs,Suburbs,6.0,Midwest,Version 2,3.0,64063.0
179894.0,Missouri,42.0,Call 1,Complete,Election day exit poll,0.978236556053162,Donald Trump,Roy Blunt,Chris Koster,Female,White,50-59,Independent,Conservative,"Under $30,000",High school or less,No,Yes,,,,,Unfavorable,Unfavorable,,,,,Immigration,,,Strongly disapprove,Can bring needed change,,,,,,In the last few days,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,,Republican Senate - Voted Trump,,In the last month,In the last week,,National questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,4.0,65250.0
179893.0,Missouri,131.0,Call 1,Complete,Election day exit poll,1.12799549102783,Donald Trump,Roy Blunt,Eric Greitens,Female,White,60-64,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,No,,,Unfavorable,Favorable,,,,,Immigration,Better than life today,,Somewhat disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,63129.0
180590.0,Missouri,131.0,Call 1,Complete,Election day exit poll,0.98007994890213,Donald Trump,Roy Blunt,Eric Greitens,Male,White,50-59,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,,,No,,,Unfavorable,Favorable,,,,,Terrorism,About the same,,Strongly disapprove,Has good judgment,No,Yes,,,,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,63129.0
223925.0,Missouri,143.0,Call 3,Complete,Election day exit poll,1.0444530248642,Hillary Clinton,Jason Kander,Chris Koster,Female,Black,40-44,Democrat,Moderate,"Under $30,000",High school or less,No,,,No,,,Favorable,Unfavorable,,,,,Terrorism,Better than life today,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,Black women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,Before that,Before that,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,1.0,63109.0
179884.0,Missouri,157.0,Call 1,Complete,Election day exit poll,0.65086954832077,Donald Trump,Did not vote,Did not vote,Female,White,60-64,Independent,,"Under $30,000",High school or less,No,,,Yes,,,Unfavorable,Favorable,,,,,Immigration,Worse than life today,,Strongly disapprove,Omit,No,Yes,,,,In September,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,Only Donald Trump,,,,Disapprove,,,Only Donald Trump,,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 1,5.0,63660.0
179881.0,Missouri,106.0,Call 1,Complete,Election day exit poll,1.02252507209778,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,,,No,,,Unfavorable,Favorable,,,,,The economy,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,2.0,63385.0
179880.0,Missouri,137.0,Call 1,Complete,Election day exit poll,1.62887012958527,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,65 or over,Democrat,Moderate,,Some college/assoc. degree,,,Hillary Clinton,,,Treats blacks unfairly,,,,,,Offered a chance to apply for legal status,,Better than life today,,,,Yes,No,,,,,Black men,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Democratic Senate - voted Clinton,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 3,1.0,63133.0
216320.0,Missouri,133.0,Call 3,Not complete,Election day exit poll,1.8862030506134,Hillary Clinton,Jason Kander,Chris Koster,Male,Black,65 or over,,,,,No,,,,I strongly favor my candidate,,,,,,,,,,Excellent,,,,,,,,,Black men,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,,,,,,,,,,,,,,Black,Black,Non-white,Black,Other,,,,,Excellent or good,,,,,Democratic Senate - voted Clinton,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,1.0,63136.0
182217.0,Missouri,70.0,Call 1,Complete,Election day exit poll,1.17125606536865,Donald Trump,Roy Blunt,Eric Greitens,Female,White,50-59,Republican,Moderate,"$50,000-$99,999",High school or less,No,,,Yes,,,Unfavorable,Favorable,,,,,Terrorism,Better than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,63010.0
217141.0,Missouri,46.0,Call 3,Complete,Election day exit poll,1.6617180109024,Donald Trump,Roy Blunt,Eric Greitens,Male,White,60-64,Republican,Conservative,,High school or less,No,Yes,Donald Trump,,I like my candidate but with reservations,Treats all people fairly,,,"Dissatisfied, but not angry",No,No,Deported to the country they came from,,,Good,,,,,Minorities are favored over whites,No,Yes,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 2,3.0,64055.0
216313.0,Missouri,157.0,Call 3,Complete,Election day exit poll,0.667485177516937,Gary Johnson,Roy Blunt,Eric Greitens,Male,White,25-29,Independent,Liberal,,High school or less,No,Yes,Hillary Clinton,,I strongly favor my candidate,Treats all people fairly,,,"Satisfied, but not enthusiastic",No,No,Offered a chance to apply for legal status,,,Good,,,,,No group is favored,Yes,No,,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Republican Senate - did not vote Trump,Only Hillary Clinton,,,,State questionnaire,Rural,Small Cities/Rural,8.0,Midwest,Version 2,5.0,63660.0
