ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMN16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,HEALTHCARE16,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
204583.0,Minnesota,96.0,Call 2,Not complete,Election day exit poll,0.891807436943054,Hillary Clinton,Female,,18-24,,,,,No,I strongly favor my candidate,,,,Was about right,,,,Better than life today,No,,,,In the last week,,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,,,,,,,,,,,,,,,,,,,,,Other,,,,,,,In the last month,In the last week,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,3.0,56304.0
219923.0,Minnesota,89.0,Call 3,Complete,Election day exit poll,1.17250728607178,Hillary Clinton,Male,White,50-59,Democrat,Moderate,"$50,000-$99,999",High school or less,No,I dislike the other candidates,Treats all people fairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,About the same,Yes,Has the right experience,Yes,No,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,5.0,55720.0
220677.0,Minnesota,25.0,Call 3,Complete,Election day exit poll,0.734388947486877,Hillary Clinton,Male,White,65 or over,Democrat,Liberal,,High school or less,No,,Treats all people fairly,,,Was about right,,,,Better than life today,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 3,2.0,55057.0
220760.0,Minnesota,52.0,Call 3,Complete,Election day exit poll,1.39059317111969,Hillary Clinton,Female,White,18-24,Democrat,Liberal,"Under $30,000",College graduate,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,No,No,The economy,Better than life today,No,Has the right experience,Yes,No,In the last few days,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Neither,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55305.0
184602.0,Minnesota,70.0,Call 1,Complete,Election day exit poll,1.2711079120636,Hillary Clinton,Male,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,Unfavorable,Unfavorable,,,,The economy,,Yes,Has the right experience,,,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,Neither,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Before that,Before that,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,1.0,55126.0
220753.0,Minnesota,71.0,Call 3,Complete,Election day exit poll,1.16213929653168,Hillary Clinton,Female,White,50-59,,,,,,Omit,Treats blacks unfairly,Favorable,Unfavorable,Omit,Omit,Omit,Omit,Omit,,Omit,Omit,Omit,Before that,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,Only Hillary Clinton,Omit,,,Omit,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,1.0,55109.0
200507.0,Minnesota,46.0,Call 2,Complete,Election day exit poll,1.07699358463287,Hillary Clinton,Female,White,50-59,Democrat,Liberal,"$50,000-$99,999",Postgraduate study,No,I dislike the other candidates,Treats blacks unfairly,Unfavorable,Unfavorable,Did not go far enough,No,No,The economy,About the same,Yes,Has the right experience,Yes,No,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Neither,Neither,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,1.0,55419.0
182816.0,Minnesota,52.0,Call 1,Complete,Election day exit poll,1.14398097991943,Hillary Clinton,Female,Hispanic/Latino,45-49,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,About the same,No,Has good judgment,Yes,No,Before that,Latino women,Non married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Other,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55305.0
220738.0,Minnesota,38.0,Call 3,Complete,Election day exit poll,1.18283653259277,Hillary Clinton,Male,White,65 or over,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,I dislike the other candidates,Treats blacks unfairly,Unfavorable,Unfavorable,Did not go far enough,No,No,The economy,Worse than life today,Yes,Has the right experience,Yes,No,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,Neither,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55369.0
188343.0,Minnesota,65.0,Call 1,Complete,Election day exit poll,0.948073625564575,Hillary Clinton,Male,Black,45-49,Democrat,Moderate,"$200.000-$249,999",Postgraduate study,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,The economy,Better than life today,Yes,Cares about people like me,Yes,No,In October,Black men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,4.0,55906.0
183054.0,Minnesota,38.0,Call 1,Complete,Election day exit poll,1.2360827922821,Hillary Clinton,Female,White,25-29,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,I dislike the other candidates,Treats blacks unfairly,Unfavorable,Unfavorable,Went too far,No,No,Foreign policy,Worse than life today,No,Has good judgment,Yes,No,In the last few days,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Neither,Neither,Conservative Republicans,Mod./Liberal Republicans,Only Hillary Clinton,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55369.0
204537.0,Minnesota,96.0,Call 2,Complete,Election day exit poll,0.963217794895172,Hillary Clinton,Female,Asian,18-24,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,I dislike the other candidates,Treats blacks unfairly,Unfavorable,Unfavorable,Was about right,Yes,Yes,Foreign policy,About the same,No,Can bring needed change,Yes,No,Before that,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,No,Neither,Both,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,3.0,56304.0
184290.0,Minnesota,7.0,Call 1,Complete,Election day exit poll,0.833120763301849,Hillary Clinton,Male,White,50-59,Democrat,Moderate,"$100,000-$199,999",Postgraduate study,No,I dislike the other candidates,Treats all people fairly,Favorable,Unfavorable,Went too far,Yes,No,Foreign policy,Better than life today,Yes,Has the right experience,Yes,No,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,Midwest,Version 1,2.0,55126.0
184286.0,Minnesota,38.0,Call 1,Complete,Election day exit poll,1.0168719291687,Hillary Clinton,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,Terrorism,Worse than life today,Yes,Has the right experience,Yes,No,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55369.0
204530.0,Minnesota,51.0,Call 2,Complete,Election day exit poll,1.19723165035248,Hillary Clinton,Male,White,65 or over,Democrat,Liberal,"$100,000-$199,999",College graduate,No,,,Favorable,Unfavorable,,,,The economy,,Yes,Has the right experience,,,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,,Liberal Democrats,Liberal Democrats,,Before that,Before that,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55361.0
184279.0,Minnesota,27.0,Call 1,Complete,Election day exit poll,1.09347093105316,Hillary Clinton,Male,Asian,45-49,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,Yes,,,,,All other races,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Non-White Democrats,Asian,Other,Non-white,Asian,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 5,2.0,55120.0
220994.0,Minnesota,3.0,Call 3,Complete,Election day exit poll,0.798145949840546,Hillary Clinton,Female,Asian,18-24,Democrat,Liberal,"Under $30,000",Postgraduate study,No,I strongly favor my candidate,Treats all people fairly,Favorable,Unfavorable,Was about right,No,No,The economy,About the same,No,Cares about people like me,Yes,No,Before that,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,No,Only Hillary Clinton,Neither,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,2.0,55421.0
184266.0,Minnesota,3.0,Call 1,Complete,Election day exit poll,0.699821412563324,Hillary Clinton,Male,White,50-59,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,I dislike the other candidates,Treats blacks unfairly,Unfavorable,Unfavorable,Went too far,Yes,No,The economy,Better than life today,No,Has the right experience,No,No,In the last few days,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Neither,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Neither,In the last month,In the last week,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,2.0,55421.0
184284.0,Minnesota,43.0,Call 1,Complete,Election day exit poll,1.81474888324738,Hillary Clinton,Male,White,50-59,Democrat,Liberal,,College graduate,No,,Treats blacks unfairly,,,Was about right,,,,About the same,,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 3,1.0,55418.0
220704.0,Minnesota,28.0,Call 3,Complete,Election day exit poll,0.734388947486877,Hillary Clinton,Male,White,60-64,Democrat,Liberal,"$50,000-$99,999",High school or less,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Worse than life today,Yes,Cares about people like me,Yes,No,Before that,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,Midwest,Version 1,2.0,55075.0
184261.0,Minnesota,89.0,Call 1,Complete,Election day exit poll,1.17250728607178,Hillary Clinton,Male,White,45-49,Independent,Moderate,"$250,000 or more",Some college/assoc. degree,No,I dislike the other candidates,Treats blacks unfairly,Favorable,Unfavorable,Was about right,Yes,No,The economy,About the same,Yes,Has the right experience,Yes,No,Before that,White men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,5.0,55720.0
204502.0,Minnesota,70.0,Call 2,Complete,Election day exit poll,1.16468954086304,Hillary Clinton,Male,White,50-59,Democrat,Liberal,,High school or less,No,,,,,,,,,,No,,,,,White men,Non married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 5,1.0,55126.0
204490.0,Minnesota,51.0,Call 2,Complete,Election day exit poll,1.02924728393555,Hillary Clinton,Female,White,50-59,Democrat,Liberal,"$250,000 or more",College graduate,No,,,Favorable,Unfavorable,,,,The economy,,Yes,Has good judgment,,,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,Liberal Democrats,Liberal Democrats,,Before that,Before that,National questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55361.0
200430.0,Minnesota,46.0,Call 2,Complete,Election day exit poll,1.1478875875473,Hillary Clinton,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",College graduate,No,I dislike the other candidates,Treats all people fairly,Unfavorable,Unfavorable,Went too far,No,No,Terrorism,Worse than life today,Yes,Cares about people like me,No,No,In the last few days,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Conservative Republicans,Mod./Liberal Republicans,Neither,In the last month,In the last week,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,1.0,55419.0
204478.0,Minnesota,115.0,Call 2,Complete,Election day exit poll,1.75556898117065,Hillary Clinton,Female,White,25-29,Democrat,Liberal,,Some college/assoc. degree,No,,Treats blacks unfairly,,,Went too far,,,,About the same,,,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,,,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 3,4.0,56241.0
220659.0,Minnesota,38.0,Call 3,Complete,Election day exit poll,1.0168719291687,Hillary Clinton,Female,Other,30-39,Democrat,Moderate,"$100,000-$199,999",College graduate,No,I like my candidate but with reservations,Omit,Favorable,Unfavorable,Did not go far enough,Omit,No,The economy,Better than life today,Yes,Has the right experience,Yes,No,Before that,All other races,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Other,Other,Non-white,Other,Other,No,Only Hillary Clinton,Omit,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55369.0
188264.0,Minnesota,65.0,Call 1,Complete,Election day exit poll,1.19279325008392,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,Terrorism,Better than life today,Yes,Has the right experience,Yes,No,Before that,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,4.0,55906.0
220650.0,Minnesota,65.0,Call 3,Complete,Election day exit poll,1.19279325008392,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$100,000-$199,999",Some college/assoc. degree,No,I dislike the other candidates,Treats all people fairly,Favorable,Unfavorable,Did not go far enough,Omit,No,Terrorism,Better than life today,Yes,Cares about people like me,Yes,No,Before that,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Omit,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,4.0,55906.0
184208.0,Minnesota,38.0,Call 1,Complete,Election day exit poll,1.2360827922821,Hillary Clinton,Female,White,25-29,,Moderate,"$30,000-$49,999",College graduate,No,I like my candidate but with reservations,Omit,Favorable,Unfavorable,Omit,Omit,Omit,The economy,Better than life today,No,Omit,Yes,No,In the last week,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",,,,,,White,White,White,White,White suburban women,No,Only Hillary Clinton,Omit,,,Only Hillary Clinton,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 1,1.0,55369.0
204451.0,Minnesota,71.0,Call 2,Complete,Election day exit poll,1.35181319713593,Hillary Clinton,Male,White,65 or over,Independent,Conservative,"Under $30,000",High school or less,No,I like my candidate but with reservations,Treats all people fairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Better than life today,Yes,Has the right experience,Yes,No,In October,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,In the last month,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 1,1.0,55109.0
204450.0,Minnesota,70.0,Call 2,Complete,Election day exit poll,1.19260382652283,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,,Postgraduate study,No,,Treats blacks unfairly,,,Did not go far enough,,,,Better than life today,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,Midwest,Version 3,1.0,55126.0
220643.0,Minnesota,46.0,Call 3,Complete,Election day exit poll,1.07699358463287,Hillary Clinton,Female,White,30-39,Democrat,Liberal,"$30,000-$49,999",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,The economy,Better than life today,No,Has the right experience,Yes,No,Before that,White women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,Midwest,Version 1,1.0,55419.0
204445.0,Minnesota,27.0,Call 2,Complete,Election day exit poll,1.11967837810516,Hillary Clinton,Female,White,65 or over,Independent,Liberal,,Some college/assoc. degree,No,,,,,,,,,,No,,,,,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Liberal Independents,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,Midwest,Version 5,2.0,55120.0
208491.0,Minnesota,65.0,Call 2,Complete,Election day exit poll,1.16487455368042,Hillary Clinton,Male,White,50-59,Democrat,Liberal,"$30,000-$49,999",College graduate,No,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Did not go far enough,Yes,No,Foreign policy,About the same,Yes,Has good judgment,Yes,No,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 1,4.0,55906.0
