ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNM16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVJOHNSON,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
221551.0, New Mexico,1.0,Call 3,Complete,Election day exit poll,0.796210408210754,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Moderate,,College graduate,Yes,Yes,Hillary Clinton,Some,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,No,No,,A lot,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,White,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Neither,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87102.0
205353.0, New Mexico,51.0,Call 2,Complete,Election day exit poll,0.442894577980042,Hillary Clinton,Male,Hispanic/Latino,50-59,Democrat,Moderate,"$50,000-$99,999",High school or less,Yes,,,,,Omit,Unfavorable,Favorable,,Omit,Omit,,,,,Oppose,The economy,Worse than life today,,Somewhat approve,Omit,Omit,No,,,,In the last few days,,Latino men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Omit,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Omit,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88030.0
205350.0, New Mexico,2.0,Call 2,Complete,Election day exit poll,0.727578997612,Hillary Clinton,Female,Other,25-29,Democrat,Moderate,,Some college/assoc. degree,No,No,Hillary Clinton,Some,I like my candidate but with reservations,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87120.0
207350.0, New Mexico,32.0,Call 2,Complete,Election day exit poll,0.854217648506165,Hillary Clinton,Male,Hispanic/Latino,60-64,Democrat,Moderate,,Some college/assoc. degree,Yes,Yes,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,Yes,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Both,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,Suburbs,Suburbs,2.0,West,Version 2,4.0,Spanish,88021.0
221478.0, New Mexico,1.0,Call 3,Complete,Election day exit poll,0.675001800060272,Hillary Clinton,Male,Black,40-44,Democrat,Moderate,,College graduate,No,Yes,Hillary Clinton,Some,I like my candidate but with reservations,,,,"Satisfied, but not enthusiastic",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Black men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87102.0
222907.0, New Mexico,37.0,Call 3,Complete,Election day exit poll,0.331870943307877,Hillary Clinton,Male,Hispanic/Latino,30-39,Democrat,Conservative,,High school or less,Yes,,Hillary Clinton,Some,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,No,Yes,,Some,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Donald Trump,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88220.0
185093.0, New Mexico,62.0,Call 1,Complete,Election day exit poll,1.11469459533691,Hillary Clinton,Female,White,30-39,Democrat,Liberal,"$50,000-$99,999",College graduate,No,,,,,Unfavorable,Unfavorable,Favorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Worse than life today,,Strongly approve,Has good judgment,Yes,No,,,,In October,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Neither,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87043.0
205334.0, New Mexico,62.0,Call 2,Complete,Election day exit poll,1.40581798553467,Hillary Clinton,Female,Hispanic/Latino,60-64,Republican,Moderate,,College graduate,Yes,No,Hillary Clinton,Not much,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,No group is favored,Yes,No,,A lot,Latino women,Non married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,White,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Only Hillary Clinton,,,A lot or some,State questionnaire,Suburbs,Suburbs,1.0,West,Version 2,3.0,English,87043.0
185086.0, New Mexico,9.0,Call 1,Complete,Election day exit poll,0.882029414176941,Hillary Clinton,Male,Hispanic/Latino,25-29,Democrat,Liberal,,College graduate,Yes,No,Hillary Clinton,Not much,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87106.0
185562.0, New Mexico,1.0,Call 1,Complete,Election day exit poll,0.818526387214661,Hillary Clinton,Female,Hispanic/Latino,25-29,Republican,Liberal,,Some college/assoc. degree,Yes,Yes,Hillary Clinton,A lot,I dislike the other candidates,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87102.0
205327.0, New Mexico,72.0,Call 2,Complete,Election day exit poll,0.721302092075348,Hillary Clinton,Female,Hispanic/Latino,25-29,Democrat,Liberal,,Some college/assoc. degree,Yes,No,Hillary Clinton,Not much,I like my candidate but with reservations,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,No group is favored,Yes,No,,A lot,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,2.0,English,87501.0
222370.0, New Mexico,49.0,Call 3,Complete,Election day exit poll,0.520656526088715,Hillary Clinton,Male,White,40-44,Independent,Moderate,,Postgraduate study,No,Yes,Hillary Clinton,Not much,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Omit,No,,A lot,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Omit,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87544.0
205318.0, New Mexico,9.0,Call 2,Complete,Election day exit poll,0.857982158660889,Hillary Clinton,Male,White,30-39,Democrat,Liberal,,College graduate,No,No,Hillary Clinton,Not at all,I dislike the other candidates,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87106.0
205306.0, New Mexico,24.0,Call 2,Complete,Election day exit poll,0.68681925535202,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Liberal,,Some college/assoc. degree,Yes,No,Hillary Clinton,Not at all,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,Latino women,Non married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,1.0,English,88201.0
205303.0, New Mexico,2.0,Call 2,Complete,Election day exit poll,0.70774257183075,Hillary Clinton,Female,Other,40-44,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,,,,Unfavorable,Unfavorable,Unfavorable,,Donald Trump,Hillary Clinton,,,,,Oppose,The economy,Worse than life today,,Strongly approve,Has the right experience,No,No,,,,Before that,,All other races,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,No,,Neither,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Neither,,Before that,Before that,,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 1,3.0,English,87120.0
185056.0, New Mexico,72.0,Call 1,Complete,Election day exit poll,0.88488245010376,Hillary Clinton,Female,White,60-64,Independent,Liberal,,Postgraduate study,No,,Hillary Clinton,Some,Omit,,,,"Dissatisfied, but not angry",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,2.0,English,87501.0
205292.0, New Mexico,76.0,Call 2,Complete,Election day exit poll,0.641150891780853,Hillary Clinton,Female,Hispanic/Latino,40-44,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,Better than life today,,Strongly approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 1,2.0,English,87532.0
205287.0, New Mexico,39.0,Call 2,Complete,Election day exit poll,0.507308661937714,Hillary Clinton,Male,Hispanic/Latino,18-24,Independent,Liberal,"Under $30,000",Some college/assoc. degree,Yes,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Foreign policy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,In September,,Latino men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,88061.0
205281.0, New Mexico,58.0,Call 2,Complete,Election day exit poll,1.29847240447998,Hillary Clinton,Male,White,65 or over,Independent,Liberal,,Postgraduate study,No,Yes,Hillary Clinton,Not much,I like my candidate but with reservations,,,,"Dissatisfied, but not angry",,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,Whites are favored over minorities,Yes,No,,A lot,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,Suburbs,Suburbs,3.0,West,Version 2,3.0,English,87025.0
185032.0, New Mexico,80.0,Call 1,Complete,Election day exit poll,0.433613479137421,Hillary Clinton,Female,Other,50-59,Democrat,,"Under $30,000",High school or less,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Omit,The economy,Better than life today,,Somewhat approve,Has good judgment,Yes,No,,,,In the last few days,,All other races,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,No,,Only Hillary Clinton,,,,Approve,,,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 1,4.0,English,87825.0
205276.0, New Mexico,51.0,Call 2,Complete,Election day exit poll,0.38360720872879,Hillary Clinton,Female,Hispanic/Latino,50-59,Democrat,Liberal,,Some college/assoc. degree,Yes,No,Hillary Clinton,Not much,I strongly favor my candidate,,,,"Satisfied, but not enthusiastic",,,Yes,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,No,No,,A lot,Latino women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Neither,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,2.0,West,Version 2,4.0,English,88030.0
205275.0, New Mexico,17.0,Call 2,Complete,Election day exit poll,1.20507526397705,Hillary Clinton,Female,Hispanic/Latino,50-59,Democrat,Moderate,,Postgraduate study,Yes,No,Hillary Clinton,Not at all,I dislike the other candidates,,,,"Dissatisfied, but not angry",,,Yes,No,Hurt the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Minorities are favored over whites,Yes,No,,A lot,Latino women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,American Indian,Other,Non-white,Hispanic/Latino,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87112.0
223050.0, New Mexico,49.0,Call 3,Complete,Election day exit poll,0.450959622859955,Hillary Clinton,Female,White,50-59,Independent,Liberal,,College graduate,No,No,Hillary Clinton,A lot,I dislike the other candidates,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Good,,,,,No group is favored,No,No,,A lot,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,Neither,,,A lot or some,State questionnaire,Rural,Small Cities/Rural,3.0,West,Version 2,2.0,English,87544.0
185027.0, New Mexico,17.0,Call 1,Complete,Election day exit poll,1.43031799793243,Hillary Clinton,Male,White,25-29,Something else,Liberal,,College graduate,No,No,Hillary Clinton,Not much,I dislike the other candidates,,,,Angry,,,No,No,Help the country,Offered a chance to apply for legal status,,,,Poor,,,,,No group is favored,No,No,,A lot,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Neither,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87112.0
138414.0, New Mexico,,,Complete,Telephone survey,1.17047762870789,Hillary Clinton,Male,Hispanic/Latino,60-64,Democrat,Liberal,,College graduate,Yes,Yes,Hillary Clinton,Some,,,,,,,,,,,,,,,,,,,,,,,,Some,Latino men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A lot or some,,,,,,Liberal Democrats,Liberal Democrats,,,,,A lot or some,National questionnaire,Rural,Small Cities/Rural,3.0,West,Version 5,2.0,English,87532.0
205268.0, New Mexico,72.0,Call 2,Complete,Election day exit poll,0.810076475143433,Hillary Clinton,Male,Hispanic/Latino,30-39,Independent,Moderate,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,Unfavorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Terrorism,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,In the last few days,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,In the last month,In the last week,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 1,2.0,English,87501.0
223065.0, New Mexico,2.0,Call 3,Complete,Election day exit poll,0.70774257183075,Hillary Clinton,Female,White,40-44,Independent,Liberal,,College graduate,No,No,Hillary Clinton,Not much,I strongly favor my candidate,,,,"Dissatisfied, but not angry",,,Omit,No,Help the country,Offered a chance to apply for legal status,,,,Not so good,,,,,Whites are favored over minorities,Yes,No,,A lot,White women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Not much or not at all,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,3.0,English,87120.0
205265.0, New Mexico,62.0,Call 2,Complete,Election day exit poll,1.62309050559998,Hillary Clinton,Male,White,65 or over,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,,,,Favorable,Unfavorable,Unfavorable,,Hillary Clinton,Hillary Clinton,,,,,Oppose,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,West,Version 1,3.0,English,87043.0
