ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSAZ16,SENAZ16,PROP205AZ16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ,ZIPCODE
111500.0,Arizona,,,Complete,Telephone survey,2.41500496864319,Hillary Clinton,John McCain,No,Female,Other,65 or over,Independent,Conservative,"$30,000-$49,999",High school or less,No,Hillary Clinton,Not at all,I dislike the other candidates,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Support,The economy,About the same,Not so good,Strongly approve,Has the right experience,Yes,No,No group is favored,Yes,No,In October,A lot,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,American Indian,Other,Non-white,American Indian,Other,No,Not much or not at all,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,Approve,Moderate/Liberal Republicans,Conservative Independents,Only Hillary Clinton,Republican Senate - did not vote Trump,Only Hillary Clinton,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111501.0,Arizona,,,Complete,Telephone survey,0.603751242160797,Hillary Clinton,John McCain,No,Female,Other,65 or over,Democrat,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Hillary Clinton,Not much,I like my candidate but with reservations,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Omit,No,Offered a chance to apply for legal status,Oppose,The economy,About the same,Not so good,Somewhat approve,Has the right experience,Yes,No,No group is favored,Yes,No,In October,Some,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,American Indian,Other,Non-white,American Indian,Other,No,Not much or not at all,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,Republican Senate - did not vote Trump,Only Hillary Clinton,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111502.0,Arizona,,,Complete,Telephone survey,0.436565607786179,Hillary Clinton,John McCain,No,Female,White,65 or over,Independent,Moderate,,High school or less,No,Hillary Clinton,Some,I like my candidate but with reservations,Favorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,Yes,No,Offered a chance to apply for legal status,Oppose,Foreign policy,About the same,Good,Somewhat approve,Has good judgment,Yes,No,No group is favored,Yes,No,Before that,A lot,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A lot or some,Only Hillary Clinton,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,Republican Senate - did not vote Trump,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111503.0,Arizona,,,Complete,Telephone survey,0.470307499170303,Donald Trump,Did not vote,No,Female,White,65 or over,Something else,Conservative,,College graduate,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Omit,Support,Immigration,Worse than life today,Poor,Strongly disapprove,Has good judgment,No,Yes,Minorities are favored over whites,No,Yes,Before that,Omit,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,Only Donald Trump,Before that,Before that,Omit,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111504.0,Arizona,,,Complete,Telephone survey,0.271203994750977,Donald Trump,Ann Kirkpatrick,Yes,Female,White,50-59,Something else,,"$100,000-$199,999",College graduate,No,Donald Trump,A lot,Omit,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,Yes,Yes,Deported to the country they came from,Support,Immigration,Worse than life today,Poor,Strongly disapprove,Has good judgment,No,Yes,Minorities are favored over whites,No,Yes,Before that,Omit,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Both,Not so good or poor,Disapprove,,,Only Donald Trump,Democratic Senate - did not vote Clinton,Only Donald Trump,Before that,Before that,Omit,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111505.0,Arizona,,,Complete,Telephone survey,0.121142543852329,Donald Trump,John McCain,,Female,White,50-59,Independent,Conservative,,College graduate,No,Donald Trump,Not at all,I strongly favor my candidate,Omit,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,Omit,Yes,Deported to the country they came from,Support,Omit,Worse than life today,Poor,Omit,Can bring needed change,Yes,Yes,No group is favored,Yes,Yes,Before that,Not at all,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Not much or not at all,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Omit,Moderate/Liberal Republicans,Conservative Independents,Both,Republican Senate - Voted Trump,Both,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111506.0,Arizona,,,Complete,Telephone survey,0.330460458993912,Donald Trump,John McCain,Did not vote,Male,Hispanic/Latino,65 or over,Republican,Conservative,"Under $30,000",High school or less,Yes,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Omit,Omit,Omit,Poor,Strongly disapprove,Omit,No,Yes,Omit,No,Yes,Before that,Not at all,Latino men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Other,Other,Non-white,Hispanic/Latino,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111507.0,Arizona,,,Complete,Telephone survey,0.674634099006653,Donald Trump,John McCain,Yes,Female,White,50-59,Republican,Liberal,"$30,000-$49,999",High school or less,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,No,Offered a chance to apply for legal status,Support,Foreign policy,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,Whites are favored over minorities,No,Yes,Before that,Some,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111508.0,Arizona,,,Complete,Telephone survey,0.514224469661713,Donald Trump,John McCain,Yes,Male,White,65 or over,Republican,Moderate,"Under $30,000",Some college/assoc. degree,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Omit,Offered a chance to apply for legal status,Support,Immigration,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,No group is favored,No,Yes,Before that,Not much,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111509.0,Arizona,,,Complete,Telephone survey,0.791566967964172,Donald Trump,John McCain,Yes,Male,White,25-29,Republican,Conservative,"$100,000-$199,999",College graduate,No,Donald Trump,A lot,I dislike the other candidates,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,No,Offered a chance to apply for legal status,Support,The economy,Worse than life today,Not so good,Omit,Has the right experience,No,Yes,Minorities are favored over whites,No,Yes,In September,Not much,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Omit,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111510.0,Arizona,,,Complete,Telephone survey,4.23235702514648,Donald Trump,John McCain,No,Female,White,30-39,Republican,Moderate,"Under $30,000",College graduate,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,The economy,Better than life today,Poor,Strongly disapprove,Has the right experience,No,Yes,No group is favored,No,Yes,Before that,Not at all,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111511.0,Arizona,,,Complete,Telephone survey,0.294693112373352,Donald Trump,John McCain,No,Female,White,50-59,Democrat,Moderate,"$200.000-$249,999",College graduate,No,Donald Trump,A lot,I like my candidate but with reservations,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Offered a chance to apply for legal status,Support,The economy,Better than life today,Poor,Somewhat disapprove,Cares about people like me,No,Yes,No group is favored,No,Yes,In September,Not at all,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111512.0,Arizona,,,Complete,Telephone survey,0.926018595695496,Donald Trump,John McCain,No,Female,White,60-64,Independent,Conservative,"$100,000-$199,999",High school or less,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,The economy,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,No group is favored,No,Yes,Before that,Not at all,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111513.0,Arizona,,,Complete,Telephone survey,1.26153373718262,Donald Trump,John McCain,No,Female,White,65 or over,Republican,Moderate,"$30,000-$49,999",College graduate,No,Donald Trump,Some,I like my candidate but with reservations,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Omit,No,Yes,Offered a chance to apply for legal status,Support,Terrorism,Worse than life today,Not so good,Somewhat disapprove,Can bring needed change,No,Yes,No group is favored,Yes,Yes,In September,Some,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,Republican Senate - Voted Trump,Both,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111514.0,Arizona,,,Complete,Telephone survey,2.66041088104248,Donald Trump,John McCain,No,Male,White,30-39,Republican,Conservative,"$50,000-$99,999",College graduate,No,Donald Trump,A lot,I dislike the other candidates,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,No,Offered a chance to apply for legal status,Oppose,The economy,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,No group is favored,No,No,In October,A lot,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Neither,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111515.0,Arizona,,,Complete,Telephone survey,0.512397170066834,Donald Trump,John McCain,No,Male,White,50-59,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Donald Trump,A lot,I like my candidate but with reservations,Unfavorable,Unfavorable,Angry,Donald Trump,Donald Trump,No,No,Offered a chance to apply for legal status,Support,The economy,About the same,Poor,Strongly disapprove,Can bring needed change,No,Yes,Minorities are favored over whites,No,No,In October,Some,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,A lot or some,Neither,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Neither,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111516.0,Arizona,,,Complete,Telephone survey,1.34011971950531,Donald Trump,John McCain,No,Male,White,45-49,Independent,Moderate,"$250,000 or more",Some college/assoc. degree,No,Donald Trump,A lot,I dislike the other candidates,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Offered a chance to apply for legal status,Support,Omit,Omit,Good,Somewhat disapprove,Can bring needed change,No,Yes,Minorities are favored over whites,Omit,Omit,In October,Some,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,Republican Senate - Voted Trump,Omit,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111517.0,Arizona,,,Complete,Telephone survey,1.34011971950531,Donald Trump,John McCain,No,Male,White,45-49,Democrat,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Donald Trump,A lot,I dislike the other candidates,Unfavorable,Unfavorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,The economy,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,Minorities are favored over whites,No,Yes,Before that,Not at all,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,A lot or some,Neither,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111518.0,Arizona,,,Complete,Telephone survey,0.436193466186523,Donald Trump,John McCain,No,Female,White,65 or over,Republican,Conservative,"Under $30,000",College graduate,No,Donald Trump,A lot,I like my candidate but with reservations,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Yes,Offered a chance to apply for legal status,Support,Terrorism,Better than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,No group is favored,No,No,Before that,Some,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Neither,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111519.0,Arizona,,,Complete,Telephone survey,0.436193466186523,Donald Trump,John McCain,No,Female,White,65 or over,Republican,Conservative,"Under $30,000",College graduate,No,Donald Trump,A lot,I like my candidate but with reservations,Unfavorable,Favorable,"Dissatisfied, but not angry",Donald Trump,Donald Trump,No,Omit,Deported to the country they came from,Support,The economy,About the same,Not so good,Somewhat disapprove,Omit,No,No,Minorities are favored over whites,No,No,In October,A lot,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Neither,Republican Senate - Voted Trump,Neither,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111520.0,Arizona,,,Complete,Telephone survey,0.509171903133392,Donald Trump,John McCain,No,Female,Asian,60-64,Republican,Conservative,"$250,000 or more",Postgraduate study,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,The economy,Better than life today,Good,Strongly disapprove,Has good judgment,No,Yes,Minorities are favored over whites,No,Yes,Before that,Not at all,All other races,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Asian,Other,Non-white,Asian,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111521.0,Arizona,,,Complete,Telephone survey,0.715296804904938,Donald Trump,John McCain,No,Male,White,60-64,Independent,Moderate,"Under $30,000",College graduate,No,Donald Trump,Not much,I like my candidate but with reservations,Unfavorable,Unfavorable,"Dissatisfied, but not angry",Hillary Clinton,Hillary Clinton,No,No,Offered a chance to apply for legal status,Oppose,Terrorism,About the same,Good,Somewhat approve,Can bring needed change,Yes,Yes,No group is favored,Yes,Omit,In October,Some,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Not much or not at all,Neither,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Both,Republican Senate - Voted Trump,Only Hillary Clinton,In the last month,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111522.0,Arizona,,,Complete,Telephone survey,0.872386932373047,Donald Trump,John McCain,No,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",High school or less,No,Would not have voted,Some,I dislike the other candidates,Unfavorable,Unfavorable,"Dissatisfied, but not angry",Donald Trump,Hillary Clinton,No,No,Offered a chance to apply for legal status,Support,Terrorism,Worse than life today,Poor,Strongly disapprove,Has good judgment,No,No,No group is favored,Yes,No,In September,A lot,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,A lot or some,Neither,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,Disapprove,Liberal Democrats,Liberal Democrats,Neither,Republican Senate - Voted Trump,Only Hillary Clinton,Before that,Before that,A lot or some,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
111523.0,Arizona,,,Complete,Telephone survey,0.436193466186523,Donald Trump,John McCain,No,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Donald Trump,A lot,I strongly favor my candidate,Unfavorable,Favorable,Angry,Donald Trump,Donald Trump,No,Yes,Deported to the country they came from,Support,Terrorism,Omit,Poor,Strongly disapprove,Can bring needed change,No,Yes,Minorities are favored over whites,No,Yes,Before that,Not at all,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,A lot or some,Only Donald Trump,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,Not much or not at all,State questionnaire,"Cities over 500,000","Cities over 50,000",6.0,West,Version 1,1.0,English,85032.0
