ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSOR16,SENOR16,GOVOR16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
110690.0,Oregon,,,Complete,Telephone survey,0.728434324264526,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Republican,Conservative,,Postgraduate study,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Deported to the country they came from,Omit,Omit,Poor,Strongly disapprove,Omit,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,,4.0,97520.0
110691.0,Oregon,,,Complete,Telephone survey,0.79894345998764,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Liberal,,Postgraduate study,No,I like my candidate but with reservations,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,Terrorism,About the same,Not so good,Somewhat approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Neither,Not so good or poor,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,,1.0,97232.0
110692.0,Oregon,,,Complete,Telephone survey,1.04301714897156,Donald Trump,Mark Callahan,Bud Pierce,Female,White,60-64,Republican,Conservative,"$50,000-$99,999",College graduate,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Deported to the country they came from,The economy,Omit,Not so good,Strongly disapprove,Cares about people like me,No,Yes,Before that,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,2.0,West,,4.0,97527.0
110693.0,Oregon,,,Complete,Telephone survey,0.401195049285889,Donald Trump,Ron Wyden,Bud Pierce,Male,,65 or over,Republican,Conservative,,High school or less,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,Terrorism,About the same,Not so good,Strongly disapprove,Has good judgment,No,Yes,Before that,,,65+,60+,45+,50+,60+,65+,45+,65+,,,,No college degree,High school graduate or less,,,,,,,Republican,,,Republican men,,,,,,Other,,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Democratic Senate - did not vote Clinton,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97741.0
110694.0,Oregon,,,Complete,Telephone survey,0.992592215538025,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",College graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Deported to the country they came from,Immigration,About the same,Not so good,Strongly disapprove,Can bring needed change,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,,1.0,97230.0
110695.0,Oregon,,,Complete,Telephone survey,0.337474942207336,Donald Trump,Ron Wyden,Kate Brown,Female,White,65 or over,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,Terrorism,About the same,Good,Strongly disapprove,Cares about people like me,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,Neither,Neither,Excellent or good,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - did not vote Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,West,,2.0,97124.0
110696.0,Oregon,,,Complete,Telephone survey,0.39947172999382,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Moderate,"$30,000-$49,999",Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Not so good,Strongly approve,Has good judgment,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",5.0,West,,1.0,97206.0
110697.0,Oregon,,,Complete,Telephone survey,0.633685410022736,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Independent,Conservative,"$50,000-$99,999",College graduate,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,The economy,Better than life today,Not so good,Somewhat disapprove,Has good judgment,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,2.0,97013.0
110698.0,Oregon,,,Complete,Telephone survey,0.364217162132263,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Republican,Conservative,"$100,000-$199,999",College graduate,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,The economy,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97603.0
110699.0,Oregon,,,Complete,Telephone survey,0.228407129645348,Donald Trump,Mark Callahan,Bud Pierce,Male,White,50-59,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Unfavorable,No,Yes,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat disapprove,Can bring needed change,No,Yes,In October,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,1.0,97030.0
110700.0,Oregon,,,Complete,Telephone survey,0.663263380527496,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",High school or less,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Deported to the country they came from,Immigration,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,Before that,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,West,,3.0,97301.0
110701.0,Oregon,,,Complete,Telephone survey,0.327426135540009,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,I dislike the other candidates,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,Terrorism,Better than life today,Poor,Somewhat approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,Only Hillary Clinton,Neither,Not so good or poor,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,1.0,West,,2.0,97007.0
110702.0,Oregon,,,Complete,Telephone survey,0.575979828834534,Donald Trump,Ron Wyden,Kate Brown,Male,White,65 or over,Something else,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,The economy,Better than life today,Poor,Strongly approve,Cares about people like me,No,Yes,In October,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Not so good or poor,Approve,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - did not vote Clinton,Only Donald Trump,In the last month,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,2.0,97267.0
110703.0,Oregon,,,Complete,Telephone survey,0.71222460269928,Hillary Clinton,Ron Wyden,Bud Pierce,Female,Hispanic/Latino,40-44,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,Yes,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat approve,Has the right experience,Yes,No,In October,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,Suburbs,Suburbs,1.0,West,,2.0,97078.0
110704.0,Oregon,,,Complete,Telephone survey,0.405221819877625,Donald Trump,Mark Callahan,Bud Pierce,Male,White,60-64,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Offered a chance to apply for legal status,Terrorism,About the same,Poor,Strongly disapprove,Can bring needed change,No,Yes,In September,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97434.0
110705.0,Oregon,,,Complete,Telephone survey,0.892745852470398,Hillary Clinton,Ron Wyden,Kate Brown,Female,Hispanic/Latino,50-59,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,I like my candidate but with reservations,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Foreign policy,About the same,Good,Somewhat approve,Has good judgment,Yes,No,Before that,Latino women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,White,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,2.0,97222.0
110706.0,Oregon,,,Complete,Telephone survey,0.27445912361145,Hillary Clinton,Did not vote,Kate Brown,Male,,65 or over,Democrat,Liberal,"Under $30,000",College graduate,No,I dislike the other candidates,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,Worse than life today,Poor,Somewhat approve,Omit,Yes,No,Before that,,,65+,60+,45+,50+,60+,65+,45+,65+,,,,College graduate,More than High school graduate,,,Less than 100k,Less than 50k,Less than 50 thousand,,Democrat,,,Democratic men,,,,,,,,Neither,Neither,Not so good or poor,Approve,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,,4.0,97520.0
110707.0,Oregon,,,Complete,Telephone survey,0.19973586499691,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Moderate,"Under $30,000",High school or less,No,I strongly favor my candidate,Favorable,Favorable,Yes,No,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat approve,Cares about people like me,Yes,No,In October,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,Both,Only Hillary Clinton,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,In the last month,Before that,State questionnaire,Suburbs,Suburbs,3.0,West,,1.0,97030.0
110708.0,Oregon,,,Complete,Telephone survey,1.07707405090332,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Independent,Liberal,"$100,000-$199,999",College graduate,No,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,Terrorism,Worse than life today,Good,Somewhat approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,,3.0,97405.0
110709.0,Oregon,,,Complete,Telephone survey,0.376905918121338,Donald Trump,Ron Wyden,Bud Pierce,Female,White,65 or over,Something else,Moderate,,Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Unfavorable,No,Yes,Deported to the country they came from,Foreign policy,Worse than life today,Poor,Strongly disapprove,Cares about people like me,No,Yes,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Neither,Only Donald Trump,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - did not vote Clinton,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97603.0
110710.0,Oregon,,,Complete,Telephone survey,1.21894037723541,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,40-44,Democrat,Liberal,"$100,000-$199,999",Postgraduate study,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Better than life today,Good,Strongly approve,Has the right experience,Yes,No,Before that,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,West,,3.0,97302.0
110711.0,Oregon,,,Complete,Telephone survey,0.622264921665192,,Ron Wyden,Kate Brown,Male,White,65 or over,Democrat,Moderate,"$50,000-$99,999",College graduate,No,I dislike the other candidates,Favorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,About the same,Not so good,Somewhat approve,Can bring needed change,Yes,No,In September,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Only Hillary Clinton,Neither,Not so good or poor,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - did not vote Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,4.0,West,,3.0,97439.0
110712.0,Oregon,,,Complete,Telephone survey,0.366329818964005,Hillary Clinton,Ron Wyden,Bud Pierce,Female,White,65 or over,Independent,Moderate,,College graduate,No,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Worse than life today,Good,Strongly approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,West,,4.0,97530.0
110713.0,Oregon,,,Complete,Telephone survey,0.511627018451691,Donald Trump,Mark Callahan,Bud Pierce,Female,Hispanic/Latino,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,Yes,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Omit,The economy,Worse than life today,Poor,Strongly disapprove,Can bring needed change,No,Yes,Before that,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,White,Other,Non-white,Hispanic/Latino,Other,No,Only Donald Trump,Only Donald Trump,Not so good or poor,Disapprove,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,West,,3.0,97321.0
110714.0,Oregon,,,Complete,Telephone survey,0.788879215717316,Hillary Clinton,Ron Wyden,Kate Brown,Female,Hispanic/Latino,65 or over,Democrat,Conservative,"$100,000-$199,999",Postgraduate study,Yes,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Better than life today,Excellent,Strongly approve,Can bring needed change,Yes,No,Omit,Latino women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Omit,Omit,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,,1.0,97212.0
110715.0,Oregon,,,Complete,Telephone survey,0.363574028015137,Donald Trump,Mark Callahan,Bud Pierce,Male,White,65 or over,Independent,Conservative,"$50,000-$99,999",High school or less,No,I like my candidate but with reservations,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,About the same,Poor,Strongly disapprove,Omit,No,Yes,In September,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Neither,Neither,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,West,,4.0,97754.0
110716.0,Oregon,,,Complete,Telephone survey,0.777231276035309,Donald Trump,Mark Callahan,Bud Pierce,Female,White,65 or over,Independent,Conservative,,Some college/assoc. degree,No,I dislike the other candidates,Unfavorable,Unfavorable,No,Omit,Offered a chance to apply for legal status,The economy,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,Neither,Omit,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,West,,3.0,97330.0
110717.0,Oregon,,,Complete,Telephone survey,0.32587805390358,Donald Trump,Did not vote,Kate Brown,Female,White,60-64,,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Unfavorable,No,No,Offered a chance to apply for legal status,The economy,About the same,Poor,Strongly disapprove,Cares about people like me,Yes,No,In October,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",,,,,,White,White,White,White,Other,No,Neither,Neither,Not so good or poor,Disapprove,,,,Only Hillary Clinton,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,4.0,West,,4.0,97415.0
110718.0,Oregon,,,Complete,Telephone survey,0.915748059749603,Donald Trump,Mark Callahan,Bud Pierce,Male,White,50-59,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,I like my candidate but with reservations,Unfavorable,Favorable,No,No,Offered a chance to apply for legal status,Immigration,Worse than life today,Not so good,Strongly disapprove,Can bring needed change,No,Yes,Before that,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Donald Trump,Neither,Not so good or poor,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,Only Donald Trump,Before that,Before that,State questionnaire,Suburbs,Suburbs,5.0,West,,3.0,97002.0
110719.0,Oregon,,,Complete,Telephone survey,0.398766368627548,Hillary Clinton,Ron Wyden,Kate Brown,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,I dislike the other candidates,Favorable,Unfavorable,Yes,No,Offered a chance to apply for legal status,The economy,Better than life today,Good,Strongly approve,Has the right experience,Yes,No,Before that,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Excellent or good,Approve,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Only Hillary Clinton,Before that,Before that,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,West,,1.0,97212.0
