ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIL16,SENIL16,HOUIL16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,BORNCITIZEN,BREAK12,CHIEF16,CLINTONEMAIL,COUNTACC,DESCRIBP12,FAIRJUSTICE,FAVDEM2,FAVREP2,FAVHCLIN16,FAVTRUMP,FINSIT,FTVOTER,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMDEPORT,IMMWALL,ISIS16,ISSUE16,LGBT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RELIGN10,SUPREME16,TEMPCLINTON,TEMPTRUMP,TIME16,TRACK,TRADE16,TRUMPWOMEN,UNIONHH12,VETVOTER,CLINTONWINGEN,TRUMPWINGEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,BREAK12A,BREAK12B,CLINTONEMAILB,COUNT2,FAVPRES16,GOVTANGR16B,HONEST16,ISIS16B,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHTEVANG,SPLITTICKET,SUPREME16B,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,CLINTONWINGENB,TRUMPWINGENB,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
176060.0, Illinois,99.0,Call 1,Complete,Election day exit poll,0.770476996898651,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,30-39,Democrat,Moderate,,Postgraduate study,Yes,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Somewhat well,,,,,,,,,,,,,,,,,,Yes,No,Optimistic,Scared,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,White,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,Very well or somewhat well,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 4,1.0,60633.0
176061.0, Illinois,124.0,Call 1,Complete,Election day exit poll,1.23169529438019,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,25-29,Something else,Liberal,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,,,I like my candidate but with reservations,,,,,,,No,Angry,,,,,No,No,,,,Foreign policy,,,Not so good,,,Cares about people like me,,,,,Yes,No,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,,,,,,,,"Dissatisfied, but not angry or Angry",Neither,,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,Midwest,Version 2,1.0,60660.0
176067.0, Illinois,12.0,Call 1,Not complete,Election day exit poll,1.3017669916153,Donald Trump,Mark Kirk,The Republican candidate,Male,White,60-64,,,,,No,,,,,Yes,,,,,,,,,,,,,,,Omit,Omit,,,,,,,,,,,,,,,,,,,,,,,,,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,,,,,,,,,,,,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 4,3.0,60188.0
176079.0, Illinois,96.0,Call 1,Complete,Election day exit poll,1.09468936920166,Donald Trump,Mark Kirk,The Republican candidate,Female,White,60-64,Independent,Moderate,,Postgraduate study,No,No,Yes,Donald Trump,Once a week or more,,,,A lot,Not at all confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,The most important factor,,,,Seriously off on the wrong track,,Some,,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,Protestant/Attend weekly,,,A lot or some,Not very confident or not at all confident,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,All others,Republican Senate - Voted Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Midwest,Version 5,3.0,60564.0
176083.0, Illinois,132.0,Call 1,Complete,Election day exit poll,2.00773096084595,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Hispanic/Latino,30-39,Democrat,Liberal,,College graduate,Yes,No,No,Hillary Clinton,A few times a year,,,,Some,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,A lot,,,,,Latino men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,A few times a year or less,Catholic/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,Suburbs,Suburbs,4.0,Midwest,Version 5,2.0,60804.0
176088.0, Illinois,70.0,Call 1,Complete,Election day exit poll,1.1476104259491,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Better than life today,,,Change to more conservative policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 3,4.0,61265.0
176107.0, Illinois,12.0,Call 1,Complete,Election day exit poll,1.01830780506134,Donald Trump,Mark Kirk,The Republican candidate,Female,White,50-59,Republican,Conservative,,College graduate,No,Yes,Yes,Donald Trump,Once a week or more,,,,A lot,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Protestant,An important factor,,,,Generally going in the right direction,,Not much,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,At least monthly,Protestant/Attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,The most important factor or an important factor,,,,Not much or not at all,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60188.0
176120.0, Illinois,124.0,Call 1,Complete,Election day exit poll,1.39146530628204,Jill Stein,Other,Other,Male,White,30-39,Independent,Liberal,,College graduate,No,,,Hillary Clinton,,,,,,,,Treats blacks unfairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Offered a chance to apply for legal status,,,,,About the same,,,Change to more liberal policies,,No,No,Other,,,,,,Takes away U.S. jobs,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,Neither,Other religion,Something else,Something else,Not a mormon,,,,Other Senate vote,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,Midwest,Version 3,1.0,60660.0
176138.0, Illinois,96.0,Call 1,Complete,Election day exit poll,0.797517240047455,Hillary Clinton,Did not vote,The Democratic candidate,Female,Asian,40-44,Democrat,Conservative,,Postgraduate study,No,No,Yes,Hillary Clinton,Never,,,,Some,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,None,The most important factor,,,,Seriously off on the wrong track,,A lot,,,,,All other races,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,None,None,,Not a mormon,No,,All others,,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Midwest,Version 5,3.0,60564.0
176153.0, Illinois,102.0,Call 1,Complete,Election day exit poll,0.797944366931915,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,White,45-49,Democrat,Moderate,,College graduate,No,Yes,No,Hillary Clinton,Once a week or more,,,,Not at all,Somewhat confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,A minor factor,,,,Seriously off on the wrong track,,A lot,,,,,White men,Non married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,At least monthly,All others,,,Not much or not at all,Very confident or somewhat confident,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Born-again/Evangelical Christians,Democratic Senate - voted Clinton,A minor factor or not a factor at all,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 5,1.0,60623.0
176163.0, Illinois,12.0,Call 1,Complete,Election day exit poll,0.947137415409088,Donald Trump,Mark Kirk,The Republican candidate,Female,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Favorable,,,Better today,,,,Donald Trump,Hillary Clinton,,,,,Oppose,Somewhat badly,,,,,,,,,,,,,,,,,,No,No,Concerned,Concerned,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Concerned or scared,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 4,3.0,60188.0
176165.0, Illinois,99.0,Call 1,Complete,Election day exit poll,0.756277918815613,Gary Johnson,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,18-24,Independent,Moderate,,Some college/assoc. degree,Yes,,,Would not have voted,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more conservative policies,,No,No,Catholic,,,,,,Creates more U.S. jobs,,,,,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Neither,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,,,,Democratic Senate - did not vote Clinton,,,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 3,1.0,60633.0
176174.0, Illinois,132.0,Call 1,Complete,Election day exit poll,2.00773096084595,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Hispanic/Latino,30-39,Democrat,Liberal,,Some college/assoc. degree,Yes,,,Hillary Clinton,,,,,,,,Treats all people fairly,,,,,,,,Government should do more to solve problems,,,Did not go far enough,,,Offered a chance to apply for legal status,,,,,Better than life today,,,Change to more liberal policies,,Yes,No,None,,,,,,Creates more U.S. jobs,,,,,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,,,,,,,,,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,None,None,,Not a mormon,,,,Democratic Senate - voted Clinton,,,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,Midwest,Version 3,2.0,60804.0
176178.0, Illinois,23.0,Call 1,Complete,Election day exit poll,1.81704986095428,Donald Trump,Mark Kirk,,Male,White,65 or over,Independent,,,High school or less,,Yes,Yes,Donald Trump,,,,,A lot,Omit,,,,,,,,,,,,,,,,,,,,,,,,,,,,Protestant,An important factor,,,,Seriously off on the wrong track,,Some,,,,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,A lot or some,Omit,,,,,,,,,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,,Rural,Small Cities/Rural,15.0,Midwest,Version 5,5.0,62471.0
176193.0, Illinois,124.0,Call 1,Complete,Election day exit poll,1.32424807548523,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Asian,30-39,Democrat,Liberal,,Postgraduate study,No,No,No,Hillary Clinton,A few times a year,,,,Some,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Catholic,An important factor,,,,Generally going in the right direction,,A lot,,,,,All other races,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,All Other,Democratic men,Non-White Democrats,Asian,Other,Non-white,Asian,Other,,A few times a year or less,Catholic/Do not attend weekly,,,A lot or some,Very confident or somewhat confident,,,,,,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Catholic,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,Midwest,Version 5,1.0,60660.0
176197.0, Illinois,70.0,Call 1,Complete,Election day exit poll,1.1476104259491,Donald Trump,Mark Kirk,The Republican candidate,Male,White,65 or over,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,,,,Treats all people fairly,,,,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,Deported to the country they came from,,,,,Worse than life today,,,Change to more conservative policies,,No,Yes,Protestant,,,,,,Takes away U.S. jobs,,,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,,,,,,,National questionnaire,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Midwest,Version 3,4.0,61265.0
176198.0, Illinois,96.0,Call 1,Complete,Election day exit poll,0.882833063602448,Donald Trump,Tammy Duckworth,The Republican candidate,Female,Hispanic/Latino,18-24,Republican,Moderate,"$100,000-$199,999",College graduate,No,,No,,,,An important factor,,,,,,,,Unfavorable,Unfavorable,,,,,,,,,,,,,Terrorism,,,,Somewhat disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,Important,Factor,,,Neither,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Democratic Senate - did not vote Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Midwest,Version 1,3.0,60564.0
176226.0, Illinois,12.0,Call 1,Complete,Election day exit poll,1.01830780506134,Donald Trump,Mark Kirk,The Republican candidate,Female,White,50-59,Republican,Moderate,,College graduate,No,,,,,Yes,,Donald Trump,,,,,Unfavorable,Favorable,,,Worse today,,,,Donald Trump,Donald Trump,,,,,Support,Very badly,,,,,,,,,,,,,,,,,,No,Yes,Scared,Optimistic,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,,Somewhat badly or very badly,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,,Concerned or scared,Excited or optimistic,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 4,3.0,60188.0
176240.0, Illinois,99.0,Call 1,Complete,Election day exit poll,0.78565639257431,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Black,50-59,Something else,Conservative,"$30,000-$49,999",Postgraduate study,No,,No,,,,The most important factor,,,,,,,,Favorable,Unfavorable,,,,,,,,,,,,,The economy,,,,Strongly approve,,Has the right experience,,,,,,,Before that,,,,,,,,Black women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,,Important,Factor,,,Only Hillary Clinton,,,,,Approve,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,Democratic Senate - voted Clinton,,,Before that,Before that,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",2.0,Midwest,Version 1,1.0,60633.0
176259.0, Illinois,12.0,Call 1,Not complete,Election day exit poll,1.04808783531189,Donald Trump,Mark Kirk,The Republican candidate,Male,White,18-24,,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A minor factor,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,,,,,,,,,,,,,,White Born-again/Evangelical Christians,Republican Senate - Voted Trump,A minor factor or not a factor at all,,,,,,,National questionnaire,English,Suburbs,Suburbs,6.0,Midwest,Version 5,3.0,60188.0
176263.0, Illinois,124.0,Call 1,Complete,Election day exit poll,1.55995416641235,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Black,65 or over,Independent,Liberal,"$50,000-$99,999",College graduate,No,,,,,,,,,,I strongly favor my candidate,,,,,,,No,Enthusiastic,,,,,No,No,,,,The economy,,,Good,,,Has good judgment,,,,,Yes,No,,,,,,,,,Black men,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,"Cities over 500,000","Cities over 50,000",9.0,Midwest,Version 2,1.0,60660.0
176264.0, Illinois,102.0,Call 1,Complete,Election day exit poll,0.813664853572845,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Black,40-44,Democrat,Moderate,,Some college/assoc. degree,No,,,,,Yes,,Hillary Clinton,,,,,Favorable,Unfavorable,,,Better today,,,,Hillary Clinton,Hillary Clinton,,,,,Oppose,Very well,,,,,,,,,,,,,,,,,,Yes,No,Excited,Scared,Black men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,,Very well or somewhat well,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,Democratic Senate - voted Clinton,,,,,,Excited or optimistic,Concerned or scared,National questionnaire,English,"Cities over 500,000","Cities over 50,000",7.0,Midwest,Version 4,1.0,60623.0
176265.0, Illinois,96.0,Call 1,Complete,Election day exit poll,0.881470263004303,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Male,Black,30-39,Independent,Liberal,,College graduate,No,No,Yes,Hillary Clinton,A few times a year,,,,Some,Very confident,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Other christian,An important factor,,,,Generally going in the right direction,,A lot,,,,,Black men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,,A few times a year or less,All others,,,A lot or some,Very confident or somewhat confident,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,No,,All others,Democratic Senate - voted Clinton,The most important factor or an important factor,,,,A lot or some,,,National questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",14.0,Midwest,Version 5,3.0,60564.0
176266.0, Illinois,23.0,Call 1,Complete,Election day exit poll,1.4213879108429,Donald Trump,Mark Kirk,The Republican candidate,Female,White,50-59,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,No,,,,The most important factor,,,,,,,,Unfavorable,Favorable,,,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,,,,,,,Before that,,,,,,,,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,Yes,,,Important,Factor,,,Only Donald Trump,,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,Before that,Before that,,,,National questionnaire,English,Rural,Small Cities/Rural,15.0,Midwest,Version 1,5.0,62471.0
176275.0, Illinois,132.0,Call 1,Complete,Election day exit poll,1.81434905529022,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,40-44,Democrat,Liberal,"Under $30,000",High school or less,Yes,,,,,,,,,,I strongly favor my candidate,,,,,,,,Enthusiastic,,,,,Yes,No,,,,Immigration,,,Excellent,,,Has good judgment,,,,,Yes,No,,,,,,,,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,Midwest,Version 2,2.0,60804.0
176277.0, Illinois,132.0,Call 1,Complete,Election day exit poll,1.81434905529022,Hillary Clinton,Tammy Duckworth,The Democratic candidate,Female,Hispanic/Latino,40-44,Democrat,Liberal,"Under $30,000",High school or less,Yes,,,,,,,,,,I strongly favor my candidate,,,,,,,,Enthusiastic,,,,,Yes,No,,,,Immigration,,,Excellent,,,Has good judgment,,,,,Yes,No,,,,,,,,,Latino women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,Democratic Senate - voted Clinton,,Only Hillary Clinton,,,,,,National questionnaire,English,Suburbs,Suburbs,4.0,Midwest,Version 2,2.0,60804.0
