ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSKY16,SENKY16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,COALHH,DESCRIBP12,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,SPLITTICKET,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
173792.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,0.82447338104248,Hillary Clinton,Jim Gray,Female,White,50-59,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,Favorable,Unfavorable,,,The economy,,Yes,Cares about people like me,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 1,5.0,42712.0
173800.0,Kentucky,46.0,Call 1,Complete,Election day exit poll,0.524236559867859,Hillary Clinton,Jim Gray,Male,White,30-39,Democrat,Moderate,"Under $30,000",High school or less,No,No,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Immigration,Better than life today,Yes,Can bring needed change,In October,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,In the last month,Before that,All others,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,2.0,41031.0
173804.0,Kentucky,25.0,Call 1,Complete,Election day exit poll,0.552251994609833,Hillary Clinton,Jim Gray,Female,White,60-64,Independent,Moderate,,Some college/assoc. degree,No,,,,,,,,,Better than life today,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 3,2.0,40504.0
173806.0,Kentucky,29.0,Call 1,Complete,Election day exit poll,0.998331546783447,Donald Trump,Rand Paul,Male,White,50-59,Republican,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,Yes,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,Yes,Can bring needed change,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,2.0,40515.0
173818.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,0.729150712490082,Donald Trump,Jim Gray,Male,White,50-59,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,Yes,Yes,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Moderate Independents,Democratic Senate - did not vote Clinton,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
173833.0,Kentucky,55.0,Call 1,Complete,Election day exit poll,1.50036180019379,Donald Trump,Rand Paul,Female,White,40-44,Republican,Moderate,"$100,000-$199,999",College graduate,No,Yes,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Foreign policy,Better than life today,Yes,Can bring needed change,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,South,Version 1,4.0,40220.0
173842.0,Kentucky,35.0,Call 1,Complete,Election day exit poll,0.665768384933472,Hillary Clinton,Jim Gray,Male,White,60-64,Democrat,Moderate,"$50,000-$99,999",High school or less,No,No,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Terrorism,Better than life today,Yes,Has the right experience,Before that,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,6.0,South,Version 1,2.0,40601.0
173843.0,Kentucky,35.0,Call 1,Complete,Election day exit poll,0.665768384933472,Hillary Clinton,Jim Gray,Male,White,60-64,Democrat,Moderate,"$50,000-$99,999",High school or less,No,No,No,I strongly favor my candidate,Favorable,Unfavorable,Yes,No,Terrorism,Better than life today,Yes,Has the right experience,Before that,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,6.0,South,Version 1,2.0,40601.0
173851.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,0.95074075460434,Donald Trump,Rand Paul,Female,White,45-49,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,I strongly favor my candidate,,,No,Yes,The economy,,,Can bring needed change,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,Only Donald Trump,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 2,5.0,42712.0
173857.0,Kentucky,29.0,Call 1,Complete,Election day exit poll,1.21102869510651,Donald Trump,Rand Paul,Female,White,65 or over,Republican,Conservative,"$100,000-$199,999",High school or less,No,Yes,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,Foreign policy,Worse than life today,Yes,Can bring needed change,Before that,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,2.0,40515.0
173868.0,Kentucky,25.0,Call 1,Complete,Election day exit poll,0.54874062538147,Hillary Clinton,Jim Gray,Male,Black,,Democrat,,"$30,000-$49,999",Some college/assoc. degree,No,,,I like my candidate but with reservations,,,Yes,No,The economy,,,Cares about people like me,,Black men,,,,,,,,,,,,,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 2,2.0,40504.0
173870.0,Kentucky,80.0,Call 1,Complete,Election day exit poll,2.60055708885193,Donald Trump,Rand Paul,Male,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Suburbs,Suburbs,4.0,South,Version 4,3.0,41051.0
173882.0,Kentucky,46.0,Call 1,Complete,Election day exit poll,0.830977916717529,Donald Trump,Jim Gray,Male,White,30-39,,,"$30,000-$49,999",,No,,No,I dislike the other candidates,Unfavorable,Omit,No,Omit,The economy,Worse than life today,Yes,Omit,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",,,,,,White,White,White,White,Other,,Omit,Omit,,,Democratic Senate - did not vote Clinton,Before that,Before that,All others,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,2.0,41031.0
173888.0,Kentucky,55.0,Call 1,Complete,Election day exit poll,0.55550879240036,Other,Rand Paul,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Yes,No,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,Terrorism,Better than life today,Yes,Has the right experience,In October,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,South,Version 1,4.0,40220.0
173889.0,Kentucky,55.0,Call 1,Complete,Election day exit poll,0.55550879240036,Other,Rand Paul,Male,White,25-29,Republican,Conservative,"$30,000-$49,999",Postgraduate study,No,Yes,No,I strongly favor my candidate,Unfavorable,Unfavorable,No,No,Terrorism,Better than life today,Yes,Has the right experience,In October,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities over 500,000","Cities over 50,000",3.0,South,Version 1,4.0,40220.0
173891.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,0.884498178958893,Donald Trump,Jim Gray,Female,White,65 or over,Democrat,Conservative,"$30,000-$49,999",High school or less,No,No,No,I dislike the other candidates,Unfavorable,Favorable,No,No,Foreign policy,Worse than life today,Yes,Can bring needed change,Before that,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,Yes,Only Donald Trump,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - did not vote Clinton,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
173910.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,0.95074075460434,Donald Trump,Rand Paul,Female,White,50-59,Democrat,Moderate,,College graduate,No,,,,,,,,,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 4,5.0,42712.0
173916.0,Kentucky,29.0,Call 1,Complete,Election day exit poll,0.998331546783447,Donald Trump,Rand Paul,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,Yes,No,I like my candidate but with reservations,Unfavorable,Favorable,No,Yes,The economy,About the same,Yes,Can bring needed change,In October,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,2.0,40515.0
173931.0,Kentucky,80.0,Call 1,Not complete,Election day exit poll,4.35837697982788,Hillary Clinton,Jim Gray,Female,White,65 or over,,,,,No,,,,,,,,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,White,White suburban women,,,,,,Democratic Senate - voted Clinton,,,,National questionnaire,Suburbs,Suburbs,4.0,South,Version 2,3.0,41051.0
173935.0,Kentucky,25.0,Call 1,Complete,Election day exit poll,0.455258071422577,Hillary Clinton,Jim Gray,Male,White,45-49,Democrat,Moderate,,College graduate,No,,,,,,,,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 4,2.0,40504.0
173937.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,0.954242944717407,Donald Trump,Rand Paul,Female,White,40-44,Republican,Moderate,"Under $30,000",High school or less,No,No,No,I dislike the other candidates,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,Yes,Can bring needed change,Before that,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
173956.0,Kentucky,46.0,Call 1,Complete,Election day exit poll,0.945478916168213,Donald Trump,Rand Paul,Male,White,25-29,Republican,Conservative,"$50,000-$99,999",College graduate,No,Yes,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,2.0,41031.0
173960.0,Kentucky,29.0,Call 1,Not complete,Election day exit poll,1.13457465171814,Donald Trump,Rand Paul,Male,White,25-29,,,,,No,,,I dislike the other candidates,,,,,,About the same,,,In October,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,Republican Senate - Voted Trump,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,2.0,40515.0
173961.0,Kentucky,29.0,Call 1,Not complete,Election day exit poll,1.13457465171814,Donald Trump,Rand Paul,Male,White,25-29,,,,,No,,,I dislike the other candidates,,,,,,About the same,,,In October,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,White,White,White,White,Other,,,,,,Republican Senate - Voted Trump,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 1,2.0,40515.0
173964.0,Kentucky,57.0,Call 1,Complete,Election day exit poll,1.86611306667328,Donald Trump,Rand Paul,Male,White,30-39,Republican,Moderate,,College graduate,No,No,,,,,,,,,No,,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,All others,National questionnaire,"Cities over 500,000","Cities over 50,000",3.0,South,Version 5,4.0,40241.0
173969.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,0.919950067996979,Donald Trump,Rand Paul,Male,White,45-49,Republican,Moderate,,High school or less,No,Yes,,,,,,,,,,,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 5,5.0,42712.0
173995.0,Kentucky,25.0,Call 1,Complete,Election day exit poll,0.455258071422577,Hillary Clinton,Jim Gray,Male,White,50-59,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 4,2.0,40504.0
173997.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,0.923338830471039,Donald Trump,Rand Paul,Male,White,45-49,,,,,No,,No,Omit,Unfavorable,Favorable,No,Yes,Omit,Better than life today,,Omit,Before that,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,White suburban men,,Only Donald Trump,Only Donald Trump,,,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
174019.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,0.936398088932037,Hillary Clinton,Jim Gray,Male,White,65 or over,Democrat,Liberal,,Postgraduate study,No,,,,,,,,,About the same,,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,Liberal Democrats,Liberal Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
174038.0,Kentucky,80.0,Call 1,Complete,Election day exit poll,3.80073261260986,Hillary Clinton,,Female,White,65 or over,Democrat,Liberal,,Some college/assoc. degree,,,,,,,,,,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,,Liberal Democrats,Liberal Democrats,,,,,National questionnaire,Suburbs,Suburbs,4.0,South,Version 4,3.0,41051.0
174044.0,Kentucky,46.0,Call 1,Complete,Election day exit poll,0.522946119308472,Hillary Clinton,Did not vote,Female,White,25-29,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,No,No,I like my candidate but with reservations,Favorable,Unfavorable,No,No,The economy,Worse than life today,No,Has the right experience,In October,White women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,Only Hillary Clinton,Neither,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,In the last month,Before that,All others,State questionnaire,Rural,Small Cities/Rural,4.0,South,Version 1,2.0,41031.0
174052.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,1.04934763908386,Donald Trump,Rand Paul,Male,White,18-24,Republican,Moderate,"$30,000-$49,999",High school or less,No,Yes,No,I strongly favor my candidate,Unfavorable,Favorable,No,Yes,The economy,Better than life today,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
174056.0,Kentucky,25.0,Call 1,Complete,Election day exit poll,0.455258071422577,Hillary Clinton,Jim Gray,Male,White,40-44,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,,I strongly favor my candidate,,,Yes,No,The economy,,,Has the right experience,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",6.0,South,Version 2,2.0,40504.0
174084.0,Kentucky,39.0,Call 1,Complete,Election day exit poll,1.11594784259796,Donald Trump,Rand Paul,Female,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,,,,,,,,,Worse than life today,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,,National questionnaire,Rural,Small Cities/Rural,2.0,South,Version 3,5.0,42712.0
174096.0,Kentucky,57.0,Call 1,Complete,Election day exit poll,2.19038128852844,Donald Trump,Rand Paul,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,,I strongly favor my candidate,,,No,Yes,Terrorism,,,Can bring needed change,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",3.0,South,Version 2,4.0,40241.0
174098.0,Kentucky,111.0,Call 1,Complete,Election day exit poll,1.12005853652954,Donald Trump,Rand Paul,Female,White,65 or over,Republican,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,No,I dislike the other candidates,Unfavorable,Omit,No,Yes,The economy,Omit,Yes,Can bring needed change,In October,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Omit,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,40071.0
