ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSMI16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,GOVTDO10,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,JOBSIT,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNFAIRCLIN,UNFAIRTRUMP,UNIONHH12,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYSEX,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WPROTBRN,WPROTBRN3,WHITEREL,WHTEVANG,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,UNFAIR16,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
179340.0, Michigan,24.0,Call 1,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,40-44,Something else,Conservative,,College graduate,No,,Yes,,,A lot,I strongly favor my candidate,Favors the wealthy,,,,,Angry,Government is doing too many things better left to businesses and individuals,,,,No,Yes,,,Terrorism,,,Not so good,,,Can bring needed change,,,,,No,Yes,,,Not at all,,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Only Donald Trump,,,Not much or not at all,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 2,Southeast
181412.0, Michigan,24.0,Call 1,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,50-59,Independent,Conservative,,College graduate,,,Yes,,,A lot,I strongly favor my candidate,Favors the wealthy,,,,,Angry,Government is doing too many things better left to businesses and individuals,,,,No,Yes,,,Terrorism,,,Not so good,,,Can bring needed change,,,,,Yes,Yes,,,A lot,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,White suburban men,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Both,,,A lot or some,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 2,Southeast
201386.0, Michigan,24.0,Call 2,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,30-39,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,Treats all people fairly,,,About the same,,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,About the same,About the same,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,No,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 3,Southeast
181101.0, Michigan,24.0,Call 1,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,,,Donald Trump,,,,,Treats all people fairly,,,About the same,,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,About the same,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,,,,No,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 3,Southeast
216683.0, Michigan,24.0,Call 3,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,30-39,Republican,Conservative,"$100,000-$199,999",College graduate,No,No,,,A few times a month,,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,No,Yes,,Protestant,,,Before that,,,Yes,No,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,At least monthly,Protestant/Do not attend weekly,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,White Protestants,All others,,Before that,Before that,,Only Hillary Clinton,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,Southeast
201823.0, Michigan,24.0,Call 2,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,,A few times a year,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,Yes,Yes,,Protestant,,,In October,,,No,No,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,A few times a year or less,Protestant/Do not attend weekly,,Neither,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Both,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Protestants,White Born-again/Evangelical Christians,,In the last month,Before that,,Neither,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,Southeast
201822.0, Michigan,24.0,Call 2,Complete,Election day exit poll,0.948897421360016,Donald Trump,Male,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,,A few times a year,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Strongly disapprove,,Can bring needed change,Yes,Yes,,Protestant,,,In October,,,No,No,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,White suburban men,No,A few times a year or less,Protestant/Do not attend weekly,,Neither,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Both,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Protestants,White Born-again/Evangelical Christians,,In the last month,Before that,,Neither,State questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 1,Southeast
217412.0, Michigan,64.0,Call 3,Complete,Election day exit poll,0.949736833572388,Donald Trump,Female,White,25-29,Republican,Moderate,"$30,000-$49,999",College graduate,No,,Yes,,,,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,,Somewhat disapprove,,Has good judgment,,,,,,,Before that,,,,,,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,No,,,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,Before that,Before that,,,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 1,Oakland/Macomb
201411.0, Michigan,64.0,Call 2,Complete,Election day exit poll,0.949736833572388,Donald Trump,Female,White,25-29,Republican,Conservative,,Postgraduate study,No,,,Donald Trump,,,,,Treats all people fairly,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,,Offered a chance to apply for legal status,,,Better than life today,,,Change to more conservative policies,,No,Yes,,,,,,Takes away U.S. jobs,,,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 3,Oakland/Macomb
201297.0, Michigan,64.0,Call 2,Complete,Election day exit poll,0.949736833572388,Donald Trump,Female,White,18-24,Republican,Moderate,,Postgraduate study,No,,,Donald Trump,,,,,Treats all people fairly,,,,,Government is doing too many things better left to businesses and individuals,,,Went too far,,,,Deported to the country they came from,,,Worse than life today,,,Change to more conservative policies,,No,Yes,,Other christian,,,,Takes away U.S. jobs,,,,,White women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,White suburban women,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,White Protestants,,,,,,,National questionnaire,Suburbs,Suburbs,10.0,Midwest,Version 3,Oakland/Macomb
182577.0, Michigan,99.0,Call 1,Not complete,Election day exit poll,0.950021028518677,Hillary Clinton,,Hispanic/Latino,50-59,,,,,Yes,,,,,,,,,,,,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,,,,,,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,,,,,,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,,,,,,,,,,,,,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,8.0,Midwest,Version 4,Oakland/Macomb
215833.0, Michigan,160.0,Call 3,Complete,Election day exit poll,0.950803220272064,Gary Johnson,Female,White,50-59,Something else,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,Yes,,,Once a week or more,,,,,Unfavorable,Unfavorable,,,,,,,,,,,Omit,,,,Somewhat disapprove,,Omit,No,No,,Protestant,,,In September,,,Yes,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,At least monthly,Protestant/Attend weekly,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Yes,White Protestant evangelical,White Protestants,White Born-again/Evangelical Christians,,Before that,Before that,,Both,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,North Central/U.P.
199561.0, Michigan,160.0,Call 2,Complete,Election day exit poll,0.950803220272064,Gary Johnson,Female,White,45-49,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,No,,,A few times a month,,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Has good judgment,No,No,,Other christian,,,In the last few days,,,No,Yes,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,No,At least monthly,All others,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,No,White Protestant non-evangelical,White Protestants,All others,,In the last month,In the last week,,Only Donald Trump,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,North Central/U.P.
137732.0, Michigan,,,Complete,Telephone survey,0.951461672782898,Donald Trump,Female,White,65 or over,Republican,Conservative,,Some college/assoc. degree,,,,,,,,,,,,About the same,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,Yes,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,,White suburban women,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,5.0,Midwest,Version 4,Southeast
201530.0, Michigan,109.0,Call 2,Complete,Election day exit poll,0.953016221523285,Hillary Clinton,Male,Black,18-24,Independent,Liberal,,College graduate,No,,,Hillary Clinton,,,,,Treats blacks unfairly,,,Better today,,,Donald Trump,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,About the same,Better than life today,,,Continue Barack Obama's policies,,,,Whites are favored over minorities,,,,,Takes away U.S. jobs,,,,No,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent Men,All others,Black,Black,Non-white,Black,Other,,,,,,,,,,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,14.0,Midwest,Version 3,Oakland/Macomb
180815.0, Michigan,109.0,Call 1,Complete,Election day exit poll,0.953016221523285,Hillary Clinton,Male,Black,18-24,Democrat,Liberal,,College graduate,No,,,Hillary Clinton,,,,,Treats all people fairly,,,Better today,,,Hillary Clinton,Hillary Clinton,Was about right,,,Help the country,Offered a chance to apply for legal status,,Better today,Better than life today,,,Continue Barack Obama's policies,,,,Whites are favored over minorities,,,,,Creates more U.S. jobs,,,,No,Black men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democratic Men,Non-White Democrats,Black,Black,Non-white,Black,Other,,,,,,,,,,Liberal Democrats,Liberal Democrats,,,,,,,,,,,,,,,State questionnaire,Suburbs,Suburbs,14.0,Midwest,Version 3,Oakland/Macomb
219103.0, Michigan,50.0,Call 3,Complete,Election day exit poll,0.954109966754913,Donald Trump,Male,White,18-24,Republican,Conservative,,Some college/assoc. degree,No,,,,,,,,,,,About the same,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,Yes,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican Men,White Republican,White,White,White,White,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 4,Southeast
219961.0, Michigan,50.0,Call 3,Complete,Election day exit poll,0.954109966754913,Donald Trump,Male,Other,25-29,Independent,Conservative,,College graduate,No,,,,,,,,,,,Better today,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,,,,,No,All other races,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent Men,All others,American Indian,Other,Non-white,American Indian,Other,,,,,,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,,,,,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 4,Southeast
182171.0, Michigan,50.0,Call 1,Complete,Election day exit poll,0.954109966754913,Donald Trump,Male,White,25-29,Independent,Conservative,,Some college/assoc. degree,No,No,,Donald Trump,Never,A lot,,,,,,,,,,,,,,,,,,,,,,,,,,Other,,,,,Not much,,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent Men,White Independent,White,White,White,White,Other,,A few times a year or less,All others,A lot or some,,,,,,Moderate/Liberal Republicans,Conservative Independents,,Other religion,Something else,Something else,Not a mormon,No,All others,White something else,All others,,,,Not much or not at all,,National questionnaire,Rural,Small Cities/Rural,7.0,Midwest,Version 5,Southeast
181363.0, Michigan,148.0,Call 1,Complete,Election day exit poll,0.954273819923401,Hillary Clinton,Female,White,60-64,Democrat,Moderate,,High school or less,No,,,,,,,,,,,Better today,,,Hillary Clinton,Hillary Clinton,,,,,,,,,,,,,,,,,,,,,,,,Yes,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,,,,,,,,,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,,,,,,National questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 4,Wayne County
218170.0, Michigan,148.0,Call 3,Complete,Election day exit poll,0.954273819923401,Hillary Clinton,Female,White,65 or over,Democrat,Conservative,"Under $30,000",High school or less,No,,Yes,,,,,,,Favorable,Unfavorable,,,,,,,,,,,The economy,,,,Somewhat approve,,Cares about people like me,,,,,,,In October,,,,,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,Democratic Women,White Democrat,White,White,White,White,White suburban women,Yes,,,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,,In the last month,Before that,,,National questionnaire,Suburbs,Suburbs,12.0,Midwest,Version 1,Wayne County
217598.0, Michigan,160.0,Call 3,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Republican,Conservative,,College graduate,No,,,,,Some,I like my candidate but with reservations,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,,,,No,No,,,The economy,,,Good,,,Cares about people like me,,,,,Yes,No,,,A lot,,,,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,,,,,,,,,Only Hillary Clinton,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,North Central/U.P.
199784.0, Michigan,160.0,Call 2,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,,Yes,,,A lot,I like my candidate but with reservations,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government should do more to solve problems,,,,No,No,,,The economy,,,Poor,,,Can bring needed change,,,,,No,Yes,,,Some,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,,Only Donald Trump,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,North Central/U.P.
190198.0, Michigan,31.0,Call 2,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,65 or over,Republican,Conservative,,High school or less,No,,Yes,,,A lot,I strongly favor my candidate,Is fair to most Americans,,,,,Angry,Government is doing too many things better left to businesses and individuals,,,,No,Yes,,,The economy,,,Poor,,,Can bring needed change,,,,,No,Yes,,,Not at all,,,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,,Only Donald Trump,,,Not much or not at all,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 2,North Central/U.P.
182716.0, Michigan,160.0,Call 1,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,65 or over,Republican,Moderate,,Some college/assoc. degree,No,,,,,A lot,I strongly favor my candidate,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,,,,No,Yes,,,The economy,,,Not so good,,,Can bring needed change,,,,,No,No,,,Some,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,Neither,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,North Central/U.P.
182391.0, Michigan,160.0,Call 1,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Republican,Conservative,,College graduate,No,,Yes,,,A lot,I like my candidate but with reservations,Favors the wealthy,,,,,"Dissatisfied, but not angry",Government is doing too many things better left to businesses and individuals,,,,No,Yes,,,Terrorism,,,Not so good,,,Can bring needed change,,,,,Yes,Yes,,,Some,,,,White women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,A lot or some,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,,Both,,,A lot or some,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,North Central/U.P.
180051.0, Michigan,31.0,Call 1,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Something else,Moderate,,High school or less,No,,,Donald Trump,,,,,Treats all people fairly,,,Worse today,,,Donald Trump,Donald Trump,Did not go far enough,,,Hurt the country,Deported to the country they came from,,Worse today,Better than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,No,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 3,North Central/U.P.
182149.0, Michigan,31.0,Call 1,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Republican,Moderate,,High school or less,,,,Donald Trump,,,,,Treats all people fairly,,,Better today,,,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,About the same,Better than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,Yes,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican Women,White Republican,White,White,White,White,Other,,,,,,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 3,North Central/U.P.
189743.0, Michigan,31.0,Call 2,Complete,Election day exit poll,0.957035899162292,Donald Trump,Female,White,60-64,Independent,Moderate,,High school or less,No,,,Would not have voted,,,,,Treats blacks unfairly,,,Worse today,,,Donald Trump,Hillary Clinton,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,Worse today,About the same,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,,,,Yes,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent Women,White Independent,White,White,White,White,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,,,,,,State questionnaire,Rural,Small Cities/Rural,5.0,Midwest,Version 3,North Central/U.P.
