ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSFL16,SENFL16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,CUBAN3,MARRIED,@2WAYPRES16,BRNAGAIN,CLIMATECHANGE,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,HEALTHCARE16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WHTEVANG,WPROTBRN,WPROTBRN3,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ
214949.0,Florida,47.0,Call 3,Complete,Election day exit poll,0.471110105514526,Donald Trump,Marco Rubio,Male,White,40-44,Republican,Conservative,,College graduate,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Went too far,,,Help the country,Deported to the country they came from,,Better than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not at all,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,1.0,South,Version 3,1.0,English
102793.0,Florida,,,Complete,Telephone survey,6.07960414886475,Donald Trump,Marco Rubio,Female,White,25-29,Something else,,,High school or less,No,,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Omit,Can bring needed change,No,Yes,,None,,,In October,,,White women,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,,,Only Donald Trump,,,,,,Omit,,,Only Donald Trump,None,None,None,Not a mormon,White Born-again/Evangelical Christians,No,All others,Republican Senate - Voted Trump,,In the last month,Before that,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,South,Version 1,4.0,English
212227.0,Florida,24.0,Call 3,Complete,Election day exit poll,0.442984133958817,Donald Trump,Marco Rubio,Male,White,45-49,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not at all,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 3,1.0,English
198088.0,Florida,48.0,Call 2,Complete,Election day exit poll,0.539635181427002,Donald Trump,Marco Rubio,Male,White,40-44,Republican,Conservative,,College graduate,No,Yes,Donald Trump,No,,A lot,,,,,,,,,,,,,,,,,,,,,,,Jewish,,,,,Some,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,A lot or some,,,,,,,,Independent/Something else,Conservative Republicans,,Other religion,Jewish,Jewish,Not a mormon,All others,No,All others,Republican Senate - Voted Trump,,,,A lot or some,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,1.0,English
212392.0,Florida,110.0,Call 3,Complete,Election day exit poll,0.823598384857178,Donald Trump,Patrick Murphy,Male,White,50-59,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,No,Yes,,,,Unfavorable,Unfavorable,,,,,,,,,,,The economy,,,Somewhat disapprove,Can bring needed change,No,No,,Other christian,,,Omit,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,No,,Neither,,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,All others,No,White Protestant non-evangelical,Democratic Senate - did not vote Clinton,,Omit,Omit,,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,11.0,South,Version 1,4.0,English
209916.0,Florida,40.0,Call 3,Complete,Election day exit poll,0.478708654642105,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Conservative,,Postgraduate study,No,,Donald Trump,,,,,Treats blacks unfairly,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,About the same,,,,No,No,,Jewish,,,,Creates more U.S. jobs,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,Neither,Other religion,Jewish,Jewish,Not a mormon,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities over 500,000","Cities over 50,000",4.0,South,Version 3,1.0,English
179380.0,Florida,56.0,Call 1,Not complete,Election day exit poll,0.42118826508522,Donald Trump,Marco Rubio,Female,White,30-39,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,None,,,Before that,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,,,,,,White,White,White,,White suburban women,,,,,,,,,,,,,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,15.0,South,Version 1,3.0,English
181222.0,Florida,70.0,Call 1,Complete,Election day exit poll,0.808397591114044,Donald Trump,Patrick Murphy,Female,Hispanic/Latino,60-64,Republican,Liberal,,High school or less,"Yes, other Hispanic",,Donald Trump,,,A lot,,,,,,"Yes, for Donald Trump",,Donald Trump,Donald Trump,Went too far,,,Help the country,Deported to the country they came from,,Better than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not much,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Hispanic/Latino,Other,Non-white,,Other,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Democratic Senate - did not vote Clinton,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,16.0,South,Version 3,3.0,English
181220.0,Florida,48.0,Call 1,Complete,Election day exit poll,0.619910061359406,Donald Trump,Marco Rubio,Male,White,65 or over,Republican,Conservative,,High school or less,No,No,Donald Trump,Yes,,Not much,,,,,,,,,,,,,,,,,,,,,,,Protestant,,,,,A lot,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,Not much or not at all,,,,,,,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,,,A lot or some,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,South,Version 5,1.0,English
137620.0,Florida,,,Complete,Telephone survey,0.992328464984894,Donald Trump,Marco Rubio,Male,Hispanic/Latino,65 or over,Republican,Conservative,,Some college/assoc. degree,"Yes, other Hispanic",,,,,,,,,,About the same,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,Latino men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Hispanic/Latino,Other,Non-white,,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",5.0,South,Version 4,2.0,English
103205.0,Florida,,,Complete,Telephone survey,1.02681577205658,Donald Trump,,Male,White,50-59,Republican,Moderate,,High school or less,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Went too far,,,Hurt the country,Offered a chance to apply for legal status,,Better than life today,,,,,,No group is favored,,,,,Takes away U.S. jobs,Not at all,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,,,,Not much or not at all,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,South,Version 3,3.0,English
212309.0,Florida,85.0,Call 3,Complete,Election day exit poll,0.445905953645706,Donald Trump,Marco Rubio,Female,White,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,,,,,I dislike the other candidates,Treats blacks unfairly,,,Worse today,,"Dissatisfied, but not angry",,,,No,No,,,The economy,,Not so good,,Can bring needed change,,,,None,No,No,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,Neither,,,,State questionnaire,Suburbs,Suburbs,22.0,South,Version 2,5.0,English
195803.0,Florida,68.0,Call 2,Complete,Election day exit poll,0.449696004390717,Donald Trump,Marco Rubio,Male,White,30-39,Independent,Moderate,,College graduate,No,,Donald Trump,,,,,Treats all people fairly,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,Worse than life today,,,,No,Yes,,None,,,,Takes away U.S. jobs,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,Other,,,,,,,,,,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,None,None,None,Not a mormon,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",2.0,South,Version 3,1.0,English
177712.0,Florida,24.0,Call 1,Not complete,Election day exit poll,0.508881390094757,Donald Trump,Marco Rubio,Male,White,65 or over,,,,,No,,,,No,,,,,,,,,,,,,,,,,,,,,,,,Protestant,,,Before that,,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,,,,,,,,,,,,,,White,White,White,,Other,,,,,,,,,,,,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,1.0,English
198013.0,Florida,5.0,Call 2,Complete,Election day exit poll,0.576545178890228,Donald Trump,Marco Rubio,Female,White,18-24,Republican,Moderate,,High school or less,No,No,,,,,I strongly favor my candidate,Treats blacks unfairly,,,Better today,,"Satisfied, but not enthusiastic",,,,No,Yes,,,Terrorism,,Not so good,,Has good judgment,,,,Other christian,No,Yes,,,,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,8.0,South,Version 2,2.0,English
102627.0,Florida,,,Complete,Telephone survey,1.88568258285522,Donald Trump,Marco Rubio,Female,White,65 or over,Independent,Moderate,,Some college/assoc. degree,No,,,No,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,Immigration,,,Somewhat disapprove,Can bring needed change,No,Yes,,,,,Before that,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,White suburban women,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Only Donald Trump,,,,,All others,No,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,21.0,South,Version 1,5.0,English
214842.0,Florida,111.0,Call 3,Complete,Election day exit poll,0.545043349266052,Donald Trump,Marco Rubio,Male,White,30-39,Republican,Conservative,,College graduate,No,,,,,,,,,,Better today,,,Donald Trump,Donald Trump,,,,,,,,,,,,,,,,,,,,White men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,,,,,,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,,National questionnaire,Suburbs,Suburbs,7.0,South,Version 4,2.0,English
214836.0,Florida,104.0,Call 3,Complete,Election day exit poll,0.442984133958817,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Conservative,"$100,000-$199,999",Postgraduate study,No,,,No,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,Strongly disapprove,Can bring needed change,No,Yes,,Catholic,,,In September,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,White suburban men,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,All others,No,All others,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,1.0,English
214819.0,Florida,47.0,Call 3,Complete,Election day exit poll,0.464553117752075,Donald Trump,Marco Rubio,Female,Other,18-24,Independent,Moderate,,Some college/assoc. degree,No,No,,,,,I dislike the other candidates,Treats blacks unfairly,,,Worse today,,Angry,,,,No,Yes,,,Terrorism,,Poor,,Can bring needed change,,,,Other,No,Yes,,,,All other races,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,American Indian,Other,Non-white,,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Other religion,Something else,,Not a mormon,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 2,1.0,English
177646.0,Florida,73.0,Call 1,Complete,Election day exit poll,0.775353372097015,Donald Trump,Marco Rubio,Female,White,50-59,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,A lot,,,,,,"Yes, for Donald Trump",,Donald Trump,Donald Trump,Went too far,,,Help the country,Deported to the country they came from,,Worse than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Some,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,A lot or some,,Not contacted by Hillary Clinton,Contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,Suburbs,Suburbs,11.0,South,Version 3,4.0,English
102544.0,Florida,,,Complete,Telephone survey,0.586751341819763,Donald Trump,Marco Rubio,Female,White,65 or over,Republican,Conservative,"$250,000 or more",Postgraduate study,No,,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,No,Yes,,Protestant,,,Before that,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,No,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,6.0,South,Version 1,1.0,English
102696.0,Florida,,,Complete,Telephone survey,4.68658065795898,Donald Trump,Marco Rubio,Male,Black,25-29,Independent,Moderate,"$30,000-$49,999",Postgraduate study,No,,,No,Yes,,,,Unfavorable,Favorable,,,,,,,,,,,Terrorism,,,Somewhat disapprove,Can bring needed change,Yes,Yes,,Muslim,,,In September,,,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,,Other,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Both,Other religion,Something else,,Not a mormon,All others,No,,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,12.0,South,Version 1,3.0,English
178636.0,Florida,108.0,Call 1,Complete,Election day exit poll,0.46133229136467,Donald Trump,Marco Rubio,Female,White,65 or over,Republican,Conservative,,High school or less,No,,Donald Trump,,,,,Treats all people fairly,,,,,,,,Went too far,,,,Offered a chance to apply for legal status,,Better than life today,,,,No,Yes,,Catholic,,,,Takes away U.S. jobs,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,Other,,,,,,,,,,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,,,Republican Senate - Voted Trump,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",7.0,South,Version 3,2.0,English
181096.0,Florida,91.0,Call 1,Complete,Election day exit poll,0.687454760074615,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Moderate,,College graduate,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Did not go far enough,,,Help the country,Offered a chance to apply for legal status,,Better than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Some,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,A lot or some,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",14.0,South,Version 3,3.0,English
197932.0,Florida,5.0,Call 2,Complete,Election day exit poll,0.5257208943367,Donald Trump,Marco Rubio,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,,,Yes,No,,,,Unfavorable,Omit,,,,,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,No,Yes,,Other christian,,,Before that,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,No,,Omit,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,Before that,Before that,,State questionnaire,Suburbs,Suburbs,8.0,South,Version 1,2.0,English
184222.0,Florida,63.0,Call 1,Complete,Election day exit poll,0.623485147953033,Donald Trump,Marco Rubio,Female,White,60-64,Republican,Conservative,,Some college/assoc. degree,No,,Donald Trump,,,A lot,,,,,,"No, not contacted by either",,Donald Trump,Donald Trump,Did not go far enough,,,Hurt the country,Offered a chance to apply for legal status,,Worse than life today,,,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not much,White women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,,White suburban women,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,,,,Republican Senate - Voted Trump,,,,Not much or not at all,State questionnaire,Suburbs,Suburbs,19.0,South,Version 3,4.0,English
135638.0,Florida,,,Complete,Telephone survey,1.65794551372528,Donald Trump,Other,Female,White,45-49,Independent,Moderate,"$50,000-$99,999",College graduate,No,Yes,,,,,,,Unfavorable,Favorable,,,,,,,,,,,The economy,,,Strongly disapprove,Can bring needed change,,,,,,,Before that,,,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,,Other,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,Other Senate vote,,Before that,Before that,,National questionnaire,Rural,Small Cities/Rural,3.0,South,Version 1,1.0,English
195802.0,Florida,47.0,Call 2,Complete,Election day exit poll,0.471110105514526,Donald Trump,Marco Rubio,Male,White,50-59,Independent,Conservative,"$100,000-$199,999",College graduate,No,,,Yes,No,,,,Unfavorable,Favorable,,,,,,,,,,,Immigration,,,Strongly disapprove,Cares about people like me,No,Yes,,Other christian,,,In the last week,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,,White suburban men,No,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,Republican Senate - Voted Trump,,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,1.0,English
181072.0,Florida,13.0,Call 1,Complete,Election day exit poll,0.549099683761597,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Moderate,,High school or less,No,Yes,,,,,I dislike the other candidates,Treats all people fairly,,,Worse today,,Angry,,,,No,No,,,The economy,,Not so good,,Can bring needed change,,,,Jewish,Yes,No,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Other religion,Jewish,Jewish,Not a mormon,,,,Republican Senate - Voted Trump,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",22.0,South,Version 2,5.0,English
181070.0,Florida,13.0,Call 1,Complete,Election day exit poll,0.549099683761597,Donald Trump,Marco Rubio,Male,White,50-59,Republican,Moderate,,High school or less,No,Yes,,,,,I dislike the other candidates,Treats all people fairly,,,Worse today,,Angry,,,,No,No,,,The economy,,Not so good,,Can bring needed change,,,,Jewish,Yes,No,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Other religion,Jewish,Jewish,Not a mormon,,,,Republican Senate - Voted Trump,Only Hillary Clinton,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",22.0,South,Version 2,5.0,English
