ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSNV16,SENNV16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,CLINTONEMAIL,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FAVREID,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,UNFAIRCLIN,UNFAIRTRUMP,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,WHITEREL,WHTEVANG,WPROTBRN,WPROTBRN3,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,UNFAIR16,UNIONHH12,QTYPE,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE
134969.0,Nevada,,,Complete,Telephone survey,0.803227663040161,Donald Trump,Joe Heck,Female,White,65 or over,Republican,Conservative,,High school or less,No,,Yes,Donald Trump,,I strongly favor my candidate,,,,,,Angry,,,No,Yes,,,Support,The economy,,Not so good,,Can bring needed change,,,,,No,Yes,,,,,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,,No,State questionnaire,English,Rural,Small Cities/Rural,2.0,West,Version 2,None of Above
134970.0,Nevada,,,Complete,Telephone survey,0.878602981567383,Donald Trump,Joe Heck,Male,White,65 or over,Republican,Conservative,,Postgraduate study,No,,No,Donald Trump,,I dislike the other candidates,,,,,,Angry,,,No,Yes,,,Support,Immigration,,Poor,,Can bring needed change,,,,,Omit,Yes,,,,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,,,,,,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134971.0,Nevada,,,Complete,Telephone survey,2.08908843994141,Hillary Clinton,Catherine Cortez Masto,Male,White,50-59,Independent,Moderate,,College graduate,No,,Yes,Hillary Clinton,,I dislike the other candidates,,,,,,Angry,,,Yes,No,,,Oppose,The economy,,Good,,Has the right experience,,,,,Yes,No,,,,,,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134972.0,Nevada,,,Complete,Telephone survey,0.561630070209503,Hillary Clinton,Catherine Cortez Masto,Male,White,65 or over,Independent,Moderate,,High school or less,No,,Yes,Hillary Clinton,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Oppose,The economy,,Good,,Has good judgment,,,,,Yes,No,,,,,,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134973.0,Nevada,,,Complete,Telephone survey,2.68086218833923,Hillary Clinton,Catherine Cortez Masto,Female,White,50-59,Democrat,Conservative,,High school or less,No,,No,Hillary Clinton,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,Oppose,Terrorism,,Not so good,,Cares about people like me,,,,,Yes,No,,,,,,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134974.0,Nevada,,,Complete,Telephone survey,1.99013960361481,Donald Trump,Catherine Cortez Masto,Male,White,60-64,Democrat,Conservative,,Some college/assoc. degree,No,,Yes,Donald Trump,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Oppose,Immigration,,Not so good,,Can bring needed change,,,,,No,No,,,,,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - did not vote Clinton,Neither,,,,,Yes,State questionnaire,English,"Cities over 500,000","Cities over 50,000",4.0,West,Version 2,Clark County
134975.0,Nevada,,,Complete,Telephone survey,5.73142194747925,Donald Trump,Joe Heck,Female,White,40-44,Republican,Moderate,,College graduate,No,,Yes,Donald Trump,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Oppose,Terrorism,,Good,,Can bring needed change,,,,,No,No,,,,,,White women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,,,,,,,,,Republican Senate - Voted Trump,Neither,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 2,Washoe County
134976.0,Nevada,,,Complete,Telephone survey,0.635450065135956,Hillary Clinton,Catherine Cortez Masto,Female,White,65 or over,Democrat,Liberal,,College graduate,No,,No,Hillary Clinton,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,Yes,No,,,Oppose,Foreign policy,,Good,,Has the right experience,,,,,Yes,No,,,,,,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134977.0,Nevada,,,Complete,Telephone survey,0.446810394525528,Hillary Clinton,Catherine Cortez Masto,Female,White,50-59,Democrat,Liberal,,Postgraduate study,No,,Yes,Hillary Clinton,,I strongly favor my candidate,,,,,,Angry,,,Yes,No,,,Oppose,The economy,,Good,,Has good judgment,,,,,Yes,No,,,,,,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,Yes,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134978.0,Nevada,,,Complete,Telephone survey,1.29876387119293,Hillary Clinton,Catherine Cortez Masto,Male,Hispanic/Latino,25-29,Democrat,Moderate,,Postgraduate study,Yes,,Yes,Hillary Clinton,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,Omit,Omit,,,Oppose,The economy,,Not so good,,Cares about people like me,,,,,Yes,No,,,,,,Latino men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Other,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Omit,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134979.0,Nevada,,,Complete,Telephone survey,1.99279153347015,Hillary Clinton,Catherine Cortez Masto,Female,Hispanic/Latino,60-64,Democrat,,,Some college/assoc. degree,Yes,,Yes,Hillary Clinton,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,Oppose,Terrorism,,Not so good,,Has good judgment,,,,,Yes,No,,,,,,Latino women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,,,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134980.0,Nevada,,,Complete,Telephone survey,1.50876545906067,Gary Johnson,None of these candidates,Female,Hispanic/Latino,50-59,Independent,Conservative,,Some college/assoc. degree,Yes,,Yes,Hillary Clinton,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,No,No,,,Support,Immigration,,Not so good,,Cares about people like me,,,,,Yes,No,,,,,,Latino women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Other Senate vote,Only Hillary Clinton,,,,,Yes,State questionnaire,English,Suburbs,Suburbs,1.0,West,Version 2,Clark County
134981.0,Nevada,,,Complete,Telephone survey,1.52359616756439,None of these candidates,Catherine Cortez Masto,Male,Hispanic/Latino,25-29,Something else,Moderate,,College graduate,Yes,,No,Donald Trump,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Oppose,Foreign policy,,Good,,Has good judgment,,,,,No,No,,,,,,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Democratic Senate - did not vote Clinton,Neither,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134982.0,Nevada,,,Complete,Telephone survey,1.92730915546417,Hillary Clinton,Joe Heck,Female,Hispanic/Latino,25-29,Democrat,Conservative,,High school or less,Yes,,Yes,Hillary Clinton,,I dislike the other candidates,,,,,,Enthusiastic,,,No,No,,,Support,The economy,,Not so good,,Has the right experience,,,,,Yes,No,,,,,,Latino women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Republican Senate - did not vote Trump,Only Hillary Clinton,,,,,No,State questionnaire,English,Suburbs,Suburbs,4.0,West,Version 2,Clark County
134983.0,Nevada,,,Complete,Telephone survey,3.55714130401611,Hillary Clinton,Catherine Cortez Masto,Male,Hispanic/Latino,65 or over,Democrat,Moderate,,Some college/assoc. degree,Yes,,Yes,Hillary Clinton,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Yes,No,,,Oppose,Foreign policy,,Good,,Has the right experience,,,,,Yes,No,,,,,,Latino men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,White,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,Yes,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134984.0,Nevada,,,Complete,Telephone survey,3.07630705833435,Hillary Clinton,Catherine Cortez Masto,Male,Hispanic/Latino,18-24,Something else,Liberal,,Some college/assoc. degree,Yes,,No,Hillary Clinton,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Yes,No,,,Oppose,Omit,,Good,,Cares about people like me,,,,,Yes,No,,,,,,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,Suburbs,Suburbs,1.0,West,Version 2,Clark County
134985.0,Nevada,,,Complete,Telephone survey,3.51293063163757,Hillary Clinton,Catherine Cortez Masto,Female,Hispanic/Latino,40-44,Democrat,Moderate,,Some college/assoc. degree,Yes,,Yes,Hillary Clinton,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,No,No,,,Oppose,The economy,,Good,,Has good judgment,,,,,Yes,No,,,,,,Latino women,Married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,Yes,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134986.0,Nevada,,,Complete,Telephone survey,2.19459843635559,Hillary Clinton,None of these candidates,Male,Hispanic/Latino,18-24,Something else,Moderate,,High school or less,Yes,,No,Hillary Clinton,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Oppose,The economy,,Poor,,Has the right experience,,,,,Omit,No,,,,,,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,White,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Other Senate vote,Omit,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134987.0,Nevada,,,Complete,Telephone survey,3.65984964370728,Donald Trump,Joe Heck,Male,Hispanic/Latino,25-29,Something else,Conservative,,High school or less,Yes,,Yes,Donald Trump,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,No,Yes,,,Oppose,The economy,,Not so good,,Can bring needed change,,,,,No,Yes,,,,,,Latino men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,,No,State questionnaire,English,Suburbs,Suburbs,4.0,West,Version 2,Clark County
134988.0,Nevada,,,Complete,Telephone survey,3.48065328598022,Hillary Clinton,Catherine Cortez Masto,Female,Hispanic/Latino,18-24,Democrat,Conservative,,High school or less,Yes,,Yes,Hillary Clinton,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,No,No,,,Oppose,The economy,,Not so good,,Has good judgment,,,,,Yes,No,,,,,,Latino women,Married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134989.0,Nevada,,,Complete,Telephone survey,3.22520565986633,Gary Johnson,Catherine Cortez Masto,Female,Hispanic/Latino,25-29,Independent,Moderate,,College graduate,Yes,,No,Would not have voted,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,No,No,,,Oppose,The economy,,Not so good,,Has good judgment,,,,,Yes,No,,,,,,Latino women,Non married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,,,,,,,,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134990.0,Nevada,,,Complete,Telephone survey,1.16116750240326,Donald Trump,Joe Heck,Male,Hispanic/Latino,45-49,Independent,Conservative,,College graduate,Yes,,Yes,Donald Trump,,I like my candidate but with reservations,,,,,,Angry,,,No,No,,,Support,Foreign policy,,Poor,,Can bring needed change,,,,,Yes,Yes,,,,,,Latino men,Married men,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,White,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Republican Senate - Voted Trump,Both,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134991.0,Nevada,,,Complete,Telephone survey,0.685217320919037,Hillary Clinton,Catherine Cortez Masto,Female,Hispanic/Latino,65 or over,Democrat,Moderate,,Some college/assoc. degree,Yes,,No,Hillary Clinton,,I strongly favor my candidate,,,,,,"Dissatisfied, but not angry",,,Yes,No,,,Oppose,Terrorism,,Not so good,,Has the right experience,,,,,Yes,No,,,,,,Latino women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,Latino 60+,Latino 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134992.0,Nevada,,,Complete,Telephone survey,1.64941048622131,Hillary Clinton,Catherine Cortez Masto,Male,Hispanic/Latino,60-64,Democrat,Liberal,,Some college/assoc. degree,Yes,,Yes,Hillary Clinton,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,Yes,No,,,Oppose,Foreign policy,,Good,,Cares about people like me,,,,,Yes,No,,,,,,Latino men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities 50,000-500,000","Cities over 50,000",2.0,West,Version 2,Washoe County
134993.0,Nevada,,,Complete,Telephone survey,1.85859513282776,Donald Trump,Joe Heck,Male,Hispanic/Latino,18-24,Republican,Conservative,,High school or less,Yes,,No,Donald Trump,,I dislike the other candidates,,,,,,Angry,,,No,No,,,Support,Terrorism,,Good,,Can bring needed change,,,,,No,No,,,,,,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Independent/Something else,Conservative Republicans,,,,,,,,,,Republican Senate - Voted Trump,Neither,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",3.0,West,Version 2,Clark County
134994.0,Nevada,,,Complete,Telephone survey,3.07630705833435,Hillary Clinton,Catherine Cortez Masto,Male,Hispanic/Latino,18-24,Something else,Conservative,,High school or less,Yes,,No,Hillary Clinton,,I dislike the other candidates,,,,,,"Satisfied, but not enthusiastic",,,No,No,,,Oppose,The economy,,Not so good,,Has good judgment,,,,,Yes,No,,,,,,Latino men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Democratic Senate - voted Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,Suburbs,Suburbs,4.0,West,Version 2,Clark County
134995.0,Nevada,,,Complete,Telephone survey,1.71677529811859,,Catherine Cortez Masto,Male,Hispanic/Latino,40-44,,Moderate,,High school or less,Yes,,Yes,Omit,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,No,No,,,Oppose,The economy,,Poor,,Cares about people like me,,,,,Yes,No,,,,,,Latino men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,,,,,,,,,,,,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,,,No,State questionnaire,English,"Cities over 500,000","Cities over 50,000",1.0,West,Version 2,Clark County
134996.0,Nevada,,,Complete,Telephone survey,2.51894760131836,Donald Trump,Joe Heck,Female,Hispanic/Latino,60-64,Something else,Conservative,,College graduate,Yes,,Yes,Donald Trump,,I strongly favor my candidate,,,,,,Angry,,,No,Yes,,,Support,Immigration,,Poor,,Can bring needed change,,,,,No,Yes,,,,,,Latino women,Married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,,,,,,,,,Republican Senate - Voted Trump,Only Donald Trump,,,,,No,State questionnaire,English,Rural,Small Cities/Rural,2.0,West,Version 2,None of Above
