ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSSC16,SENSC16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,CLINHONEST,TRUMPHONEST,ISSUE16,LIFE,MARRIED,QLT16,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,HONEST16,PTYIDEO,PTYIDEO7,SPLITTICKET,TIME16MONTH,TIME16WEEK,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
176673.0,South Carolina,70.0,Call 1,Complete,Election day exit poll,1.00866317749023,Donald Trump,Tim Scott,Male,White,65 or over,Independent,Conservative,"$100,000-$199,999",College graduate,No,No,I strongly favor my candidate,Omit,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,Yes,Cares about people like me,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,4.0,29511.0
176687.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,2.00464034080505,Donald Trump,Tim Scott,Male,White,40-44,Independent,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Treats blacks unfairly,Unfavorable,Unfavorable,No,No,The economy,Better than life today,Yes,Can bring needed change,In October,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Neither,Neither,Moderate/Liberal Republicans,Liberal Independents,Republican Senate - Voted Trump,In the last month,Before that,All others,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176691.0,South Carolina,73.0,Call 1,Complete,Election day exit poll,0.875411093235016,Hillary Clinton,Thomas Dixon,Female,White,50-59,Democrat,Moderate,"$50,000-$99,999",Postgraduate study,No,,,,Favorable,Unfavorable,,,The economy,,No,Has the right experience,In the last week,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,Only Hillary Clinton,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,In the last month,In the last week,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
176701.0,South Carolina,68.0,Call 1,Complete,Election day exit poll,0.755465090274811,Donald Trump,Tim Scott,Male,White,40-44,Independent,Moderate,"$30,000-$49,999",College graduate,No,No,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Omit,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Moderate Independents,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
176707.0,South Carolina,77.0,Call 1,Complete,Election day exit poll,0.916454672813416,Hillary Clinton,Tim Scott,Male,White,50-59,Republican,Conservative,"$250,000 or more",Postgraduate study,No,Yes,I dislike the other candidates,Treats all people fairly,Unfavorable,Unfavorable,No,No,Foreign policy,About the same,Yes,Has the right experience,In October,White men,Married men,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,29072.0
176728.0,South Carolina,113.0,Call 1,Complete,Election day exit poll,1.45634853839874,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Moderate,,High school or less,No,Yes,,,,,,,,,No,,,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,2.0,29730.0
176730.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,2.00464034080505,Donald Trump,Tim Scott,Male,White,40-44,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Can bring needed change,Before that,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176737.0,South Carolina,56.0,Call 1,Complete,Election day exit poll,0.558565974235535,Hillary Clinton,Tim Scott,Female,White,50-59,Democrat,Liberal,"$200.000-$249,999",College graduate,No,,,,Favorable,Unfavorable,,,The economy,,Yes,Has the right experience,Before that,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,,Liberal Democrats,Liberal Democrats,Republican Senate - did not vote Trump,Before that,Before that,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 1,1.0,29615.0
176767.0,South Carolina,70.0,Call 1,Complete,Election day exit poll,0.537360668182373,Donald Trump,Thomas Dixon,Male,White,18-24,Republican,Conservative,"$30,000-$49,999",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Omit,Better than life today,No,Cares about people like me,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Democratic Senate - did not vote Clinton,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,4.0,29511.0
176792.0,South Carolina,73.0,Call 1,Complete,Election day exit poll,0.39488223195076,Gary Johnson,Thomas Dixon,Male,White,18-24,Something else,Conservative,,High school or less,No,,,,Unfavorable,Unfavorable,,,Foreign policy,,No,Has good judgment,In October,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,Neither,,Moderate/Liberal Republicans,Conservative Independents,Democratic Senate - did not vote Clinton,In the last month,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
176795.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,2.02290534973145,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Omit,Unfavorable,Favorable,No,Yes,Immigration,Worse than life today,Yes,Can bring needed change,Before that,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176809.0,South Carolina,56.0,Call 1,Complete,Election day exit poll,0.957804918289185,Donald Trump,Tim Scott,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",Postgraduate study,No,,I like my candidate but with reservations,,,,No,Yes,Terrorism,,,Has good judgment,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 2,1.0,29615.0
176823.0,South Carolina,68.0,Call 1,Complete,Election day exit poll,0.714669048786163,Donald Trump,Tim Scott,Female,White,45-49,,,,,No,,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Terrorism,Omit,Yes,Has good judgment,Before that,White women,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,Other,,Only Donald Trump,Only Donald Trump,,,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
176845.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,2.02290534973145,Donald Trump,Tim Scott,Female,Other,60-64,Independent,Conservative,,Some college/assoc. degree,No,No,Omit,Omit,Unfavorable,Favorable,No,Yes,The economy,Omit,No,Omit,Before that,All other races,Non married women,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,All others,All others,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Other,Other,Non-white,Other,Other,No,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176857.0,South Carolina,70.0,Call 1,Complete,Election day exit poll,0.789559125900269,Hillary Clinton,Thomas Dixon,Female,White,40-44,Something else,Liberal,"$50,000-$99,999",College graduate,No,Yes,I like my candidate but with reservations,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,The economy,Better than life today,No,Has the right experience,Before that,White women,Non married women,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Liberal Republicans,Liberal Independents,Democratic Senate - voted Clinton,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,4.0,29511.0
176870.0,South Carolina,113.0,Call 1,Complete,Election day exit poll,1.21608257293701,Donald Trump,Tim Scott,Male,,60-64,Independent,Conservative,,Postgraduate study,No,,,,Unfavorable,Unfavorable,,,Immigration,,No,Can bring needed change,In the last week,,Non married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,,,,College graduate,More than High school graduate,,,,,,,Independent/Something else,,,Independent men,,,,,,,,Neither,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,In the last month,In the last week,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,2.0,29730.0
176878.0,South Carolina,73.0,Call 1,Complete,Election day exit poll,0.856664955615997,Donald Trump,Tim Scott,Female,Other,45-49,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,Unfavorable,Favorable,,,The economy,,Yes,Can bring needed change,In October,All other races,Married women,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican women,All others,Other,Other,Non-white,Other,Other,No,Only Donald Trump,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
176883.0,South Carolina,56.0,Call 1,Complete,Election day exit poll,1.95798766613007,Donald Trump,Tim Scott,Male,White,60-64,Republican,Conservative,,College graduate,No,,,Treats blacks unfairly,,,,,,Worse than life today,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",4.0,South,Version 3,1.0,29615.0
176888.0,South Carolina,77.0,Call 1,Not complete,Election day exit poll,0.882189452648163,Did not vote,Tim Scott,Male,White,45-49,,,,,No,,I dislike the other candidates,,,,,,,About the same,,,In the last few days,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,Republican Senate - did not vote Trump,In the last month,In the last week,,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,29072.0
176911.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,1.89638721942902,Donald Trump,Tim Scott,Female,White,50-59,Republican,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Omit,Unfavorable,Favorable,No,Yes,Terrorism,About the same,No,Cares about people like me,Before that,White women,Non married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176934.0,South Carolina,70.0,Call 1,Complete,Election day exit poll,0.533822238445282,Gary Johnson,Tim Scott,Female,White,25-29,Republican,Conservative,"$50,000-$99,999",College graduate,No,Yes,I strongly favor my candidate,Treats blacks unfairly,Unfavorable,Unfavorable,No,No,Foreign policy,About the same,Yes,Has good judgment,Before that,White women,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Neither,Neither,Independent/Something else,Conservative Republicans,Republican Senate - did not vote Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,4.0,29511.0
176939.0,South Carolina,77.0,Call 1,Complete,Election day exit poll,1.17993474006653,Donald Trump,Tim Scott,Female,White,30-39,Republican,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,Yes,I like my candidate but with reservations,Treats all people fairly,Unfavorable,Favorable,No,Yes,The economy,Better than life today,Yes,Cares about people like me,In September,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,29072.0
176945.0,South Carolina,73.0,Call 1,Complete,Election day exit poll,0.905566692352295,Donald Trump,Tim Scott,Male,White,40-44,Republican,Moderate,"$50,000-$99,999",College graduate,No,,,,Unfavorable,Unfavorable,,,The economy,,No,Can bring needed change,Before that,White men,Non married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,No,Neither,,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
176963.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,1.72049498558044,Donald Trump,Tim Scott,Male,White,18-24,Independent,Conservative,"Under $30,000",Some college/assoc. degree,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,Terrorism,Better than life today,No,Can bring needed change,Before that,White men,Non married men,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
176966.0,South Carolina,68.0,Call 1,Complete,Election day exit poll,0.714669048786163,Donald Trump,Tim Scott,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",College graduate,No,Yes,I like my candidate but with reservations,Treats all people fairly,Unfavorable,Unfavorable,No,Yes,Foreign policy,About the same,Yes,Can bring needed change,In September,White women,Married women,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,No,Neither,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
176994.0,South Carolina,113.0,Call 1,Complete,Election day exit poll,1.20288956165314,Donald Trump,Tim Scott,Male,White,65 or over,Independent,Conservative,,High school or less,No,Yes,,,,,,,,,No,,,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,,,White Born-again/Evangelical Christians,National questionnaire,Suburbs,Suburbs,5.0,South,Version 5,2.0,29730.0
177002.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,2.02290534973145,Donald Trump,Tim Scott,Male,White,65 or over,Something else,Conservative,"$50,000-$99,999",High school or less,No,Yes,I strongly favor my candidate,Omit,Unfavorable,Favorable,No,Yes,The economy,Worse than life today,Yes,Can bring needed change,Before that,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Donald Trump,Only Donald Trump,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
177004.0,South Carolina,77.0,Call 1,Complete,Election day exit poll,0.903316557407379,Donald Trump,,Female,White,18-24,Republican,Conservative,,High school or less,No,Yes,I like my candidate but with reservations,Treats blacks unfairly,Unfavorable,Favorable,No,No,Terrorism,Better than life today,No,Cares about people like me,In October,White women,Non married women,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,,Only Donald Trump,Neither,Independent/Something else,Conservative Republicans,,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,29072.0
177014.0,South Carolina,70.0,Call 1,Complete,Election day exit poll,0.954194128513336,Donald Trump,Tim Scott,Female,White,65 or over,Republican,Moderate,"Under $30,000",High school or less,No,Yes,I like my candidate but with reservations,Treats all people fairly,Unfavorable,Favorable,No,Yes,Terrorism,Better than life today,No,Can bring needed change,Before that,White women,Non married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,Yes,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,4.0,29511.0
177032.0,South Carolina,73.0,Call 1,Complete,Election day exit poll,0.989240884780884,Donald Trump,Tim Scott,Male,White,65 or over,Independent,Conservative,"$100,000-$199,999",Postgraduate study,No,,,,Unfavorable,Favorable,,,Immigration,,Yes,Can bring needed change,In September,White men,Married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,No,Only Donald Trump,,Moderate/Liberal Republicans,Conservative Independents,Republican Senate - Voted Trump,Before that,Before that,,National questionnaire,Suburbs,Suburbs,5.0,South,Version 1,3.0,29078.0
177059.0,South Carolina,36.0,Call 1,Complete,Election day exit poll,1.72049498558044,Donald Trump,Tim Scott,Male,White,25-29,Republican,Conservative,,High school or less,No,Yes,I strongly favor my candidate,Treats all people fairly,Unfavorable,Favorable,No,Yes,The economy,Better than life today,No,Has good judgment,In October,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,Only Donald Trump,Only Donald Trump,Independent/Something else,Conservative Republicans,Republican Senate - Voted Trump,In the last month,Before that,White Born-again/Evangelical Christians,State questionnaire,Suburbs,Suburbs,1.0,South,Version 1,5.0,29483.0
177064.0,South Carolina,68.0,Call 1,Complete,Election day exit poll,0.825269877910614,Donald Trump,Tim Scott,Male,White,65 or over,Republican,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,No,I strongly favor my candidate,Treats blacks unfairly,Unfavorable,Favorable,No,Yes,The economy,Worse than life today,No,Cares about people like me,Before that,White men,Non married men,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,Yes,Only Donald Trump,Only Donald Trump,Conservative Republicans,Mod./Liberal Republicans,Republican Senate - Voted Trump,Before that,Before that,All others,State questionnaire,"Cities 10,000-50,000",Small Cities/Rural,7.0,South,Version 1,4.0,29579.0
177065.0,South Carolina,77.0,Call 1,Complete,Election day exit poll,1.03484654426575,Hillary Clinton,Thomas Dixon,Female,Asian,25-29,Democrat,Moderate,"$50,000-$99,999",College graduate,No,Yes,I strongly favor my candidate,Treats blacks unfairly,Favorable,Unfavorable,Yes,No,The economy,About the same,Yes,Has the right experience,Before that,All other races,Married women,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Asian,Other,Non-white,Asian,Other,No,Only Hillary Clinton,Only Hillary Clinton,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Democratic Senate - voted Clinton,Before that,Before that,All others,State questionnaire,Suburbs,Suburbs,2.0,South,Version 1,3.0,29072.0
