ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSME16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,MARRIED,@2WAYPRES16,CLIMATECHANGE,CRIMEDRUGS,DESCRIBP12,FAVHCLIN16,FAVTRUMP,FINSIT,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMDEPORT,ISSUE16,LEPAGEAPP2,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
198529.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.81540983915329,Hillary Clinton,Female,White,50-59,Democrat,Liberal,"$100,000-$199,999",College graduate,No,Yes,,Yes,,,Favorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,About the same,,Somewhat approve,Can bring needed change,Yes,No,,,,In October,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,2.0,4426.0
218273.0,Maine,22.0,Call 3,Complete,Election day exit poll,0.81540983915329,Hillary Clinton,Female,White,50-59,Independent,Moderate,"$100,000-$199,999",Some college/assoc. degree,No,Yes,,Yes,,,Favorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,About the same,,Strongly approve,Has the right experience,Yes,No,,,,In September,White women,Married women,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 1,2.0,4426.0
198017.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,45-49,Independent,Liberal,,Postgraduate study,No,,Hillary Clinton,,Treatment for drug users,I like my candidate but with reservations,,,Better today,Angry,,,No,No,Offered a chance to apply for legal status,Foreign policy,Disapprove,,Not so good,,,,,Whites are favored over minorities,Yes,No,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Liberal Independents,,Only Hillary Clinton,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
222055.0,Maine,63.0,Call 3,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,50-59,Independent,Moderate,,Postgraduate study,No,,Hillary Clinton,,Treatment for drug users,I like my candidate but with reservations,,,Worse today,"Dissatisfied, but not angry",,,Yes,No,Offered a chance to apply for legal status,The economy,Disapprove,,Not so good,,,,,Whites are favored over minorities,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4469.0
218502.0,Maine,22.0,Call 3,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,30-39,Democrat,Liberal,,,No,,Hillary Clinton,,Treatment for drug users,I like my candidate but with reservations,,,Better today,"Satisfied, but not enthusiastic",,,Yes,No,Offered a chance to apply for legal status,The economy,Omit,,Not so good,,,,,No group is favored,Yes,No,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
184876.0,Maine,22.0,Call 1,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,50-59,Democrat,Moderate,,College graduate,No,,Hillary Clinton,,Omit,I strongly favor my candidate,,,Better today,"Satisfied, but not enthusiastic",,,Yes,No,Offered a chance to apply for legal status,The economy,Approve,,Excellent,,,,,No group is favored,Yes,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
200611.0,Maine,63.0,Call 2,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,30-39,Democrat,Liberal,,High school or less,No,,Hillary Clinton,,Treatment for drug users,I dislike the other candidates,,,Worse today,"Dissatisfied, but not angry",,,Omit,Omit,Offered a chance to apply for legal status,Terrorism,Disapprove,,Poor,,,,,No group is favored,Yes,No,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,,,"Dissatisfied, but not angry or Angry",Omit,Not so good or poor,,Liberal Democrats,Liberal Democrats,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4469.0
219315.0,Maine,3.0,Call 3,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,50-59,Independent,Conservative,,Some college/assoc. degree,No,,Would not have voted,,Prosecuting drug crimes,I like my candidate but with reservations,,,About the same,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,Immigration,Approve,,Poor,,,,,No group is favored,No,No,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
198410.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.817943751811981,Hillary Clinton,Female,White,30-39,Something else,,,,No,,Hillary Clinton,,Treatment for drug users,I like my candidate but with reservations,,,Better today,"Dissatisfied, but not angry",,,Yes,No,Offered a chance to apply for legal status,The economy,Approve,,Not so good,,,,,No group is favored,Yes,No,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,,,,,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Not so good or poor,,,,,Only Hillary Clinton,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
197300.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.818247675895691,Hillary Clinton,Male,White,40-44,Democrat,Moderate,,College graduate,No,,Hillary Clinton,,Prosecuting drug crimes,I strongly favor my candidate,,,Better today,Angry,,,Yes,No,Offered a chance to apply for legal status,Terrorism,Disapprove,,Good,,,,,Minorities are favored over whites,Yes,No,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Hillary Clinton,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
197111.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.818247675895691,Hillary Clinton,Male,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,Hillary Clinton,,Prosecuting drug crimes,I strongly favor my candidate,,,Better today,"Satisfied, but not enthusiastic",,,Yes,No,Offered a chance to apply for legal status,Terrorism,Disapprove,,Not so good,,,,,No group is favored,Yes,No,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Hillary Clinton,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
197604.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.819463849067688,Hillary Clinton,Male,White,30-39,Independent,Moderate,"Under $30,000",Some college/assoc. degree,No,Yes,,No,,,Unfavorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,Worse than life today,,Somewhat approve,Has the right experience,No,No,,,,In the last few days,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Neither,,In the last month,In the last week,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,2.0,4252.0
197244.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.819463849067688,Hillary Clinton,Male,White,30-39,Independent,Liberal,"$30,000-$49,999",High school or less,No,No,,Yes,,,Favorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,2.0,4252.0
219621.0,Maine,49.0,Call 3,Not complete,Election day exit poll,0.819463849067688,Hillary Clinton,Male,White,50-59,,,,,No,,,Yes,,,,,,,Hillary Clinton,Hillary Clinton,,,,,,Worse than life today,,,,,,,,,In September,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,,,,,,,,,,,,,,White,White,White,White,White suburban men,,,,,,,,,,,Before that,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,2.0,4252.0
219473.0,Maine,49.0,Call 3,Complete,Election day exit poll,0.819463849067688,Hillary Clinton,Male,White,30-39,Democrat,Conservative,"$100,000-$199,999",Some college/assoc. degree,No,No,,Yes,,,Unfavorable,Unfavorable,,,Hillary Clinton,Hillary Clinton,,,,The economy,,Omit,,Somewhat approve,Has the right experience,Yes,No,,,,In October,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,No,Neither,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,In the last month,Before that,State questionnaire,Suburbs,Suburbs,2.0,East,Version 1,2.0,4252.0
198276.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,50-59,Independent,Moderate,,College graduate,No,,Donald Trump,,Treatment for drug users,I like my candidate but with reservations,,,Worse today,"Dissatisfied, but not angry",,,No,Yes,Offered a chance to apply for legal status,The economy,Disapprove,,Not so good,,,,,No group is favored,No,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
189602.0,Maine,3.0,Call 1,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,50-59,Republican,Moderate,,High school or less,No,,Donald Trump,,Treatment for drug users,I strongly favor my candidate,,,Worse today,"Dissatisfied, but not angry",,,No,Yes,Deported to the country they came from,Terrorism,Disapprove,,Poor,,,,,No group is favored,No,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
218697.0,Maine,3.0,Call 3,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,Worse today,Angry,,,No,Yes,Deported to the country they came from,The economy,Approve,,Excellent,,,,,Minorities are favored over whites,No,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Excellent or good,,Conservative Republicans,Mod./Liberal Republicans,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
184626.0,Maine,22.0,Call 1,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,30-39,Independent,Conservative,,Some college/assoc. degree,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,Worse today,Angry,,,No,Yes,Deported to the country they came from,The economy,Approve,,Poor,,,,,Minorities are favored over whites,No,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
219393.0,Maine,3.0,Call 3,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,30-39,Something else,Moderate,,High school or less,No,,Donald Trump,,Treatment for drug users,I like my candidate but with reservations,,,Better today,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,The economy,Omit,,Not so good,,,,,No group is favored,No,No,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
198637.0,Maine,3.0,Call 2,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,30-39,Republican,Conservative,,High school or less,No,,Donald Trump,,Prosecuting drug crimes,I dislike the other candidates,,,Worse today,"Dissatisfied, but not angry",,,No,No,Deported to the country they came from,Foreign policy,Approve,,Not so good,,,,,Minorities are favored over whites,No,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
199056.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,30-39,Republican,Conservative,,Postgraduate study,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,Omit,Angry,,,No,Yes,Offered a chance to apply for legal status,Terrorism,Approve,,Not so good,,,,,No group is favored,No,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
219132.0,Maine,22.0,Call 3,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,40-44,Independent,Conservative,,Postgraduate study,No,,Donald Trump,,Prosecuting drug crimes,I dislike the other candidates,,,About the same,"Dissatisfied, but not angry",,,No,No,Omit,Omit,Omit,,Good,,,,,No group is favored,Omit,Omit,,White women,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Liberal Republicans,Conservative Independents,,Omit,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
190658.0,Maine,3.0,Call 1,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,50-59,Republican,Moderate,,Some college/assoc. degree,No,,Donald Trump,,Prosecuting drug crimes,I like my candidate but with reservations,,,Worse today,Angry,,,No,No,Deported to the country they came from,The economy,Approve,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Both,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
218933.0,Maine,3.0,Call 3,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,30-39,Republican,Conservative,,College graduate,No,,Donald Trump,,Prosecuting drug crimes,I like my candidate but with reservations,,,About the same,Angry,,,No,Yes,Deported to the country they came from,The economy,Approve,,Not so good,,,,,Whites are favored over minorities,No,Yes,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Only Donald Trump,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
198584.0,Maine,22.0,Call 2,Complete,Election day exit poll,0.824183285236359,Donald Trump,Female,White,45-49,Independent,Moderate,,High school or less,No,,Donald Trump,,Treatment for drug users,I like my candidate but with reservations,,,Worse today,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,The economy,Disapprove,,Not so good,,,,,Minorities are favored over whites,No,No,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,State questionnaire,Rural,Small Cities/Rural,2.0,East,Version 2,2.0,4426.0
197964.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,45-49,Republican,Conservative,,Postgraduate study,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,About the same,Angry,,,No,Yes,Deported to the country they came from,The economy,Approve,,Not so good,,,,,Minorities are favored over whites,Yes,Yes,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,Both,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
197754.0,Maine,49.0,Call 2,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,40-44,Republican,Liberal,,Some college/assoc. degree,No,,Donald Trump,,Prosecuting drug crimes,I dislike the other candidates,,,Better today,"Dissatisfied, but not angry",,,No,Yes,Deported to the country they came from,The economy,Approve,,Poor,,,,,Minorities are favored over whites,Yes,Yes,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,Both,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
221259.0,Maine,49.0,Call 3,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,50-59,Democrat,Moderate,,Some college/assoc. degree,No,,Donald Trump,,Treatment for drug users,I strongly favor my candidate,,,About the same,"Dissatisfied, but not angry",,,Yes,Yes,Offered a chance to apply for legal status,The economy,Disapprove,,Not so good,,,,,No group is favored,No,Yes,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Both,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,Only Donald Trump,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
221431.0,Maine,49.0,Call 3,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,45-49,Something else,Moderate,,Some college/assoc. degree,No,,Donald Trump,,Treatment for drug users,I dislike the other candidates,,,Worse today,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,Terrorism,Approve,,Not so good,,,,,No group is favored,No,No,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Neither,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
187555.0,Maine,49.0,Call 1,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,50-59,Independent,Moderate,,College graduate,No,,Donald Trump,,Prosecuting drug crimes,I strongly favor my candidate,,,About the same,Angry,,,No,Yes,Deported to the country they came from,The economy,Approve,,Poor,,,,,Minorities are favored over whites,No,Yes,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Only Donald Trump,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
186987.0,Maine,49.0,Call 1,Complete,Election day exit poll,0.824489533901215,Donald Trump,Male,White,45-49,Something else,Conservative,,College graduate,No,,Donald Trump,,Treatment for drug users,I dislike the other candidates,,,Worse today,"Dissatisfied, but not angry",,,No,No,Offered a chance to apply for legal status,The economy,Disapprove,,Poor,,,,,No group is favored,Yes,Yes,,White men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,Both,,,State questionnaire,Suburbs,Suburbs,2.0,East,Version 2,2.0,4252.0
