ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSTX16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,@2WAYPRES16,BRNAGAIN,CLINTONEMAIL,DESCRIBP12,FAIRJUSTICE,FAVHCLIN16,FAVTRUMP,FAVCRUZ,GOVTANGR16,HANDLEECON16,HANDLEFP16,CLINHONEST,TRUMPHONEST,IMMBETTER,IMMDEPORT,IMMWALL,ISSUE16,LIFE,NEC,OBAMA4,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,TEMPCLINTON,TEMPTRUMP,TIME16,TRUMPWOMEN,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,CLINTONEMAILB,FAVPRES16,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPWOMENB,WHTEVANG,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,SPANISHQ
109094.0,Texas,,,Complete,Telephone survey,0.895306527614594,Hillary Clinton,Female,Black,50-59,Something else,Liberal,"$50,000-$99,999",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Black women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,22.0,South,Version 1,3.0,English
109095.0,Texas,,,Complete,Telephone survey,0.156097024679184,Jill Stein,Male,White,60-64,Independent,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Unfavorable,Favorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Worse than life today,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,Yes,,Only Donald Trump,,,,Approve,Moderate/Liberal Republicans,Liberal Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,25.0,South,Version 1,4.0,English
109096.0,Texas,,,Complete,Telephone survey,1.65796136856079,Hillary Clinton,Female,White,65 or over,Democrat,Moderate,"Under $30,000",Some college/assoc. degree,No,,,,,Omit,Favorable,Unfavorable,Omit,,,,,,Help the country,,Oppose,Terrorism,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,In October,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,In the last month,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",33.0,South,Version 1,2.0,English
109097.0,Texas,,,Complete,Telephone survey,0.726040959358215,Donald Trump,Male,White,65 or over,Republican,Moderate,,College graduate,No,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,Omit,,Oppose,The economy,About the same,,Somewhat disapprove,Has good judgment,No,Yes,,,,In September,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",19.0,South,Version 1,5.0,English
109098.0,Texas,,,Complete,Telephone survey,0.972257614135742,Hillary Clinton,Female,Black,45-49,Independent,Moderate,"$100,000-$199,999",Postgraduate study,No,,,,,Treats blacks unfairly,Unfavorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Foreign policy,About the same,,Somewhat approve,Has good judgment,Yes,No,,,,Before that,,Black women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Black 45-59,Black 45-59,Black 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Black,Black,Non-white,Black,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",20.0,South,Version 1,6.0,English
109099.0,Texas,,,Complete,Telephone survey,1.76381170749664,Hillary Clinton,Female,White,30-39,Independent,,"Under $30,000",High school or less,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Omit,,,,,,Omit,,Support,Immigration,Better than life today,,Somewhat approve,Can bring needed change,Yes,Yes,,,,In October,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,Yes,,Only Hillary Clinton,,,,Approve,,,Both,,In the last month,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",12.0,South,Version 1,2.0,English
109100.0,Texas,,,Complete,Telephone survey,0.372093439102173,Other,Female,White,50-59,Independent,Moderate,,College graduate,No,,,,,Omit,Unfavorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Worse than life today,,Strongly disapprove,Can bring needed change,No,No,,,,Omit,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Moderate Independents,Neither,,Omit,Omit,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,South,Version 1,3.0,English
109101.0,Texas,,,Complete,Telephone survey,0.713416039943695,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"Under $30,000",Some college/assoc. degree,No,,,,,Omit,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Foreign policy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,In October,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,Yes,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,Before that,,,State questionnaire,Rural,Small Cities/Rural,25.0,South,Version 1,5.0,English
109102.0,Texas,,,Complete,Telephone survey,0.726040959358215,Donald Trump,Male,White,65 or over,Republican,Moderate,"$50,000-$99,999",High school or less,No,,,,,Treats all people fairly,Unfavorable,Favorable,Unfavorable,,,,,,Hurt the country,,Support,Terrorism,Worse than life today,,Strongly disapprove,Has good judgment,No,Yes,,,,In September,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Conservative Republicans,Mod./Liberal Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",10.0,South,Version 1,4.0,English
109103.0,Texas,,,Complete,Telephone survey,1.47462952136993,Donald Trump,Female,White,50-59,Republican,Conservative,"$100,000-$199,999",College graduate,No,,,,,Treats blacks unfairly,Unfavorable,Unfavorable,Favorable,,,,,,Help the country,,Support,Terrorism,Worse than life today,,Strongly disapprove,Has good judgment,No,Yes,,,,Before that,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,100k or more,50k or more,100 thousand or more,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,8.0,South,Version 1,3.0,English
109104.0,Texas,,,Complete,Telephone survey,1.63358223438263,Gary Johnson,Male,Black,30-39,Independent,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Unfavorable,Unfavorable,Favorable,,,,,,Help the country,,Oppose,The economy,About the same,,Somewhat approve,Can bring needed change,Yes,No,,,,Before that,,Black men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Black 30-44,Black 30-44,Black 30-44,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Black non-Democrat,Black Independent,Independent men,All others,Black,Black,Non-white,Black,Other,No,,Neither,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",30.0,South,Version 1,2.0,English
109105.0,Texas,,,Complete,Telephone survey,1.29010903835297,Hillary Clinton,Female,Other,65 or over,Democrat,Liberal,"$50,000-$99,999",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Immigration,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,All other races,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,All Other,Democratic women,Non-White Democrats,Other,Other,Non-white,Other,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",31.0,South,Version 1,4.0,English
109106.0,Texas,,,Complete,Telephone survey,2.76921153068542,Hillary Clinton,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Immigration,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",7.0,South,Version 1,3.0,English
109107.0,Texas,,,Complete,Telephone survey,0.24192450940609,Other,Female,White,65 or over,Something else,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Treats all people fairly,Unfavorable,Favorable,Omit,,,,,,Hurt the country,,Support,Immigration,Better than life today,,Strongly disapprove,Cares about people like me,No,Yes,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,Rural,Small Cities/Rural,8.0,South,Version 1,1.0,English
109108.0,Texas,,,Complete,Telephone survey,1.19158375263214,Hillary Clinton,Female,White,45-49,Democrat,Liberal,"$30,000-$49,999",College graduate,No,,,,,Treats all people fairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",33.0,South,Version 1,2.0,English
109109.0,Texas,,,Complete,Telephone survey,0.726040959358215,Donald Trump,Male,White,65 or over,Republican,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Unfavorable,Favorable,Favorable,,,,,,Omit,,Support,Terrorism,Worse than life today,,Strongly disapprove,Has good judgment,No,Yes,,,,Before that,,White men,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Only Donald Trump,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",21.0,South,Version 1,6.0,English
109110.0,Texas,,,Complete,Telephone survey,0.713416039943695,Hillary Clinton,Female,White,65 or over,Democrat,Liberal,"$30,000-$49,999",Postgraduate study,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Omit,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,White suburban women,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,36.0,South,Version 1,3.0,English
109111.0,Texas,,,Complete,Telephone survey,0.582102715969086,Hillary Clinton,Female,Black,65 or over,Democrat,Moderate,"$50,000-$99,999",Some college/assoc. degree,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Omit,,,,,,Omit,,Oppose,The economy,About the same,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",18.0,South,Version 1,3.0,English
109112.0,Texas,,,Complete,Telephone survey,1.83494937419891,Donald Trump,Male,White,25-29,Republican,Conservative,"Under $30,000",College graduate,No,,,,,Treats all people fairly,Unfavorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Foreign policy,About the same,,Somewhat disapprove,Has good judgment,Yes,No,,,,Before that,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,No,,Neither,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",19.0,South,Version 1,5.0,English
109113.0,Texas,,,Complete,Telephone survey,1.20669066905975,Hillary Clinton,Female,Asian,50-59,Independent,Moderate,"$250,000 or more",College graduate,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Omit,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,All other races,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,All others,All others,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,All Other,Independent women,All others,Asian,Other,Non-white,Asian,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",25.0,South,Version 1,4.0,English
109114.0,Texas,,,Complete,Telephone survey,0.582102715969086,Hillary Clinton,Female,Black,65 or over,Democrat,Liberal,"Under $30,000",High school or less,No,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Omit,,Support,Terrorism,About the same,,Strongly approve,Has good judgment,Yes,No,,,,In October,,Black women,,65+,60+,45+,50+,60+,65+,45+,65+,Black 60+,Black 60+,Black 65+,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,In the last month,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",29.0,South,Version 1,3.0,English
109115.0,Texas,,,Complete,Telephone survey,1.79848229885101,Hillary Clinton,Male,Hispanic/Latino,45-49,Independent,Moderate,"$200.000-$249,999",College graduate,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Latino men,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,7.0,South,Version 1,3.0,English
109116.0,Texas,,,Complete,Telephone survey,3.51547050476074,Hillary Clinton,Female,Hispanic/Latino,30-39,Democrat,Liberal,"$50,000-$99,999",College graduate,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,About the same,,Strongly approve,Can bring needed change,Yes,No,,,,Before that,,Latino women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",15.0,South,Version 1,6.0,English
109117.0,Texas,,,Complete,Telephone survey,0.68342649936676,Hillary Clinton,Female,Hispanic/Latino,60-64,Democrat,Liberal,"$30,000-$49,999",Some college/assoc. degree,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,The economy,Better than life today,,Strongly approve,Has good judgment,Yes,No,,,,Before that,,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,More than High school graduate,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,8.0,South,Version 1,1.0,English
109118.0,Texas,,,Complete,Telephone survey,1.02193748950958,Hillary Clinton,Female,Hispanic/Latino,45-49,Democrat,Moderate,"$50,000-$99,999",College graduate,Yes,,,,,Omit,Favorable,Unfavorable,Favorable,,,,,,Help the country,,Oppose,The economy,About the same,,Somewhat approve,Has the right experience,Yes,No,,,,Before that,,Latino women,,45-65,30-59,45+,18-49,45-59,40-49,45+,18-64,Non-Black 45-59,Latino 45-59,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,10.0,South,Version 1,3.0,English
109119.0,Texas,,,Complete,Telephone survey,1.14551889896393,Hillary Clinton,Male,Hispanic/Latino,30-39,Something else,Moderate,"$50,000-$99,999",Postgraduate study,Yes,,,,,Treats all people fairly,Favorable,Favorable,Unfavorable,,,,,,Help the country,,Support,The economy,Better than life today,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Latino men,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,Latino 30-44,Latino 30-44,College graduate,More than High school graduate,Non white college degree,Non-whites,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,All others,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Both,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",23.0,South,Version 1,6.0,English
109120.0,Texas,,,Complete,Telephone survey,4.01835536956787,Donald Trump,Male,Hispanic/Latino,18-24,Republican,,"$30,000-$49,999",High school or less,Yes,,,,,Omit,Unfavorable,Favorable,Favorable,,,,,,Hurt the country,,Omit,The economy,Worse than life today,,Somewhat approve,Can bring needed change,No,Yes,,,,In September,,Latino men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Republican,Non-black non-Democrat,All Republicans,Republican men,All others,White,Other,Non-white,Hispanic/Latino,Other,No,,Only Donald Trump,,,,Approve,,,Only Donald Trump,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,4.0,South,Version 1,1.0,English
109121.0,Texas,,,Complete,Telephone survey,0.517537891864777,Hillary Clinton,Male,Hispanic/Latino,60-64,Democrat,Liberal,"$100,000-$199,999",College graduate,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Unfavorable,,,,,,Help the country,,Oppose,Terrorism,About the same,,Strongly approve,Has the right experience,Yes,No,,,,Before that,,Latino men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,College graduate,More than High school graduate,Non white college degree,Non-whites,100k or more,50k or more,100 thousand or more,"Over $50,000 and non white",Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,Suburbs,Suburbs,3.0,South,Version 1,2.0,English
109122.0,Texas,,,Complete,Telephone survey,0.918458998203278,Donald Trump,Female,Hispanic/Latino,60-64,Independent,Conservative,"$30,000-$49,999",High school or less,Yes,,,,,Treats all people fairly,Unfavorable,Unfavorable,Favorable,,,,,,Hurt the country,,Support,Terrorism,Worse than life today,,Strongly disapprove,Can bring needed change,No,Yes,,,,Before that,,Latino women,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,Latino 60+,Latino 45-64,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,All others,White,Other,Non-white,Hispanic/Latino,Other,No,,Neither,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,Only Donald Trump,,Before that,Before that,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",19.0,South,Version 1,5.0,English
109123.0,Texas,,,Complete,Telephone survey,3.94848132133484,Hillary Clinton,Female,Hispanic/Latino,18-24,Democrat,Moderate,,High school or less,Yes,,,,,Treats blacks unfairly,Favorable,Unfavorable,Omit,,,,,,Help the country,,Support,Immigration,About the same,,Somewhat approve,Cares about people like me,Yes,No,,,,Before that,,Latino women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,Latino 18-29,Latino 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Hispanic/Latino,Other,Non-white,Hispanic/Latino,Other,No,,Only Hillary Clinton,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,Before that,Before that,,,State questionnaire,"Cities over 500,000","Cities over 50,000",16.0,South,Version 1,6.0,English
