ID,STANUM,PRECINCT,CALL,BACKSIDE,TELEPOLL,WEIGHT,PRSIA16,SENIA16,SEX,RACE,AGE8,PARTYID,PHIL3,INCOME16GEN,EDUC12R,LATINO,BRNAGAIN,MARRIED,@2WAYPRES16,ATTEND16,CLINTONEMAIL,DESCRIBP12,ECONFAIR,FAVHCLIN16,FAVTRUMP,FINSIT,GOTV16,GOVTANGR16,HANDLEECON16,HANDLEFP16,IMMBETTER,IMMDEPORT,ISSUE16,LIFE,NEC,OBAMA4,OBAMAPLCY16,QLT16,QUALCLINTON,QUALTRUMP,RACEFACTOR,RELIGN10,TEMPCLINTON,TEMPTRUMP,TIME16,TRADE16,TRUMPWOMEN,VETVOTER,SEXBYRACE,SEXWED,AGE,AGE3,AGE45,AGE49,AGE60,AGE65,OVER45,OVER65,AGEBLACK,AGEBYRACE,AGEBYRACE08,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,INC100K,INC50K,INCOME3,INCWHITE,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,QRACEAI,QRACE3,RACE2B,RACEAI,SUBURBWHITE,WHNCLINC,ATTEND16B,ATTREL,CLINHONEST,CLINTONEMAILB,FAVPRES16,GOTVCLINTON,GOTVTRUMP,GOVTANGR16B,HONEST16,NEC2,OBAMA2,PTYIDEO,PTYIDEO7,QUALIFIED16,REL4,REL5,RELWHITE,MORMON,SPLITTICKET,TEMPERAMENT16,TIME16MONTH,TIME16WEEK,TRUMPHONEST,TRUMPWOMENB,WHTEVANG,WPROTBRN,WPROTBRN3,QTYPE,SIZEPLAC,SIZEPLC3,CDNUM,REGION,VERSION,GEOCODE,ZIPCODE
224466.0, Iowa,83.0,Call 3,Complete,Election day exit poll,0.280892342329025,Gary Johnson,Patty Judge,Female,White,30-39,Independent,Moderate,,Some college/assoc. degree,No,No,,,A few times a year,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,,The economy,,Not so good,,,Cares about people like me,,,,Other,No,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,Other religion,Something else,Something else,Not a mormon,Democratic Senate - did not vote Clinton,Neither,,,No,,All others,No,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,3.0,50320.0
224465.0, Iowa,19.0,Call 3,Complete,Election day exit poll,0.46753916144371,Donald Trump,Chuck Grassley,Female,White,50-59,Independent,Conservative,,High school or less,No,No,,,Once a week or more,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,The economy,,Poor,,,Can bring needed change,,,,Catholic,Yes,No,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,At least monthly,Catholic/Attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,Republican Senate - Voted Trump,Only Hillary Clinton,,,No,,All others,No,All others,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,2.0,50659.0
224460.0, Iowa,37.0,Call 3,Complete,Election day exit poll,0.55564671754837,Donald Trump,Did not vote,Female,White,30-39,Independent,,"Under $30,000",College graduate,No,,,,,,,,Unfavorable,Unfavorable,Worse today,,,Donald Trump,Donald Trump,,,Terrorism,,,Somewhat approve,,Can bring needed change,No,No,,,,,In the last few days,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,No,,,,,Neither,,,,,,Approve,,,Neither,,,,,,,In the last month,In the last week,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,5.0,51555.0
224459.0, Iowa,22.0,Call 3,Complete,Election day exit poll,1.05181586742401,Donald Trump,Chuck Grassley,Female,White,65 or over,Republican,Conservative,,High school or less,No,Yes,,,Once a week or more,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,Terrorism,,Not so good,,,Can bring needed change,,,,Protestant,No,Yes,,,,,White women,,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,Other,,At least monthly,Protestant/Attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,5.0,51461.0
224455.0, Iowa,102.0,Call 3,Complete,Election day exit poll,0.802603304386139,Donald Trump,Chuck Grassley,Male,White,25-29,Republican,Conservative,,College graduate,No,,Yes,Donald Trump,,A lot,,Is fair to most Americans,,,,"No, not contacted by either",,,,Help the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Creates more U.S. jobs,Some,,White men,Married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Independent/Something else,Conservative Republicans,,,,,,Republican Senate - Voted Trump,,,,,A lot or some,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,5.0,51041.0
224454.0, Iowa,57.0,Call 3,Complete,Election day exit poll,1.07571387290955,Donald Trump,Chuck Grassley,Male,White,60-64,Republican,Moderate,,Some college/assoc. degree,No,No,,,Never,,I strongly favor my candidate,,,,,,Angry,,,,,Immigration,,Poor,,,Can bring needed change,,,,None,No,Yes,,,,,White men,,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Conservative Republicans,Mod./Liberal Republicans,,None,None,None,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,No,All others,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,1.0,52302.0
224453.0, Iowa,29.0,Call 3,Complete,Election day exit poll,0.640826880931854,Hillary Clinton,Patty Judge,Male,White,18-24,Democrat,Liberal,,High school or less,No,No,,,A few times a year,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,,The economy,,Good,,,Has the right experience,,,,Other christian,Yes,No,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,White suburban men,,A few times a year or less,All others,Yes,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - voted Clinton,Only Hillary Clinton,,,No,,All others,No,White Protestant non-evangelical,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 2,1.0,52068.0
224452.0, Iowa,5.0,Call 3,Complete,Election day exit poll,0.571709036827087,Hillary Clinton,Patty Judge,Male,White,25-29,Independent,Liberal,,Some college/assoc. degree,No,,No,Hillary Clinton,,Not at all,,Favors the wealthy,,,,"Yes, for Hillary Clinton",,,,Help the country,Offered a chance to apply for legal status,,About the same,,,Change to more liberal policies,,,,Whites are favored over minorities,,,,,Creates more U.S. jobs,A lot,,White men,Non married men,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,,,,Not much or not at all,,Contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Liberal Independents,,,,,,Democratic Senate - voted Clinton,,,,,A lot or some,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 3,4.0,50156.0
224450.0, Iowa,75.0,Call 3,Complete,Election day exit poll,0.723336338996887,Donald Trump,Chuck Grassley,Male,White,40-44,Independent,Moderate,,High school or less,No,No,,,Never,,I strongly favor my candidate,,,,,,Angry,,,,,Immigration,,Poor,,,Can bring needed change,,,,Other christian,No,Yes,,,,,White men,,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Moderate Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,No,White Protestant non-evangelical,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,3.0,50023.0
224449.0, Iowa,109.0,Call 3,Complete,Election day exit poll,0.910641014575958,Donald Trump,Chuck Grassley,Male,White,60-64,Independent,Conservative,,High school or less,No,,Yes,Donald Trump,,A lot,,Is fair to most Americans,,,,"No, not contacted by either",,,,Hurt the country,Deported to the country they came from,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Takes away U.S. jobs,Not much,,White men,Married men,45-65,60+,45+,50+,60+,50-64,45+,18-64,Non-Black 60+,White 60+,White 45-64,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,Republican Senate - Voted Trump,,,,,Not much or not at all,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 3,3.0,50125.0
224448.0, Iowa,59.0,Call 3,Complete,Election day exit poll,1.03584396839142,Donald Trump,Chuck Grassley,Male,White,25-29,Republican,Conservative,,Some college/assoc. degree,No,Yes,,,Once a week or more,,I dislike the other candidates,,,,,,"Dissatisfied, but not angry",,,,,The economy,,Omit,,,Has good judgment,,,,Protestant,No,No,,,,,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,Other,,At least monthly,Protestant/Attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Omit,,Independent/Something else,Conservative Republicans,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Neither,,,No,,White Born-again/Evangelical Christians,Yes,White Protestant evangelical,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 2,4.0,52561.0
224446.0, Iowa,91.0,Call 3,Not complete,Election day exit poll,0.668836116790771,Donald Trump,Chuck Grassley,Male,White,18-24,,,,,No,,,,Never,,I strongly favor my candidate,,,,,,,,,,,,,Good,,,,,,,,,,,,,,White men,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,,,,,,,,,,,,,,White,White,White,White,White suburban men,,A few times a year or less,,,,,,,,,Excellent or good,,,,,,,,,Republican Senate - Voted Trump,,,,,,,,,State questionnaire,Suburbs,Suburbs,3.0,Midwest,Version 2,5.0,51560.0
224445.0, Iowa,9.0,Call 3,Complete,Election day exit poll,0.591600120067596,Donald Trump,Chuck Grassley,Male,White,40-44,Something else,Conservative,,College graduate,No,,Yes,Donald Trump,,A lot,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,Minorities are favored over whites,,,,,Creates more U.S. jobs,A lot,,White men,Married men,30-44,30-59,18-44,18-49,30-44,40-49,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,White suburban men,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Conservative Independents,,,,,,Republican Senate - Voted Trump,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,1.0,Midwest,Version 3,2.0,50677.0
224443.0, Iowa,87.0,Call 3,Complete,Election day exit poll,0.402762651443481,Hillary Clinton,Patty Judge,Male,Black,25-29,Democrat,Conservative,"$30,000-$49,999",High school or less,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Strongly approve,,Can bring needed change,Yes,No,,,,,In October,,,No,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,3.0,50265.0
224442.0, Iowa,87.0,Call 3,Complete,Election day exit poll,0.402762651443481,Hillary Clinton,Patty Judge,Male,Black,25-29,Democrat,Conservative,"$30,000-$49,999",High school or less,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,The economy,,,Strongly approve,,Can bring needed change,Yes,No,,,,,In October,,,No,Black men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,High school graduate or less,Non white no college degree,Non-whites,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and non white",Democrat,Black Democrat,Black Democrat,Democratic men,Non-White Democrats,Black,Black,Non-white,Black,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,In the last month,Before that,,,,,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,3.0,50265.0
224440.0, Iowa,35.0,Call 3,Complete,Election day exit poll,0.663055539131165,Donald Trump,Chuck Grassley,Female,White,30-39,Republican,Conservative,"$50,000-$99,999",College graduate,No,,,,,,,,Unfavorable,Favorable,Better today,,,Donald Trump,Donald Trump,,,The economy,,,Somewhat disapprove,,Can bring needed change,No,Yes,,,,,In October,,,No,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Republican,Non-black non-Democrat,All Republicans,Republican women,White Republican,White,White,White,White,White suburban women,No,,,,,Only Donald Trump,,,,,,Disapprove,Independent/Something else,Conservative Republicans,Only Donald Trump,,,,,Republican Senate - Voted Trump,,In the last month,Before that,,,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 1,2.0,50624.0
224439.0, Iowa,11.0,Call 3,Complete,Election day exit poll,0.417997926473618,Jill Stein,Patty Judge,Male,White,25-29,Something else,Moderate,"$30,000-$49,999",Some college/assoc. degree,No,,,,,,,,Unfavorable,Unfavorable,Better today,,,Omit,Omit,,,Omit,,,Strongly approve,,Cares about people like me,Yes,No,,,,,In the last few days,,,No,White men,,18-29,18-29,18-44,18-49,18-29,25-29,18-44,18-64,Non-Black 18-29,White 18-29,White 18-29,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,Less than 50k,Less than 50 thousand,"Under $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,Yes,,,,,Neither,,,,,,Approve,Moderate/Liberal Republicans,Moderate Independents,Only Hillary Clinton,,,,,Democratic Senate - did not vote Clinton,,In the last month,In the last week,,,,,,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 1,2.0,50636.0
224438.0, Iowa,105.0,Call 3,Complete,Election day exit poll,0.868003666400909,Donald Trump,Chuck Grassley,Male,White,30-39,Republican,Moderate,,College graduate,No,,No,Donald Trump,,A lot,,Favors the wealthy,,,,"No, not contacted by either",,,,Help the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Creates more U.S. jobs,Some,,White men,Non married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Republican,Non-black non-Democrat,All Republicans,Republican men,White Republican,White,White,White,White,White suburban men,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Conservative Republicans,Mod./Liberal Republicans,,,,,,Republican Senate - Voted Trump,,,,,A lot or some,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,3.0,50248.0
224436.0, Iowa,34.0,Call 3,Complete,Election day exit poll,0.803674042224884,Donald Trump,Chuck Grassley,Female,White,65 or over,Something else,Moderate,,Some college/assoc. degree,No,,Yes,Donald Trump,,A lot,,Favors the wealthy,,,,"No, not contacted by either",,,,Hurt the country,Offered a chance to apply for legal status,,Worse than life today,,,Change to more conservative policies,,,,No group is favored,,,,,Takes away U.S. jobs,Not much,,White women,Married women,65+,60+,45+,50+,60+,65+,45+,65+,Non-Black 60+,White 60+,White 65+,No college degree,More than High school graduate,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,White suburban women,,,,,A lot or some,,Not contacted by Hillary Clinton,Not contacted by Donald Trump,,,,,Moderate/Liberal Republicans,Moderate Independents,,,,,,Republican Senate - Voted Trump,,,,,Not much or not at all,,,,State questionnaire,Suburbs,Suburbs,4.0,Midwest,Version 3,2.0,50680.0
224434.0, Iowa,25.0,Call 2,Complete,Election day exit poll,0.904570937156677,Hillary Clinton,Patty Judge,Male,White,50-59,Democrat,Liberal,"$50,000-$99,999",Some college/assoc. degree,No,,,,,,,,Favorable,Unfavorable,Better today,,,Hillary Clinton,Hillary Clinton,,,Terrorism,,,Strongly approve,,Has the right experience,Yes,No,,,,,Before that,,,Yes,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,No,,,,,Only Hillary Clinton,,,,,,Approve,Liberal Democrats,Liberal Democrats,Only Hillary Clinton,,,,,Democratic Senate - voted Clinton,,Before that,Before that,,,,,,State questionnaire,Rural,Small Cities/Rural,2.0,Midwest,Version 1,2.0,52655.0
224433.0, Iowa,24.0,Call 3,Complete,Election day exit poll,0.627454698085785,Donald Trump,Chuck Grassley,Male,White,50-59,Independent,Liberal,,Some college/assoc. degree,No,No,,,A few times a year,,I like my candidate but with reservations,,,,,,"Satisfied, but not enthusiastic",,,,,The economy,,Good,,,Can bring needed change,,,,Protestant,No,No,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,More than High school graduate,White no college degree,White men non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,,A few times a year or less,Protestant/Do not attend weekly,No,,,,,"Enthusiastic or satisfied, but not enthusiastic",Neither,Excellent or good,,Moderate/Liberal Republicans,Liberal Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Neither,,,No,,All others,No,White Protestant non-evangelical,State questionnaire,Rural,Small Cities/Rural,1.0,Midwest,Version 2,2.0,52041.0
224431.0, Iowa,90.0,Call 3,Complete,Election day exit poll,0.880543529987335,Donald Trump,Chuck Grassley,Male,White,30-39,Independent,Conservative,"$50,000-$99,999",Some college/assoc. degree,No,,Yes,,,,,,Unfavorable,Favorable,,,,,,,,Terrorism,,,Somewhat disapprove,,Can bring needed change,,,,,,,Before that,,,,White men,Married men,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,No college degree,More than High school graduate,White no college degree,White men non college graduates,Less than 100k,50k or more,50 to 100 thousand,"Over $50,000 and white",Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,White,White,White,White,Other,No,,,,,Only Donald Trump,,,,,,Disapprove,Moderate/Liberal Republicans,Conservative Independents,,,,,,Republican Senate - Voted Trump,,Before that,Before that,,,,,,National questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 1,5.0,51501.0
224430.0, Iowa,22.0,Call 3,Complete,Election day exit poll,0.570909261703491,Donald Trump,Patty Judge,Female,White,30-39,Democrat,Liberal,,Postgraduate study,No,No,,,A few times a month,,I dislike the other candidates,,,,,,Angry,,,,,The economy,,Poor,,,Can bring needed change,,,,Catholic,Yes,No,,,,,White women,,30-44,30-59,18-44,18-49,30-44,30-39,18-44,18-64,Non-Black 30-44,White 30-44,White 30-44,College graduate,More than High school graduate,White college degree,White women college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,At least monthly,Catholic/Do not attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,Democratic Senate - did not vote Clinton,Only Hillary Clinton,,,No,,All others,No,All others,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,5.0,51461.0
224428.0, Iowa,19.0,Call 3,Complete,Election day exit poll,0.46753916144371,Donald Trump,Chuck Grassley,Female,White,50-59,Independent,Conservative,,High school or less,No,No,,,Never,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,The economy,,Not so good,,,Can bring needed change,,,,Other christian,No,Yes,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,White,White,White,White,Other,,A few times a year or less,All others,No,,,,,"Dissatisfied, but not angry or Angry",Only Donald Trump,Not so good or poor,,Moderate/Liberal Republicans,Conservative Independents,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Republican Senate - Voted Trump,Only Donald Trump,,,Yes,,All others,No,White Protestant non-evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,2.0,50659.0
224425.0, Iowa,83.0,Call 3,Complete,Election day exit poll,0.482414096593857,Hillary Clinton,,Male,White,50-59,Democrat,Conservative,,College graduate,No,No,,,Never,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,Terrorism,,Good,,,Has the right experience,,,,Catholic,No,No,,,,,White men,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,College graduate,More than High school graduate,White college degree,White men college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,White,White,White,White,Other,,A few times a year or less,Catholic/Do not attend weekly,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Excellent or good,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Catholic,Catholic,Not a mormon,,Neither,,,No,,All others,No,All others,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",3.0,Midwest,Version 2,3.0,50320.0
224421.0, Iowa,18.0,Call 3,Complete,Election day exit poll,0.454916715621948,Hillary Clinton,Patty Judge,Female,White,50-59,Democrat,Liberal,,High school or less,No,No,,,A few times a year,,I strongly favor my candidate,,,,,,"Satisfied, but not enthusiastic",,,,,The economy,,Good,,,Has the right experience,,,,Other christian,Yes,No,,,,,White women,,45-65,30-59,45+,50+,45-59,50-64,45+,18-64,Non-Black 45-59,White 45-59,White 45-64,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,White,White,White,White,Other,,A few times a year or less,All others,Yes,,,,,"Enthusiastic or satisfied, but not enthusiastic",Only Hillary Clinton,Excellent or good,,Liberal Democrats,Liberal Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,Protestant/Other Non-Catholic Christian,Not a mormon,Democratic Senate - voted Clinton,Only Hillary Clinton,,,No,,All others,No,White Protestant non-evangelical,State questionnaire,Rural,Small Cities/Rural,4.0,Midwest,Version 2,5.0,51012.0
224420.0, Iowa,51.0,Call 3,Complete,Election day exit poll,0.321065187454224,Hillary Clinton,Did not vote,Female,Black,18-24,Democrat,Conservative,,Some college/assoc. degree,No,No,,,A few times a month,,I like my candidate but with reservations,,,,,,"Dissatisfied, but not angry",,,,,The economy,,Not so good,,,Has the right experience,,,,Other christian,Yes,No,,,,,Black women,,18-29,18-29,18-44,18-49,18-29,18-24,18-44,18-64,Black 18-29,Black 18-29,Black 18-29,No college degree,More than High school graduate,Non white no college degree,Non-whites,,,,,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Black,Black,Non-white,Black,Other,,At least monthly,All others,No,,,,,"Dissatisfied, but not angry or Angry",Neither,Not so good or poor,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,,"Protestant, Catholic or other Christian",Protestant/Other Non-Catholic Christian,,Not a mormon,,Only Hillary Clinton,,,No,,All others,No,,State questionnaire,"Cities 50,000-500,000","Cities over 50,000",1.0,Midwest,Version 2,1.0,52402.0
