ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREP2,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDEM2,CLRCLIN,CLROBAM,CLRPLAN,COLLEDUC,DPRS08,EDUC,FINWORRY,FINWRRY2,GENDISS,GENDISS2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,INSPIRSC,INSPIRSO,INSPIRES,ISSIA08D,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,SUPERDEL,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,VTDPRS08,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XCHIEFDEM,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1227006.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,3.0,2.0,3.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,28.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Catholic,3.0,4.0,5.0,7.0,4.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.26824676990509
1226995.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,2.0,2.0,4.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,76.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5161.0,1.33838832378387
1226983.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,4.0,2.0,Call 3,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,76.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,3.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,2.0,2.0,4.0,4.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5161.0,1.33838832378387
1227950.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,2.0,2.0,4.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,3.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,71.0,2.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Something else,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,5673.0,1.26309478282928
1222383.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,3.0,2.0,Call 1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,25.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,2.0,Election day exit poll,1.0,2.0,1.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Town,70s Suburbs,Urban Perimeter,Very upscale,5446.0,1.30996298789978
1226865.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,1.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,3.0,2.0,9.0,,,,1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,41.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,9.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,3.0,4.0,5.0,7.0,4.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,5255.0,1.05807340145111
1223223.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,9.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,10.0,1.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5301.0,1.64705789089203
1223204.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,9.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5301.0,1.02120018005371
1227853.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,3.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5301.0,1.02120018005371
1222298.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,76.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,3.0,1.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Something else,3.0,3.0,4.0,5.0,3.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5161.0,1.33838832378387
1223164.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,9.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5301.0,0.941987216472626
1227033.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,2.0,1.0,Call 3,1.0,,1.0,2.0,1.0,,2.0,,2.0,1.0,,,3.0,,,,,,,,,1.0,No,Poor,Not so good/Poor,18-64,,,,,,,28.0,3.0,White,State questionnaire,White,,,East,,,,,,,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,,Election day exit poll,2.0,4.0,2.0,,4.0,2.0,Barack Obama did not,Version 1,1.0,,3.0,3.0,5.0,6.0,3.0,2.0,,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,5251.0,1.09805178642273
1223022.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,61.0,3.0,White,State questionnaire,White,2.0,1.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,Version 1,1.0,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,2.0,1.0,17-64,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,1.23071885108948
1227617.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,1.0,2.0,3.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,24.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Town,70s Suburbs,Urban Perimeter,Very upscale,5446.0,1.85310804843903
1222922.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,2.0,1.0,1.0,Call 1,1.0,,1.0,1.0,3.0,,2.0,,3.0,2.0,,,1.0,,,,,,,,,1.0,No,Not so good,Not so good/Poor,65+,,,,,,,61.0,3.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,,Election day exit poll,1.0,1.0,1.0,,3.0,1.0,Barack Obama did,Version 1,1.0,,4.0,4.0,6.0,8.0,4.0,2.0,,65+,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,1.4214768409729
1222549.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 1,1.0,2.0,2.0,2.0,4.0,1.0,2.0,Some college or associate degree,1.0,1.0,1.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,2.0,1.0,3.0,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,34.0,2.0,White,State questionnaire,White,1.0,1.0,East,None,None,5.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,2.0,2.0,3.0,3.0,2.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,5839.0,3.66760396957397
1222888.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,2.0,1.0,1.0,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,61.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,2.0,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Town,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,5478.0,1.23071885108948
1222825.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,1.0,Call 1,1.0,2.0,2.0,1.0,2.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",2.0,2.0,4.0,1.0,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,1.0,22.0,1.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Vermont,1.0,Election day exit poll,1.0,1.0,1.0,3.0,1.0,1.0,Barack Obama did not,Version 1,1.0,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,2.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.915799975395203
1227490.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,3.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,4.0,2.0,3.0,2.0,3.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",1.0,2.0,1.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,34.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,3.0,3.0,1.0,Barack Obama did,Version 1,1.0,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,5839.0,3.66760396957397
1227479.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,1.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,1.0,1.0,3.0,2.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,1.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,2.0,4.0,2.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,Something else,3.0,3.0,4.0,5.0,3.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5301.0,0.941987216472626
1227478.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Never,Never,All others,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,4.0,2.0,2.0,1.0,3.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",1.0,1.0,3.0,3.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,22.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Something else,Something else,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs, Vermont,1.0,Election day exit poll,1.0,1.0,1.0,9.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Non-white,1.0,1.0,1.0,1.0,9.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.977807402610779
1222808.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 1,1.0,2.0,1.0,1.0,3.0,2.0,2.0,Postgraduate study,2.0,1.0,1.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,43.0,1.0,White,State questionnaire,White,2.0,1.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,Version 1,1.0,None,3.0,3.0,5.0,6.0,3.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5667.0,1.51717925071716
1227454.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,4.0,2.0,Call 3,1.0,1.0,2.0,2.0,4.0,1.0,2.0,Some college or associate degree,3.0,2.0,3.0,2.0,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",2.0,2.0,4.0,2.0,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,14.0,9.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,2.0,1.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Town,Rural,Rural,Upscale,5401.0,1.29141962528229
1222786.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,2.0,1.0,1.0,Call 1,1.0,,2.0,2.0,4.0,,2.0,,3.0,2.0,,,3.0,,,,,,,,,2.0,No,Poor,Not so good/Poor,18-64,,,,,,,22.0,3.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,,Election day exit poll,2.0,4.0,2.0,,4.0,2.0,Barack Obama did not,Version 1,1.0,,2.0,2.0,3.0,3.0,2.0,2.0,,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.844762742519379
1227449.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,3.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,22.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs, Vermont,1.0,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,4.0,4.0,6.0,8.0,4.0,2.0,1.0,65+,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,1.05774641036987
1222771.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,2.0,2.0,College graduate,1.0,1.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,43.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,1.0,3.0,1.0,Barack Obama did,Version 1,1.0,Something else,3.0,3.0,5.0,6.0,3.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5667.0,1.64476096630096
1222768.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Omit,Omit,Protestant/Do not attend weekly,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,2.0,2.0,4.0,2.0,2.0,College graduate,3.0,2.0,2.0,1.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,1.0,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,22.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs, Vermont,2.0,Election day exit poll,2.0,4.0,2.0,9.0,3.0,1.0,Barack Obama did,Version 1,1.0,Protestant/Other Christian,3.0,3.0,4.0,5.0,3.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,5445.0,0.844762742519379
1222749.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,2.0,1.0,Call 1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,Postgraduate study,3.0,2.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,3.0,3.0,No,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,18.0,3.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,3.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Town,Rural,Rural,Upscale,5401.0,1.18166124820709
1227406.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,1.0,Call 3,1.0,1.0,1.0,1.0,3.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,2.0,1.0,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,1.0,1.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,1.0,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Barack Obama did not,Version 1,1.0,Catholic,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Upscale,5491.0,0.907992303371429
1222738.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,2.0,3.0,2.0,Call 1,1.0,1.0,1.0,1.0,3.0,2.0,2.0,College graduate,2.0,1.0,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,3.0,2.0,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,43.0,2.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural, Vermont,2.0,Election day exit poll,1.0,1.0,1.0,2.0,4.0,2.0,Barack Obama did not,Version 1,1.0,None,2.0,2.0,3.0,3.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,5667.0,1.51717925071716
