ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DEDPRS08,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1112768.0,Never,Never,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 2,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,Yes,Yes,Good,Excellent/Good,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,47.0,1.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,1.0,,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,Urban,Urban Core,Very upscale,19803.0,0.745014429092407
1105649.0,Never,Never,All others,Complete,1.0,1.0,Call 1,1.0,1.0,2.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,64.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,1.04816031455994
1107852.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,High school graduate,3.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,36.0,2.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.95841646194458
1113362.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 2,1.0,1.0,1.0,2.0,2.0,1.0,Did not complete high school,3.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,36.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,,4.0,4.0,6.0,9.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,1.10781264305115
1113817.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 2,1.0,1.0,2.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,70.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,,3.0,3.0,4.0,5.0,3.0,17-64,Town,Rural,Rural,Very downscale,19960.0,1.02301979064941
1123286.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 3,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,55.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,2.0,Version 1,Catholic,2.0,,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,19802.0,0.917704522609711
1112742.0,Never,Never,All others,Complete,1.0,1.0,Call 2,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",3.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,74.0,2.0,White,State questionnaire,White,3.0,2.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,None,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,19947.0,0.924227654933929
1105628.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,20.0,2.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,2.0,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.162064909935
1112731.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 2,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,53.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,,4.0,4.0,6.0,9.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.741353332996368
1113339.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 2,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,20.0,1.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,,4.0,4.0,6.0,9.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.162064909935
1113338.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,Call 2,1.0,2.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,Yes,No,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,11.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 10,000-50,000",Small Cities/Rural,Delaware,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Non-white,2.0,,2.0,2.0,4.0,4.0,10.0,17-64,Town,Rural,Rural,Downscale,19901.0,1.63235223293304
1105207.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,High school graduate,2.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,48.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,19805.0,1.37730181217194
1113328.0,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 2,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,35.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,1.0,,3.0,4.0,5.0,7.0,12.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,0.779964566230774
1105605.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,55.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very downscale,19802.0,0.917704522609711
1107808.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,Did not complete high school,3.0,2.0,1.0,2.0,1.0,,,,1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,36.0,4.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,1.0,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.95841646194458
1105601.0,Never,Never,All others,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,8.0,3.0,Black,State questionnaire,Black,3.0,2.0,East,None,None,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,,3.0,3.0,4.0,5.0,7.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0,1.44145917892456
1113314.0,,,,Not complete,2.0,1.0,Call 2,1.0,,,2.0,2.0,1.0,,,,1.0,,,,,,2.0,No,,Poor,Not so good/Poor,,,,,,,36.0,3.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.95841646194458
1122333.0,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,1.0,1.0,2.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,47.0,3.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Jewish,2.0,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,19803.0,0.861145913600922
1105590.0,,,,Not complete,1.0,1.0,Call 1,1.0,,,2.0,2.0,1.0,,,,2.0,,,,,,3.0,No,,Poor,Not so good/Poor,,,,,,,64.0,9.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,19963.0,1.04816031455994
1105211.0,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 1,1.0,1.0,2.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,8.0,1.0,White,State questionnaire,White,3.0,2.0,East,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Jewish,1.0,,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0,1.12015414237976
1108892.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,20.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Catholic,1.0,,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.00535249710083
1125527.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 3,1.0,2.0,1.0,2.0,2.0,1.0,High school graduate,3.0,2.0,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,35.0,1.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Catholic,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,0.779964566230774
1122111.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,Call 3,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,No,Yes,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,53.0,3.0,White,State questionnaire,White,2.0,1.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,3.0,1.0,2.0,2.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Catholic,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.741353332996368
1105564.0,,,,Not complete,4.0,2.0,Call 1,1.0,,,2.0,2.0,1.0,,,,1.0,,,,,,3.0,No,,Not so good,Not so good/Poor,,,,,,,20.0,1.0,White,State questionnaire,White,,,East,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,Version 1,,,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.00535249710083
1113279.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,,,Democrat,Liberal,2.0,35.0,1.0,,State questionnaire,,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,2.0,Male,,,,Married men,,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,,4.0,4.0,6.0,9.0,,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,19707.0,0.783742308616638
1105175.0,Never,Never,All others,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,High school graduate,3.0,2.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,48.0,3.0,White,State questionnaire,White,2.0,1.0,East,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",Delaware,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,None,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Downscale,19805.0,1.37730181217194
1107755.0,Never,Never,All others,Complete,4.0,2.0,Call 1,1.0,1.0,2.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,36.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Something else,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19808.0,0.95841646194458
1125402.0,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,2.0,3.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Something else,1.0,,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,19943.0,0.991616606712341
1112991.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 2,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,53.0,3.0,White,State questionnaire,White,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.741353332996368
1105531.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 1,1.0,1.0,1.0,2.0,2.0,1.0,High school graduate,2.0,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,8.0,3.0,White,State questionnaire,White,3.0,2.0,East,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Catholic,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,19977.0,1.12015414237976
1125375.0,Once a week,More than once a week/Once a week,All others,Complete,1.0,1.0,Call 3,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Yes,No,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,32.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,East,Something else,Something else,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,Version 1,Non-white,2.0,,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,0.90577632188797
1125553.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,1.0,1.0,1.0,2.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,32.0,2.0,White,State questionnaire,White,3.0,2.0,East,Something else,Something else,4.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Delaware,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Something else,2.0,,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.04696702957153
1105518.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 1,1.0,1.0,2.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,20.0,2.0,Black,State questionnaire,Black,3.0,2.0,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Black male,Black men,Non white male,Married men,Non white,Suburbs,Suburbs,Delaware,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,19711.0,1.29372787475586
