ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATREPWI,CALL,CDNUM,CHIEFDLA,COLLEDUC,DPRS08,EDUC,FTEVER,FTPRIM,FTVOTEP,GENDISS,GENDISS2,GEOCODE,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN2,SATISCLIN,SATISOBAM,SATOBAM2,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TRADE,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITELA,USRELD,VERSION,WHITEREL,WIDPRS08,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1198644.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,All others,Complete,,Call 1,7.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,2.0,1.0,5.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Not so good,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,23.0,3.0,White,State questionnaire,White,1.0,1.0,Midwest,Something else,Something else,4.0,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,2.0,Version 1,Something else,1.0,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0,0.703714966773987
1198643.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,Call 1,4.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,2.0,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,49.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,None,None,5.0,1.0,1.0,1.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,1.0,2.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,1.0,Version 1,None,1.0,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53201.0,1.73270630836487
1198642.0,60+,60+,65+,65-74,Non black 60+,White 60+,,,,Not complete,1.0,Call 1,7.0,,,2.0,,2.0,2.0,1.0,,,5.0,,,,,1.0,No,No,Poor,Not so good/Poor,65+,,,,,,,23.0,1.0,White,State questionnaire,White,,,Midwest,,,,,,,,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,,4.0,2.0,Barack Obama did not,No one does,No,No,No,,,Version 1,,1.0,2.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,60s Suburbs,Urban Perimeter,Downscale,54880.0,0.774492084980011
1200960.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,Call 3,1.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,85.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,None,None,5.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,None,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200956.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,Call 3,1.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,85.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,1.0,Version 1,Catholic,1.0,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200949.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,2.0,Call 3,1.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,No,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,85.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200948.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,,,,Not complete,1.0,Call 3,4.0,,,2.0,,2.0,2.0,1.0,,,1.0,,,,,3.0,No,No,Excellent,Excellent/Good,18-64,,,,,,,48.0,2.0,Black,State questionnaire,Black,,,Midwest,,,,,,,,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,4.0,2.0,,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,,,Version 1,,1.0,2.0,2.0,2.0,3.0,3.0,6.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,53206.0,1.54370403289795
1200943.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,Call 3,1.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,85.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,3.0,1.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200938.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,Call 3,1.0,1.0,1.0,2.0,High school graduate,1.0,1.0,3.0,3.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,Yes,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Conservative,4.0,85.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,Midwest,Catholic,Catholic,9.0,1.0,1.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,3.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Non-white,1.0,2.0,1.0,1.0,1.0,1.0,9.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.949685335159302
1200934.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,2.0,1.0,5.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Poor,Not so good/Poor,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,4.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.69518107175827
1200933.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,Call 3,1.0,,,2.0,,2.0,2.0,1.0,,,3.0,,,,,2.0,No,Yes,Poor,Not so good/Poor,18-64,,,,,,,85.0,1.0,White,State questionnaire,White,,,Midwest,,,,,,,,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,,4.0,2.0,Barack Obama did not,No one does,No,No,No,,,Version 1,,1.0,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200930.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,68.0,2.0,White,State questionnaire,White,3.0,2.0,Midwest,Something else,Something else,4.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,1.0,Version 1,Something else,1.0,2.0,1.0,1.0,2.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.741779983043671
1200928.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,1.0,Call 3,1.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,2.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,Yes,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,85.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,1.00003683567047
1200918.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,1.0,Call 3,1.0,,,2.0,,2.0,2.0,1.0,,,3.0,,,,,1.0,No,No,Good,Excellent/Good,18-64,,,,,,,85.0,1.0,White,State questionnaire,White,,,Midwest,,,,,,,,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,,4.0,2.0,Barack Obama did not,No one does,No,No,No,,,Version 1,,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,53121.0,0.908648192882538
1200908.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.69518107175827
1200904.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,Call 3,7.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,68.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,2.0,4.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.709726691246033
1200899.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Never,Never,All others,Complete,2.0,Call 3,7.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,2.0,1.0,5.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,Yes,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,68.0,3.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,Midwest,None,None,9.0,1.0,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,1.0,2.0,1.0,3.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,2.0,Version 1,Non-white,1.0,2.0,1.0,1.0,1.0,1.0,9.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.741779983043671
1200891.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,Call 3,3.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,5.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,1.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,None,None,5.0,1.0,1.0,1.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Election day exit poll,1.0,1.0,1.0,3.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,1.0,Version 1,None,1.0,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,54751.0,0.644381940364838
1200883.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,68.0,1.0,White,State questionnaire,White,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,4.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.644868195056915
1200882.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,Call 3,3.0,,,2.0,,2.0,2.0,1.0,,,5.0,,,,,1.0,No,No,Good,Excellent/Good,18-64,,,,,,,24.0,3.0,White,State questionnaire,White,,,Midwest,,,,,,,,Male,Non black male,White men,White male,Non-married men,White male,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Election day exit poll,1.0,2.0,1.0,,4.0,2.0,Barack Obama did not,No one does,No,No,No,,,Version 1,,1.0,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,54751.0,0.709191560745239
1200867.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,Call 3,3.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,24.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Catholic,1.0,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,54751.0,0.709191560745239
1200861.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,Protestant/Do not attend weekly,Complete,1.0,Call 3,7.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.644868195056915
1200853.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,Call 3,7.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,2.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.644868195056915
1200844.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,High school graduate,2.0,1.0,2.0,3.0,2.0,5.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,1.0,White,State questionnaire,White,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,3.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.644868195056915
1200831.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Catholic/Do not attend weekly,Complete,1.0,Call 3,5.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,2.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,64.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,1.0,1.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,1.0,Version 1,Catholic,1.0,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0,1.19159996509552
1200828.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,1.0,Call 3,7.0,,,2.0,,1.0,1.0,3.0,,,5.0,,,,,1.0,No,Yes,Good,Excellent/Good,18-64,,,,,,,68.0,1.0,White,State questionnaire,White,,,Midwest,,,,,,,,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,1.0,1.0,1.0,,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,,,Version 1,,1.0,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.709726691246033
1200824.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,Call 3,6.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,Yes,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,82.0,2.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,1.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Downscale,53081.0,1.35905528068542
1200822.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,Call 3,7.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,3.0,2.0,5.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,68.0,1.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,2.0,2.0,Version 1,Protestant/Other Christian,1.0,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.709726691246033
1200817.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,Call 3,3.0,1.0,1.0,2.0,High school graduate,2.0,1.0,2.0,1.0,1.0,5.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,24.0,2.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,2.0,2.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,Wisconsin,Election day exit poll,1.0,1.0,1.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Downscale,54751.0,0.709191560745239
1200814.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,Call 3,7.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,5.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,3.0,White,State questionnaire,White,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Wisconsin,Election day exit poll,1.0,2.0,1.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,54005.0,0.644868195056915
