ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,BUSHPLCY,CALL,CDNUM,CHIEFREP,CIVILNH,CIVILNH2,COLLEDUC,DESCRIBPR,ECONWORR,ECOWORR2,EDUC,FAVGIUL,FAVGIUL2,FAVHUCK,FAVHUCK2,FAVMCCN,FAVMCCN2,FAVPAUL,FAVPAUL2,FAVROM,FAVROM2,GEOCODE,GETAHEAD,GUNOWNER,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LEADERR,MARRIED,NEC,NEC2,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,PRSNH08R,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REGNHREP,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXRACE,SEXWED,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TAXPREF,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,TOOSOON,UNFAIRREP,VERSION,WHITEREL,WHTEVANG,WOMENWED,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
468730.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,3.0,Call 1,1.0,,,,2.0,2.0,1.0,1.0,Postgraduate study,,,,,,,,,,,1.0,2.0,Yes,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,35.0,2.0,2.0,White,State questionnaire,White,East,2.0,,,,2.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,4.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3840.0,0.432459950447083
468522.0,,,30-59,30-44,40-49,40-44,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,2.0,1.0,1.0,College graduate,,,,,,,,,,,3.0,2.0,Yes,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Democrat,Democrat,Moderate,3.0,119.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,2.0,6.0,Version 2,,,,,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,0.90523761510849
469425.0,,,18-29,18-29,25-29,25-29,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,2.0,1.0,Yes,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,4.0,88.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,1.0,5.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,1.23337078094482
469669.0,,,30-59,30-44,40-49,40-44,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 2,1.0,,,,2.0,3.0,2.0,1.0,College graduate,,,,,,,,,,,3.0,1.0,Yes,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,6.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,1.0,1.0,1.0,1.0,9.0,Version 2,,,,,2.0,2.0,4.0,4.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,3825.0,0.58717155456543
468472.0,,,30-59,45-59,50-64,50-59,Never,Never,,Complete,,,,,,,1.0,Call 1,2.0,,,,1.0,2.0,4.0,2.0,Some college or associate degree,,,,,,,,,,,3.0,2.0,No,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Conservative,4.0,119.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Not too worried,Not worried,1.0,1.0,1.0,2.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,3087.0,0.763334274291992
470683.0,,,18-29,18-29,25-29,25-29,Never,Never,,Complete,,,,,,,1.0,Call 3,2.0,,,,1.0,2.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,2.0,3.0,Yes,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Moderate,3.0,20.0,2.0,2.0,White,State questionnaire,White,East,3.0,,,,2.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Very worried,Worried,1.0,2.0,1.0,1.0,2.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3301.0,0.774594604969025
470076.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,2.0,2.0,1.0,College graduate,,,,,,,,,,,1.0,1.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,1.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,74.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,3060.0,0.614450633525848
471218.0,,,30-59,30-44,40-49,40-44,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 3,2.0,,,,1.0,1.0,3.0,2.0,Some college or associate degree,,,,,,,,,,,3.0,1.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,,,Excellent,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,108.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,2.0,4.0,Version 2,,,,,2.0,2.0,4.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,3464.0,0.588863670825958
468548.0,,,60+,60+,50-64,60-64,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,1.0,3.0,2.0,Postgraduate study,,,,,,,,,,,3.0,1.0,Yes,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Independent/Something else,Independent,Conservative,4.0,3.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,1.0,4.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3031.0,1.97947442531586
468098.0,,,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,2.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,4.0,2.0,Yes,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,85.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,3582.0,1.06429374217987
468097.0,,,18-29,18-29,25-29,25-29,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,2.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,4.0,2.0,Yes,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,85.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,2.0,9.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,3582.0,1.06429374217987
468073.0,,,30-59,45-59,50-64,50-59,Never,Never,,Complete,,,,,,,2.0,Call 1,1.0,,,,1.0,1.0,3.0,2.0,Some college or associate degree,,,,,,,,,,,1.0,1.0,No,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,60.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,1.0,2.0,1.0,2.0,1.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,Urban,Urban Core,Very downscale,3102.0,0.663646399974823
468972.0,,,60+,60+,65+,75 or over,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 2,2.0,,,,1.0,2.0,3.0,2.0,Some college or associate degree,,,,,,,,,,,3.0,2.0,No,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,65+,Republican,Republican,Conservative,4.0,42.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,1.0,2.0,1.0,1.0,9.0,Version 2,,,,,4.0,4.0,6.0,9.0,65+,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,3049.0,0.805209457874298
469421.0,,,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 2,2.0,,,,1.0,2.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,2.0,3.0,No,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Moderate,3.0,20.0,2.0,2.0,White,State questionnaire,White,East,2.0,,,,2.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,5.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Downscale,3301.0,0.618009209632874
467806.0,,,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,2.0,3.0,2.0,College graduate,,,,,,,,,,,2.0,2.0,No,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,4.0,52.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,1.0,4.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Town,Rural,Rural,Downscale,3766.0,0.792923331260681
469994.0,,,60+,60+,65+,65-74,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 2,1.0,,,,2.0,2.0,2.0,1.0,College graduate,,,,,,,,,,,3.0,1.0,No,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,2.0,My candidates position on the issues,,,Not so good,Not so good/Poor,65+,Independent/Something else,Independent,Conservative,4.0,104.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,4.0,Version 2,,,,,4.0,4.0,6.0,8.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,3873.0,1.13895452022552
471241.0,,,60+,60+,50-64,60-64,Once a week,More than once a week/Once a week,,Complete,,,,,,,3.0,Call 3,1.0,,,,2.0,1.0,1.0,1.0,Postgraduate study,,,,,,,,,,,1.0,3.0,Yes,2.0,3.0,,,,Strongly disapprove,Disapprove,3.0,My candidates position on the issues,,,Poor,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,5.0,67.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,2.0,3.0,1.0,1.0,3.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3054.0,1.41563594341278
470637.0,,,18-29,18-29,25-29,25-29,Never,Never,,Complete,,,,,,,2.0,Call 3,2.0,,,,2.0,1.0,1.0,1.0,College graduate,,,,,,,,,,,2.0,1.0,Yes,2.0,3.0,100k or more,50k or more,"$200,000 or more",Strongly approve,Approve,1.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,20.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,1.0,6.0,Version 2,,,,,1.0,1.0,2.0,2.0,17-64,Suburb,Rural,Rural,Downscale,3301.0,0.661779999732971
468366.0,,,60+,60+,65+,65-74,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 1,2.0,,,,1.0,2.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,2.0,3.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,1.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,65+,Republican,Republican,Liberal,2.0,118.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,1.0,3.0,Version 2,,,,,4.0,4.0,6.0,8.0,65+,Low Density Rural,Rural,Rural,Very downscale,3470.0,1.22695672512054
468619.0,,,30-59,45-59,50-64,50-59,Never,Never,,Complete,,,,,,,2.0,Call 1,1.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,3.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,104.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,2.0,2.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,3873.0,0.816475033760071
470120.0,,,30-59,45-59,50-64,50-59,Never,Never,,Complete,,,,,,,2.0,Call 2,2.0,,,,2.0,2.0,2.0,1.0,Postgraduate study,,,,,,,,,,,2.0,3.0,No,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,16.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,2.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Downscale,3443.0,1.31808924674988
469428.0,,,30-59,45-59,50-64,50-59,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,1.0,Call 2,1.0,,,,2.0,1.0,1.0,1.0,Postgraduate study,,,,,,,,,,,1.0,1.0,No,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Moderate,3.0,58.0,1.0,2.0,White,State questionnaire,White,East,2.0,,,,1.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,3823.0,0.897134184837341
468613.0,,,18-29,18-29,18-24,18-24,More than once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,1.0,2.0,3.0,2.0,Some college or associate degree,,,,,,,,,,,2.0,2.0,No,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,51.0,2.0,2.0,White,State questionnaire,White,East,1.0,,,,2.0,Male,White male,,White male,,,"Cities 10,000-50,000",Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,1.0,1.0,1.0,1.0,17-64,Town,Rural,Rural,Downscale,3766.0,1.05234372615814
468371.0,,,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,,Complete,,,,,,,1.0,Call 1,2.0,,,,2.0,1.0,1.0,1.0,College graduate,,,,,,,,,,,3.0,2.0,Yes,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,4.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,89.0,2.0,2.0,White,State questionnaire,White,East,2.0,,,,2.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3263.0,0.72123521566391
469385.0,,,30-59,45-59,50-64,50-59,Never,Never,,Complete,,,,,,,2.0,Call 2,2.0,,,,1.0,1.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,2.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,118.0,4.0,2.0,White,State questionnaire,White,East,2.0,,,,4.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,2.0,5.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,3470.0,0.861395001411438
468871.0,,,60+,60+,50-64,60-64,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,1.0,,,,2.0,1.0,3.0,2.0,Postgraduate study,,,,,,,,,,,3.0,1.0,Yes,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,5.0,24.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,9.0,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,1.0,1.0,Version 2,,,,,3.0,4.0,5.0,7.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,3038.0,1.53600609302521
470259.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,3.0,Call 3,1.0,,,,2.0,2.0,3.0,2.0,Postgraduate study,,,,,,,,,,,4.0,1.0,No,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates position on the issues,,,Poor,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,2.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,2.0,3.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,3809.0,1.21771216392517
470258.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,3.0,Call 3,1.0,,,,2.0,2.0,3.0,2.0,Postgraduate study,,,,,,,,,,,4.0,1.0,No,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates position on the issues,,,Poor,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,2.0,5.0,2.0,White,State questionnaire,White,East,2.0,,,,6.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Not too worried,Not worried,2.0,4.0,2.0,2.0,3.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,3809.0,1.21771216392517
468902.0,,,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,,Complete,,,,,,,2.0,Call 1,2.0,,,,2.0,1.0,2.0,1.0,Postgraduate study,,,,,,,,,,,1.0,2.0,No,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Republican,Republican,Conservative,4.0,76.0,5.0,2.0,White,State questionnaire,White,East,3.0,,,,6.0,Male,White male,,White male,,,"Cities 50,000-500,000","Cities over 50,000",New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,9.0,Version 2,,,,,3.0,3.0,5.0,6.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,3060.0,0.41455665230751
470234.0,,,30-59,45-59,40-49,45-49,Never,Never,,Complete,,,,,,,9.0,Call 3,1.0,,,,1.0,1.0,1.0,1.0,Some college or associate degree,,,,,,,,,,,4.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,2.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,1.0,5.0,Version 2,,,,,3.0,3.0,4.0,5.0,17-64,Low Density Rural,Rural,Rural,Downscale,3809.0,1.92138767242432
470908.0,,,30-59,30-44,30-39,30-39,A few times a month,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 3,1.0,,,,1.0,1.0,2.0,1.0,Some college or associate degree,,,,,,,,,,,3.0,3.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,,,Not so good,Not so good/Poor,18-64,Independent/Something else,Independent,Conservative,4.0,8.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Suburbs,Suburbs,New Hampshire,2.0,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,2.0,3.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,3110.0,0.961397349834442
470870.0,,,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,,Complete,,,,,,,2.0,Call 3,1.0,,,,2.0,1.0,3.0,2.0,College graduate,,,,,,,,,,,4.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,115.0,6.0,2.0,White,State questionnaire,White,East,2.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,2.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,2.0,9.0,Version 2,,,,,3.0,3.0,4.0,5.0,17-64,Low Density Rural,Rural,Rural,Downscale,3872.0,0.982409358024597
470596.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,2.0,Call 3,2.0,,,,2.0,2.0,1.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,88.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,2.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,1.19158601760864
470595.0,,,30-59,30-44,30-39,30-39,Never,Never,,Complete,,,,,,,2.0,Call 3,2.0,,,,2.0,2.0,1.0,1.0,College graduate,,,,,,,,,,,2.0,2.0,Yes,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,1.0,My candidates position on the issues,,,Good,Excellent/Good,18-64,Republican,Republican,Conservative,5.0,88.0,6.0,2.0,White,State questionnaire,White,East,1.0,,,,7.0,Male,White male,,White male,,,Rural,Small Cities/Rural,New Hampshire,1.0,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,1.0,2.0,Version 2,,,,,2.0,2.0,3.0,3.0,17-64,Suburb,Rural,Rural,Downscale,3275.0,1.19158601760864
