ID,ATTEND,ATTEND2,ATTREL,AZDPRS08,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,LATINOS,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1102620.0,Never,Never,Protestant/Do not attend weekly,1.0,Complete,,,,8.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,2.0,3.0,2.0,1.0,,,,2.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,85711.0,0.682710945606232
1102580.0,Omit,Omit,Protestant/Do not attend weekly,1.0,Complete,,,,8.0,1.0,1.0,2.0,1.0,Did not complete high school,3.0,2.0,2.0,2.0,1.0,1.0,,,,1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Very downscale,85705.0,0.676369547843933
1102505.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,8.0,1.0,2.0,2.0,1.0,College graduate,1.0,1.0,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,No,Not so good,Not so good/Poor,,,,,Moderate,3.0,,2.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85710.0,1.36542189121246
1102420.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,,8.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,3.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,85705.0,1.35273909568787
1102354.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,8.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,,,,2.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,2.0,White,State questionnaire,White,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,85716.0,0.682710945606232
1102573.0,Never,Never,All others,1.0,Complete,,,,8.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,2.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Something else,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85710.0,0.682710945606232
1102610.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,8.0,1.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,No,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,10.0,17-64,High Density Urban,Urban,Urban Core,Downscale,85711.0,0.815708875656128
1102497.0,Never,Never,All others,3.0,Complete,,,,8.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,Yes,No,Good,Excellent/Good,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,2.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,West,Jewish,Jewish,9.0,2.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, I do and someone else does",Yes,I am,Yes,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,High Density Urban,Urban,Urban Core,Downscale,85716.0,1.0330924987793
1102484.0,Once a week,More than once a week/Once a week,All others,3.0,Complete,,,,8.0,3.0,2.0,8.0,3.0,College graduate,2.0,1.0,2.0,2.0,2.0,3.0,,,,3.0,No,No,Yes,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85710.0,0.516546249389648
1102432.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,3.0,Complete,,,,8.0,3.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,No,No,Good,Excellent/Good,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,,1.0,Black,State questionnaire,Black,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Female,Black female,Black women,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,8.0,17-64,High Density Urban,Urban,Urban Core,Upscale,85710.0,0.882875502109528
1102565.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,9.0,Complete,,,,8.0,9.0,2.0,99.0,5.0,College graduate,3.0,2.0,2.0,3.0,2.0,2.0,,,,3.0,No,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,9.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Upscale,85710.0,2.5253791809082
1102394.0,Never,Never,All others,1.0,Complete,,,,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,,,,2.0,,,No,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,All other,Independent,Liberal,1.0,,2.0,Other,State questionnaire,Other,3.0,2.0,West,Something else,Something else,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,Suburbs,Suburbs,,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,8.0,13.0,65+,Suburb,80s Suburbs,Urban Perimeter,Downscale,85746.0,0.682710945606232
1102324.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,,7.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,2.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,Yes,Yes,No,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,1.0,2.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Downscale,85746.0,2.15621900558472
1102641.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,,7.0,3.0,1.0,2.0,1.0,High school graduate,2.0,1.0,2.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,No,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Very downscale,85713.0,0.682710945606232
1102576.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,7.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very downscale,85713.0,0.676369547843933
1102333.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,1.0,Complete,,,,7.0,1.0,1.0,2.0,1.0,Did not complete high school,3.0,2.0,2.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very downscale,85713.0,1.36542189121246
1102560.0,Never,Never,Protestant/Do not attend weekly,3.0,Complete,,,,7.0,2.0,1.0,8.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,85745.0,1.0330924987793
1102459.0,Once a week,More than once a week/Once a week,All others,3.0,Complete,,,,7.0,3.0,2.0,8.0,3.0,College graduate,3.0,2.0,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,2.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Urban,Urban Core,Very upscale,85745.0,1.54963874816895
1102556.0,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,1.0,1.0,1.0,2.0,1.0,High school graduate,9.0,9.0,2.0,2.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",9.0,No,No,No,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,85618.0,0.682710945606232
1102337.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,2.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,9.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,85631.0,0.341355472803116
1102595.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,7.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Low Density Rural,70s Suburbs,Urban Perimeter,Very downscale,85353.0,1.41836845874786
1102586.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,1.0,Complete,,,,6.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,1.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Low Density Rural,,High-Growth Suburban Perimeter,Upscale,85297.0,0.709184229373932
1102559.0,A few times a year,A few times a month/A few times a year,All others,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,Yes,Yes,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,None,None,9.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,1.72238969802856
1102523.0,Never,Never,Protestant/Do not attend weekly,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",3.0,No,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,1.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,85242.0,1.41836845874786
1102521.0,Never,Never,Catholic/Do not attend weekly,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,3.0,,,,2.0,Yes,Yes,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,,4.0,Other,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Non-white,2.0,1.0,1.0,2.0,2.0,9.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,1.0466490983963
1102520.0,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,6.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,1.0,3.0,2.0,9.0,,,,1.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,2.0,White,State questionnaire,White,3.0,2.0,West,Catholic,Catholic,2.0,2.0,4.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Catholic,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85248.0,1.41836845874786
1102486.0,Never,Never,All others,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,Postgraduate study,3.0,2.0,1.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,No,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,None,2.0,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,0.709184229373932
1102384.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,1.0,Complete,,,,6.0,1.0,1.0,2.0,1.0,High school graduate,3.0,2.0,1.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,Yes,Yes,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,West,Catholic,Catholic,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,4.0,5.0,7.0,12.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,1.39535474777222
1102383.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",2.0,No,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,,4.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,0.709184229373932
1102343.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,College graduate,3.0,2.0,1.0,2.0,2.0,9.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,No,No,Good,Excellent/Good,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Upscale,85225.0,0.709184229373932
1102329.0,Never,Never,All others,1.0,Complete,,,,6.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,,3.0,White,State questionnaire,White,3.0,2.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,English,Arizona,Telephone survey,9.0,3.0,9.0,6.0,9.0,3.0,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,3.0,Version 1,None,1.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,85234.0,2.12755250930786
