ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDST,COLLEDUC,DPRS08,DPRS08ST,EDUC,FAVBILL,FAVBILL2,GENDISS,GENDISS2,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,OKDPRS08,OVER65,PARTY,PARTYBLK,PARTYBYR,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITEST,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1116018.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Call 2,2.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,3.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Conservative,4.0,3.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.492833077907562
1123727.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,3.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,3.0,2.0,1.0,3.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,8.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.478338301181793
1124935.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 3,4.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,3.0,2.0,4.0,1.0,1.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,61.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,4.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,73491.0,1.15008413791656
1125922.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 3,4.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,4.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,19.0,3.0,White,State questionnaire,White,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.575234174728394
1127055.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 3,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,40.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Non-married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1106048.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 1,3.0,1.0,2.0,2.0,1.0,College graduate,2.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Independent/Something else,4.0,2.0,Independent,Moderate,3.0,8.0,3.0,White,State questionnaire,White,3.0,2.0,South,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Jewish,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.447041362524033
1126998.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,Never,Never,All others,Complete,1.0,1.0,Call 3,5.0,1.0,2.0,2.0,1.0,College graduate,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,8.0,Democrat,Liberal,1.0,40.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,South,Something else,Something else,9.0,1.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non-married men,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,13.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1107135.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 1,1.0,2.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,2.0,72.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,1.0,1.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,0.991603195667267
1113741.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,4.0,2.0,Call 2,3.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,8.0,3.0,White,State questionnaire,White,3.0,2.0,South,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,None,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.447041362524033
1106926.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 1,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,9.0,9.0,3.0,2.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Independent/Something else,4.0,2.0,Independent,Conservative,4.0,67.0,9.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,3.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,74136.0,1.02658522129059
1113731.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 2,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural,Oklahoma,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,74826.0,0.614079773426056
1129163.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,5.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,3.0,No,Yes,Good,Excellent/Good,1.0,18-64,Democrat,3.0,1.0,Democrat,Conservative,5.0,40.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1126951.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 3,5.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,3.0,Yes,Yes,Good,Excellent/Good,1.0,18-64,Democrat,3.0,5.0,Democrat,Conservative,5.0,40.0,3.0,White,State questionnaire,Hispanic/Latino,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1114813.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,1.0,Call 2,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,67.0,3.0,White,State questionnaire,White,3.0,2.0,South,Something else,Something else,4.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,"Cities 50,000-500,000","Cities over 50,000",Oklahoma,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Something else,1.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Very upscale,74136.0,1.02658522129059
1129062.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 3,5.0,1.0,1.0,2.0,1.0,Some college or associate degree,3.0,2.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,8.0,Democrat,Moderate,3.0,40.0,3.0,American Indian,State questionnaire,Other,3.0,2.0,South,Catholic,Catholic,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Married men,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,13.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1113688.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 2,3.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"Under $15,000",1.0,Yes,No,Not so good,Not so good/Poor,1.0,18-64,Independent/Something else,4.0,6.0,Independent,Moderate,3.0,8.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non-married women,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,11.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.447041362524033
1123614.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 3,5.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,4.0,3.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,56.0,3.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural,Oklahoma,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,74826.0,0.657070934772491
1125819.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,2.0,2.0,2.0,2.0,1.0,College graduate,2.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,2.0,3.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,74747.0,0.527335822582245
1129126.0,30-59,30-44,30-39,30-39,Non black 30-44,All other,Never,Never,All others,Complete,1.0,1.0,Call 3,5.0,1.0,2.0,2.0,1.0,College graduate,1.0,1.0,3.0,2.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,No,No,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,8.0,Democrat,Liberal,1.0,40.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,South,Something else,Something else,9.0,1.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non-married men,Non white,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,2.0,2.0,3.0,3.0,13.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1123610.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 3,2.0,1.0,1.0,2.0,1.0,High school graduate,2.0,1.0,3.0,2.0,3.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,51.0,2.0,White,State questionnaire,White,3.0,2.0,South,None,None,5.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,None,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Downscale,74047.0,0.420376837253571
1106629.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 1,4.0,1.0,1.0,2.0,1.0,High school graduate,1.0,1.0,2.0,1.0,4.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,19.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,73543.0,0.537597477436066
1124692.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,9.0,Call 3,4.0,9.0,2.0,2.0,1.0,College graduate,9.0,9.0,3.0,2.0,1.0,9.0,2.0,,,,1.0,No,Yes,Good,Excellent/Good,1.0,18-64,,,,,,,13.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,9.0,9.0,9.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,2.0,1.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,73072.0,0.649381220340729
1129102.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 3,5.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,3.0,2.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Conservative,4.0,40.0,2.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,2.0,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,73115.0,0.651782929897308
1123582.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 3,1.0,1.0,1.0,2.0,1.0,Some college or associate degree,1.0,1.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,Yes,Not so good,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Moderate,3.0,72.0,3.0,White,State questionnaire,White,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,74008.0,0.926724135875702
1105933.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,Call 1,5.0,,,2.0,1.0,,,,,,1.0,,,,,,3.0,No,,Not so good,Not so good/Poor,1.0,18-64,,,,,,,45.0,3.0,White,State questionnaire,White,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,73008.0,0.903327286243439
1123716.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,Omit,Omit,Protestant/Do not attend weekly,Complete,1.0,1.0,Call 3,2.0,1.0,2.0,2.0,1.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,8.0,Democrat,Liberal,1.0,51.0,2.0,American Indian,State questionnaire,Other,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non-married men,Non white,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,13.0,17-64,Low Density Rural,Rural,Rural,Downscale,74047.0,0.420376837253571
1123565.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 3,3.0,1.0,1.0,2.0,1.0,Some college or associate degree,2.0,1.0,2.0,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,8.0,3.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs,Oklahoma,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,73099.0,0.447041362524033
1115831.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,9.0,9.0,Call 2,4.0,1.0,2.0,2.0,1.0,Postgraduate study,1.0,1.0,2.0,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Good,Excellent/Good,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,13.0,3.0,White,State questionnaire,White,3.0,2.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs,Oklahoma,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,73072.0,0.649381220340729
1105899.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Call 1,2.0,2.0,2.0,2.0,1.0,College graduate,1.0,1.0,3.0,2.0,3.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,No,Poor,Not so good/Poor,1.0,18-64,Democrat,3.0,1.0,Democrat,Liberal,1.0,24.0,1.0,White,State questionnaire,White,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural,Oklahoma,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,74839.0,1.67563247680664
