ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREP,COLLEDUC,CUBAN3,CUBAN3S,EDUC,FLREP2ND,FLREP2NX,FLRPRS08,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,ISSVQUAL,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SEX,SEXBLACK,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,TAXPREF,TELEPOLL,TIME3D,TIME3DAB,TIMEPR,TIMEPRAB,TIMEWK,TIMEWKAB,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
703174.0,2.0,4.0,30-59,30-44,40-49,40-44,Non black 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,5.0,1.0,1.0,Yes,2.0,1.0,Call 1,24.0,6.0,1.0,3.0,3.0,Some college or associate degree,2.0,2.0,6.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,My candidates leadership/personal qualities,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Conservative,5.0,170.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Florida,1.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.978057444095612
703178.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,More than once a week,More than once a week/Once a week,All others,Complete,3.0,4.0,2.0,,3.0,2.0,Call 1,21.0,3.0,1.0,1.0,4.0,High school graduate,1.0,1.0,4.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,43.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,Male,Non black male,Non white male,Non white,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,9.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.600043177604675
703179.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,More than once a week,More than once a week/Once a week,All others,Complete,3.0,4.0,2.0,,3.0,2.0,Call 1,21.0,3.0,1.0,1.0,4.0,High school graduate,1.0,1.0,4.0,1.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,43.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,4.0,Male,Non black male,Non white male,Non white,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Non-white,All others,All others,4.0,4.0,6.0,9.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.600043177604675
703221.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,4.0,2.0,Yes,3.0,2.0,Call 1,9.0,5.0,1.0,3.0,3.0,High school graduate,2.0,2.0,6.0,3.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,73.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,1.16094160079956
703222.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,3.0,2.0,Yes,1.0,1.0,Call 1,9.0,5.0,2.0,3.0,3.0,College graduate,1.0,1.0,6.0,3.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,73.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,1.00880944728851
703223.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,5.0,3.0,2.0,Yes,2.0,1.0,Call 1,9.0,5.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,6.0,3.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,73.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,1.00880944728851
703232.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,1.0,1.0,Yes,3.0,2.0,Call 2,11.0,3.0,1.0,3.0,3.0,High school graduate,5.0,5.0,4.0,3.0,1.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,67.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,Male,Non black male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,65+,Suburb,Rural,Rural,Upscale,32962.0,0.731809735298157
703345.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,More than once a week,More than once a week/Once a week,All others,Complete,3.0,2.0,1.0,Yes,3.0,2.0,Call 2,6.0,2.0,1.0,3.0,3.0,Some college or associate degree,3.0,3.0,2.0,5.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,55.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,Non black male,White male,White male,"Cities over 500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.847033381462097
703363.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,4.0,2.0,Yes,2.0,1.0,Call 2,6.0,2.0,2.0,3.0,3.0,College graduate,5.0,5.0,2.0,5.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",4.0,My candidates leadership/personal qualities,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,55.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Female,Non black female,White female,White female,"Cities over 500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.736577153205872
703366.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,4.0,2.0,Yes,2.0,1.0,Call 2,8.0,5.0,2.0,3.0,3.0,College graduate,3.0,3.0,6.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,112.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.643488764762878
703375.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,3.0,2.0,No,2.0,1.0,Call 2,8.0,4.0,2.0,3.0,3.0,Postgraduate study,4.0,9.0,5.0,4.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",4.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Liberal,1.0,109.0,2.0,Asian,State questionnaire,Asian,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,6.0,Female,Non black female,Non white female,Non white,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,Yes,Non-white,All others,All others,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.913950443267822
703379.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,,,,Not complete,,1.0,1.0,,2.0,1.0,Call 2,15.0,,,3.0,3.0,,,,4.0,4.0,,,,,,9.0,My candidates leadership/personal qualities,,,65+,,,,,,6.0,4.0,White,State questionnaire,White,South,,,,4.0,Female,Non black female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,,,,4.0,4.0,6.0,8.0,65+,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.860287427902222
703384.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,More than once a week,More than once a week/Once a week,All others,Complete,1.0,3.0,2.0,No,1.0,1.0,Call 2,8.0,1.0,2.0,3.0,3.0,College graduate,1.0,1.0,6.0,4.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",4.0,My candidates leadership/personal qualities,Excellent,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,109.0,1.0,White,State questionnaire,White,South,Jewish,Jewish,3.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Jewish,All others,All others,1.0,1.0,2.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,1.31288993358612
703385.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,1.0,Yes,2.0,1.0,Call 2,5.0,3.0,2.0,3.0,3.0,College graduate,3.0,3.0,2.0,3.0,2.0,2.0,,,,3.0,My candidates position on the issues,Good,Excellent/Good,65+,Republican,Non black non Democrat,Republican,Conservative,4.0,64.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,65+,Low Density Rural,Rural,Rural,Very downscale,34974.0,1.14005100727081
703388.0,1.0,1.0,60+,60+,65+,75 or over,Non black 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,4.0,2.0,No,2.0,1.0,Call 2,13.0,1.0,2.0,3.0,3.0,Postgraduate study,3.0,3.0,1.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Moderate,3.0,159.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Female,Non black female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,65+,Low Density Rural,Rural,Rural,Very downscale,34974.0,1.53813147544861
703418.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,4.0,2.0,No,3.0,2.0,Call 2,6.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,4.0,5.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Independent,Liberal,2.0,55.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,Female,Non black female,White female,White female,"Cities over 500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,1.05203092098236
703424.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,4.0,2.0,Yes,4.0,2.0,Call 2,22.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,2.0,4.0,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,4.0,125.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.425577044487
703545.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,1.0,Yes,3.0,2.0,Call 2,16.0,1.0,2.0,3.0,3.0,College graduate,1.0,1.0,4.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Moderate,3.0,108.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,Female,Non black female,White female,White female,Rural,Small Cities/Rural,English,Florida,2.0,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,0.598433375358582
703554.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,5.0,4.0,2.0,No,3.0,2.0,Call 2,13.0,3.0,2.0,3.0,3.0,Postgraduate study,9.0,9.0,5.0,2.0,2.0,3.0,,,,3.0,My candidates position on the issues,Good,Excellent/Good,65+,Republican,Non black non Democrat,Republican,Conservative,5.0,94.0,1.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,6.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,65+,Suburb,Rural,Rural,Upscale,32962.0,1.03203773498535
703590.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,1.0,Yes,2.0,1.0,Call 2,16.0,2.0,2.0,3.0,3.0,College graduate,3.0,3.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,108.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,Male,Non black male,White male,White male,Rural,Small Cities/Rural,English,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,0.585882842540741
703597.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,5.0,3.0,2.0,Yes,3.0,2.0,Call 2,13.0,5.0,2.0,3.0,3.0,College graduate,7.0,7.0,0.0,2.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",3.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,93.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,0.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,Rural,Rural,Upscale,32962.0,0.799698889255524
703607.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,2.0,1.0,No,2.0,1.0,Call 2,13.0,5.0,2.0,3.0,3.0,Postgraduate study,9.0,9.0,6.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,Republican,Moderate,3.0,93.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,Yes,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,9.0,65+,Suburb,Rural,Rural,Upscale,32962.0,0.802389979362488
703622.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,Never,Never,All others,Complete,3.0,1.0,1.0,No,1.0,1.0,Call 2,13.0,3.0,2.0,3.0,3.0,Postgraduate study,3.0,9.0,4.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,93.0,2.0,White,State questionnaire,White,South,Something else,Something else,4.0,4.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,Yes,Something else,All others,All others,3.0,4.0,5.0,7.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.864590644836426
703635.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,2.0,1.0,Yes,4.0,2.0,Call 2,24.0,2.0,1.0,3.0,3.0,Some college or associate degree,5.0,5.0,1.0,4.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",1.0,My candidates position on the issues,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Conservative,5.0,117.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,2.0,2.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,2.33136177062988
703637.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,Never,Never,Catholic/Do not attend weekly,Complete,3.0,1.0,1.0,No,1.0,1.0,Call 2,21.0,3.0,1.0,1.0,1.0,Did not complete high school,1.0,1.0,4.0,1.0,1.0,3.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates leadership/personal qualities,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,39.0,3.0,White,State questionnaire,Hispanic/Latino,South,Catholic,Catholic,9.0,4.0,Male,Non black male,Non white male,Non white,Suburbs,Suburbs,English,Florida,1.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,5.0,6.0,17-64,Low Density Rural,Rural,Rural,Very downscale,34974.0,0.628629803657532
703792.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,4.0,2.0,No,4.0,2.0,Call 2,24.0,5.0,2.0,3.0,3.0,College graduate,4.0,4.0,6.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates leadership/personal qualities,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,Democrat,Liberal,1.0,172.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,Female,Non black female,White female,White female,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,2.0,2.0,4.0,4.0,2.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.534805595874786
703797.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,Omit,Omit,Omit,Complete,5.0,3.0,2.0,No,2.0,1.0,Call 2,24.0,5.0,2.0,3.0,3.0,Postgraduate study,4.0,4.0,6.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates position on the issues,Good,Excellent/Good,65+,Republican,Non black non Democrat,Republican,Conservative,5.0,170.0,4.0,White,State questionnaire,White,South,,,9.0,7.0,Female,Non black female,White female,White female,"Cities 50,000-500,000","Cities over 50,000",English,Florida,2.0,Election day exit poll,2.0,2.0,3.0,3.0,1.0,1.0,Version 1,No,,All others,All others,4.0,4.0,6.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,1.12555205821991
703805.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,2.0,1.0,Yes,1.0,1.0,Call 2,19.0,1.0,1.0,3.0,3.0,Some college or associate degree,3.0,3.0,1.0,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,Good,Excellent/Good,18-64,Republican,Non black non Democrat,Republican,Moderate,3.0,124.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,2.0,Election day exit poll,1.0,1.0,1.0,1.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.528630673885345
703816.0,9.0,9.0,30-59,30-44,40-49,40-44,Non black 30-44,Omit,Omit,Omit,Complete,5.0,9.0,9.0,,1.0,1.0,Call 2,24.0,6.0,1.0,3.0,3.0,Some college or associate degree,6.0,6.0,2.0,4.0,2.0,3.0,,,,1.0,My candidates position on the issues,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,Independent,Liberal,1.0,170.0,2.0,White,State questionnaire,White,South,,,9.0,2.0,Male,Non black male,White male,White male,"Cities 50,000-500,000","Cities over 50,000",English,Florida,1.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,No,,All others,,2.0,2.0,4.0,4.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,1.95049071311951
703821.0,2.0,3.0,60+,60+,65+,65-74,Non black 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,5.0,2.0,1.0,No,2.0,1.0,Call 2,24.0,5.0,2.0,3.0,3.0,College graduate,5.0,9.0,6.0,4.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,Omit,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,Independent,Conservative,4.0,172.0,3.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,7.0,Male,Non black male,White male,White male,Suburbs,Suburbs,English,Florida,9.0,Election day exit poll,2.0,2.0,5.0,5.0,2.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,8.0,65+,Extremely Low Density Rural,Rural,Rural,Very downscale,32465.0,0.615004420280457
