ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,CDNUM,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,ENDPRIM,ENVICLIN,ENVIOBAM,ENVIRO,FTEVER,FTPRIM,FTVOTEP,GASTAX,GENDISS,GENDISS2,GENDISS4,GEOCODE,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,OBAMVSMCCN,ORDPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,REVWRIGHT,RVWRGHT2,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHENOR3D,WHENORD,WHENORWK,WHITEREL,WINNOM,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3693705.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,Never,Never,All others,Complete,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,2.0,9.0,9.0,9.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,,,,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,4.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,5.0,1.0,1.0,West,None,None,9.0,4.0,2.0,1.0,3.0,1.0,Male,Non black male,Latino men,Non white male,Non white,2.0,2.0,4.0,Rural,Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Non-white,2.0,2.0,2.0,3.0,3.0,10.0,1.0,17-64,Suburb,Rural,Rural,Very downscale,97882.0,3.86533689498901
3693703.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,1.0,5.0,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,3.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,2.0,3.0,1.0,None,1.0,2.0,2.0,4.0,4.0,2.0,1.0,17-64,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97035.0,1.08716380596161
3693695.0,60+,60+,65+,65-74,Non black 60+,White 60+,Omit,Omit,Catholic/Do not attend weekly,Complete,1.0,3.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,2.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,1.0,65+,Extremely High Density Urban,Urban,Urban Core,Downscale,97206.0,0.659588813781738
3693692.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,5.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,3.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,5.0,2.0,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Downscale,97341.0,0.629806637763977
3693683.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,1.0,5.0,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,3.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,1.0,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Suburb,Urban,Urban Core,Downscale,97301.0,0.656525492668152
3693682.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,4.0,1.0,1.0,2.0,High school graduate,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,4.0,2.0,West,Catholic,Catholic,2.0,3.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,1.0,2.0,1.0,Catholic,2.0,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,97448.0,2.45802855491638
3693681.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,1.0,2.0,2.0,College graduate,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,,,,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,4.0,White,State questionnaire,White,9.0,9.0,9.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,3.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,1.0,2.0,1.0,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,97124.0,0.749862611293793
3693680.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,3.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,5.0,2.0,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,1.0,65+,Suburb,Urban,Urban Core,Upscale,97236.0,0.659588813781738
3693679.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,3.0,1.0,2.0,2.0,Postgraduate study,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Something else,Something else,4.0,4.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,1.0,1.0,1.0,Something else,2.0,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,0.749862611293793
3693677.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Something else,Something else,4.0,2.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Something else,1.0,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,97756.0,0.557215631008148
3693675.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,9.0,3.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities over 500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,5.0,2.0,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,9.0,17-64,Suburb,Urban,Urban Core,Downscale,97217.0,1.55483329296112
3693674.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,All others,Complete,1.0,1.0,1.0,1.0,2.0,Did not complete high school,9.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",3.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Something else,Something else,4.0,4.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Something else,1.0,3.0,3.0,4.0,5.0,3.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,97124.0,0.956448078155518
3693673.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,2.0,1.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,2.0,White,State questionnaire,White,9.0,9.0,9.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97007.0,0.485732346773148
3693669.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,4.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,,,,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,2.0,4.0,2.0,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,2.0,17-64,Suburb,Urban,Urban Core,Downscale,97402.0,1.81857979297638
3693668.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,1.0,2.0,1.0,1.0,2.0,High school graduate,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,1.0,,,,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,None,None,5.0,3.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,9.0,9.0,9.0,None,2.0,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,Rural,Rural,Very downscale,97838.0,1.16268610954285
3693664.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,5.0,1.0,2.0,2.0,College graduate,9.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",9.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,3.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,9.0,9.0,9.0,Protestant/Other Christian,9.0,4.0,4.0,6.0,9.0,4.0,1.0,65+,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,97361.0,0.476454615592957
3693659.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,2.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Oregon,Telephone survey,2.0,2.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,1.0,65+,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97006.0,0.429957687854767
3693649.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,5.0,1.0,1.0,2.0,High school graduate,9.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",9.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Catholic,Catholic,2.0,9.0,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Oregon,Telephone survey,3.0,1.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,2.0,5.0,2.0,Catholic,9.0,4.0,4.0,6.0,9.0,4.0,1.0,65+,Suburb,Urban,Urban Core,Downscale,97301.0,0.476454615592957
3693645.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,9.0,1.0,1.0,3.0,2.0,2.0,1.0,9.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,1.0,2.0,1.0,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,1.0,65+,Low Density Rural,Rural,Rural,Downscale,97058.0,0.429957687854767
3693643.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,4.0,1.0,1.0,2.0,Some college or associate degree,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Suburb,Rural,Rural,Upscale,97322.0,1.33974432945251
3693640.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,5.0,1.0,2.0,2.0,College graduate,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale,97045.0,1.37577271461487
3693638.0,30-59,45-59,40-49,45-49,Non black 45-59,All other,Never,Never,All others,Complete,1.0,4.0,1.0,2.0,2.0,College graduate,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,1.0,3.0,American Indian,State questionnaire,Other,3.0,2.0,5.0,2.0,1.0,West,None,None,9.0,1.0,1.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Non white,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Non-white,2.0,3.0,3.0,4.0,5.0,13.0,1.0,17-64,Suburb,Rural,Rural,Upscale,97322.0,1.10197854042053
3693635.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,1.0,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Low Density Rural,Rural,Rural,Downscale,97603.0,0.860216856002808
3693634.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,Suburbs,Suburbs,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,Protestant/Other Christian,2.0,4.0,4.0,6.0,9.0,4.0,1.0,65+,High Density Urban,80s Suburbs,Urban Perimeter,Very upscale,97006.0,0.476454615592957
3693632.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,5.0,1.0,1.0,2.0,Some college or associate degree,1.0,1.0,2.0,1.0,2.0,2.0,1.0,9.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,,,,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,9.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,3.0,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,2.0,1.0,Suburbs,Suburbs,Oregon,Telephone survey,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,9.0,9.0,9.0,None,9.0,4.0,4.0,6.0,9.0,4.0,1.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,97362.0,0.643985509872437
3693630.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,3.0,1.0,2.0,2.0,College graduate,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Catholic,Catholic,2.0,4.0,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,Catholic,1.0,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,97080.0,0.745151519775391
3693629.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,2.0,1.0,2.0,2.0,Postgraduate study,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,None,None,5.0,4.0,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,Oregon,Telephone survey,1.0,1.0,Barack Obama did not,No one does,No,No,No,Version 1,2.0,4.0,2.0,None,2.0,4.0,4.0,6.0,8.0,4.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,97824.0,0.666663229465485
3693623.0,,,,,,,A few times a month,A few times a month/A few times a year,All others,Complete,9.0,5.0,1.0,1.0,2.0,High school graduate,2.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,,,,1.0,2.0,1.0,,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,None,None,5.0,9.0,9.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Oregon,Telephone survey,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,2.0,4.0,2.0,None,1.0,,,,,,9.0,,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,97222.0,0.303708553314209
