ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,ISSVQUAL,LONGPRIM,OBAMAASVP,OBAMVSMCCN,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SDDPRS08,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TIME3DAB,TIMEPRAB,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3707300.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,1.0,No,2.0,2.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,2.0,1.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,None,None,5.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,None,4.0,4.0,6.0,8.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Upscale,57078.0,0.481576502323151
3707299.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,2.0,65+,Suburb,Urban,Urban Core,Very upscale,57103.0,0.481576502323151
3707247.0,60+,60+,50-64,60-64,,,A few times a year,A few times a month/A few times a year,All others,Complete,9.0,,,,1.0,9.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates position on the issues,1.0,9.0,1.0,18-64,Democrat,,,Democrat,Liberal,2.0,50003.0,1.0,,State questionnaire,,3.0,2.0,9.0,3.0,2.0,Midwest,None,None,9.0,1.0,3.0,1.0,2.0,Male,,,,,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,4.0,5.0,7.0,,9.0,17-64,Low Density Rural,Rural,Rural,Downscale,57069.0,0.523894250392914
3707243.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,2.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,3.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates position on the issues,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,57701.0,0.71301132440567
3707239.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,3.0,No,2.0,2.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,57732.0,0.71301132440567
3707236.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,Yes,2.0,2.0,1.0,2.0,,,,1.0,My candidates leadership/personal qualities,1.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57450.0,0.71301132440567
3707234.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,57006.0,0.626353561878204
3707226.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50001.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,57006.0,0.626353561878204
3707222.0,60+,60+,50-64,60-64,Non black 60+,All other,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,3.0,No,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,50002.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,5.0,1.0,1.0,Midwest,Something else,Something else,9.0,2.0,2.0,1.0,2.0,Female,Non black female,All other races,Non white female,Non white,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,4.0,5.0,7.0,13.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,57701.0,0.932487785816193
3707219.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,3.0,No,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates position on the issues,1.0,1.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,None,None,5.0,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,None,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,57747.0,0.951242566108704
3707213.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,,,,1.0,2.0,3.0,2.0,8.0,College graduate,3.0,2.0,2.0,3.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates leadership/personal qualities,9.0,2.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,None,None,5.0,2.0,2.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,None,4.0,4.0,6.0,8.0,4.0,2.0,65+,Suburb,Urban,Urban Core,Upscale,57701.0,0.951242566108704
3707211.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,9.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,2.0,4.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,9.0,17-64,Suburb,Urban,Urban Core,Very upscale,57103.0,0.707411885261536
3707210.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,1.0,2.0,2.0,8.0,College graduate,3.0,2.0,4.0,1.0,No,2.0,2.0,1.0,2.0,,,,9.0,My candidates leadership/personal qualities,1.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57106.0,0.707411885261536
3707205.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,4.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57106.0,0.707411885261536
3707204.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,2.0,2.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,Yes,2.0,2.0,1.0,2.0,,,,3.0,My candidates position on the issues,2.0,9.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,57701.0,0.941143989562988
3707196.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates leadership/personal qualities,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Very upscale,57106.0,0.707411885261536
3707188.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,,,,1.0,2.0,2.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,Yes,2.0,2.0,1.0,2.0,,,,3.0,My candidates position on the issues,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,57401.0,0.826759517192841
3707184.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Upscale,57701.0,0.941143989562988
3707182.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,3.0,Yes,1.0,3.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",9.0,My candidates leadership/personal qualities,9.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Urban,Urban Core,Very upscale,57702.0,0.941143989562988
3707178.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,1.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,1.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,9.0,4.0,2.0,65+,Suburb,Urban,Urban Core,Very upscale,57103.0,0.748955428600311
3707168.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Omit,Omit,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,2.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates position on the issues,1.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Something else,Something else,4.0,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,Something else,4.0,4.0,6.0,9.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Very upscale,57401.0,0.87531191110611
3707153.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,No,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,2.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Catholic,Catholic,2.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Catholic,3.0,3.0,4.0,5.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,57718.0,1.28542327880859
3707147.0,60+,60+,50-64,60-64,Non black 60+,All other,More than once a week,More than once a week/Once a week,All others,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,50003.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,5.0,1.0,1.0,Midwest,Something else,Something else,9.0,1.0,3.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non white,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Non-white,3.0,4.0,5.0,7.0,13.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57356.0,1.04064297676086
3707146.0,60+,60+,50-64,60-64,Non black 60+,All other,More than once a week,More than once a week/Once a week,All others,Complete,2.0,,,,1.0,2.0,3.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,2.0,No,2.0,2.0,1.0,2.0,,,,1.0,Omit,1.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,50001.0,1.0,American Indian,State questionnaire,Other,3.0,2.0,5.0,1.0,1.0,Midwest,Something else,Something else,9.0,2.0,2.0,1.0,2.0,Male,Non black male,All other races,Non white male,Non white,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,3.0,4.0,5.0,7.0,13.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57262.0,1.21621000766754
3707145.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,1.0,,,,1.0,9.0,1.0,2.0,8.0,Postgraduate study,2.0,1.0,3.0,2.0,No,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",9.0,My candidates leadership/personal qualities,1.0,9.0,3.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,1.0,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,57401.0,1.19093704223633
3707142.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,2.0,2.0,2.0,8.0,Postgraduate study,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,2.0,2.0,1.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Suburbs,Suburbs,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,2.0,17-64,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,57077.0,1.01901829242706
3707138.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,1.0,9.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,50001.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,Midwest,Catholic,Catholic,2.0,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,Catholic,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,57438.0,1.22749996185303
3707137.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,3.0,Yes,2.0,2.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50002.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,2.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,South Dakota,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,57730.0,1.39732789993286
