ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATMCCN,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINASVP,CLINVSMCCN,COLLEDUC,DPRS08,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,ISSVQUAL,LONGPRIM,MTDPRS08,OBAMAASVP,OBAMVSMCCN,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS08,RECSS082,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SHARECLIN,SHAREOBAM,SHAREVAL,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TIME3DAB,TIMEPRAB,TIMEWKAB,UNFAIRSC,UNFRCLIN,UNFROBAM,VERSION,WHITEREL,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XBEATREP,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3706953.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,All others,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,3.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates leadership/personal qualities,1.0,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50001.0,2.0,White,State questionnaire,White,2.0,1.0,1.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,None,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Urban,Urban Core,Upscale,59405.0,1.1414190530777
3706936.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,,,,1.0,2.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,1.0,2.0,Yes,1.0,3.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,My candidates position on the issues,1.0,1.0,2.0,2.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50002.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,Rural,Rural,Very upscale,59715.0,1.4413868188858
3706933.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,1.0,9.0,2.0,2.0,Postgraduate study,3.0,2.0,4.0,2.0,Yes,2.0,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates leadership/personal qualities,2.0,1.0,2.0,2.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,2.0,2.0,4.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,Protestant/Other Christian,2.0,2.0,3.0,3.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,59911.0,1.67426836490631
3706929.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Omit,Omit,Omit,Complete,9.0,,,,1.0,9.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,3.0,Yes,1.0,3.0,1.0,2.0,,,,9.0,Omit,9.0,1.0,9.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,,,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,9.0,9.0,9.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,,3.0,4.0,5.0,7.0,4.0,9.0,17-64,Extremely Low Density Rural,Rural,Rural,Very upscale,59068.0,1.14139819145203
3706927.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,2.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,3.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,2.0,1.0,2.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50003.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,59102.0,1.14139819145203
3706919.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Omit,Omit,All others,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,My candidates position on the issues,1.0,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50001.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,None,3.0,3.0,5.0,6.0,3.0,1.0,17-64,Town,Rural,Rural,Very upscale,59601.0,1.36770212650299
3706904.0,60+,60+,65+,65-74,Non black 60+,All other,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,College graduate,9.0,9.0,9.0,2.0,Yes,2.0,2.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,My candidates leadership/personal qualities,1.0,1.0,1.0,2.0,65+,Democrat,Non black Democrat,All other,Democrat,Conservative,5.0,50002.0,9.0,Other,State questionnaire,Other,3.0,2.0,5.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Non white,1.0,2.0,1.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Non-white,4.0,4.0,6.0,8.0,13.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59860.0,1.77769184112549
3706901.0,60+,60+,65+,65-74,Non black 60+,All other,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,2.0,1.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,Yes,2.0,4.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,2.0,1.0,2.0,1.0,65+,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,50002.0,3.0,American Indian,State questionnaire,Other,3.0,2.0,5.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,9.0,1.0,3.0,1.0,Male,Non black male,All other races,Non white male,Non white,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Non-white,4.0,4.0,6.0,8.0,13.0,1.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59860.0,1.82517457008362
3706888.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,Postgraduate study,3.0,2.0,2.0,1.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,9.0,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50001.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Suburbs,Suburbs,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,4.0,5.0,7.0,4.0,1.0,17-64,Low Density Rural,80s Suburbs,Urban Perimeter,Very upscale,59847.0,1.69643139839172
3706883.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,2.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates leadership/personal qualities,9.0,1.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,2.20409655570984
3706877.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,,,,1.0,1.0,1.0,2.0,2.0,College graduate,2.0,1.0,3.0,1.0,Yes,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,1.0,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50001.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,1.0,West,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Catholic,2.0,2.0,3.0,3.0,2.0,1.0,17-64,High Density Urban,Urban,Urban Core,Downscale,59801.0,1.97051978111267
3706832.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,,,,1.0,1.0,1.0,2.0,2.0,College graduate,3.0,2.0,4.0,1.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,1.0,1.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,2.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Catholic,1.0,1.0,2.0,2.0,1.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Very downscale,59711.0,4.71761560440063
3706829.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,,,,1.0,2.0,2.0,2.0,2.0,College graduate,3.0,2.0,2.0,3.0,Yes,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,My candidates position on the issues,2.0,1.0,2.0,2.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,50003.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,4.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,2.0,2.0,4.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,2.0,2.0,4.0,4.0,2.0,1.0,17-64,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0,3.85540199279785
3706938.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,2.0,No,1.0,3.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50002.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,None,3.0,4.0,5.0,7.0,4.0,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,59715.0,1.34002411365509
3706908.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,2.0,1.0,1.0,2.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,2.0,1.0,1.0,2.0,1.0,West,None,None,5.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,None,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,1.60568022727966
3707068.0,30-59,45-59,40-49,45-49,,,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,2.0,No,2.0,2.0,1.0,2.0,,,,9.0,My candidates leadership/personal qualities,9.0,2.0,2.0,1.0,18-64,Independent/Something else,,,Something else,Liberal,1.0,50002.0,3.0,,State questionnaire,,3.0,2.0,9.0,2.0,1.0,West,,,9.0,2.0,2.0,1.0,Male,,,,,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,,3.0,3.0,4.0,5.0,,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,59715.0,0.516696274280548
3707066.0,,,,,,,Omit,Omit,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,2.0,9.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,No,2.0,2.0,1.0,2.0,,,,1.0,My candidates leadership/personal qualities,2.0,2.0,2.0,9.0,,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,9.0,9.0,9.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,,,,,,2.0,,Extremely Low Density Rural,Rural,Rural,Upscale,59501.0,0.440916955471039
3707065.0,,,,,,,Omit,Omit,Omit,Complete,2.0,,,,1.0,2.0,3.0,2.0,8.0,College graduate,3.0,2.0,4.0,3.0,,2.0,2.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,2.0,2.0,1.0,1.0,,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50003.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,,,9.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,,,,,,,2.0,,Extremely Low Density Rural,Rural,Rural,Very upscale,59068.0,0.440916955471039
3707063.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,No,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates leadership/personal qualities,9.0,2.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,4.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,8.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Very upscale,59715.0,0.726589977741241
3707039.0,60+,60+,65+,65-74,Non black 60+,White 60+,Omit,Omit,Omit,Complete,9.0,,,,1.0,2.0,3.0,2.0,8.0,College graduate,3.0,2.0,4.0,1.0,No,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",9.0,Omit,9.0,2.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,,,9.0,9.0,9.0,9.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 50,000-500,000","Cities over 50,000",Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,3.0,1.0,Barack Obama did,Version 1,,4.0,4.0,6.0,8.0,4.0,9.0,65+,Low Density Rural,Urban,Urban Core,Upscale,59405.0,0.645110189914703
3707021.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,2.0,3.0,2.0,8.0,College graduate,3.0,2.0,4.0,1.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,2.0,2.0,2.0,1.0,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Catholic,Catholic,2.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,2.0,65+,Town,Rural,Rural,Very upscale,59601.0,0.645110189914703
3707014.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,9.0,,,,1.0,9.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates leadership/personal qualities,1.0,2.0,9.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,,,9.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,,3.0,3.0,5.0,6.0,3.0,9.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0,1.08035838603973
3707013.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,Yes,2.0,2.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,1.0,2.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,59715.0,1.08035838603973
3707010.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,1.0,2.0,1.0,1.0,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Something else,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Very upscale,59715.0,1.08035838603973
3707008.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,,,,1.0,1.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,2.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,My candidates position on the issues,1.0,2.0,1.0,1.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,4.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,1.0,West,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,4.0,2.0,Barack Obama did not,Version 1,Protestant/Other Christian,3.0,3.0,5.0,6.0,3.0,2.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,59840.0,1.08035838603973
3706986.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,4.0,1.0,No,2.0,2.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50001.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,2.0,1.0,2.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,Protestant/Other Christian,4.0,4.0,6.0,9.0,4.0,2.0,65+,Town,Rural,Rural,Very upscale,59601.0,0.676391541957855
3706978.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,,,,1.0,9.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,2.0,Yes,1.0,3.0,1.0,2.0,,,,1.0,My candidates leadership/personal qualities,1.0,2.0,9.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,9.0,9.0,West,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,"Cities 10,000-50,000",Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,9.0,9.0,Omit,Version 1,Catholic,4.0,4.0,6.0,8.0,4.0,2.0,65+,Low Density Rural,Rural,Rural,Very upscale,59715.0,1.07989275455475
3706976.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,,,,1.0,2.0,9.0,2.0,8.0,Postgraduate study,3.0,2.0,2.0,2.0,No,2.0,2.0,1.0,2.0,,,,2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,3.0,2.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,2.0,1.0,2.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,None,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59860.0,1.07989275455475
3706975.0,60+,60+,65+,65-74,Non black 60+,White 60+,Never,Never,All others,Complete,2.0,,,,1.0,2.0,1.0,2.0,8.0,College graduate,3.0,2.0,2.0,2.0,Yes,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates leadership/personal qualities,1.0,2.0,2.0,1.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,50002.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,West,None,None,5.0,2.0,2.0,1.0,Male,Non black male,White men,White male,White male,1.0,1.0,3.0,Rural,Small Cities/Rural,Montana,Telephone survey,9.0,9.0,9.0,3.0,6.0,3.0,1.0,1.0,Barack Obama did not,Version 1,None,4.0,4.0,6.0,8.0,4.0,2.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,59828.0,1.07989275455475
