ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,FAVROM,FAVROM2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,MARPRS08,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1125986.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 3,4.0,3.0,2.0,3.0,College graduate,3.0,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,9.0,My candidates position on the issues,No,3.0,Omit,Omit,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,23.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,2445.0,0.933494985103607
1105027.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,10.0,3.0,2.0,1.0,College graduate,4.0,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,77.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,Urban,Urban Core,Downscale,2169.0,0.815829157829285
1126124.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,5.0,3.0,2.0,3.0,Postgraduate study,1.0,1.0,4.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,29.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1742.0,1.06775045394897
1125977.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,4.0,2.0,1.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,84.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2777.0,1.10240137577057
1125976.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,4.0,2.0,1.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,84.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2777.0,1.10240137577057
1127117.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,All other,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,8.0,3.0,1.0,4.0,Some college or associate degree,2.0,1.0,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,All other,Independent,Conservative,4.0,14.0,1.0,American Indian,State questionnaire,Other,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,3.0,Male,Non black male,All other races,Non white male,Non white,"Cities over 500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Non-white,All others,All others,3.0,3.0,5.0,6.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,2124.0,1.38207745552063
1117145.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,,3.0,2.0,Call 2,1.0,3.0,2.0,3.0,College graduate,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,90.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1027.0,1.07715594768524
1117144.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,,3.0,2.0,Call 2,1.0,3.0,2.0,3.0,College graduate,3.0,2.0,5.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,2.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,90.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1027.0,1.07715594768524
1125963.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,10.0,3.0,1.0,3.0,High school graduate,2.0,1.0,1.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,77.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,Urban,Urban Core,Downscale,2169.0,0.979259848594666
1125958.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,1.0,,3.0,2.0,Call 3,3.0,,,,,,,4.0,,,,,,,,2.0,My candidates leadership/personal qualities,No,3.0,,,18-64,,,,,,,4.0,3.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,0.899266004562378
1125957.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,1.0,,3.0,2.0,Call 3,3.0,,,,,,,4.0,,,,,,,,2.0,My candidates leadership/personal qualities,No,3.0,,,18-64,,,,,,,4.0,3.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,0.899266004562378
1106092.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,4.0,2.0,Call 1,1.0,3.0,1.0,3.0,High school graduate,4.0,2.0,4.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Somewhat disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,51.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1453.0,1.93855392932892
1114912.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 2,9.0,3.0,2.0,5.0,Postgraduate study,3.0,2.0,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,1.0,My candidates leadership/personal qualities,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,85.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2081.0,1.30628323554993
1107187.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Yes,1.0,1.0,Call 1,5.0,3.0,2.0,3.0,College graduate,4.0,2.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,3.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,27.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1824.0,1.48209142684937
1107827.0,1.0,1.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,2.0,1.0,Call 1,9.0,3.0,1.0,5.0,Some college or associate degree,3.0,2.0,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,3.0,Good,Excellent/Good,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,85.0,3.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,1.0,1.0,Version 1,Yes,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2081.0,1.30628323554993
1107179.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,,1.0,1.0,Call 1,2.0,3.0,1.0,3.0,High school graduate,2.0,1.0,2.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,54.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1056.0,0.524584889411926
1106592.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,No,3.0,2.0,Call 1,2.0,3.0,2.0,4.0,College graduate,2.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,50.0,2.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1524.0,1.04853177070618
1115996.0,1.0,1.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 2,2.0,3.0,2.0,3.0,Postgraduate study,3.0,2.0,2.0,2.0,1.0,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,54.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,1056.0,0.616269767284393
1107149.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Yes,3.0,2.0,Call 1,1.0,3.0,1.0,4.0,Some college or associate degree,2.0,1.0,5.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,47.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1050.0,0.640263795852661
1126172.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,1.0,3.0,Some college or associate degree,2.0,1.0,5.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,47.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1050.0,0.53340882062912
1107134.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Yes,3.0,2.0,Call 1,2.0,3.0,1.0,3.0,High school graduate,3.0,2.0,2.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,3.0,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,54.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1056.0,0.437035858631134
1108226.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 1,4.0,1.0,2.0,5.0,College graduate,2.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,60.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,1.15075433254242
1125869.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,No,4.0,2.0,Call 3,9.0,3.0,2.0,3.0,Postgraduate study,4.0,2.0,4.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Strongly disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,3.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,85.0,1.0,White,State questionnaire,White,East,Something else,Something else,4.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Something else,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2081.0,1.30628323554993
1125858.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,4.0,3.0,2.0,5.0,Postgraduate study,2.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,23.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,2445.0,0.799746096134186
1125854.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,3.0,1.0,1.0,3.0,Some college or associate degree,4.0,2.0,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,1.0,My candidates position on the issues,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,4.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,2703.0,0.899266004562378
1115915.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,2.0,1.0,,3.0,2.0,Call 2,4.0,,,,,,,4.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,3.0,,,18-64,,,,,,,60.0,1.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,1.6226931810379
1129147.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,5.0,College graduate,3.0,2.0,5.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,9.0,My candidates leadership/personal qualities,No,3.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,89.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Downscale,1085.0,0.814484417438507
1108188.0,1.0,2.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Yes,3.0,2.0,Call 1,4.0,3.0,2.0,3.0,Postgraduate study,4.0,2.0,4.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,3.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,60.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale,2048.0,1.38127875328064
1124944.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 3,10.0,3.0,2.0,3.0,College graduate,2.0,1.0,3.0,2.0,9.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,3.0,Poor,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,80.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,2066.0,1.05014181137085
1109280.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,1.0,1.0,Call 1,5.0,3.0,2.0,3.0,Postgraduate study,4.0,2.0,4.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,4.0,My candidates leadership/personal qualities,No,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,1.0,1.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,3.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,1720.0,0.733457088470459
1115885.0,1.0,1.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Omit,Omit,All others,Complete,4.0,2.0,,3.0,2.0,Call 2,4.0,9.0,,9.0,,9.0,9.0,1.0,,9.0,,,,Omit,Omit,2.0,My candidates leadership/personal qualities,No,3.0,Omit,Omit,18-64,,,,,,,23.0,2.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Massachusetts,Election day exit poll,2.0,4.0,2.0,Version 1,No,Jewish,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,2445.0,0.666274845600128
