ID,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CHIEFDLA,COLLEDUC,DPRS08,EDUC,FTEVER,FTPRIM,FTVOTEP,GEOCODE,GETAHEAD,HSEDUC,INC100K,INC50K,INCOME07,ISSIA08D,LATINO,MARRIED,NEC,NEC2,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,READYBLACK,READYBL2,READYWOMAN,READYWM2,REGION,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWED,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,UNITELA,VADPRS08,VERSION,WHITEREL,WOMENWED,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1162595.0,Never,Never,All others,Complete,4.0,2.0,Call 2,4.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,2.0,1.0,2.0,100k or more,50k or more,"$150,000-$199,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,68.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,1.0,Version 1,None,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,23323.0,1.3441070318222
1163543.0,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,5.0,1.0,,2.0,,2.0,2.0,1.0,3.0,3.0,,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,No,No,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,27.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Downscale,24121.0,0.599828660488129
1162590.0,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,8.0,1.0,1.0,2.0,High school graduate,1.0,1.0,3.0,1.0,1.0,1.0,100k or more,50k or more,"$150,000-$199,999",1.0,Yes,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,25.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,1.0,1.0,South,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Non-married men,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,1.0,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,9.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22312.0,1.24390137195587
1163530.0,Never,Never,All others,Complete,4.0,2.0,Call 3,7.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,1.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,No,Yes,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,84.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,5.0,2.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Upscale,23221.0,0.585432112216949
1163529.0,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,Call 3,3.0,1.0,1.0,2.0,High school graduate,2.0,1.0,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,All other,Democrat,Liberal,2.0,72.0,2.0,Asian,State questionnaire,Asian,2.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Non black female,All other races,Non white female,Non-married women,Non white,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,4.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Non-white,2.0,1.0,1.0,1.0,1.0,13.0,17-64,High Density Urban,Urban,Urban Core,Very downscale,23663.0,1.38552439212799
1162577.0,Never,Never,All others,Complete,4.0,2.0,Call 2,8.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,1.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,25.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,None,None,5.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,3.0,1.0,1.0,1.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,None,2.0,4.0,4.0,6.0,9.0,4.0,65+,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22312.0,1.28832757472992
1162576.0,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Call 2,4.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,2.0,2.0,2.0,,,,1.0,No,Yes,Not so good,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,68.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,23323.0,1.3441070318222
1163526.0,Never,Never,All others,Complete,2.0,1.0,Call 3,9.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,41.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,1.0,Version 1,None,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Town,Rural,Rural,Downscale,24073.0,1.33537364006042
1163520.0,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 3,3.0,1.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Poor,Not so good/Poor,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,72.0,4.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,3.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,1.0,Version 1,Catholic,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Very downscale,23663.0,1.39812183380127
1162568.0,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,2.0,Call 2,8.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,1.0,3.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,No,Yes,Poor,Not so good/Poor,Democrat,,,Democrat,Liberal,1.0,25.0,3.0,,State questionnaire,,2.0,1.0,2.0,1.0,South,Jewish,Jewish,9.0,1.0,3.0,1.0,Female,,,,Married women,,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Non-white,1.0,4.0,4.0,6.0,9.0,,65+,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22312.0,1.11586308479309
1163519.0,Never,Never,All others,Complete,4.0,2.0,Call 3,9.0,1.0,1.0,2.0,High school graduate,2.0,1.0,2.0,4.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,41.0,3.0,White,State questionnaire,White,2.0,1.0,2.0,1.0,South,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Something else,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Town,Rural,Rural,Downscale,24073.0,1.34004342556
1163512.0,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 3,9.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,41.0,1.0,White,State questionnaire,White,3.0,2.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Town,Rural,Rural,Downscale,24073.0,1.35222733020782
1163510.0,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 3,9.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,No,Yes,Poor,Not so good/Poor,Democrat,Black Democrat,Black Democrats,Democrat,Moderate,3.0,50.0,3.0,Black,State questionnaire,Black,2.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,1.0,2.0,Female,Black female,Black women,Non white female,Married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Non-white,1.0,3.0,3.0,5.0,6.0,7.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,24019.0,1.09287583827972
1162557.0,,,,Not complete,3.0,2.0,Call 2,7.0,,,2.0,,,,,3.0,,,,,,1.0,No,,Not so good,Not so good/Poor,,,,,,,49.0,3.0,White,State questionnaire,White,,,,,South,,,,,,,Female,Non black female,White women,White female,,White female,Rural,Small Cities/Rural, Virginia,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,,1.0,Version 1,,,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.786969006061554
1163508.0,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Call 3,9.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,4.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,50.0,1.0,White,State questionnaire,White,2.0,1.0,3.0,2.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,2.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Upscale,24019.0,1.16239035129547
1162555.0,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 2,4.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,87.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23435.0,1.15331506729126
1162551.0,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,Call 2,8.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",2.0,No,Yes,Poor,Not so good/Poor,Democrat,,,Democrat,Liberal,1.0,25.0,3.0,,State questionnaire,,1.0,1.0,1.0,1.0,South,Jewish,Jewish,9.0,1.0,3.0,1.0,Male,,,,Married men,,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Non-white,2.0,4.0,4.0,6.0,9.0,,65+,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22312.0,1.08717978000641
1162550.0,Never,Never,All others,Complete,4.0,2.0,Call 2,7.0,1.0,2.0,2.0,Postgraduate study,2.0,2.0,1.0,3.0,3.0,2.0,Less than 100k,Less than 50k,"Under $15,000",3.0,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,49.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural, Virginia,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,1.0,Version 1,None,2.0,4.0,4.0,6.0,8.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.786969006061554
1162549.0,Never,Never,All others,Complete,3.0,2.0,Call 2,4.0,1.0,2.0,2.0,College graduate,2.0,1.0,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Moderate,3.0,87.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,9.0,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Married women,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,1.0,Version 1,Non-white,1.0,3.0,3.0,4.0,5.0,11.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23435.0,1.13894057273865
1162539.0,Never,Never,Protestant/Do not attend weekly,Complete,9.0,9.0,Call 2,4.0,1.0,1.0,2.0,Did not complete high school,1.0,1.0,3.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,Yes,Good,Excellent/Good,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,87.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23435.0,1.15331506729126
1162538.0,,,,Not complete,4.0,2.0,Call 2,8.0,,,2.0,,,,,1.0,,,,,,1.0,No,,Not so good,Not so good/Poor,,,,,,,25.0,1.0,White,State questionnaire,White,,,,,South,,,,,,,Male,Non black male,White men,White male,,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,4.0,2.0,4.0,2.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,,1.0,Version 1,,,1.0,1.0,2.0,2.0,1.0,17-64,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,22312.0,1.24390137195587
1163488.0,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,Call 3,4.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Poor,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Liberal,2.0,10.0,4.0,White,State questionnaire,White,4.0,2.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,No one does,No,No,No,2.0,1.0,Version 1,Protestant/Other Christian,2.0,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,23834.0,1.34656155109406
1162534.0,Never,Never,All others,Complete,4.0,2.0,Call 2,7.0,1.0,2.0,2.0,College graduate,2.0,1.0,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,49.0,3.0,White,State questionnaire,White,2.0,1.0,3.0,2.0,South,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Rural,Small Cities/Rural, Virginia,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,2.0,1.0,Version 1,None,2.0,1.0,1.0,1.0,1.0,1.0,17-64,Extremely Low Density Rural,Rural,Rural,Downscale,22747.0,0.759831428527832
1162528.0,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,4.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,87.0,3.0,White,State questionnaire,White,4.0,2.0,2.0,1.0,South,Something else,Something else,4.0,1.0,1.0,2.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,1.0,1.0,Version 1,Something else,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23435.0,1.10966408252716
1162515.0,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,Call 2,4.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,2.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,Yes,Not so good,Not so good/Poor,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,87.0,3.0,White,State questionnaire,White,3.0,2.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,1.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,23435.0,1.13894057273865
1162512.0,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 2,8.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,1.0,3.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,21.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Non-married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,22150.0,1.27911508083344
1162510.0,Never,Never,All others,Complete,1.0,1.0,Call 2,9.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,4.0,3.0,2.0,,,,1.0,No,Yes,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,62.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Something else,Something else,4.0,1.0,3.0,1.0,Female,Non black female,White women,White female,Married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,1.0,2.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Something else,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.10921716690063
1162509.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 2,4.0,1.0,1.0,2.0,High school graduate,2.0,2.0,1.0,2.0,3.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,68.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Married women,White female,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale,23323.0,1.3441070318222
1162500.0,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 2,8.0,1.0,1.0,2.0,Some college or associate degree,2.0,1.0,2.0,1.0,3.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,Yes,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,1.0,21.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,2.0,1.0,1.0,1.0,South,Catholic,Catholic,9.0,1.0,1.0,2.0,Male,Non black male,Latino men,Non white male,Married men,Non white,Suburbs,Suburbs, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Non-white,2.0,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale,22150.0,1.19906759262085
1162494.0,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 2,9.0,1.0,1.0,2.0,Some college or associate degree,2.0,2.0,1.0,4.0,2.0,2.0,,,,9.0,No,No,Poor,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,62.0,1.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,9.0,9.0,9.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,9.0,9.0,Omit,No one does,No,No,No,1.0,1.0,Version 1,Protestant/Other Christian,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.10921716690063
1161181.0,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 1,6.0,1.0,2.0,2.0,College graduate,2.0,1.0,2.0,3.0,2.0,2.0,,,,1.0,No,Yes,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,5.0,1.0,White,State questionnaire,White,3.0,2.0,3.0,2.0,South,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,Married men,White male,Suburbs,Suburbs, Virginia,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Downscale,24122.0,0.722171723842621
1162486.0,,,,Not complete,1.0,1.0,Call 2,9.0,,,2.0,,,,,4.0,,,,,,1.0,No,,Not so good,Not so good/Poor,,,,,,,62.0,1.0,White,State questionnaire,White,,,,,South,,,,,,,Male,Non black male,White men,White male,,White male,"Cities 10,000-50,000",Small Cities/Rural, Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,,1.0,Version 1,,,3.0,3.0,5.0,6.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,24202.0,1.03980195522308
1161176.0,Never,Never,All others,Complete,3.0,2.0,Call 1,3.0,1.0,2.0,2.0,College graduate,2.0,2.0,1.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,No,No,Not so good,Not so good/Poor,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,83.0,3.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,South,None,None,5.0,1.0,1.0,2.0,Female,Non black female,White women,White female,Non-married women,White female,"Cities 50,000-500,000","Cities over 50,000", Virginia,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,1.0,1.0,Version 1,None,2.0,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Urban,Urban Core,Downscale,23225.0,0.900856077671051
