ID,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKDEM,BREAKDM2,CALL,CDNUM,CLINVSMCCN,COLLEDUC,DPRS08,ECONCLIN,ECONDEM,ECONOBAM,EDUC,GENDISS,GENDISS2,GENDISS4,GEOCODE,GUNOWNER,HONESTCLIN,HONESTDEM,HONESTOBAM,HSEDUC,INC100K,INC50K,INCOME07,INTOUCH,INTOUCHCLIN,INTOUCHOBAM,ISSIA08D,LATINO,OBAMVSMCCN,OVER65,PADPRS08,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08D,QRACEAI,QTYPE,RACE,RACEISS,RACEISS2,RACEISS5,RECESS2,RECESSION,REGION,REGPADEM,REGPADEM1,REGPADEM2,REL5,RELIGN8,RELWHITE,SATCLIN,SATISDEM,SATOBAM,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,UNFAIRSC,UNFRCLIN,UNFROBAM,UNION4,UNIONHH,UNIONMEM,UNIONVOT,VERSION,WHITEREL,WINNOM,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
3633989.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 2,6.0,1.0,2.0,2.0,1.0,1.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,No,1.0,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,1.0,Barack Obama is not,2.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,122.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Jewish,Jewish,3.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Jewish,1.0,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,19004.0,1.74644660949707
3633986.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,Call 2,3.0,1.0,2.0,2.0,1.0,1.0,2.0,College graduate,3.0,2.0,2.0,4.0,No,1.0,1.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,1.0,Barack Obama is not,1.0,No,1.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,78.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,16511.0,0.921907484531403
3633985.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 2,11.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,3.0,No,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,Barack Obama is not,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,,,106.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,18201.0,1.25048220157623
3633980.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 2,18.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,2.0,4.0,No,1.0,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,1.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,170.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,3.0,1.0,4.0,2.0,Barack Obama did not,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,15632.0,0.707451939582825
3633979.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,15.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,1.0,1.0,1.0,3.0,No,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,3.0,No,2.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,101.0,2.0,White,State questionnaire,White,1.0,1.0,1.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,18104.0,0.91583651304245
3633976.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,1.0,Call 2,3.0,,,2.0,,,,,,,,4.0,,,,,,,,,,,,3.0,No,,65+,1.0,,,,,,,78.0,4.0,White,State questionnaire,White,,,,1.0,2.0,East,2.0,1.0,1.0,,,,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,4.0,2.0,,,,No one does,No,No,No,Version 1,,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Upscale,16511.0,0.921907484531403
3633975.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 2,6.0,1.0,2.0,2.0,1.0,3.0,1.0,College graduate,3.0,2.0,4.0,2.0,No,1.0,3.0,1.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,1.0,Barack Obama is,2.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,122.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Jewish,Jewish,3.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Jewish,1.0,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,19004.0,1.74644660949707
3633970.0,30-59,30-44,30-39,30-39,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 2,5.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,Barack Obama is,1.0,Yes,1.0,18-64,1.0,Democrat,Non black Democrat,Latino Democrats,Democrat,Moderate,3.0,47.0,3.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,3.0,2.0,5.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,,1.0,3.0,1.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,1.0,1.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Non-white,1.0,2.0,2.0,3.0,3.0,10.0,17-64,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0,0.772182583808899
3633969.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,13.0,1.0,2.0,2.0,1.0,1.0,2.0,Postgraduate study,2.0,1.0,3.0,2.0,No,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",1.0,1.0,Barack Obama is not,2.0,No,1.0,18-64,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,128.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,2.0,1.0,East,3.0,2.0,2.0,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Jewish,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,19002.0,1.25680732727051
3633968.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 2,15.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,3.0,Yes,9.0,9.0,9.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",4.0,2.0,Barack Obama is not,2.0,No,1.0,65+,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,101.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,18104.0,0.91583651304245
3633966.0,18-29,18-29,25-29,25-29,Non black 18-29,Latino 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,Call 2,15.0,1.0,1.0,2.0,2.0,2.0,1.0,Did not complete high school,2.0,1.0,1.0,3.0,No,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,Barack Obama is not,2.0,Yes,3.0,18-64,1.0,Democrat,Non black Democrat,Latino Democrats,Democrat,Liberal,2.0,135.0,1.0,White,State questionnaire,Hispanic/Latino,1.0,1.0,5.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,,2.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,1.0,1.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Non-white,2.0,1.0,1.0,2.0,2.0,9.0,17-64,Suburb,Urban,Urban Core,Upscale,18015.0,0.855377793312073
3633965.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 2,18.0,1.0,1.0,2.0,1.0,3.0,1.0,High school graduate,3.0,2.0,4.0,4.0,Yes,2.0,4.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,Barack Obama is,3.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,170.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,2.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,15632.0,0.581853687763214
3633964.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Omit,Omit,All others,Complete,4.0,2.0,Call 2,10.0,1.0,2.0,2.0,1.0,1.0,2.0,Postgraduate study,2.0,1.0,3.0,5.0,Yes,1.0,3.0,1.0,2.0,,,,3.0,1.0,Barack Obama is,1.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,161.0,3.0,White,State questionnaire,White,2.0,1.0,1.0,1.0,3.0,East,2.0,1.0,1.0,None,None,5.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,,,,,Version 1,None,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,18812.0,0.759523808956146
3633962.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,Call 2,19.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,5.0,Yes,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,1.0,No,3.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,56.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.3646684885025
3633961.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 2,5.0,1.0,1.0,2.0,1.0,3.0,1.0,Some college or associate degree,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,Barack Obama is,3.0,No,1.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,47.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Town,70s Suburbs,Urban Perimeter,Very upscale,16803.0,0.772182583808899
3633960.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,4.0,2.0,Call 2,14.0,,,2.0,,,,,,,,4.0,,,,,,,,,,,,2.0,No,,18-64,1.0,,,,,,,16.0,2.0,White,State questionnaire,White,,,,1.0,3.0,East,3.0,2.0,2.0,,,,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,5.0,2.0,,,,No one does,No,No,No,Version 1,,1.0,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,Urban,Urban Core,Downscale,15211.0,0.908089160919189
3633959.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,Call 2,15.0,2.0,2.0,2.0,2.0,4.0,2.0,Postgraduate study,3.0,2.0,4.0,3.0,No,2.0,4.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",1.0,1.0,Barack Obama is not,1.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,101.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Jewish,Jewish,3.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Jewish,1.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Urban,Urban Core,Very upscale,18104.0,0.753242433071136
3633958.0,30-59,45-59,40-49,45-49,,,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,Call 2,19.0,1.0,1.0,2.0,1.0,3.0,1.0,High school graduate,2.0,1.0,3.0,5.0,No,1.0,3.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,1.0,Barack Obama is,9.0,No,1.0,18-64,1.0,Democrat,,,Democrat,Liberal,2.0,56.0,1.0,,State questionnaire,,3.0,2.0,9.0,1.0,3.0,East,2.0,1.0,1.0,None,None,,1.0,3.0,1.0,Female,,,,,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,4.0,2.0,9.0,9.0,Omit,No one does,No,No,No,Version 1,Non-white,2.0,3.0,3.0,4.0,5.0,,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,0.986565113067627
3633955.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,6.0,1.0,2.0,2.0,1.0,1.0,2.0,Postgraduate study,3.0,2.0,2.0,2.0,Yes,1.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",4.0,2.0,Barack Obama is not,1.0,No,2.0,18-64,1.0,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,122.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,2.0,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,19004.0,2.12343263626099
3633954.0,60+,60+,50-64,60-64,Non black 60+,White 60+,,,,Not complete,9.0,9.0,Call 2,13.0,,,2.0,,,,,,,,2.0,,,,,,,,,,,,1.0,No,,18-64,1.0,,,,,,,128.0,9.0,White,State questionnaire,White,,,,2.0,1.0,East,2.0,1.0,1.0,,,,2.0,4.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,4.0,2.0,,,,No one does,No,No,No,Version 1,,2.0,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very upscale,19002.0,1.463996052742
3633953.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 2,14.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,2.0,1.0,3.0,4.0,No,2.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,2.0,Barack Obama is,2.0,No,1.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,16.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,1.0,1.0,1.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,2.0,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,Urban,Urban Core,Downscale,15211.0,1.0577906370163
3633952.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Call 2,18.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,2.0,1.0,3.0,4.0,Yes,1.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,1.0,Barack Obama is not,1.0,No,9.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,170.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,8.0,4.0,65+,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,15632.0,0.677774131298065
3633951.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,Call 2,10.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,2.0,5.0,Yes,1.0,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",1.0,1.0,Barack Obama is not,1.0,No,3.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,161.0,4.0,White,State questionnaire,White,3.0,2.0,2.0,2.0,1.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,3.0,1.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,1.0,1.0,1.0,9.0,9.0,Omit,"Yes, I do",Yes,I am,Yes,Version 1,Catholic,1.0,3.0,3.0,4.0,5.0,3.0,17-64,Extremely Low Density Rural,Rural,Rural,Upscale,18812.0,0.923473834991455
3633950.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Call 2,3.0,1.0,1.0,2.0,1.0,1.0,2.0,Some college or associate degree,3.0,2.0,4.0,4.0,Yes,1.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",1.0,1.0,Barack Obama is not,1.0,No,3.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,78.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,2.0,1.0,1.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,2.0,2.0,Barack Obama did,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,16511.0,0.650928020477295
3633949.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,Call 2,19.0,1.0,2.0,2.0,1.0,3.0,1.0,Postgraduate study,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,1.0,Barack Obama is,1.0,No,3.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,1.0,56.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,3.0,East,4.0,2.0,2.0,Catholic,Catholic,2.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Catholic,1.0,3.0,3.0,5.0,6.0,3.0,17-64,Town,60s Suburbs,Urban Perimeter,Very upscale,17011.0,1.12239050865173
3633947.0,60+,60+,65+,75 or over,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,3.0,2.0,Call 2,15.0,1.0,2.0,2.0,1.0,3.0,1.0,College graduate,3.0,2.0,4.0,3.0,Yes,1.0,3.0,1.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,1.0,Barack Obama is,3.0,No,3.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,101.0,3.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,3.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Pennsylvania,Election day exit poll,2.0,5.0,2.0,4.0,2.0,Barack Obama did not,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,4.0,65+,Suburb,Urban,Urban Core,Very upscale,18104.0,0.753242433071136
3633945.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,Call 2,15.0,2.0,1.0,2.0,2.0,2.0,1.0,High school graduate,1.0,1.0,3.0,3.0,No,2.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,Barack Obama is,2.0,No,2.0,18-64,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Liberal,2.0,135.0,2.0,White,State questionnaire,White,1.0,1.0,1.0,2.0,1.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Pennsylvania,Election day exit poll,1.0,1.0,1.0,1.0,1.0,Barack Obama did not,"Yes, someone else does",Yes,"Member in household, but not voter",No,Version 1,Protestant/Other Christian,2.0,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,Urban,Urban Core,Upscale,18015.0,0.672272682189941
3633943.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Call 2,10.0,1.0,1.0,2.0,1.0,1.0,2.0,High school graduate,3.0,2.0,4.0,5.0,No,1.0,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",1.0,1.0,Barack Obama is not,2.0,No,2.0,65+,1.0,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,161.0,1.0,White,State questionnaire,White,3.0,2.0,2.0,1.0,2.0,East,2.0,1.0,1.0,Protestant/Other Non-Catholic Christian,Protestant,1.0,1.0,1.0,2.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Pennsylvania,Election day exit poll,2.0,4.0,2.0,3.0,1.0,Barack Obama did,No one does,No,No,No,Version 1,Protestant/Other Christian,1.0,4.0,4.0,6.0,9.0,4.0,65+,Extremely Low Density Rural,Rural,Rural,Upscale,18812.0,0.88473379611969
