ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEM,BORNINSC,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHANGEREP,COLLEDUC,EDUC,GEOCODE,GETAHEAD,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,ISSVQUAL,MOVETOSC,OVER65,PARTY,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SCRPRS08,SEX,SEXRACE,SEXWHITE,SHAREREL,SHARERL2,SIZEPLAC,SIZEPLC3,STANUM,TAXPREF,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
536021.0,2.0,4.0,30-59,30-44,40-49,40-44,Omit,Omit,Protestant/Do not attend weekly,Complete,3.0,1.0,3.0,2.0,Yes,4.0,2.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,3.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,79.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.608605146408081
536013.0,2.0,4.0,60+,60+,50-64,60-64,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,9.0,1.0,1.0,1.0,Yes,2.0,1.0,Call 2,4.0,2.0,1.0,Some college or associate degree,1.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",1.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,111.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29369.0,1.11783301830292
536012.0,2.0,3.0,60+,60+,65+,75 or over,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,1.0,1.0,Yes,1.0,1.0,Call 2,6.0,3.0,1.0,Did not complete high school,4.0,3.0,1.0,3.0,,,,1.0,My candidates leadership/personal qualities,1.0,65+,Republican,Republican,Conservative,5.0,20.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,65+,Suburb,Urban,Urban Core,Very downscale,29405.0,1.1280928850174
536011.0,2.0,3.0,60+,60+,65+,75 or over,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,1.0,1.0,Yes,1.0,1.0,Call 2,6.0,3.0,1.0,Did not complete high school,4.0,3.0,1.0,3.0,,,,1.0,My candidates leadership/personal qualities,1.0,65+,Republican,Republican,Conservative,5.0,20.0,4.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,9.0,65+,Suburb,Urban,Urban Core,Very downscale,29405.0,1.1280928850174
536003.0,2.0,4.0,30-59,30-44,40-49,40-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,5.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,2.0,Postgraduate study,2.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",4.0,My candidates leadership/personal qualities,4.0,18-64,Republican,Republican,Conservative,5.0,98.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.680205702781677
535996.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,3.0,2.0,Yes,1.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,My candidates position on the issues,4.0,18-64,Republican,Republican,Conservative,5.0,79.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.608605146408081
535988.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,3.0,2.0,2.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,My candidates leadership/personal qualities,3.0,18-64,Independent/Something else,Independent,Conservative,4.0,74.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,29033.0,0.705599546432495
535982.0,2.0,4.0,18-29,18-29,18-24,18-24,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,1.0,3.0,2.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,High school graduate,2.0,2.0,1.0,3.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,98.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,1.0,1.0,1.0,1.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.759630084037781
536943.0,2.0,3.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,4.0,2.0,Yes,3.0,2.0,Call 2,5.0,2.0,1.0,Some college or associate degree,3.0,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",3.0,My candidates position on the issues,3.0,18-64,Republican,Republican,Conservative,4.0,33.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,2.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Low Density Rural,Rural,Rural,Very downscale,29536.0,3.68970417976379
534458.0,,,30-59,45-59,50-64,50-59,,,,Not complete,,2.0,3.0,2.0,,3.0,2.0,Call 1,4.0,,,,1.0,,,,,,,4.0,My candidates position on the issues,4.0,18-64,,,,,48.0,2.0,White,State questionnaire,White,South,,,,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29687.0,1.14459943771362
535965.0,2.0,3.0,60+,60+,65+,65-74,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,1.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,3.0,65+,Republican,Republican,Conservative,5.0,98.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,65+,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.795183122158051
535963.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,5.0,92.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.587974429130554
535962.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",3.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,5.0,92.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.587974429130554
535948.0,2.0,4.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,4.0,2.0,Yes,2.0,1.0,Call 2,2.0,2.0,2.0,Postgraduate study,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,My candidates position on the issues,1.0,18-64,Republican,Republican,Conservative,5.0,79.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.59418910741806
537785.0,2.0,4.0,18-29,18-29,18-24,18-24,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,2.0,1.0,Yes,3.0,2.0,Call 3,1.0,2.0,2.0,College graduate,4.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,My candidates position on the issues,2.0,18-64,Independent/Something else,Something else,Conservative,4.0,23.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Male,Non white male,Non white,1.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,1.0,1.0,1.0,1.0,17-64,Suburb,Urban,Urban Core,Very upscale,29407.0,1.19739472866058
535927.0,2.0,3.0,30-59,45-59,40-49,45-49,More than once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,3.0,2.0,Yes,1.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",1.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,79.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.608605146408081
535926.0,1.0,1.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,All others,Complete,2.0,1.0,1.0,1.0,Yes,3.0,2.0,Call 2,3.0,2.0,1.0,Some college or associate degree,1.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates leadership/personal qualities,1.0,18-64,Independent/Something else,Independent,Moderate,3.0,61.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,"Cities 10,000-50,000",Small Cities/Rural,South Carolina,1.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Town,Rural,Rural,Upscale,29649.0,0.820296287536621
535916.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,High school graduate,2.0,2.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,3.0,18-64,Republican,Republican,Conservative,5.0,74.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,29033.0,0.722718596458435
535915.0,2.0,3.0,30-59,30-44,40-49,40-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,3.0,2.0,Yes,2.0,1.0,Call 2,2.0,6.0,2.0,College graduate,2.0,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",3.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,98.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.664093732833862
535910.0,2.0,3.0,30-59,30-44,30-39,30-39,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,2.0,3.0,2.0,No,3.0,2.0,Call 2,2.0,2.0,2.0,Postgraduate study,2.0,1.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",3.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,4.0,92.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,3.0,2.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.587974429130554
535908.0,2.0,4.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,4.0,2.0,Yes,1.0,1.0,Call 2,2.0,2.0,2.0,College graduate,2.0,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates position on the issues,1.0,18-64,Republican,Republican,Conservative,4.0,79.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,9.0,Election day exit poll,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.59418910741806
535892.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,All others,Complete,2.0,2.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,5.0,79.0,3.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,29073.0,0.608605146408081
535891.0,2.0,4.0,30-59,30-44,30-39,30-39,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,2.0,1.0,Yes,2.0,1.0,Call 2,6.0,2.0,1.0,Some college or associate degree,4.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,1.0,18-64,Independent/Something else,Something else,Conservative,5.0,20.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,Urban,Urban Core,Very downscale,29405.0,0.942121803760529
535890.0,2.0,3.0,30-59,45-59,50-64,50-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,3.0,2.0,Yes,3.0,2.0,Call 2,2.0,2.0,2.0,College graduate,2.0,3.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,My candidates position on the issues,1.0,18-64,Republican,Republican,Conservative,4.0,74.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,29033.0,0.705599546432495
535888.0,2.0,3.0,60+,60+,50-64,60-64,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,2.0,4.0,2.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,My candidates position on the issues,2.0,18-64,Republican,Republican,Conservative,5.0,92.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.687361657619476
535868.0,2.0,4.0,30-59,45-59,50-64,50-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,1.0,2.0,1.0,Yes,2.0,1.0,Call 2,6.0,3.0,1.0,Some college or associate degree,4.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,20.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,2.0,1.0,"Cities 50,000-500,000","Cities over 50,000",South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,17-64,Suburb,Urban,Urban Core,Very downscale,29405.0,0.964979231357574
535864.0,2.0,3.0,30-59,30-44,30-39,30-39,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,1.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,2.0,College graduate,2.0,2.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,5.0,92.0,1.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.574047088623047
535862.0,2.0,3.0,30-59,45-59,40-49,45-49,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,3.0,2.0,No,2.0,1.0,Call 2,4.0,3.0,2.0,College graduate,1.0,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,My candidates position on the issues,1.0,18-64,Independent/Something else,Independent,Conservative,4.0,48.0,2.0,Black,State questionnaire,Black,South,Protestant/Other Non-Catholic Christian,Protestant,9.0,2.0,2.0,Female,Non white female,Non white,1.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,2.0,1.0,Version 1,No,Non-white,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29687.0,1.3330100774765
535445.0,1.0,2.0,30-59,30-44,40-49,40-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,1.0,3.0,2.0,Yes,3.0,2.0,Call 1,4.0,2.0,2.0,Postgraduate study,1.0,1.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",1.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,4.0,49.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,White female,White female,1.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,17-64,Suburb,70s Suburbs,Urban Perimeter,Very upscale,29687.0,0.869170367717743
535841.0,2.0,3.0,60+,60+,50-64,60-64,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,2.0,1.0,Yes,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,My candidates leadership/personal qualities,1.0,18-64,Republican,Republican,Conservative,4.0,98.0,2.0,White,State questionnaire,White,South,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,White male,White male,1.0,1.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.795183122158051
536784.0,1.0,2.0,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,2.0,2.0,1.0,No,2.0,1.0,Call 2,2.0,2.0,1.0,Some college or associate degree,2.0,2.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",3.0,My candidates leadership/personal qualities,4.0,18-64,Republican,Republican,Conservative,5.0,97.0,1.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,2.0,2.0,Female,White female,White female,2.0,1.0,Suburbs,Suburbs,South Carolina,1.0,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,Urban Perimeter,Very upscale,29223.0,0.66712486743927
535799.0,2.0,3.0,30-59,45-59,40-49,45-49,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,5.0,2.0,4.0,2.0,No,3.0,2.0,Call 2,2.0,5.0,2.0,College graduate,2.0,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",2.0,My candidates leadership/personal qualities,4.0,18-64,Independent/Something else,Independent,Conservative,4.0,92.0,1.0,White,State questionnaire,White,South,Catholic,Catholic,2.0,2.0,2.0,Male,White male,White male,4.0,2.0,Suburbs,Suburbs,South Carolina,2.0,Election day exit poll,1.0,2.0,1.0,Version 1,Yes,Catholic,All others,All others,3.0,3.0,4.0,5.0,17-64,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,29063.0,0.574047088623047
