ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,ECONREP,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,LATINOS,NEC,NEC2,NYRPRS08,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,ZIPCODE,SPANISHQ,STANUM,TELEPOLL,TERRWORR,TERWORR2,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,WEIGHT
1104579.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,12.0,3.0,2.0,5.0,College graduate,1.0,2.0,2.0,,,,Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,42.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11201.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.10542006790638
1104580.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,12.0,3.0,2.0,5.0,College graduate,1.0,2.0,2.0,,,,Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,42.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11201.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.10542006790638
1128143.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,2.0,1.0,Call 3,12.0,3.0,2.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,42.0,2.0,Asian,State questionnaire,Asian,East,None,None,9.0,4.0,3.0,Male,Non black male,All other races,Non white male,Non white,"Cities over 500,000","Cities over 50,000",11201.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.10542006790638
1128144.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,All other,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,1.0,No,2.0,1.0,Call 3,12.0,3.0,2.0,3.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,42.0,2.0,Asian,State questionnaire,Asian,East,None,None,9.0,4.0,3.0,Male,Non black male,All other races,Non white male,Non white,"Cities over 500,000","Cities over 50,000",11201.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,13.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.10542006790638
1105037.0,2.0,4.0,60+,60+,65+,75 or over,Black 60+,Black 60+,,,,Not complete,1.0,1.0,,3.0,2.0,Call 1,12.0,,,,,1.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,No,,,3.0,65+,,,,,,,48.0,1.0,Black,State questionnaire,Black,East,,,,4.0,3.0,Male,Black male,Black men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",11203.0,English, New York,Election day exit poll,,,1.0,1.0,1.0,Version 1,No,,,,4.0,4.0,6.0,9.0,8.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.0700203701853752
1127589.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,Latino 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,Yes,1.0,1.0,Call 3,12.0,1.0,1.0,1.0,High school graduate,1.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,4.0,My candidates leadership/personal qualities,Yes,Yes,Not so good,Not so good/Poor,1.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,1.0,44.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,1.0,1.0,Female,Non black female,Latino women,Non white female,Non white,"Cities over 500,000","Cities over 50,000",11208.0,English, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,4.0,5.0,11.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.413431197404861
1127626.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,12.0,3.0,1.0,2.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,2.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,44.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11208.0,English, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.389239579439163
1127627.0,2.0,4.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Never,Never,Protestant/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 3,12.0,3.0,1.0,2.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,2.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,44.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11208.0,English, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.389239579439163
1106097.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Yes,3.0,2.0,Call 1,5.0,1.0,2.0,5.0,College graduate,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.303517013788223
1106155.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,5.0,3.0,1.0,9.0,Some college or associate degree,1.0,2.0,3.0,,,,Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,93.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.211834669113159
1106212.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,4.0,2.0,Call 1,5.0,3.0,2.0,3.0,College graduate,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,Yes,Yes,Poor,Not so good/Poor,3.0,18-64,,,,,Moderate,3.0,93.0,1.0,Black,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Male,Non black male,Latino men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,11.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.835620403289795
1118841.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,4.0,2.0,Yes,2.0,1.0,Call 2,5.0,1.0,2.0,5.0,College graduate,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.323130279779434
1118879.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,All others,Complete,4.0,2.0,No,2.0,1.0,Call 2,5.0,1.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.28422999382019
1119007.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,4.0,2.0,Yes,1.0,1.0,Call 2,5.0,5.0,1.0,9.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Not at all worried,Not worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.303517013788223
1127312.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,1.0,No,3.0,2.0,Call 3,5.0,3.0,1.0,3.0,High school graduate,1.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,65+,Democrat,Non black Democrat,White Democrats,Democrat,Moderate,3.0,93.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.211834669113159
1127355.0,1.0,1.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,5.0,1.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,93.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.211834669113159
1127400.0,1.0,1.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,5.0,1.0,2.0,5.0,Postgraduate study,1.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,93.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.211834669113159
1127471.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,3.0,2.0,Call 3,5.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,,,,,Conservative,4.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.28422999382019
1127472.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,3.0,2.0,Call 3,5.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,1.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,,,,,Conservative,4.0,93.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11364.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.28422999382019
1107408.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,14.0,3.0,2.0,5.0,Postgraduate study,1.0,2.0,1.0,,,,Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,101.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1107473.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,All others,Complete,3.0,2.0,No,3.0,2.0,Call 1,14.0,2.0,1.0,1.0,Some college or associate degree,1.0,2.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,No (Spanish speaking),Not so good,Not so good/Poor,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,101.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,Spanish, New York,Election day exit poll,Very worried,Worried,2.0,3.0,1.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.166567176580429
1107525.0,1.0,2.0,60+,60+,65+,65-74,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,14.0,3.0,1.0,3.0,High school graduate,1.0,1.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,3.0,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,101.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,8.0,4.0,65+,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1128414.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,14.0,5.0,1.0,5.0,High school graduate,1.0,1.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,No,Good,Excellent/Good,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,101.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.166567176580429
1128470.0,9.0,9.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,14.0,3.0,1.0,3.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,,,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,101.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11370.0,, New York,Election day exit poll,Very worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1128527.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,14.0,1.0,1.0,1.0,Some college or associate degree,1.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,101.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1128570.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,14.0,3.0,2.0,5.0,College graduate,1.0,2.0,3.0,,,,Somewhat approve,Approve,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,101.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Mormon/LDS,1.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.173871949315071
1128646.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,3.0,2.0,No,2.0,1.0,Call 3,14.0,3.0,2.0,3.0,College graduate,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,No,Not so good,Not so good/Poor,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,101.0,2.0,White,State questionnaire,White,East,Jewish,Jewish,3.0,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Jewish,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1128698.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,14.0,3.0,1.0,5.0,Some college or associate degree,1.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,No,Not so good,Not so good/Poor,5.0,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,101.0,3.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,7.0,5.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Very worried,Worried,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.17786993086338
1128740.0,1.0,1.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a month,A few times a month/A few times a year,All others,Complete,1.0,1.0,No,2.0,1.0,Call 3,14.0,1.0,2.0,3.0,College graduate,1.0,2.0,3.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,No,Good,Excellent/Good,3.0,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,101.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Other Christian,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,Somewhat worried,Worried,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1129813.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,,2.0,1.0,Call 3,14.0,,,,,1.0,,,,,,,,1.0,My candidates leadership/personal qualities,No,No,,,3.0,18-64,,,,,,,101.0,3.0,White,State questionnaire,White,East,,,,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,,,2.0,5.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
1129814.0,1.0,1.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,1.0,1.0,,2.0,1.0,Call 3,14.0,,,,,1.0,,,,,,,,1.0,My candidates leadership/personal qualities,No,No,,,3.0,18-64,,,,,,,101.0,3.0,White,State questionnaire,White,East,,,,4.0,3.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",11370.0,English, New York,Election day exit poll,,,2.0,5.0,2.0,Version 1,No,,,,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very upscale,0.124141365289688
