ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BEATDEMOH,BRNAGAIN,CALL,CDNUM,COLLEDUC,EDUC,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,ISSIA08R,MCCONSRV,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,SATISHUCK,SATHUCK2,SATISMCCN,SATMCCN2,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,TLKRADIO,TLKRADI2,USRELR,VERSION,VETVOTER,WHITEREL,WHTEVANG,WIRPRS08,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1200016.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,No,Call 2,4.0,2.0,College graduate,1.0,2.0,2.0,Less than 100k,Less than 50k,"Under $15,000",3.0,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Conservative,5.0,52.0,2.0,White,State questionnaire,White,Midwest,Something else,Something else,4.0,6.0,2.0,1.0,4.0,2.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,2.0,3.0,Version 1,No,Something else,All others,3.0,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53202.0,0.350965261459351
1199549.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Never,Never,All others,Complete,3.0,No,Call 2,4.0,1.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,2.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,49.0,2.0,White,State questionnaire,White,Midwest,None,None,5.0,6.0,3.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,2.0,3.0,Version 1,No,None,All others,3.0,All others,1.0,1.0,1.0,1.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53201.0,1.02029812335968
1199345.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,Protestant/Do not attend weekly,Complete,3.0,No,Call 1,4.0,1.0,High school graduate,1.0,1.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,52.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,6.0,3.0,2.0,4.0,2.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,2.0,3.0,Version 1,No,Protestant/Other Christian,All others,3.0,All others,2.0,2.0,3.0,3.0,2.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53202.0,0.350965261459351
1199339.0,2.0,3.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,Once a week,More than once a week/Once a week,All others,Complete,1.0,Yes,Call 1,4.0,1.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Conservative,4.0,48.0,2.0,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,6.0,3.0,2.0,3.0,2.0,Male,Black male,Black men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,1.0,3.0,Version 1,No,Non-white,All others,3.0,All others,3.0,3.0,4.0,5.0,7.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,53206.0,0.0198324341326952
1199338.0,2.0,3.0,30-59,45-59,40-49,45-49,Black 45-59,Black 45-59,Once a week,More than once a week/Once a week,All others,Complete,1.0,Yes,Call 1,4.0,1.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,2.0,Poor,Not so good/Poor,18-64,Independent/Something else,Black non Democrat,Black Indpendents,Something else,Conservative,4.0,48.0,2.0,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,6.0,3.0,2.0,3.0,2.0,Male,Black male,Black men,Non white male,Non white,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,1.0,3.0,Version 1,No,Non-white,All others,3.0,All others,3.0,3.0,4.0,5.0,7.0,17-64,Extremely High Density Urban,Urban,Urban Core,Very downscale,53206.0,0.0198324341326952
1199300.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,All others,Complete,2.0,Yes,Call 1,4.0,1.0,Some college or associate degree,1.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",4.0,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,52.0,1.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,7.0,2.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,2.0,1.0,1.0,Version 1,,Protestant/Other Christian,White Born-again/Evangelical Christians,4.0,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53202.0,0.23871611058712
1200655.0,2.0,3.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,No,Call 3,4.0,2.0,College graduate,1.0,2.0,2.0,100k or more,50k or more,"$200,000 or more",3.0,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,52.0,1.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,99.0,3.0,2.0,1.0,1.0,Female,Non black female,White women,White female,White female,"Cities over 500,000","Cities over 50,000",Wisconsin,Election day exit poll,1.0,1.0,1.0,2.0,1.0,2.0,Version 1,No,Catholic,All others,9.0,All others,1.0,1.0,2.0,2.0,1.0,17-64,Extremely High Density Urban,Urban,Urban Core,Downscale,53202.0,0.95486444234848
1198991.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,All others,Complete,2.0,Yes,Call 1,4.0,1.0,High school graduate,1.0,1.0,1.0,Less than 100k,Less than 50k,"$15,000-$29,999",3.0,3.0,Not so good,Not so good/Poor,65+,,,,,Liberal,2.0,47.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,4.0,2.0,4.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,53220.0,1.64740061759949
1198983.0,2.0,3.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,Yes,Call 1,4.0,1.0,High school graduate,1.0,1.0,2.0,Less than 100k,Less than 50k,"Under $15,000",3.0,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,47.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,1.0,2.0,1.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,4.0,4.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,53220.0,1.6554764509201
1198905.0,2.0,4.0,60+,60+,65+,65-74,Black 60+,Black 60+,A few times a year,A few times a month/A few times a year,All others,Complete,1.0,No,Call 1,1.0,1.0,High school graduate,3.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,3.0,Not so good,Not so good/Poor,65+,Republican,Black non Democrat,All Republicans,Republican,Moderate,3.0,33.0,2.0,Black,State questionnaire,Black,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,1.0,1.0,1.0,1.0,Female,Black female,Black women,Non white female,Non white,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,2.0,1.0,2.0,Version 1,,Non-white,All others,1.0,All others,4.0,4.0,6.0,8.0,8.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,1.05889666080475
1198897.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,No,Call 1,1.0,2.0,College graduate,3.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",3.0,3.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,33.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,4.0,2.0,1.0,Version 1,Yes,Catholic,All others,1.0,All others,3.0,4.0,5.0,7.0,4.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,1.49748134613037
1198889.0,2.0,4.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,No,Call 1,1.0,1.0,High school graduate,3.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,Not so good,Not so good/Poor,18-64,Democrat,Black Democrat,Black Democrats,Democrat,Liberal,2.0,33.0,2.0,Black,State questionnaire,Black,Midwest,Catholic,Catholic,9.0,2.0,2.0,1.0,2.0,1.0,Male,Black male,Black men,Non white male,Non white,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,3.0,2.0,2.0,Version 1,No,Non-white,All others,1.0,All others,2.0,2.0,3.0,3.0,6.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,1.06408762931824
1198881.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,No,Call 1,1.0,1.0,Some college or associate degree,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,33.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,4.0,2.0,1.0,Version 1,Yes,Catholic,All others,1.0,All others,1.0,1.0,1.0,1.0,1.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,1.30188202857971
1200868.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,Yes,Call 3,8.0,1.0,Did not complete high school,4.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,3.0,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,1.0,1.0,4.0,2.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.979673504829407
1200863.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,Yes,Call 3,8.0,2.0,Postgraduate study,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",2.0,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,3.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,2.0,1.0,3.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.984476089477539
1200850.0,2.0,4.0,60+,60+,65+,65-74,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,No,Call 3,8.0,1.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,3.0,Not so good,Not so good/Poor,65+,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,2.0,1.0,3.0,2.0,2.0,Version 1,Yes,Catholic,All others,1.0,All others,4.0,4.0,6.0,8.0,4.0,65+,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,1.05231547355652
1200836.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,,,,Not complete,2.0,,Call 3,8.0,,,4.0,,,,,,4.0,2.0,Good,Excellent/Good,18-64,,,,,,,2.0,2.0,White,State questionnaire,White,Midwest,,,,2.0,,,,,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,1.0,1.0,1.0,1.0,,Version 1,No,,,1.0,,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.91651713848114
1200829.0,1.0,2.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,No,Call 3,8.0,1.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",3.0,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,1.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Version 1,No,Catholic,All others,1.0,All others,1.0,1.0,1.0,1.0,1.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.982699453830719
1200823.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,All others,Complete,2.0,Yes,Call 3,8.0,1.0,Some college or associate degree,4.0,2.0,3.0,Less than 100k,50k or more,"$50,000-$74,999",1.0,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,2.0,1.0,2.0,1.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.984476089477539
1200718.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,All others,Complete,2.0,Yes,Call 3,1.0,1.0,High school graduate,3.0,1.0,9.0,Less than 100k,Less than 50k,"$15,000-$29,999",2.0,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,31.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,1.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.893101513385773
1200695.0,2.0,4.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,A few times a month,A few times a month/A few times a year,All others,Complete,2.0,Yes,Call 3,1.0,1.0,Some college or associate degree,3.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",2.0,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,31.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,Latino men,Non white male,Non white,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,1.0,1.0,1.0,Version 1,Yes,Non-white,All others,1.0,All others,1.0,1.0,1.0,1.0,9.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.891489803791046
1200653.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,More than once a week,More than once a week/Once a week,All others,Complete,1.0,Yes,Call 3,1.0,1.0,High school graduate,3.0,1.0,1.0,Less than 100k,Less than 50k,"Under $15,000",2.0,9.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,,,31.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,9.0,2.0,1.0,1.0,9.0,9.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Version 1,No,Non-white,All others,1.0,All others,3.0,3.0,5.0,6.0,11.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.831450223922729
1200639.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,1.0,Yes,Call 3,1.0,1.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",3.0,1.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,31.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,2.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,4.0,2.0,2.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.893101513385773
1200565.0,1.0,1.0,18-29,18-29,18-24,18-24,Non black 18-29,White 18-29,Once a week,More than once a week/Once a week,All others,Complete,1.0,No,Call 3,1.0,2.0,College graduate,3.0,2.0,3.0,Less than 100k,Less than 50k,"Under $15,000",2.0,3.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Something else,Moderate,3.0,31.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,2.0,1.0,Version 1,No,Protestant/Other Christian,All others,1.0,All others,1.0,1.0,1.0,1.0,1.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.829949796199799
1200210.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,1.0,Yes,Call 3,1.0,1.0,Some college or associate degree,3.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,2.0,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,5.0,33.0,3.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,4.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,5.0,2.0,1.0,1.0,1.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,1.40094363689423
1199925.0,2.0,4.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Once a week,More than once a week/Once a week,All others,Complete,1.0,Yes,Call 2,8.0,1.0,Some college or associate degree,4.0,2.0,3.0,,,,3.0,3.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Other Christian,1.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,3.0,1.0,3.0,2.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,2.0,2.0,3.0,3.0,2.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.91651713848114
1199911.0,2.0,4.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,1.0,No,Call 2,8.0,1.0,High school graduate,4.0,1.0,3.0,100k or more,50k or more,"$100,000-$149,999",2.0,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,2.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,2.0,1.0,3.0,2.0,1.0,Version 1,No,Catholic,All others,1.0,All others,3.0,3.0,4.0,5.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.984476089477539
1199896.0,2.0,3.0,18-29,18-29,18-24,18-24,Non black 18-29,Latino 18-29,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,2.0,No,Call 2,1.0,1.0,Some college or associate degree,3.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,2.0,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,31.0,1.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,Midwest,Catholic,Catholic,9.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,Wisconsin,Election day exit poll,2.0,3.0,1.0,2.0,1.0,1.0,Version 1,No,Non-white,All others,1.0,All others,1.0,1.0,1.0,1.0,9.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,53140.0,0.829949796199799
1199885.0,2.0,4.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,Yes,Call 2,8.0,2.0,Postgraduate study,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",2.0,3.0,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,2.0,2.0,White,State questionnaire,White,Midwest,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Wisconsin,Election day exit poll,1.0,1.0,1.0,4.0,2.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,1.0,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,54301.0,0.984476089477539
1199447.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,Yes,Call 2,4.0,1.0,Some college or associate degree,1.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",4.0,2.0,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,47.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Male,Non black male,White men,White male,White male,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,3.0,2.0,1.0,Version 1,Yes,Catholic,White Born-again/Evangelical Christians,1.0,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,53220.0,1.6554764509201
1199443.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,No,Call 2,4.0,1.0,High school graduate,1.0,1.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",3.0,2.0,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,47.0,2.0,White,State questionnaire,White,Midwest,Catholic,Catholic,2.0,2.0,1.0,1.0,2.0,1.0,Female,Non black female,White women,White female,White female,"Cities 50,000-500,000","Cities over 50,000",Wisconsin,Election day exit poll,2.0,5.0,2.0,4.0,2.0,1.0,Version 1,No,Catholic,All others,1.0,All others,3.0,3.0,5.0,6.0,3.0,17-64,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,53220.0,1.54119801521301
