ID,ABORT2,ABORTION,AGE3,AGE60,AGE65,AGE9,AGEBLACK,AGEBYRACE,ATTEND,ATTEND2,ATTREL,BACKSIDE,BREAKREP,BREAKRP2,BRNAGAIN,BUSHANG08,BUSHANG2,CALL,CDNUM,CHIEFREPAL,COLLEDUC,CTRPRS08,ECONREP,EDUC,FAVLIEBER,FAVLIBR2,GEOCODE,HSEDUC,IMMPRIME,INC100K,INC50K,INCOME07,IRAQWAR,IRAQWAR2,ISSIA08R,ISSVQUAL,LATINO,NEC,NEC2,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYID,PHIL3,PHIL5,PRECINCT,QLTNH08R,QRACEAI,QTYPE,RACE,REGION,REL5,RELIGN8,RELWHITE,RPRS08,RPRS08ST,SEX,SEXBLACK,SEXBYRACE,SEXRACE,SEXWHITE,SIZEPLAC,SIZEPLC3,STANUM,TELEPOLL,TIME3D,TIMEPR,TIMEWK,VERSION,VETVOTER,WHITEREL,WHTEVANG,WPROTBRN,XAGE,XAGE60,XAGE65,XAGE9,XAGEBYRACE,XOVER65,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE,WEIGHT
1103640.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,3.0,2.0,No,2.0,1.0,Call 1,4.0,2.0,2.0,2.0,3.0,College graduate,1.0,1.0,2.0,2.0,2.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,4.0,My candidates leadership/personal qualities,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,71.0,1.0,White,State questionnaire,White,East,None,None,5.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,1.0,1.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,6484.0,0.600796341896057
1105009.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Protestant/Do not attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 1,2.0,1.0,1.0,2.0,2.0,Some college or associate degree,2.0,1.0,4.0,2.0,3.0,Less than 100k,50k or more,"$75,000-$99,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,20.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6417.0,0.732893705368042
1114192.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,4.0,2.0,No,4.0,2.0,Call 2,2.0,2.0,2.0,2.0,2.0,College graduate,3.0,2.0,4.0,2.0,3.0,Less than 100k,Less than 50k,"$15,000-$29,999",Strongly disapprove,Disapprove,3.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,67.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Connecticut,Election day exit poll,2.0,3.0,1.0,Version 1,Yes,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Rural,Rural,Very downscale,6374.0,0.48234686255455
1124061.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,Latino 45-59,Omit,Omit,Omit,Complete,2.0,1.0,,4.0,2.0,Call 3,5.0,2.0,,2.0,3.0,,4.0,2.0,1.0,,1.0,,,,Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Independent,Moderate,3.0,88.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,,,9.0,2.0,2.0,Female,Non black female,Latino women,Non white female,Non white,Suburbs,Suburbs,Connecticut,Election day exit poll,1.0,1.0,1.0,Version 1,No,Non-white,All others,All others,3.0,3.0,5.0,6.0,11.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,6704.0,0.748811304569244
1104196.0,1.0,1.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 1,5.0,3.0,2.0,2.0,4.0,Postgraduate study,2.0,1.0,4.0,2.0,1.0,Less than 100k,50k or more,"$75,000-$99,999",Strongly disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Democrat,Non black Democrat,White Democrats,Democrat,Conservative,4.0,60.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,1.0,1.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6470.0,0.992695689201355
1112387.0,2.0,4.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,2.0,1.0,Call 2,5.0,2.0,2.0,2.0,5.0,College graduate,1.0,1.0,4.0,2.0,3.0,100k or more,50k or more,"$150,000-$199,999",Strongly approve,Approve,4.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,60.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6470.0,1.05668962001801
1124276.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 3,4.0,2.0,2.0,2.0,2.0,College graduate,3.0,2.0,2.0,2.0,1.0,,,,Somewhat disapprove,Disapprove,4.0,My candidates position on the issues,No,Poor,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,49.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6468.0,0.827363550662994
1122890.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,3.0,2.0,,2.0,1.0,Call 3,3.0,,,2.0,,,,,2.0,,,,,,,,4.0,My candidates leadership/personal qualities,No,,,18-64,,,,,,,45.0,1.0,White,State questionnaire,White,East,,,,2.0,2.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,,,,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Rural,Rural,Downscale,6457.0,0.621846377849579
1125077.0,2.0,3.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,Yes,3.0,2.0,Call 3,4.0,2.0,1.0,2.0,5.0,Some college or associate degree,3.0,2.0,3.0,2.0,1.0,100k or more,50k or more,"$150,000-$199,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,99.0,2.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,2.0,2.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,1.0,1.0,1.0,Version 1,No,Protestant/Other Christian,White Born-again/Evangelical Christians,White/Protestant/Other Christian/Born Again/Evangelical,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6897.0,3.20527482032776
1104108.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 1,1.0,3.0,2.0,2.0,2.0,College graduate,2.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,98.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Upscale,6109.0,0.653288304805756
1122857.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,1.0,1.0,Call 3,3.0,3.0,1.0,2.0,2.0,Some college or associate degree,2.0,1.0,2.0,2.0,3.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,5.0,45.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,2.0,2.0,Male,Non black male,White men,White male,White male,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,Rural,Rural,Downscale,6457.0,0.592266857624054
1123948.0,2.0,3.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,1.0,1.0,Call 3,2.0,3.0,1.0,3.0,3.0,Some college or associate degree,2.0,1.0,4.0,2.0,2.0,Less than 100k,50k or more,"$50,000-$74,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,21.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,Yes,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6422.0,1.14519512653351
1125046.0,2.0,3.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,5.0,3.0,1.0,3.0,3.0,High school graduate,2.0,1.0,4.0,1.0,1.0,Less than 100k,50k or more,"$50,000-$74,999",Strongly disapprove,Disapprove,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,60.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,3.0,1.0,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6470.0,1.44064784049988
1104086.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,Never,Never,All others,Complete,4.0,2.0,No,2.0,1.0,Call 1,5.0,3.0,2.0,3.0,5.0,College graduate,2.0,1.0,4.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,70.0,4.0,White,State questionnaire,White,East,None,None,5.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Connecticut,Election day exit poll,2.0,3.0,1.0,Version 1,No,None,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Low Density Rural,Rural,Rural,Upscale,6069.0,0.777285933494568
1122830.0,1.0,2.0,60+,60+,50-64,60-64,Non black 60+,White 60+,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 3,3.0,3.0,1.0,3.0,3.0,Some college or associate degree,3.0,2.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,45.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Suburb,Rural,Rural,Downscale,6457.0,1.0243536233902
1129356.0,1.0,2.0,30-59,30-44,40-49,40-44,Non black 30-44,Latino 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,3.0,2.0,Call 3,2.0,1.0,2.0,3.0,1.0,College graduate,3.0,2.0,4.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,Yes,Poor,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,Latino Independents,Something else,Moderate,3.0,67.0,2.0,Hispanic/Latino,State questionnaire,Hispanic/Latino,East,Catholic,Catholic,9.0,4.0,3.0,Female,Non black female,Latino women,Non white female,Non white,Rural,Small Cities/Rural,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,4.0,4.0,10.0,17-64,Suburb,Rural,Rural,Very downscale,6374.0,0.58840024471283
1104070.0,1.0,1.0,60+,60+,65+,75 or over,Non black 60+,White 60+,,,,Not complete,2.0,1.0,,3.0,2.0,Call 1,2.0,,,3.0,,,,,4.0,,,,,,,,3.0,My candidates position on the issues,No,,,65+,,,,,,,21.0,1.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6422.0,1.14519512653351
1125024.0,9.0,9.0,30-59,45-59,40-49,45-49,Non black 45-59,White 45-59,Once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,4.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Somewhat approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,49.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,4.0,5.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6468.0,1.03921043872833
1105168.0,1.0,1.0,30-59,30-44,40-49,40-44,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,3.0,2.0,No,4.0,2.0,Call 1,4.0,3.0,2.0,3.0,1.0,Postgraduate study,2.0,1.0,3.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,99.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,2.0,2.0,4.0,4.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6897.0,2.34661889076233
1104061.0,1.0,1.0,60+,60+,50-64,60-64,Non black 60+,White 60+,Never,Never,Catholic/Do not attend weekly,Complete,3.0,2.0,No,2.0,1.0,Call 1,5.0,3.0,1.0,3.0,3.0,Some college or associate degree,2.0,1.0,4.0,2.0,1.0,100k or more,50k or more,"$200,000 or more",Somewhat approve,Approve,4.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Moderate,3.0,70.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Rural,Small Cities/Rural,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,3.0,4.0,5.0,7.0,4.0,17-64,Low Density Rural,Rural,Rural,Upscale,6069.0,0.868715941905975
1123910.0,1.0,2.0,18-29,18-29,25-29,25-29,Non black 18-29,White 18-29,Omit,Omit,Omit,Complete,2.0,1.0,,4.0,2.0,Call 3,5.0,3.0,2.0,3.0,3.0,College graduate,3.0,2.0,1.0,2.0,3.0,,,,Somewhat disapprove,Disapprove,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,88.0,2.0,White,State questionnaire,White,East,,,9.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,,All others,,1.0,1.0,2.0,2.0,1.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,6704.0,1.57351565361023
1123906.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,Never,Never,Protestant/Do not attend weekly,Complete,1.0,1.0,No,1.0,1.0,Call 3,4.0,3.0,1.0,3.0,3.0,High school graduate,1.0,1.0,2.0,1.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Strongly approve,Approve,3.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,71.0,3.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,6484.0,0.929742634296417
1126107.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,More than once a week,More than once a week/Once a week,Protestant/Attend weekly,Complete,3.0,2.0,No,3.0,2.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,1.0,1.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Somewhat disapprove,Disapprove,2.0,My candidates position on the issues,,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Moderate,3.0,12.0,1.0,White,State questionnaire,White,East,Protestant/Other Non-Catholic Christian,Protestant,1.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Protestant/Other Christian,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6010.0,0.614186525344849
1128312.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,43.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,6040.0,0.849277079105377
1128313.0,2.0,4.0,60+,60+,65+,75 or over,Non black 60+,White 60+,More than once a week,More than once a week/Once a week,Catholic/Attend weekly,Complete,4.0,2.0,No,2.0,1.0,Call 3,1.0,3.0,1.0,3.0,3.0,Some college or associate degree,1.0,1.0,2.0,2.0,1.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,4.0,My candidates leadership/personal qualities,No,Not so good,Not so good/Poor,65+,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,43.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,4.0,4.0,6.0,9.0,4.0,65+,Suburb,60s Suburbs,Urban Perimeter,Downscale,6040.0,0.849277079105377
1122779.0,1.0,1.0,30-59,30-44,30-39,30-39,Black 30-44,Black 30-44,Never,Never,Protestant/Do not attend weekly,Complete,4.0,2.0,No,3.0,2.0,Call 3,3.0,3.0,2.0,3.0,3.0,Postgraduate study,2.0,1.0,2.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Black non Democrat,All Republicans,Republican,Moderate,3.0,45.0,2.0,Black,State questionnaire,Black,East,Protestant/Other Non-Catholic Christian,Protestant,9.0,4.0,3.0,Female,Black female,Black women,Non white female,Non white,"Cities 10,000-50,000",Small Cities/Rural,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,Non-white,All others,All others,2.0,2.0,3.0,3.0,6.0,17-64,Suburb,Rural,Rural,Downscale,6457.0,1.83321118354797
1105129.0,1.0,2.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 1,2.0,3.0,2.0,3.0,3.0,College graduate,1.0,1.0,4.0,2.0,3.0,Less than 100k,Less than 50k,"$30,000-$49,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Liberal,2.0,67.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Rural,Small Cities/Rural,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,Rural,Rural,Very downscale,6374.0,0.58840024471283
1123873.0,1.0,2.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,,,,Not complete,1.0,1.0,,2.0,1.0,Call 3,2.0,,,3.0,,,,,4.0,,,,,,,,3.0,My candidates leadership/personal qualities,No,,,18-64,,,,,,,21.0,1.0,White,State questionnaire,White,East,,,,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,No,,,,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,6422.0,1.02466642856598
1104017.0,1.0,1.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a year,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,1.0,1.0,No,2.0,1.0,Call 1,3.0,1.0,2.0,3.0,1.0,College graduate,1.0,1.0,2.0,2.0,1.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,1.0,My candidates position on the issues,No,Not so good,Not so good/Poor,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,87.0,2.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,1.0,2.0,1.0,Version 1,No,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,6492.0,0.573326945304871
1126071.0,2.0,3.0,30-59,45-59,50-64,50-59,Non black 45-59,White 45-59,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,1.0,3.0,2.0,3.0,3.0,Postgraduate study,1.0,1.0,1.0,2.0,2.0,100k or more,50k or more,"$150,000-$199,999",Somewhat approve,Approve,3.0,My candidates position on the issues,No,Good,Excellent/Good,18-64,Independent/Something else,Non black non Democrat,White Independents,Independent,Conservative,4.0,12.0,4.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Female,Non black female,White women,White female,White female,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,4.0,2.0,Version 1,No,Catholic,All others,All others,3.0,3.0,5.0,6.0,3.0,17-64,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,6010.0,0.644860744476318
1127210.0,2.0,3.0,30-59,30-44,30-39,30-39,Non black 30-44,White 30-44,A few times a month,A few times a month/A few times a year,Catholic/Do not attend weekly,Complete,2.0,1.0,No,2.0,1.0,Call 3,3.0,3.0,2.0,3.0,3.0,College graduate,2.0,1.0,2.0,2.0,2.0,100k or more,50k or more,"$100,000-$149,999",Strongly approve,Approve,2.0,My candidates leadership/personal qualities,No,Good,Excellent/Good,18-64,Republican,Non black non Democrat,All Republicans,Republican,Conservative,4.0,25.0,1.0,White,State questionnaire,White,East,Catholic,Catholic,2.0,4.0,3.0,Male,Non black male,White men,White male,White male,Suburbs,Suburbs,Connecticut,Election day exit poll,2.0,5.0,2.0,Version 1,Yes,Catholic,All others,All others,2.0,2.0,3.0,3.0,2.0,17-64,Suburb,60s Suburbs,Urban Perimeter,Very downscale,6512.0,0.460375607013702
